MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,DEPTH,TYPE,PH,COLOR,CONDUCT,ALK
5312,MARANACOOK L,1,1998-07-09,CW,5,C,6.9,999,99999,16
5312,MARANACOOK L,2,1998-07-09,CW,4,C,6.7,999,99999,15
5312,MARANACOOK L,1,1998-08-06,CW,7,C,6.8,999,99999,15
5312,MARANACOOK L,2,1998-08-06,CW,4,C,6.9,999,99999,15
5312,MARANACOOK L,2,1998-09-11,CW,6,C,6.8,999,99999,17
5312,MARANACOOK L,1,1998-09-11,CW,7,C,7,999,99999,15
5312,MARANACOOK L,1,1998-10-16,CW,10,C,6.8,999,99999,14.5
5312,MARANACOOK L,2,1998-10-16,CW,10,C,6.8,999,99999,15.1
5312,MARANACOOK L,2,2001-05-22,CW,10,C,6.9,999,99999,14
5312,MARANACOOK L,1,2001-05-22,CW,10,C,6.9,999,99999,13.5
5312,MARANACOOK L,2,2001-06-19,CW,5,C,7,999,99999,12.5
5312,MARANACOOK L,1,2001-06-19,CW,5,C,7,999,99999,12.5
5312,MARANACOOK L,1,2001-07-23,CW,6,C,7,999,99999,15
5312,MARANACOOK L,1,2001-07-23,CW,6,C,7,999,99999,14
5312,MARANACOOK L,2,2001-08-28,CW,6,C,7,999,99999,16
5312,MARANACOOK L,1,2001-08-28,CW,8,C,7,999,99999,15.5
5312,MARANACOOK L,2,2001-09-26,CW,7,C,7,999,99999,16
5312,MARANACOOK L,1,2001-09-26,CW,9,C,7,999,99999,16
5312,MARANACOOK L,1,2001-10-24,CW,10,C,6.9,999,99999,15
5312,MARANACOOK L,2,2002-05-30,CW,10,C,7,999,99999,16
5312,MARANACOOK L,1,2002-05-30,CW,10,C,7.1,999,99999,15.6
5312,MARANACOOK L,1,2002-06-26,CW,10,C,7.2,999,99999,15.8
5312,MARANACOOK L,2,2002-06-26,CW,7,C,6.9,999,99999,16.2
5312,MARANACOOK L,2,2002-07-31,CW,5,C,7,999,99999,15.7
5312,MARANACOOK L,1,2002-07-31,Cw,7,C,6.9,999,99999,15.8
5312,MARANACOOK L,1,2002-08-21,CW,6,C,6.9,999,99999,15.2
5312,MARANACOOK L,2,2002-08-21,CW,5,C,7.1,999,99999,16.3
5312,MARANACOOK L,1,2002-09-26,CW,10,C,7,999,99999,15.2
5312,MARANACOOK L,2,2002-09-26,CW,7,C,7.1,999,99999,16.4
5312,MARANACOOK L,1,2002-10-30,CW,10,C,6.9,999,99999,15.8
5312,MARANACOOK L,2,2002-10-30,CW,10,C,6.8,999,99999,16.2
5312,MARANACOOK L,2,2003-08-07,CW,5,C,7.2,15,99999,17.2
5312,MARANACOOK L,1,2005-06-03,CW,10,C,99.99,999,99999,11.5
5312,MARANACOOK L,2,2005-07-27,CW,5,C,99.99,999,99999,13
5312,MARANACOOK L,1,2005-07-27,CW,5,C,99.99,999,99999,12
5312,MARANACOOK L,1,2008-05-21,CW,8,C,7,999,99999,17
5312,MARANACOOK L,2,2008-05-21,CW,5,C,7,999,99999,16
5312,MARANACOOK L,1,2008-06-18,CW,5,C,7.1,999,99999,17
5312,MARANACOOK L,2,2008-06-18,CW,5,C,6.9,999,99999,17
5312,MARANACOOK L,1,2008-07-17,CW,7,C,7.1,999,99999,17.5
5312,MARANACOOK L,2,2008-07-17,CW,6,C,6.8,999,99999,17
5312,MARANACOOK L,2,2008-08-14,CW,6,C,6.6,999,99999,17.5
5312,MARANACOOK L,1,2008-08-14,CW,8,C,7,999,99999,17.5
5312,MARANACOOK L,2,2008-09-19,CW,7,C,6.8,999,99999,999.9
5312,MARANACOOK L,1,2008-09-19,CW,9,C,7,999,99999,999.9
5312,MARANACOOK L,2,2008-10-15,CW,8,C,6.8,999,99999,19
5312,MARANACOOK L,1,2008-10-15,CW,10,C,7,999,99999,18
5312,MARANACOOK L,1,2009-05-27,CW,7,C,99.99,999,99999,17.5
5312,MARANACOOK L,2,2009-05-27,CW,6,C,99.99,999,99999,17
5312,MARANACOOK L,2,2009-06-24,CW,7,C,99.99,999,99999,18.5
5312,MARANACOOK L,1,2009-06-24,CW,9,C,99.99,999,99999,19
5312,MARANACOOK L,1,2009-07-17,CW,6,C,99.99,999,99999,19
5312,MARANACOOK L,2,2009-07-17,CW,6,C,99.99,999,99999,20.5
5312,MARANACOOK L,2,2009-08-13,CW,5,C,99.99,999,99999,21
5312,MARANACOOK L,1,2009-08-13,CW,7,C,99.99,999,99999,20
5312,MARANACOOK L,2,2009-09-28,CW,7,C,99.99,999,99999,21
5312,MARANACOOK L,1,2009-09-28,CW,9,C,99.99,999,99999,19
5312,MARANACOOK L,1,2009-10-20,CW,10,C,99.99,999,99999,18.5
5312,MARANACOOK L,2,2009-10-20,CW,10,C,99.99,999,99999,20.5
5312,MARANACOOK L,2,2010-08-12,cw,5.5,C,99.99,999,99999,19
5312,MARANACOOK L,2,2011-05-26,cw,10,C,99.99,999,99999,15
5312,MARANACOOK L,1,2011-05-26,cw,10,C,99.99,999,99999,16
5312,MARANACOOK L,2,2011-06-20,cw,5,C,99.99,999,99999,16.5
5312,MARANACOOK L,1,2011-06-20,cw,5,C,99.99,999,99999,16
5312,MARANACOOK L,1,2011-07-19,cw,6,C,99.99,999,99999,16.5
5312,MARANACOOK L,2,2011-07-19,cw,4.5,C,99.99,999,99999,17
5312,MARANACOOK L,2,2011-08-18,cw,5,C,99.99,999,99999,18
5312,MARANACOOK L,1,2011-08-18,cw,7,C,99.99,999,99999,17
5312,MARANACOOK L,2,2011-09-27,cw,7,C,99.99,999,99999,18.5
5312,MARANACOOK L,1,2011-09-27,cw,9,C,99.99,999,99999,17
5312,MARANACOOK L,1,2014-05-28,CW,9,C,99.99,999,99999,19
5312,MARANACOOK L,2,2014-05-28,CW,7,C,99.99,999,99999,18.5
5312,MARANACOOK L,2,2014-06-09,CW,7,C,99.99,999,99999,17.5
5312,MARANACOOK L,1,2014-06-09,CW,7,C,99.99,999,99999,18
5312,MARANACOOK L,2,2014-07-01,CW,6,C,99.99,999,99999,17.5
5312,MARANACOOK L,1,2014-07-01,CW,7,C,99.99,999,99999,18
5312,MARANACOOK L,2,2014-08-04,CW,5,C,99.99,999,99999,18
5312,MARANACOOK L,1,2014-08-04,CW,7,C,99.99,999,99999,18.5
5312,MARANACOOK L,1,2014-09-05,CW,7,C,99.99,999,99999,19
5312,MARANACOOK L,2,2014-09-05,CW,5,C,99.99,999,99999,18.5
5312,MARANACOOK L,1,2017-05-23,CW,9,C,99.99,999,99999,18.5
5312,MARANACOOK L,2,2017-05-23,CW,7,C,99.99,999,99999,18
5312,MARANACOOK L,2,2017-06-12,CW,6,C,99.99,999,99999,18
5312,MARANACOOK L,1,2017-06-12,CW,9,C,99.99,999,99999,18
5312,MARANACOOK L,1,2017-08-14,CW,7,C,99.99,999,99999,18
5312,MARANACOOK L,2,2017-08-14,CW,5,C,99.99,999,99999,18.5
5312,MARANACOOK L,1,2017-09-05,CW,9,C,99.99,999,99999,18.5
5312,MARANACOOK L,2,2017-09-05,CW,6,C,99.99,999,99999,18
5312,MARANACOOK L,2,2017-10-03,CW,7,C,99.99,999,99999,19
5312,MARANACOOK L,1,2017-10-03,CW,9,C,99.99,999,99999,19.5
5312,MARANACOOK L,2,2017-10-18,CW,7,C,99.99,999,99999,19.5
5312,MARANACOOK L,1,2017-10-18,CW,9,C,99.99,999,99999,20
5312,MARANACOOK L,1,2020-06-22,CW,6,C,99.99,999,99999,18.5
5312,MARANACOOK L,2,2020-06-22,CW,6,C,99.99,999,99999,18
5312,MARANACOOK L,2,2020-07-21,CW,5,C,99.99,999,99999,19.5
5312,MARANACOOK L,1,2020-07-21,CW,7,C,99.99,999,99999,19
5312,MARANACOOK L,1,2020-08-21,CW,7,C,99.99,999,99999,19.5
5312,MARANACOOK L,2,2020-08-21,CW,6,C,99.99,999,99999,20
5312,MARANACOOK L,1,2020-09-21,CW,9,C,99.99,999,99999,20.5
5312,MARANACOOK L,2,2020-10-22,CW,9,C,99.99,999,99999,19.5
5312,MARANACOOK L,1,2020-10-22,CW,9,C,99.99,999,99999,18.5
5312,MARANACOOK L,2,2021-09-21,CW,7,C,99.99,999,99999,20
5316,KEZAR P,1,2003-08-25,CW,5,C,6.6,13,99999,19.8
5316,KEZAR P,1,2009-08-07,cw,2.5,C,99.99,999,99999,20.5
5316,KEZAR P,1,2010-08-11,cw,4,C,99.99,999,99999,20
5316,KEZAR P,1,2011-08-22,cw,4,C,99.99,999,99999,17
5316,KEZAR P,1,2012-08-24,cw,3.5,C,99.99,999,99999,20
5316,KEZAR P,1,2013-08-29,cw,4,C,99.99,999,99999,21.5
5316,KEZAR P,1,2014-08-19,CW,4.5,C,99.99,999,99999,20
5316,KEZAR P,1,2015-08-14,CW,4.5,C,99.99,999,99999,19
5316,KEZAR P,1,2016-08-25,CW,4.5,C,99.99,999,99999,19.5
5316,KEZAR P,1,2017-08-29,CW,4.5,C,99.99,999,99999,19.5
5316,KEZAR P,1,2017-08-29,CW,999.9,C,99.99,999,99999,999.9
5316,KEZAR P,1,2018-08-31,CW,5,C,7.05,14,179,19.5
5316,KEZAR P,1,2020-09-02,CW,4,C,99.99,999,99999,19.5
8065,COBBOSSEECONTEE (LT),1,2000-05-15,CW,3,C,6.9,999,99999,14
8065,COBBOSSEECONTEE (LT),1,2000-06-13,CW,5,C,7.2,999,99999,16
8065,COBBOSSEECONTEE (LT),1,2000-07-12,CW,3,C,6.9,999,99999,17
8065,COBBOSSEECONTEE (LT),1,2000-08-11,CW,3,C,7,999,99999,16.5
8065,COBBOSSEECONTEE (LT),1,2000-09-18,CW,4,C,7,999,99999,17
8065,COBBOSSEECONTEE (LT),1,2000-10-13,CW,7,C,7,999,99999,16.5
8065,COBBOSSEECONTEE (LT),1,2001-05-18,CW,4,C,7,999,99999,16
8065,COBBOSSEECONTEE (LT),1,2001-06-18,CW,4,C,6.9,999,99999,15.5
8065,COBBOSSEECONTEE (LT),1,2001-07-18,CW,3,C,7.1,999,99999,16.5
8065,COBBOSSEECONTEE (LT),1,2001-08-20,CW,4,C,7.1,999,99999,17
8065,COBBOSSEECONTEE (LT),1,2001-09-11,CW,5,C,7,30,99999,18
8065,COBBOSSEECONTEE (LT),1,2001-10-18,CW,7,C,7,999,99999,16.5
8065,COBBOSSEECONTEE (LT),1,2002-04-19,CW,9,C,6.9,999,99999,14.8
8065,COBBOSSEECONTEE (LT),1,2002-05-17,CW,9,C,6.9,999,99999,15.3
8065,COBBOSSEECONTEE (LT),1,2002-05-31,CW,4,C,7.1,999,99999,14.9
8065,COBBOSSEECONTEE (LT),1,2002-06-14,CW,5,C,7.1,999,99999,15.5
8065,COBBOSSEECONTEE (LT),1,2002-07-02,EI,3,C,7,999,99999,16.1
8065,COBBOSSEECONTEE (LT),1,2002-07-18,CW,3,C,6.8,999,99999,15.8
8065,COBBOSSEECONTEE (LT),1,2002-08-07,CW,4,C,6.9,999,99999,17.2
8065,COBBOSSEECONTEE (LT),1,2002-08-23,CW,4,C,6.9,999,99999,16.8
8065,COBBOSSEECONTEE (LT),1,2002-09-06,CW,4,C,6.9,999,99999,17.5
8065,COBBOSSEECONTEE (LT),1,2002-10-21,CW,9,C,7.1,999,99999,17.6
8065,COBBOSSEECONTEE (LT),1,2002-11-12,CW,9,C,7.1,999,99999,17.5
8065,COBBOSSEECONTEE (LT),1,2003-06-23,CW,4,C,7.2,23,99999,20
8065,COBBOSSEECONTEE (LT),1,2003-07-25,CW,4,C,7.4,27,99999,21.8
8065,COBBOSSEECONTEE (LT),1,2003-08-27,CW,4,C,7.1,20,99999,22.5
8065,COBBOSSEECONTEE (LT),1,2003-09-30,CW,4,C,7,17,99999,19
8065,COBBOSSEECONTEE (LT),1,2003-10-30,CW,8,C,7.1,22,99999,16.8
8065,COBBOSSEECONTEE (LT),1,2004-06-07,CW,5,C,6.9,25,99999,16
8065,COBBOSSEECONTEE (LT),1,2004-06-25,CW,4,C,7,12,99999,16
8065,COBBOSSEECONTEE (LT),1,2004-07-30,CW,4,C,7.1,13,99999,17.5
8065,COBBOSSEECONTEE (LT),1,2004-08-20,CW,4,C,7.1,12,99999,17.5
8065,COBBOSSEECONTEE (LT),1,2004-10-01,CW,5,C,7,17,99999,15
8065,COBBOSSEECONTEE (LT),1,2005-08-02,CW,4,C,99.99,999,99999,17
8065,COBBOSSEECONTEE (LT),1,2005-09-06,CW,5,C,99.99,999,99999,17.5
8065,COBBOSSEECONTEE (LT),1,2006-06-07,CW,6,C,6.5,999,99999,19
8065,COBBOSSEECONTEE (LT),1,2006-06-30,CW,4,C,6.6,999,99999,20
8065,COBBOSSEECONTEE (LT),1,2006-07-31,CW,3,C,6.9,999,99999,20
8065,COBBOSSEECONTEE (LT),1,2006-08-30,CW,4,C,6.9,999,99999,22.5
8065,COBBOSSEECONTEE (LT),1,2006-10-06,CW,7,C,6.8,999,99999,26
8065,COBBOSSEECONTEE (LT),1,2007-05-31,CW,3,C,7.1,999,99999,18.5
8065,COBBOSSEECONTEE (LT),1,2007-06-28,CW,3,C,7.1,999,99999,20.5
8065,COBBOSSEECONTEE (LT),1,2007-07-27,CW,3,C,99.99,999,99999,20.5
8065,COBBOSSEECONTEE (LT),1,2007-08-28,CW,5,C,7.2,999,99999,21
8065,COBBOSSEECONTEE (LT),1,2008-05-30,EI,4,C,6.8,999,99999,18
8065,COBBOSSEECONTEE (LT),1,2008-06-26,CW,4,C,6.8,999,99999,22
8065,COBBOSSEECONTEE (LT),1,2008-07-31,CW,0.5,G,6.8,999,99999,19
8065,COBBOSSEECONTEE (LT),1,2008-08-22,CW,3,C,7.3,999,99999,999.9
8065,COBBOSSEECONTEE (LT),1,2008-09-29,CW,5,C,6.8,999,99999,21
8065,COBBOSSEECONTEE (LT),1,2008-10-22,CW,7,C,6.9,999,99999,999.9
8065,COBBOSSEECONTEE (LT),1,2009-06-10,CW,3,C,99.99,999,99999,21
8065,COBBOSSEECONTEE (LT),1,2009-07-13,CW,3,C,99.99,999,99999,22.5
8065,COBBOSSEECONTEE (LT),1,2009-08-04,CW,2.5,C,99.99,999,99999,24.5
8065,COBBOSSEECONTEE (LT),1,2009-09-14,CW,3,C,99.99,999,99999,25.5
8065,COBBOSSEECONTEE (LT),1,2009-10-21,CW,9,C,99.99,999,99999,25.5
8065,COBBOSSEECONTEE (LT),1,2010-05-25,cw,4,C,99.99,999,99999,19
8065,COBBOSSEECONTEE (LT),1,2010-06-22,cw,3.5,C,99.99,999,99999,20.5
8065,COBBOSSEECONTEE (LT),1,2010-07-23,cw,4,C,99.99,999,99999,22.5
8065,COBBOSSEECONTEE (LT),1,2010-08-11,cw,4,C,99.99,999,99999,22
8065,COBBOSSEECONTEE (LT),1,2010-09-10,cw,3.5,C,99.99,999,99999,22.5
8065,COBBOSSEECONTEE (LT),1,2010-10-29,cw,8,C,99.99,999,99999,22.5
8065,COBBOSSEECONTEE (LT),1,2011-06-03,cw,3,C,99.99,999,99999,18.5
8065,COBBOSSEECONTEE (LT),1,2011-06-28,cw,3,C,99.99,999,99999,19
8065,COBBOSSEECONTEE (LT),1,2011-07-28,cw,3.5,C,99.99,999,99999,19.5
8065,COBBOSSEECONTEE (LT),1,2011-08-23,cw,3,C,99.99,999,99999,22.5
8065,COBBOSSEECONTEE (LT),1,2011-10-12,cw,5,C,99.99,999,99999,22
8065,COBBOSSEECONTEE (LT),1,2012-06-14,cw,3,C,99.99,999,99999,18
8065,COBBOSSEECONTEE (LT),1,2012-07-19,cw,3,C,99.99,999,99999,22
8065,COBBOSSEECONTEE (LT),1,2012-08-20,cw,3,C,99.99,999,99999,22
8065,COBBOSSEECONTEE (LT),1,2012-09-20,cw,4,C,99.99,999,99999,21.5
8065,COBBOSSEECONTEE (LT),1,2013-07-10,cw,2.5,C,99.99,999,99999,22.5
8065,COBBOSSEECONTEE (LT),1,2013-09-18,cw,4.5,C,99.99,999,99999,21.5
8065,COBBOSSEECONTEE (LT),1,2014-05-30,CW,5,C,99.99,999,99999,20
8065,COBBOSSEECONTEE (LT),1,2014-06-23,CW,4,C,99.99,999,99999,21
8065,COBBOSSEECONTEE (LT),1,2014-07-17,CW,4,C,99.99,999,99999,21
8065,COBBOSSEECONTEE (LT),1,2014-08-14,CW,3.5,C,99.99,999,99999,24.5
8065,COBBOSSEECONTEE (LT),1,2014-10-07,CW,5,C,99.99,999,99999,25
8065,COBBOSSEECONTEE (LT),1,2015-06-03,CW,5,C,99.99,999,99999,19
8065,COBBOSSEECONTEE (LT),1,2015-06-17,CW,4,C,99.99,999,99999,21.5
8065,COBBOSSEECONTEE (LT),1,2015-07-23,CW,4,C,99.99,999,99999,23
8065,COBBOSSEECONTEE (LT),1,2015-08-17,CW,4,C,99.99,999,99999,19.5
8065,COBBOSSEECONTEE (LT),1,2015-09-25,CW,4,C,99.99,999,99999,20.5
8065,COBBOSSEECONTEE (LT),1,2016-05-11,CW,7,C,99.99,999,99999,18.5
8065,COBBOSSEECONTEE (LT),1,2016-06-07,CW,4,C,99.99,999,99999,19.5
8065,COBBOSSEECONTEE (LT),1,2016-07-12,CW,999.9,C,99.99,999,99999,999.9
8065,COBBOSSEECONTEE (LT),1,2016-08-15,CW,4,C,99.99,999,99999,25
8065,COBBOSSEECONTEE (LT),1,2016-09-12,CW,999.9,C,99.99,999,99999,999.9
8065,COBBOSSEECONTEE (LT),1,2016-11-02,CW,999.9,C,99.99,999,99999,999.9
8065,COBBOSSEECONTEE (LT),1,2017-05-30,CW,4,C,99.99,999,99999,20.5
8065,COBBOSSEECONTEE (LT),1,2017-06-22,CW,3.5,C,99.99,999,99999,19.5
8065,COBBOSSEECONTEE (LT),1,2017-08-11,CW,4,C,99.99,999,99999,21.5
8065,COBBOSSEECONTEE (LT),1,2017-09-14,CW,4.5,C,99.99,999,99999,20
8065,COBBOSSEECONTEE (LT),1,2017-10-12,CW,5,C,99.99,999,99999,19.5
8065,COBBOSSEECONTEE (LT),1,2018-05-31,CW,4,C,99.99,999,99999,19
8065,COBBOSSEECONTEE (LT),1,2018-06-29,CW,3.5,C,99.99,999,99999,22
8065,COBBOSSEECONTEE (LT),1,2018-07-19,CW,3.5,C,99.99,999,99999,22
8065,COBBOSSEECONTEE (LT),1,2018-08-28,CW,4,C,7.22,27,91,23.5
8065,COBBOSSEECONTEE (LT),1,2018-09-27,CW,5,C,99.99,999,99999,23.5
8065,COBBOSSEECONTEE (LT),1,2018-11-09,CW,8,C,99.99,999,99999,22.5
8065,COBBOSSEECONTEE (LT),1,2019-06-26,CW,3,C,99.99,999,99999,20.5
8065,COBBOSSEECONTEE (LT),1,2019-08-26,CW,4,C,99.99,999,99999,22
8065,COBBOSSEECONTEE (LT),1,2019-09-27,CW,4,C,99.99,999,99999,21
8065,COBBOSSEECONTEE (LT),1,2019-10-24,CW,6,C,99.99,999,99999,22
9961,ANNABESSACOOK L,2,2000-05-31,CW,5,C,7.2,999,99999,17
9961,ANNABESSACOOK L,1,2000-05-31,CW,10,C,7.2,999,99999,16
9961,ANNABESSACOOK L,1,2000-06-27,CW,10,C,6.9,999,99999,16.5
9961,ANNABESSACOOK L,2,2000-06-27,CW,5,C,6.9,999,99999,16
9961,ANNABESSACOOK L,1,2000-07-19,CW,7,C,6.8,999,99999,15.5
9961,ANNABESSACOOK L,2,2000-07-19,CW,6,C,6.8,999,99999,16
9961,ANNABESSACOOK L,1,2000-08-22,CW,7,C,6.9,999,99999,14
9961,ANNABESSACOOK L,2,2000-08-22,CW,6,C,6.9,999,99999,15
9961,ANNABESSACOOK L,1,2000-09-25,CW,10,C,7.1,999,99999,17
9961,ANNABESSACOOK L,2,2000-09-25,CW,6,C,7.1,999,99999,17
9961,ANNABESSACOOK L,1,2000-10-24,CW,10,C,7.2,999,99999,16
9961,ANNABESSACOOK L,2,2000-10-24,CW,5,C,7.1,999,99999,16
9961,ANNABESSACOOK L,2,2001-05-02,CW,6,C,6.9,999,99999,15
9961,ANNABESSACOOK L,1,2001-05-02,CW,10,C,7,999,99999,14.5
9961,ANNABESSACOOK L,2,2001-05-16,CW,6,C,6.9,999,99999,15.5
9961,ANNABESSACOOK L,1,2001-05-16,CW,8,C,7,999,99999,15.5
9961,ANNABESSACOOK L,2,2001-06-01,CW,5,C,7,999,99999,15.5
9961,ANNABESSACOOK L,1,2001-06-01,CW,7,C,7,999,99999,16
9961,ANNABESSACOOK L,2,2001-06-13,CW,6,C,7.1,999,99999,13.5
9961,ANNABESSACOOK L,1,2001-06-13,CW,4,C,7,999,99999,16
9961,ANNABESSACOOK L,2,2001-06-25,CW,6,C,7,999,99999,16.5
9961,ANNABESSACOOK L,1,2001-06-25,CW,6,C,7,999,99999,13.5
9961,ANNABESSACOOK L,2,2001-07-13,CW,6,C,7.1,999,99999,15
9961,ANNABESSACOOK L,1,2001-07-13,CW,7,C,7.1,999,99999,14
9961,ANNABESSACOOK L,1,2001-07-25,CW,7,C,7,999,99999,14.5
9961,ANNABESSACOOK L,2,2001-07-25,CW,6,C,7,999,99999,15.5
9961,ANNABESSACOOK L,1,2001-08-07,CW,6,C,7,999,99999,14
9961,ANNABESSACOOK L,2,2001-08-07,CW,5,C,7,999,99999,17
9961,ANNABESSACOOK L,1,2001-08-21,CW,6,C,7,999,99999,15.5
9961,ANNABESSACOOK L,2,2001-08-21,CW,5,C,7,999,99999,17
9961,ANNABESSACOOK L,1,2001-09-05,CW,8,C,7,999,99999,15.5
9961,ANNABESSACOOK L,2,2001-09-05,CW,6,C,7,999,99999,16.5
9961,ANNABESSACOOK L,1,2001-09-19,CW,8,C,7.1,999,99999,17.5
9961,ANNABESSACOOK L,2,2001-09-19,CW,5,C,7,999,99999,17
9961,ANNABESSACOOK L,1,2001-10-01,CW,9,C,7,999,99999,17
9961,ANNABESSACOOK L,2,2001-10-01,CW,6,C,7,999,99999,17
9961,ANNABESSACOOK L,2,2001-10-16,CW,5,C,7,999,99999,17
9961,ANNABESSACOOK L,1,2001-10-16,CW,10,C,7,999,99999,16
9961,ANNABESSACOOK L,2,2002-05-24,CW,6,C,6.9,999,99999,16.9
9961,ANNABESSACOOK L,1,2002-05-24,CW,10,C,7.1,999,99999,16.2
9961,ANNABESSACOOK L,2,2002-06-24,CW,5,C,6.9,999,99999,15.7
9961,ANNABESSACOOK L,1,2002-06-24,CW,5,C,6.8,999,99999,15.3
9961,ANNABESSACOOK L,2,2002-07-23,CW,6,C,6.9,999,99999,16.1
9961,ANNABESSACOOK L,1,2002-07-23,CW,6,C,7.1,999,99999,15.8
9961,ANNABESSACOOK L,1,2002-08-27,CW,7,C,6.9,999,99999,14.6
9961,ANNABESSACOOK L,2,2002-08-27,CW,6,C,7.1,999,99999,15.2
9961,ANNABESSACOOK L,2,2002-09-18,CW,6,C,7.1,999,99999,16.1
9961,ANNABESSACOOK L,1,2002-09-18,CW,10,C,6.9,999,99999,15.8
9961,ANNABESSACOOK L,1,2002-10-25,CW,10,C,7.1,999,99999,15.8
9961,ANNABESSACOOK L,2,2002-10-25,CW,5,C,6.8,999,99999,16.7
9961,ANNABESSACOOK L,1,2003-05-26,CW,10,C,7,17,99999,15.7
9961,ANNABESSACOOK L,2,2003-05-26,CW,6,C,7,11,99999,17.5
9961,ANNABESSACOOK L,1,2003-06-24,CW,9,C,7,14,99999,17.9
9961,ANNABESSACOOK L,2,2003-06-24,CW,6,C,7,12,99999,17.7
9961,ANNABESSACOOK L,1,2003-07-22,CW,7,C,7,11,99999,18
9961,ANNABESSACOOK L,2,2003-07-22,CW,5,C,7.2,10,99999,17.9
9961,ANNABESSACOOK L,2,2003-08-22,CW,5,C,7.4,14,99999,18
9961,ANNABESSACOOK L,1,2003-08-22,CW,6,C,7.2,15,99999,17.9
9961,ANNABESSACOOK L,1,2003-09-15,CW,8,C,7,22,99999,17.5
9961,ANNABESSACOOK L,2,2003-09-15,CW,5,C,7,15,99999,17.5
9961,ANNABESSACOOK L,1,2003-11-07,CW,10,C,7.1,16,99999,15.5
9961,ANNABESSACOOK L,2,2003-11-07,CW,5,C,7.1,13,99999,16
9961,ANNABESSACOOK L,1,2004-05-25,cw,8,C,7,15,99999,16.5
9961,ANNABESSACOOK L,2,2004-05-25,CW,5,C,6.9,13,99999,17
9961,ANNABESSACOOK L,2,2004-06-23,CW,5,C,6.9,4,99999,16.5
9961,ANNABESSACOOK L,1,2004-06-23,CW,6,C,6.9,7,99999,17
9961,ANNABESSACOOK L,1,2004-07-23,cw,7,C,7,8,99999,16
9961,ANNABESSACOOK L,2,2004-07-23,CW,5,C,7.1,8,99999,15
9961,ANNABESSACOOK L,2,2004-08-17,CW,5,C,6.9,15,99999,13.5
9961,ANNABESSACOOK L,1,2004-08-17,CW,7,C,6.9,11,99999,13.5
9961,ANNABESSACOOK L,2,2004-09-23,CW,5,C,7,13,99999,13
9961,ANNABESSACOOK L,1,2004-09-23,CW,9,C,7.1,13,99999,12.5
9961,ANNABESSACOOK L,1,2004-10-26,CW,10,C,7,14,99999,14.5
9961,ANNABESSACOOK L,2,2004-10-26,CW,5,C,7,16,99999,14
9961,ANNABESSACOOK L,1,2005-05-19,CW,10,C,7,999,99999,12
9961,ANNABESSACOOK L,2,2005-05-19,CW,6,C,7,999,99999,10
9961,ANNABESSACOOK L,1,2006-06-08,CW,8,C,7,999,99999,15.5
9961,ANNABESSACOOK L,2,2006-06-08,CW,5,C,6.8,999,99999,16
9961,ANNABESSACOOK L,1,2006-07-07,CW,7,C,6.8,999,99999,16.5
9961,ANNABESSACOOK L,2,2006-07-07,CW,5,C,7,999,99999,18
9961,ANNABESSACOOK L,1,2006-08-04,cw,5,C,7.1,999,99999,19
9961,ANNABESSACOOK L,2,2006-08-04,CW,5,C,7.1,999,99999,18.5
9961,ANNABESSACOOK L,1,2006-09-11,CW,8,C,7.2,999,99999,18
9961,ANNABESSACOOK L,2,2006-09-11,CW,5,C,7.1,999,99999,18.5
9961,ANNABESSACOOK L,2,2006-10-16,CW,5,C,7.1,999,99999,18
9961,ANNABESSACOOK L,1,2006-10-16,CW,10,C,7,999,99999,18.5
9961,ANNABESSACOOK L,1,2007-05-10,CW,10,C,6.9,999,99999,16.5
9961,ANNABESSACOOK L,2,2007-05-10,CW,5,C,99.99,999,99999,18
9961,ANNABESSACOOK L,1,2007-06-05,CW,5,C,7.1,999,99999,17.5
9961,ANNABESSACOOK L,2,2007-06-05,CW,3,C,7,999,99999,18
9961,ANNABESSACOOK L,2,2007-07-02,CW,5,C,7.1,999,99999,18.5
9961,ANNABESSACOOK L,1,2007-07-02,CW,6,C,7.1,999,99999,18.5
9961,ANNABESSACOOK L,2,2007-08-02,CW,4,C,7.3,999,99999,20
9961,ANNABESSACOOK L,1,2007-08-02,CW,4,C,7.5,999,99999,19
9961,ANNABESSACOOK L,1,2007-09-05,CW,7,C,7,999,99999,20
9961,ANNABESSACOOK L,2,2007-09-05,CW,5,C,7,999,99999,20
9961,ANNABESSACOOK L,1,2007-10-05,CW,9,C,7.1,999,99999,20
9961,ANNABESSACOOK L,2,2007-10-05,CW,5,C,7.1,999,99999,19.5
9961,ANNABESSACOOK L,2,2008-05-14,CW,5,C,7,999,99999,18
9961,ANNABESSACOOK L,1,2008-05-14,cw,8,C,7,999,99999,16
9961,ANNABESSACOOK L,1,2008-06-10,cw,4,C,7,999,99999,19.5
9961,ANNABESSACOOK L,2,2008-06-10,CW,4,C,7,999,99999,999.9
9961,ANNABESSACOOK L,1,2008-07-07,cw,6,C,7,999,99999,23
9961,ANNABESSACOOK L,2,2008-07-07,CW,5,C,7.1,999,99999,21
9961,ANNABESSACOOK L,1,2008-08-05,cw,7,C,7,999,99999,19
9961,ANNABESSACOOK L,2,2008-08-05,CW,5,C,6.9,999,99999,19
9961,ANNABESSACOOK L,1,2008-09-05,CW,7,C,7.1,999,99999,20
