MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,DEPTH,TYPE,PH,COLOR,CONDUCT,ALK
5254,PLEASANT (MUD) P,1,2008-06-12,CW,5,C,7,999,99999,17.5
5254,PLEASANT (MUD) P,3,2008-06-12,CW,3,C,7,999,99999,18
5254,PLEASANT (MUD) P,3,2008-07-10,CW,2.9,C,7.1,999,99999,20
5254,PLEASANT (MUD) P,1,2008-07-10,CW,5,C,6.9,999,99999,20
5254,PLEASANT (MUD) P,3,2008-08-11,CW,3,C,6.4,999,99999,999.9
5254,PLEASANT (MUD) P,1,2008-08-11,CW,7,C,6.6,999,99999,19
5254,PLEASANT (MUD) P,3,2008-08-26,CW,3,C,6.7,999,99999,18
5254,PLEASANT (MUD) P,1,2008-08-26,CW,5,C,7.6,999,99999,18
5254,PLEASANT (MUD) P,3,2008-09-11,CW,3,C,6.6,999,99999,18
5254,PLEASANT (MUD) P,1,2008-09-11,CW,6,C,6.9,999,99999,19.5
5254,PLEASANT (MUD) P,3,2008-10-06,CW,3,C,6.5,999,99999,14
5254,PLEASANT (MUD) P,1,2008-10-06,CW,8,C,6.6,999,99999,17
5254,PLEASANT (MUD) P,3,2009-05-22,CW,3,C,99.99,999,99999,15
5254,PLEASANT (MUD) P,1,2009-05-22,CW,8,C,99.99,999,99999,16
5254,PLEASANT (MUD) P,1,2009-06-25,CW,7,C,99.99,999,99999,17.5
5254,PLEASANT (MUD) P,3,2009-06-25,CW,3,C,99.99,999,99999,15
5254,PLEASANT (MUD) P,1,2009-07-10,CW,6.5,C,99.99,999,99999,16.5
5254,PLEASANT (MUD) P,3,2009-07-10,CW,2,C,99.99,999,99999,16
5254,PLEASANT (MUD) P,1,2009-07-23,CW,6,C,99.99,999,99999,18
5254,PLEASANT (MUD) P,3,2009-07-23,CW,2.5,C,99.99,999,99999,19
5254,PLEASANT (MUD) P,1,2009-08-05,CW,6,C,99.99,999,99999,20
5254,PLEASANT (MUD) P,3,2009-08-05,CW,3,C,99.99,999,99999,18
5254,PLEASANT (MUD) P,3,2009-08-18,CW,2,C,99.99,999,99999,18.5
5254,PLEASANT (MUD) P,1,2009-08-18,CW,5,C,99.99,999,99999,20.5
5254,PLEASANT (MUD) P,1,2009-09-15,CW,5.5,C,99.99,999,99999,21.5
5254,PLEASANT (MUD) P,3,2009-09-15,CW,3,C,99.99,999,99999,20.5
5254,PLEASANT (MUD) P,3,2009-10-08,CW,3.5,C,99.99,999,99999,21.5
5254,PLEASANT (MUD) P,1,2009-10-08,CW,8,C,99.99,999,99999,21.5
5254,PLEASANT (MUD) P,1,2010-05-27,cw,5,C,99.99,999,99999,19
5254,PLEASANT (MUD) P,1,2010-06-21,cw,5,C,99.99,999,99999,19.5
5254,PLEASANT (MUD) P,1,2010-07-22,cw,3.5,C,99.99,999,99999,21
5254,PLEASANT (MUD) P,1,2010-08-17,cw,5,C,99.99,999,99999,21
5254,PLEASANT (MUD) P,1,2010-09-15,cw,6,C,99.99,999,99999,21
5254,PLEASANT (MUD) P,1,2010-10-14,cw,8,C,99.99,999,99999,21.5
5254,PLEASANT (MUD) P,1,2011-05-25,cw,9,C,99.99,999,99999,14.5
5254,PLEASANT (MUD) P,1,2011-06-22,cw,5,C,99.99,999,99999,19.5
5254,PLEASANT (MUD) P,1,2011-07-21,cw,3.5,C,99.99,999,99999,18
5254,PLEASANT (MUD) P,1,2011-08-17,cw,5.5,C,99.99,999,99999,20
5254,PLEASANT (MUD) P,1,2011-09-14,cw,6,C,99.99,999,99999,19.5
5254,PLEASANT (MUD) P,1,2011-10-11,cw,0,C,99.99,999,99999,999.9
5254,PLEASANT (MUD) P,1,2012-05-21,cw,5,C,99.99,999,99999,15.5
5254,PLEASANT (MUD) P,3,2012-05-21,cw,3,C,99.99,999,99999,15
5254,PLEASANT (MUD) P,1,2012-06-18,cw,5,C,99.99,999,99999,14.5
5254,PLEASANT (MUD) P,1,2012-07-18,cw,4,C,99.99,999,99999,17.5
5254,PLEASANT (MUD) P,1,2012-08-14,cw,4,C,99.99,999,99999,21
5254,PLEASANT (MUD) P,1,2012-09-11,cw,6.5,C,99.99,999,99999,20.5
5254,PLEASANT (MUD) P,1,2012-10-18,cw,999.9,C,99.99,999,99999,999.9
5254,PLEASANT (MUD) P,1,2013-05-28,CW,8,C,99.99,999,99999,16
5254,PLEASANT (MUD) P,3,2013-05-28,CW,3,C,99.99,999,99999,15.5
5254,PLEASANT (MUD) P,1,2013-06-26,CW,4,C,99.99,999,99999,18
5254,PLEASANT (MUD) P,3,2013-06-26,CW,2,C,99.99,999,99999,17
5254,PLEASANT (MUD) P,3,2013-07-24,CW,2,C,99.99,999,99999,21
5254,PLEASANT (MUD) P,1,2013-07-24,CW,4.5,C,99.99,999,99999,20.5
5254,PLEASANT (MUD) P,3,2013-08-21,CW,3,C,99.99,999,99999,19.5
5254,PLEASANT (MUD) P,1,2013-08-21,CW,5,C,99.99,999,99999,20.5
5254,PLEASANT (MUD) P,3,2013-09-17,CW,3,C,99.99,999,99999,18
5254,PLEASANT (MUD) P,1,2013-09-17,CW,7,C,99.99,999,99999,21
5254,PLEASANT (MUD) P,3,2014-05-27,CW,3,C,99.99,999,99999,11.5
5254,PLEASANT (MUD) P,1,2014-05-27,CW,6,C,99.99,999,99999,14
5254,PLEASANT (MUD) P,3,2014-06-24,CW,3,C,99.99,999,99999,12.5
5254,PLEASANT (MUD) P,1,2014-06-24,CW,4,C,99.99,999,99999,14
5254,PLEASANT (MUD) P,3,2014-07-24,CW,2.5,C,99.99,999,99999,13.5
5254,PLEASANT (MUD) P,1,2014-07-24,CW,5,C,99.99,999,99999,14.5
5254,PLEASANT (MUD) P,3,2014-08-06,CW,2,C,99.99,999,99999,18
5254,PLEASANT (MUD) P,1,2014-08-06,CW,4.5,C,99.99,999,99999,19
5254,PLEASANT (MUD) P,1,2014-09-03,CW,5,C,99.99,999,99999,19.5
5254,PLEASANT (MUD) P,3,2014-09-03,CW,2.5,C,99.99,999,99999,18.5
5254,PLEASANT (MUD) P,1,2014-10-20,CW,8,C,99.99,999,99999,20.5
5254,PLEASANT (MUD) P,1,2015-05-28,CW,6,C,99.99,999,99999,15.5
5254,PLEASANT (MUD) P,3,2015-05-28,CW,3,C,99.99,999,99999,13
5254,PLEASANT (MUD) P,1,2015-06-24,CW,5,C,99.99,999,99999,17.5
5254,PLEASANT (MUD) P,3,2015-06-24,CW,3.5,C,99.99,999,99999,17
5254,PLEASANT (MUD) P,1,2015-07-22,CW,4,C,99.99,999,99999,18
5254,PLEASANT (MUD) P,3,2015-07-22,CW,3.5,C,99.99,999,99999,17.5
5254,PLEASANT (MUD) P,3,2015-08-18,CW,3,C,99.99,999,99999,19
5254,PLEASANT (MUD) P,1,2015-08-18,CW,5,C,99.99,999,99999,20
5254,PLEASANT (MUD) P,3,2015-09-18,CW,3,C,99.99,999,99999,18.5
5254,PLEASANT (MUD) P,1,2015-09-18,CW,5,C,99.99,999,99999,20
5254,PLEASANT (MUD) P,3,2015-10-08,CW,3,C,99.99,999,99999,13
5254,PLEASANT (MUD) P,1,2015-10-08,CW,8,C,99.99,999,99999,16
5254,PLEASANT (MUD) P,1,2016-05-10,CW,9,C,99.99,999,99999,15.5
5254,PLEASANT (MUD) P,3,2016-05-10,CW,3,C,99.99,999,99999,14.5
5254,PLEASANT (MUD) P,3,2016-06-08,CW,3,C,99.99,999,99999,15
5254,PLEASANT (MUD) P,1,2016-06-08,CW,5,C,99.99,999,99999,16
5254,PLEASANT (MUD) P,1,2016-07-13,CW,5,C,99.99,999,99999,22.5
5254,PLEASANT (MUD) P,3,2016-07-13,CW,3,C,99.99,999,99999,22
5254,PLEASANT (MUD) P,1,2016-08-09,CW,5,C,99.99,999,99999,23
5254,PLEASANT (MUD) P,3,2016-08-09,CW,3,C,99.99,999,99999,22
5254,PLEASANT (MUD) P,1,2016-09-07,CW,999.9,C,99.99,999,99999,999.9
5254,PLEASANT (MUD) P,1,2016-10-05,CW,999.9,C,99.99,999,99999,999.9
5254,PLEASANT (MUD) P,3,2016-10-05,CW,999.9,C,99.99,999,99999,999.9
5254,PLEASANT (MUD) P,3,2017-05-16,CW,3,C,99.99,999,99999,14.5
5254,PLEASANT (MUD) P,1,2017-05-16,CW,8,C,99.99,999,99999,16.5
5254,PLEASANT (MUD) P,1,2017-06-14,CW,5,C,99.99,999,99999,19
5254,PLEASANT (MUD) P,3,2017-06-14,CW,3,C,99.99,999,99999,17
5254,PLEASANT (MUD) P,3,2017-07-14,CW,3,C,99.99,999,99999,20
5254,PLEASANT (MUD) P,1,2017-07-14,CW,4.5,C,99.99,999,99999,21
5254,PLEASANT (MUD) P,1,2017-08-09,CW,4.5,C,99.99,999,99999,22.5
5254,PLEASANT (MUD) P,3,2017-08-09,CW,3,C,99.99,999,99999,23
5254,PLEASANT (MUD) P,1,2017-09-08,CW,6,C,99.99,999,99999,21.5
5254,PLEASANT (MUD) P,3,2017-09-08,CW,3,C,99.99,999,99999,22
5254,PLEASANT (MUD) P,1,2017-09-25,CW,6,C,99.99,999,99999,22
5254,PLEASANT (MUD) P,3,2017-10-04,CW,3,C,99.99,999,99999,22.5
5254,PLEASANT (MUD) P,1,2017-10-04,CW,7,C,99.99,999,99999,21.5
5254,PLEASANT (MUD) P,3,2018-05-24,CW,3,C,99.99,999,99999,16
5254,PLEASANT (MUD) P,1,2018-05-24,CW,5,C,99.99,999,99999,17.5
5254,PLEASANT (MUD) P,3,2018-06-27,CW,3,C,99.99,999,99999,16
5254,PLEASANT (MUD) P,1,2018-06-27,CW,5,C,99.99,999,99999,16.5
5254,PLEASANT (MUD) P,1,2018-07-25,CW,4,C,99.99,999,99999,19
5254,PLEASANT (MUD) P,3,2018-07-25,CW,3.5,C,99.99,999,99999,18
5254,PLEASANT (MUD) P,3,2018-08-21,CW,3,C,7.18,23,142,19.5
5254,PLEASANT (MUD) P,1,2018-08-21,CW,4,C,7.28,11,127,20.5
5254,PLEASANT (MUD) P,1,2018-09-17,CW,4.5,C,99.99,999,99999,19.5
5254,PLEASANT (MUD) P,3,2018-09-17,CW,3.5,C,99.99,999,99999,18.5
5254,PLEASANT (MUD) P,3,2018-10-16,CW,3.5,C,99.99,999,99999,19.5
5254,PLEASANT (MUD) P,1,2018-10-16,CW,8,C,99.99,999,99999,21.5
5254,PLEASANT (MUD) P,3,2019-05-15,CW,3,C,99.99,999,99999,12.5
5254,PLEASANT (MUD) P,1,2019-05-15,CW,6,C,99.99,999,99999,13
5254,PLEASANT (MUD) P,3,2019-06-25,CW,3,C,99.99,999,99999,16.5
5254,PLEASANT (MUD) P,1,2019-06-25,CW,4,C,99.99,999,99999,17
5254,PLEASANT (MUD) P,3,2019-07-09,CW,1.5,C,99.99,999,99999,18.5
5254,PLEASANT (MUD) P,1,2019-07-09,CW,4,C,99.99,999,99999,19
5254,PLEASANT (MUD) P,1,2019-08-09,CW,4,C,99.99,999,99999,20.5
5254,PLEASANT (MUD) P,3,2019-08-09,CW,3,C,99.99,999,99999,21
5254,PLEASANT (MUD) P,1,2019-09-10,CW,6,C,99.99,999,99999,19.5
5254,PLEASANT (MUD) P,3,2019-09-10,CW,3,C,99.99,999,99999,20.5
5254,PLEASANT (MUD) P,1,2019-10-08,CW,7.5,C,99.99,999,99999,20
5254,PLEASANT (MUD) P,3,2019-10-08,CW,3,C,99.99,999,99999,18.5
5254,PLEASANT (MUD) P,1,2020-06-24,CW,4,C,99.99,999,99999,17
5254,PLEASANT (MUD) P,3,2020-06-24,CW,3,C,99.99,999,99999,18.5
5254,PLEASANT (MUD) P,1,2020-07-28,CW,4,C,99.99,999,99999,18.5
5254,PLEASANT (MUD) P,3,2020-07-28,CW,2.5,C,99.99,999,99999,19
5254,PLEASANT (MUD) P,3,2020-08-14,CW,2.5,C,99.99,999,99999,21.5
5254,PLEASANT (MUD) P,1,2020-08-17,CW,4.5,C,99.99,999,99999,20
5254,PLEASANT (MUD) P,1,2020-09-01,CW,6,C,99.99,999,99999,20.5
5254,PLEASANT (MUD) P,3,2020-09-01,CW,3,C,99.99,999,99999,22
5254,PLEASANT (MUD) P,3,2020-09-18,CW,3,C,99.99,999,99999,19
5254,PLEASANT (MUD) P,1,2020-09-18,CW,7,C,99.99,999,99999,18.5
5254,PLEASANT (MUD) P,3,2020-10-19,CW,3,C,99.99,999,99999,18.5
5254,PLEASANT (MUD) P,1,2020-10-19,CW,8,C,99.99,999,99999,18
5265,DESERT P,1,2009-08-13,CW,3,C,99.99,999,99999,16
5265,DESERT P,1,2010-09-01,CW,3.5,C,99.99,999,99999,13.5
5265,DESERT P,1,2011-08-31,CW,4,C,99.99,999,99999,12.5
5265,DESERT P,1,2012-09-06,CW,3,C,99.99,999,99999,14.5
5265,DESERT P,1,2013-08-22,CW,3,C,99.99,999,99999,15.5
5265,DESERT P,1,2014-08-26,CW,4,C,99.99,999,99999,14
5265,DESERT P,1,2015-08-17,CW,4,C,99.99,999,99999,16
5265,DESERT P,1,2016-08-23,CW,4,C,99.99,999,99999,18.5
5265,DESERT P,1,2017-08-22,CW,4,C,99.99,999,99999,15.5
5265,DESERT P,1,2018-08-30,CW,4.5,C,7.16,32,49,15
5265,DESERT P,1,2019-08-28,CW,4,C,99.99,999,99999,14.5
5300,SHED P,1,2005-09-12,CW,1.5,C,99.99,999,99999,11
5300,SHED P,1,2006-08-24,CW,1,C,6.7,999,99999,15.5
5300,SHED P,1,2007-08-28,CW,1,C,7.4,999,99999,15
5300,SHED P,1,2008-08-25,CW,0.5,G,6.9,999,99999,15
5300,SHED P,1,2009-08-19,CW,1.5,C,99.99,999,99999,19
5300,SHED P,1,2010-08-26,cw,2,C,99.99,999,99999,16.5
5300,SHED P,1,2011-08-23,cw,999.9,C,99.99,999,99999,999.9
5300,SHED P,1,2012-08-28,cw,2.5,C,99.99,999,99999,15
5300,SHED P,1,2013-08-27,cw,2,C,99.99,999,99999,17.5
5300,SHED P,1,2014-08-28,cw,2,C,99.99,999,99999,999.9
5300,SHED P,1,2015-08-10,cw,2.5,C,99.99,999,99999,15
5300,SHED P,1,2016-08-23,CW,2,C,99.99,999,99999,16.5
5300,SHED P,1,2017-08-24,CW,2,C,99.99,999,99999,17
5300,SHED P,1,2018-08-30,CW,2.5,C,7.25,25,56,15.5
5300,SHED P,1,2019-08-28,CW,2.5,C,99.99,999,99999,15.5
5300,SHED P,1,2020-09-03,CW,2.5,C,99.99,999,99999,15.5
5302,JAMIES (JIMMIE) P,1,2000-08-28,CW,5,C,6.8,999,99999,13.5
5302,JAMIES (JIMMIE) P,1,2001-08-20,CW,4,C,6.9,999,99999,14.5
5302,JAMIES (JIMMIE) P,1,2003-08-08,CW,4,C,6.7,14,99999,8.5
5302,JAMIES (JIMMIE) P,1,2004-08-10,CW,4,C,6.7,16,99999,10
5302,JAMIES (JIMMIE) P,1,2007-08-27,CW,4,C,6.7,999,99999,10
5302,JAMIES (JIMMIE) P,1,2008-08-21,CW,5,C,6.4,999,99999,10
5302,JAMIES (JIMMIE) P,1,2009-06-11,CW,4,C,99.99,999,99999,9.5
5302,JAMIES (JIMMIE) P,1,2009-07-13,CW,4,C,99.99,999,99999,10
5302,JAMIES (JIMMIE) P,1,2009-08-24,CW,4,C,99.99,999,99999,11
5302,JAMIES (JIMMIE) P,1,2009-09-14,CW,4,C,99.99,999,99999,10.5
5302,JAMIES (JIMMIE) P,1,2009-10-15,CW,6,C,99.99,999,99999,9.5
5302,JAMIES (JIMMIE) P,1,2010-05-25,CW,5,C,99.99,999,99999,10.5
5302,JAMIES (JIMMIE) P,1,2010-06-16,CW,3,C,99.99,999,99999,10
5302,JAMIES (JIMMIE) P,1,2010-07-23,CW,4,C,99.99,999,99999,10
5302,JAMIES (JIMMIE) P,1,2010-08-19,CW,4,C,99.99,999,99999,11
5302,JAMIES (JIMMIE) P,1,2010-09-23,CW,6,C,99.99,999,99999,10.5
5302,JAMIES (JIMMIE) P,1,2010-10-29,CW,9,C,99.99,999,99999,10.5
5302,JAMIES (JIMMIE) P,1,2011-06-07,CW,3,C,99.99,999,99999,9
5302,JAMIES (JIMMIE) P,1,2011-06-29,CW,4,C,99.99,999,99999,9
5302,JAMIES (JIMMIE) P,1,2011-07-20,CW,5,C,99.99,999,99999,9
5302,JAMIES (JIMMIE) P,1,2011-08-12,CW,4,C,99.99,999,99999,10
5302,JAMIES (JIMMIE) P,1,2011-09-26,CW,6,C,99.99,999,99999,10
5302,JAMIES (JIMMIE) P,1,2013-08-22,CW,5,C,99.99,999,99999,10.5
5302,JAMIES (JIMMIE) P,1,2014-05-30,CW,6,C,99.99,999,99999,9
5302,JAMIES (JIMMIE) P,1,2014-06-19,CW,6,C,99.99,999,99999,10
5302,JAMIES (JIMMIE) P,1,2014-07-17,CW,6,C,99.99,999,99999,10
5302,JAMIES (JIMMIE) P,1,2014-08-14,CW,6,C,99.99,999,99999,9
5302,JAMIES (JIMMIE) P,1,2014-09-15,CW,6,C,99.99,999,99999,10.5
5302,JAMIES (JIMMIE) P,1,2017-05-25,CW,7,C,99.99,999,99999,9.5
5302,JAMIES (JIMMIE) P,1,2017-06-15,CW,5,C,99.99,999,99999,10
5302,JAMIES (JIMMIE) P,1,2017-07-26,CW,5,C,99.99,999,99999,12
5302,JAMIES (JIMMIE) P,1,2017-08-22,CW,5,C,99.99,999,99999,9.5
5302,JAMIES (JIMMIE) P,1,2017-09-28,CW,9,C,99.99,999,99999,10.5
5302,JAMIES (JIMMIE) P,1,2018-06-14,CW,5,C,99.99,999,99999,8.5
5302,JAMIES (JIMMIE) P,1,2018-07-12,CW,5,C,99.99,999,99999,9.5
5302,JAMIES (JIMMIE) P,1,2018-08-23,CW,6,C,6.96,19,43,10.5
5302,JAMIES (JIMMIE) P,1,2018-09-13,CW,8,C,99.99,999,99999,11.5
5302,JAMIES (JIMMIE) P,1,2018-10-31,CW,9,C,99.99,999,99999,11
5304,HUTCHINSON P,1,2009-09-01,CW,3.5,C,99.99,999,99999,12.5
5304,HUTCHINSON P,1,2010-08-19,CW,4,C,99.99,999,99999,12
5304,HUTCHINSON P,1,2011-08-23,CW,4,C,99.99,999,99999,14
5304,HUTCHINSON P,1,2012-08-29,CW,3.5,C,99.99,999,99999,11
5304,HUTCHINSON P,1,2013-08-19,CW,3,C,99.99,999,99999,12
5304,HUTCHINSON P,1,2014-08-25,CW,3.5,C,99.99,999,99999,11
5304,HUTCHINSON P,1,2015-08-28,CW,4,C,99.99,999,99999,12.5
5304,HUTCHINSON P,1,2016-08-23,CW,4,C,99.99,999,99999,13.5
5304,HUTCHINSON P,1,2017-08-24,CW,4,C,99.99,999,99999,12.5
5304,HUTCHINSON P,1,2018-08-31,CW,4,C,7.19,14,50,12
5304,HUTCHINSON P,1,2019-08-30,CW,4,C,99.99,999,99999,13.5
5307,TORSEY (GREELEY) P,1,2000-05-03,CW,10,C,7,999,99999,16
5307,TORSEY (GREELEY) P,1,2000-06-08,CW,7,C,7,999,99999,14.5
5307,TORSEY (GREELEY) P,1,2000-07-07,CW,6,C,6.8,999,99999,13.5
5307,TORSEY (GREELEY) P,1,2000-08-04,CW,6,C,6.8,999,99999,14
5307,TORSEY (GREELEY) P,1,2000-09-06,CW,7,C,6.8,999,99999,14
5307,TORSEY (GREELEY) P,1,2000-10-11,CW,10,C,6.9,999,99999,15.5
5307,TORSEY (GREELEY) P,1,2001-08-06,CW,6,C,6.9,999,99999,14
5307,TORSEY (GREELEY) P,1,2002-08-08,CW,6,C,7.1,999,99999,13.8
5307,TORSEY (GREELEY) P,1,2003-05-09,CW,10,C,7,13,99999,14.5
5307,TORSEY (GREELEY) P,1,2003-06-03,CW,7,C,7,19,99999,14.7
5307,TORSEY (GREELEY) P,1,2003-07-01,CW,5,C,7,20,99999,14.9
5307,TORSEY (GREELEY) P,1,2003-08-01,CW,6,C,7,16,99999,15.5
5307,TORSEY (GREELEY) P,1,2003-09-09,CW,7,C,7,10,99999,14
5307,TORSEY (GREELEY) P,1,2003-10-08,CW,9,C,7,17,99999,14.5
5307,TORSEY (GREELEY) P,1,2004-08-02,CW,6,C,6.9,8,99999,14
5307,TORSEY (GREELEY) P,1,2006-06-16,CW,6,C,6.8,999,99999,10.5
5307,TORSEY (GREELEY) P,1,2006-07-14,CW,7,C,6.6,999,99999,13.5
5307,TORSEY (GREELEY) P,1,2006-08-15,CW,6,C,6.8,999,99999,16
5307,TORSEY (GREELEY) P,1,2006-09-15,CW,7,C,6.8,999,99999,15
5307,TORSEY (GREELEY) P,1,2006-11-01,CW,10,C,6.9,999,99999,15.5
5307,TORSEY (GREELEY) P,1,2008-09-04,CW,6,C,7,999,99999,15.5
5307,TORSEY (GREELEY) P,1,2009-05-26,CW,6,C,99.99,999,99999,15
5307,TORSEY (GREELEY) P,1,2009-06-30,CW,5,C,99.99,999,99999,16.5
5307,TORSEY (GREELEY) P,1,2009-07-17,CW,6,C,99.99,999,99999,16
5307,TORSEY (GREELEY) P,1,2009-08-14,CW,5,C,99.99,999,99999,16.5
5307,TORSEY (GREELEY) P,1,2009-09-24,CW,7.5,C,99.99,999,99999,17
5307,TORSEY (GREELEY) P,1,2009-10-27,CW,10,C,99.99,999,99999,16.5
5307,TORSEY (GREELEY) P,1,2012-06-08,cw,5,C,99.99,999,99999,15
5307,TORSEY (GREELEY) P,1,2012-06-27,cw,5,C,99.99,999,99999,16
5307,TORSEY (GREELEY) P,1,2012-07-30,cw,5,C,99.99,999,99999,16
5307,TORSEY (GREELEY) P,1,2012-08-21,cw,5,C,99.99,999,99999,17
5307,TORSEY (GREELEY) P,1,2012-09-28,cw,8,C,99.99,999,99999,17.5
5307,TORSEY (GREELEY) P,1,2015-05-27,cw,7,C,99.99,999,99999,15.5
5307,TORSEY (GREELEY) P,1,2015-06-18,cw,7,C,99.99,999,99999,16
5307,TORSEY (GREELEY) P,1,2015-07-14,cw,6,C,99.99,999,99999,16.5
5307,TORSEY (GREELEY) P,1,2015-08-13,cw,6,C,99.99,999,99999,17
5307,TORSEY (GREELEY) P,1,2015-09-18,cw,6,C,99.99,999,99999,16
5307,TORSEY (GREELEY) P,1,2015-11-03,cw,10,C,99.99,999,99999,16
5307,TORSEY (GREELEY) P,1,2018-06-01,CW,7,C,99.99,999,99999,16.5
5307,TORSEY (GREELEY) P,1,2018-06-18,CW,7,C,99.99,999,99999,15.5
5307,TORSEY (GREELEY) P,1,2018-07-16,CW,7,C,99.99,999,99999,16
5307,TORSEY (GREELEY) P,1,2018-10-10,CW,0,C,99.99,999,99999,999.9
5310,CARLTON P,1,1998-07-24,CW,4,C,8.5,999,99999,15.5
5310,CARLTON P,1,1999-05-04,CW,10,C,6.9,999,99999,14.5
5310,CARLTON P,1,1999-05-21,CW,6,C,6.9,999,99999,15.5
5310,CARLTON P,1,1999-06-04,CW,5,C,6.9,999,99999,15
5310,CARLTON P,1,1999-06-22,CW,5,C,7,999,99999,16.5
5310,CARLTON P,1,1999-07-07,CW,5,C,6.9,999,99999,13.5
5310,CARLTON P,1,1999-07-19,CW,5,C,7.1,999,99999,14.5
5310,CARLTON P,1,1999-08-09,CW,6,C,7,999,99999,14.5
5310,CARLTON P,1,1999-08-20,CW,7,C,6.8,999,99999,14.5
5310,CARLTON P,1,1999-09-08,CW,6,C,6.9,999,99999,12.5
5310,CARLTON P,1,1999-09-24,CW,9,C,6.9,999,99999,12.5
5310,CARLTON P,1,1999-10-15,CW,10,C,6.7,999,99999,12.5
5310,CARLTON P,1,1999-10-26,CW,10,C,6.7,999,99999,11
5310,CARLTON P,1,2000-05-11,CW,10,C,6.9,999,99999,12.5
5310,CARLTON P,1,2000-05-22,CW,5,C,7.2,999,99999,14
5310,CARLTON P,1,2000-06-01,CW,6,C,7.2,999,99999,15
5310,CARLTON P,1,2000-06-13,CW,6,C,7.2,999,99999,12.5
5310,CARLTON P,1,2000-06-26,CW,5,C,6.8,999,99999,12
5310,CARLTON P,1,2000-07-07,CW,5,C,7,5,99999,12.5
5310,CARLTON P,1,2000-07-26,CW,6,C,6.8,999,99999,13
5310,CARLTON P,1,2000-08-21,CW,7,C,6.9,999,99999,14.5
5310,CARLTON P,1,2000-09-05,CW,7,C,6.8,999,99999,13.5
5310,CARLTON P,1,2000-09-18,CW,8,C,6.8,999,99999,13.5
5310,CARLTON P,1,2000-10-03,CW,9,C,7,999,99999,15
5310,CARLTON P,1,2000-10-23,CW,10,C,7.1,999,99999,16
5310,CARLTON P,1,2001-05-10,CW,4,C,6.9,999,99999,15.5
5310,CARLTON P,1,2001-05-25,CW,3,C,6.9,999,99999,16.5
5310,CARLTON P,1,2001-06-11,CW,4,C,6.9,999,99999,16
5310,CARLTON P,1,2001-06-28,CW,5,C,7,999,99999,15.5
5310,CARLTON P,1,2004-08-05,CW,5,C,7.1,6,99999,12.5
5310,CARLTON P,1,2004-09-17,CW,7,C,6.9,8,99999,12.5
5310,CARLTON P,1,2004-10-14,CW,8,C,6.8,8,99999,11.5
5310,CARLTON P,1,2005-06-02,CW,10,C,6.9,999,99999,999.9
5310,CARLTON P,1,2005-08-05,CW,5,C,99.99,999,99999,14.5
5310,CARLTON P,1,2009-05-20,CW,7,C,99.99,999,99999,13.5
5310,CARLTON P,1,2009-06-18,CW,4,C,99.99,999,99999,14.5
5310,CARLTON P,1,2009-07-14,CW,4,C,99.99,999,99999,16.5
5310,CARLTON P,1,2009-08-10,CW,6,C,99.99,999,99999,15.5
5310,CARLTON P,1,2009-09-29,CW,7,C,99.99,999,99999,16.5
5310,CARLTON P,1,2009-10-26,CW,4,C,99.99,999,99999,17
5310,CARLTON P,1,2010-06-22,CW,5,C,99.99,999,99999,15
5310,CARLTON P,1,2010-07-30,CW,999.9,C,99.99,999,99999,999.9
5310,CARLTON P,1,2010-08-24,CW,6.5,C,99.99,999,99999,16
5310,CARLTON P,1,2010-10-19,CW,9,C,99.99,999,99999,16
5310,CARLTON P,1,2011-06-07,CW,4,C,99.99,999,99999,14
5310,CARLTON P,1,2011-06-28,CW,5,C,99.99,999,99999,15
5310,CARLTON P,1,2011-07-25,CW,5,C,99.99,999,99999,14.5
5310,CARLTON P,1,2011-08-24,CW,5,C,99.99,999,99999,14
5310,CARLTON P,1,2011-10-07,CW,7,C,99.99,999,99999,14
5310,CARLTON P,1,2012-06-15,CW,5,C,99.99,999,99999,14.5
5310,CARLTON P,1,2012-07-17,CW,5,C,99.99,999,99999,15
5310,CARLTON P,1,2012-08-23,CW,6,C,99.99,999,99999,15.5
5310,CARLTON P,1,2012-09-24,CW,6.5,C,99.99,999,99999,16
5310,CARLTON P,1,2015-06-04,CW,8,C,99.99,999,99999,14
5310,CARLTON P,1,2015-06-16,CW,8,C,99.99,999,99999,14.5
5310,CARLTON P,1,2015-07-09,CW,8,C,99.99,999,99999,15
5310,CARLTON P,1,2015-08-06,CW,8,C,99.99,999,99999,15.5
5310,CARLTON P,1,2015-09-03,CW,6,C,99.99,999,99999,15.5
5310,CARLTON P,1,2015-10-23,CW,9,C,99.99,999,99999,16
5310,CARLTON P,1,2018-05-31,CW,8,C,99.99,999,99999,13
5310,CARLTON P,1,2018-06-25,CW,8,C,99.99,999,99999,14
5310,CARLTON P,1,2018-07-17,CW,8,C,99.99,999,99999,14.5
5310,CARLTON P,1,2018-08-29,CW,8,C,99.99,999,99999,14.5
5310,CARLTON P,1,2018-09-26,CW,7,C,99.99,999,99999,14.5
5310,CARLTON P,1,2018-10-22,CW,9,C,99.99,999,99999,14.5
5312,MARANACOOK L,2,1998-05-08,CW,10,C,6.7,999,99999,13.5
5312,MARANACOOK L,1,1998-05-08,CW,10,C,6.9,999,99999,14
5312,MARANACOOK L,2,1998-06-09,CW,7,C,6.9,999,99999,15
5312,MARANACOOK L,1,1998-06-09,CW,8,C,6.9,999,99999,17
