MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,PROJECT,DEPTH,TEMP,OXYGEN,OXYMETH,Meter,Calib
3832,WILSON P,1,8/18/2021,CW,3,8,15.8,0.3,M,,
3832,WILSON P,1,8/18/2021,CW,3,9,13.6,0.4,M,,
3832,WILSON P,1,8/18/2021,CW,3,10,12.3,0.4,M,,
3832,WILSON P,1,8/18/2021,CW,3,11,11.7,0.5,M,,
3832,WILSON P,1,8/18/2021,CW,3,12,11.6,0.5,M,,
3832,WILSON P,1,9/1/2021,CW,3,0,24.3,9,M,,
3832,WILSON P,1,9/1/2021,CW,3,1,24.3,9,M,,
3832,WILSON P,1,9/1/2021,CW,3,2,24.2,9,M,,
3832,WILSON P,1,9/1/2021,CW,3,3,24.1,9,M,,
3832,WILSON P,1,9/1/2021,CW,3,4,24,9,M,,
3832,WILSON P,1,9/1/2021,CW,3,5,23.9,8.8,M,,
3832,WILSON P,1,9/1/2021,CW,3,6,21.5,4.5,M,,
3832,WILSON P,1,9/1/2021,CW,3,7,19.2,0.3,M,,
3832,WILSON P,1,9/1/2021,CW,3,8,15.6,0.3,M,,
3832,WILSON P,1,9/1/2021,CW,3,9,13.8,0.3,M,,
3832,WILSON P,1,9/1/2021,CW,3,10,12.6,0.3,M,,
3832,WILSON P,1,9/1/2021,CW,3,11,11.8,0.4,M,,
3832,WILSON P,1,9/1/2021,CW,3,12,11.6,0.4,M,,
3832,WILSON P,1,9/17/2021,CW,3,0,23,8.6,M,,
3832,WILSON P,1,9/17/2021,CW,3,1,21.4,8.9,M,,
3832,WILSON P,1,9/17/2021,CW,3,2,21.1,8.8,M,,
3832,WILSON P,1,9/17/2021,CW,3,3,21.1,8.7,M,,
3832,WILSON P,1,9/17/2021,CW,3,4,21,8.5,M,,
3832,WILSON P,1,9/17/2021,CW,3,5,20.9,8.4,M,,
3832,WILSON P,1,9/17/2021,CW,3,6,20.9,8.3,M,,
3832,WILSON P,1,9/17/2021,CW,3,7,20.7,7.5,M,,
3832,WILSON P,1,9/17/2021,CW,3,7.5,19.9,3.6,M,,
3832,WILSON P,1,9/17/2021,CW,3,8,16.7,0.2,M,,
3832,WILSON P,1,9/17/2021,CW,3,9,14.1,0.3,M,,
3832,WILSON P,1,9/17/2021,CW,3,10,12.8,0.3,M,,
3832,WILSON P,1,9/17/2021,CW,3,11,12,0.3,M,,
3832,WILSON P,1,9/17/2021,CW,3,12,11.7,0.3,M,,
3832,WILSON P,1,10/4/2021,CW,3,0,19,8.2,M,,
3832,WILSON P,1,10/4/2021,CW,3,1,18.7,8.1,M,,
3832,WILSON P,1,10/4/2021,CW,3,2,18.4,8,M,,
3832,WILSON P,1,10/4/2021,CW,3,3,18.2,8.1,M,,
3832,WILSON P,1,10/4/2021,CW,3,4,18.2,8,M,,
3832,WILSON P,1,10/4/2021,CW,3,5,18.1,7.9,M,,
3832,WILSON P,1,10/4/2021,CW,3,6,18.1,7.8,M,,
3832,WILSON P,1,10/4/2021,CW,3,7,18,7.8,M,,
3832,WILSON P,1,10/4/2021,CW,3,8,18,7.8,M,,
3832,WILSON P,1,10/4/2021,CW,3,8.5,17.7,7.5,M,,
3832,WILSON P,1,10/4/2021,CW,3,9,16.3,0.5,M,,
3832,WILSON P,1,10/4/2021,CW,3,10,13,0.4,M,,
3832,WILSON P,1,10/4/2021,CW,3,11,12.2,0.4,M,,
3832,WILSON P,1,10/4/2021,CW,3,12,11.7,0.4,M,,
3832,WILSON P,1,10/18/2021,CW,3,0,17.1,8.8,M,,
3832,WILSON P,1,10/18/2021,CW,3,1,17.2,8.8,M,,
3832,WILSON P,1,10/18/2021,CW,3,2,17.2,8.7,M,,
3832,WILSON P,1,10/18/2021,CW,3,3,17.2,8.7,M,,
3832,WILSON P,1,10/18/2021,CW,3,4,17.1,8.7,M,,
3832,WILSON P,1,10/18/2021,CW,3,5,17.1,8.7,M,,
3832,WILSON P,1,10/18/2021,CW,3,6,17.1,8.7,M,,
3832,WILSON P,1,10/18/2021,CW,3,7,17.1,8.7,M,,
3832,WILSON P,1,10/18/2021,CW,3,8,17.1,8.4,M,,
3832,WILSON P,1,10/18/2021,CW,3,9,17.1,7.8,M,,
3832,WILSON P,1,10/18/2021,CW,3,10,14.3,0.3,M,,
3832,WILSON P,1,10/18/2021,CW,3,11,12.2,0.3,M,,
3832,WILSON P,1,10/18/2021,CW,3,12,11.8,0.3,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,0,22.9,9,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,1,22.8,9,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,2,22.6,9,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,3,22.4,9,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,4,21.3,8.9,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,5,18.5,10,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,6,16,9.1,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,7,14.2,7.1,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,8,13.4,6.3,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,9,12.3,6.7,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,10,11.2,7,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,11,10,6.9,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,12,9,6,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,13,8.5,6,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,14,7.8,5,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,15,7.5,4,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,16,7.1,2.9,M,,
5240,WOODBURY P,1,6/18/2021,CW,3,17,7,2,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,0,23.7,8.3,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,1,23.7,8.4,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,2,23.6,8.4,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,3,23.6,8.3,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,4,23.6,8.3,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,5,23.3,8.1,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,6,20.3,5.8,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,7,16.9,2.4,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,8,14.8,1.9,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,9,12.6,3,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,10,11.1,3.2,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,11,10.2,3.6,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,12,9.5,3.2,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,13,8.7,3.2,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,14,8.3,2.8,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,15,7.9,2.2,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,16,7.3,1,M,,
5240,WOODBURY P,1,7/30/2021,CW,3,17,7.2,1,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,0,27,7.9,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,1,26.2,7.9,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,2,25.5,8,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,3,25.3,8,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,4,25.2,8.1,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,5,24.1,8,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,6,21.4,5.2,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,7,18.3,1.3,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,8,15.9,1.3,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,9,13.2,1.6,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,10,11.4,2,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,11,10.4,1.8,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,12,9.3,2.1,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,13,8.7,1.7,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,14,8.2,1.3,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,15,7.7,1,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,16,7.4,1.1,M,,
5240,WOODBURY P,1,8/24/2021,CW,3,17,7.2,1.1,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,0,19.5,9.2,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,1,18.5,9.3,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,2,18.3,9.3,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,3,18.2,9.2,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,4,18.1,9.1,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,5,18.1,9.1,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,6,17.9,8.7,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,7,17.8,8.6,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,8,17.7,8.4,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,9,15.7,0.3,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,10,11.9,0.4,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,11,10.5,0.4,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,12,9.5,0.5,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,13,8.7,0.5,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,14,8.2,0.5,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,15,7.7,0.6,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,16,7.5,0.6,M,,
5240,WOODBURY P,1,10/7/2021,CW,3,17,7.3,0.6,M,,
