MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,PROJECT,DEPTH,TEMP,OXYGEN,OXYMETH,Meter,Calib
8065,COBBOSSEECONTEE (LT),1,7/1/2021,CW,3,9,9.2,0.2,M,,
8065,COBBOSSEECONTEE (LT),1,8/13/2021,CW,3,0,28.9,8.4,M,,
8065,COBBOSSEECONTEE (LT),1,8/13/2021,CW,3,1,27,8.7,M,,
8065,COBBOSSEECONTEE (LT),1,8/13/2021,CW,3,2,24.1,10,M,,
8065,COBBOSSEECONTEE (LT),1,8/13/2021,CW,3,3,22.4,8.2,M,,
8065,COBBOSSEECONTEE (LT),1,8/13/2021,CW,3,4,19.8,6.9,M,,
8065,COBBOSSEECONTEE (LT),1,8/13/2021,CW,3,5,14.9,0.3,M,,
8065,COBBOSSEECONTEE (LT),1,8/13/2021,CW,3,6,12.4,0.3,M,,
8065,COBBOSSEECONTEE (LT),1,8/13/2021,CW,3,7,10.6,0.4,M,,
8065,COBBOSSEECONTEE (LT),1,8/13/2021,CW,3,8,9.8,0.4,M,,
8065,COBBOSSEECONTEE (LT),1,8/13/2021,CW,3,9,9.5,0.4,M,,
8065,COBBOSSEECONTEE (LT),1,8/13/2021,CW,3,999.9,99.9,99.9,M,,
8065,COBBOSSEECONTEE (LT),1,9/22/2021,CW,3,0,20.8,8.1,M,,
8065,COBBOSSEECONTEE (LT),1,9/22/2021,CW,3,1,20.7,8,M,,
8065,COBBOSSEECONTEE (LT),1,9/22/2021,CW,3,2,20.7,8,M,,
8065,COBBOSSEECONTEE (LT),1,9/22/2021,CW,3,3,20.6,7.9,M,,
8065,COBBOSSEECONTEE (LT),1,9/22/2021,CW,3,4,20.5,7.6,M,,
8065,COBBOSSEECONTEE (LT),1,9/22/2021,CW,3,5,17.8,0.3,M,,
8065,COBBOSSEECONTEE (LT),1,9/22/2021,CW,3,6,13.1,0.3,M,,
8065,COBBOSSEECONTEE (LT),1,9/22/2021,CW,3,7,11.2,0.3,M,,
8065,COBBOSSEECONTEE (LT),1,9/22/2021,CW,3,8,10.2,0.3,M,,
8065,COBBOSSEECONTEE (LT),1,9/22/2021,CW,3,9,9.8,0.3,M,,
8065,COBBOSSEECONTEE (LT),1,10/15/2021,CW,3,0,17.6,8.9,M,,
8065,COBBOSSEECONTEE (LT),1,10/15/2021,CW,3,1,17.5,8.8,M,,
8065,COBBOSSEECONTEE (LT),1,10/15/2021,CW,3,2,17.4,8.5,M,,
8065,COBBOSSEECONTEE (LT),1,10/15/2021,CW,3,3,16.6,7.1,M,,
8065,COBBOSSEECONTEE (LT),1,10/15/2021,CW,3,4,16.3,5.4,M,,
8065,COBBOSSEECONTEE (LT),1,10/15/2021,CW,3,5,16,2.5,M,,
8065,COBBOSSEECONTEE (LT),1,10/15/2021,CW,3,6,14.4,0.2,M,,
8065,COBBOSSEECONTEE (LT),1,10/15/2021,CW,3,7,11.7,0.2,M,,
8065,COBBOSSEECONTEE (LT),1,10/15/2021,CW,3,8,10.6,0.2,M,,
8065,COBBOSSEECONTEE (LT),1,10/15/2021,CW,3,9,10,0.2,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,0,18.5,9.9,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,1,18.2,9.9,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,2,17,10.1,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,3,16.9,10.1,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,4,16.6,10.1,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,5,16.5,10.1,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,6,16.3,10,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,7,15.8,9.8,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,8,15,9.7,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,9,13,8.9,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,10,12.2,8.7,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,11,11.3,8.3,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,12,11,8.3,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,13,10.6,8.3,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,14,10.4,8.2,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,15,10.3,8.1,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,16,10.1,8,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,17,10,8,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,18,9.9,7.9,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,19,9.9,7.8,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,20,9.8,7.9,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,21,9.8,7.8,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,22,9.8,7.8,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,23,9.7,7.8,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,24,9.7,7.7,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,25,9.7,7.8,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,26,9.6,7.6,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,27,9.6,7.5,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,28,9.5,7.3,M,,
5236,COBBOSSEECONTEE L,1,5/24/2021,CW,3,29,9.5,7,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,0,23.5,8.3,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,1,23,8.3,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,2,22.5,8.4,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,3,22.4,8.3,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,4,22.3,8.3,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,5,22.3,8.2,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,6,21.7,7.9,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,7,17.3,5.3,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,8,16,4.7,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,9,14.6,3.9,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,10,14,3.8,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,11,13.5,3.6,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,12,13.1,3.8,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,13,12.7,3.7,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,14,12.4,3.8,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,15,11.7,4,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,16,11.3,3.9,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,17,11,3.9,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,18,10.8,3.8,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,19,10.7,3.7,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,20,10.6,3.7,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,21,10.4,3.7,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,22,10.3,3.5,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,23,10.2,3.2,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,24,10.2,3.1,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,25,10.1,2.8,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,26,10,2.2,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,27,9.9,2.1,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,28,9.9,0.4,M,,
5236,COBBOSSEECONTEE L,1,6/28/2021,CW,3,29,9.8,0.4,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,0,24,9,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,1,23.8,8.9,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,2,22.9,9,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,3,22.8,8.9,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,4,22.7,8.9,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,5,22.7,8.8,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,6,22.1,7.8,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,7,20.7,6,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,8,19.8,4.9,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,8.5,19.1,4.1,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,9,17.3,2.5,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,10,15.4,1.4,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,11,14.5,1.2,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,12,13.6,1.4,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,13,13.3,1.5,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,14,13,1.6,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,15,12.3,1.3,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,16,11.7,1.2,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,17,11.4,1.2,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,18,11.2,1.1,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,19,10.9,0.9,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,20,10.8,0.9,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,21,10.6,0.8,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,22,10.5,0.7,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,23,10.3,0.5,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,24,10.2,0.5,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,25,10.1,0.5,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,26,10,0.5,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,27,10,0.5,M,,
5236,COBBOSSEECONTEE L,1,7/26/2021,CW,3,28,10,0.5,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,0,26.3,8.9,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,1,25,9.1,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,2,24.8,9.2,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,3,24.5,9.2,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,4,24.4,9.1,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,5,23.8,9,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,6,22.3,7,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,7,21.5,5.2,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,8,20.1,2.4,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,9,17.5,0.3,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,10,16.1,0.3,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,11,15,0.4,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,12,14.2,0.4,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,13,13.6,0.5,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,14,12.8,0.6,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,15,12.3,0.6,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,16,11.7,0.7,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,17,11.4,0.7,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,18,11.1,0.7,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,19,10.8,0.8,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,20,10.8,0.8,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,21,10.6,0.9,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,22,10.5,0.8,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,23,10.4,0.8,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,24,10.3,0.8,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,25,10.2,0.8,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,26,10.1,0.8,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,27,10,0.8,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,28,10,0.8,M,,
5236,COBBOSSEECONTEE L,1,8/17/2021,CW,3,29,9.9,0.7,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,0,21.1,8.5,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,1,21.1,8.5,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,2,21.1,8.5,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,3,21,8.5,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,4,21,8.4,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,5,21,8.4,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,6,20.9,8,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,7,20.8,7.7,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,8,20.6,6.9,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,9,19.9,4.3,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,10,17.3,0.3,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,11,15.9,0.3,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,12,15,0.3,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,13,14.3,0.3,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,14,13.2,0.4,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,15,12.2,0.4,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,16,11.8,0.5,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,17,11.4,0.5,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,18,11.2,0.5,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,19,11,0.5,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,20,10.9,0.5,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,21,10.7,0.6,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,22,10.5,0.6,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,23,10.3,0.6,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,24,10.2,0.6,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,25,10.1,0.6,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,26,10.1,0.6,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,27,10.1,0.6,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,28,10,0.6,M,,
5236,COBBOSSEECONTEE L,1,9/21/2021,CW,3,29,9.9,0.5,M,,
5236,COBBOSSEECONTEE L,1,10/8/2021,CW,3,,,,,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,0,20.4,9.7,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,1,18.5,9.9,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,2,18,9.9,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,3,17.9,9.6,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,4,17.9,9.2,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,5,17.8,8.8,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,6,17.8,8.6,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,7,17.8,8.6,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,8,17.7,8.4,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,9,17.7,7.6,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,10,17.6,7.6,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,11,17.4,6.6,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,12,16.1,0.3,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,13,14.9,0.2,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,14,13.6,0.2,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,15,12.7,0.2,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,16,12,0.2,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,17,11.7,0.2,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,18,11.3,0.2,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,19,11.1,0.2,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,20,10.9,0.2,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,21,10.7,0.3,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,22,10.5,0.2,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,23,10.4,0.3,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,24,10.3,0.3,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,25,10.2,0.3,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,26,10.1,0.3,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,27,10.1,0.3,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,28,10,0.3,M,,
5236,COBBOSSEECONTEE L,1,10/13/2021,CW,3,29,9.9,0.3,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,0,17.9,10,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,1,17.9,10,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,2,17.8,10,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,3,17.7,10,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,4,17.5,10,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,5,17.5,10,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,6,14.7,9.7,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,7,14,9.5,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,8,13.1,9.5,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,9,12.1,9.1,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,10,11.3,8.5,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,11,11.1,8.3,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,12,11,8.2,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,13,10.8,8.1,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,14,10.5,7.7,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,15,10,6.9,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,16,9.9,6.6,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,17,9.9,6.5,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,18,9.7,5.9,M,,
5236,COBBOSSEECONTEE L,2,5/24/2021,CW,3,19,9.5,4.2,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,0,24.6,8.5,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,1,24.5,8.5,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,2,24,8.5,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,3,23.8,8.5,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,4,23.5,8.6,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,5,23.2,8.6,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,6,23,8.5,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,7,22.8,8.4,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,8,19.2,6.1,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,9,15.2,4.6,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,10,14.5,4.2,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,11,13.9,4.1,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,12,13,3.8,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,13,12.1,3.5,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,14,11.7,3.3,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,15,10.8,2.8,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,16,10.2,1.8,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,17,9.9,1,M,,
5236,COBBOSSEECONTEE L,2,6/28/2021,CW,3,18,9.7,0.3,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,0,24.2,9,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,1,24.2,9,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,2,24.1,9,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,3,24.1,9,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,4,23,9.1,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,5,22.8,9,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,6,22.7,8.9,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,7,22.6,8.6,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,8,21.1,7,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,9,17.8,3.1,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,10,16.8,2.2,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,11,15,1.3,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,12,14,1.2,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,13,13.5,1.3,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,14,12.8,1,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,15,11.9,0.4,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,16,11,0.5,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,17,10.1,0.5,M,,
5236,COBBOSSEECONTEE L,2,7/26/2021,CW,3,18,9.9,0.5,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,0,26.1,8.8,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,1,26.1,8.8,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,2,25.8,8.9,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,3,25.4,8.9,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,4,25.2,9,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,5,24.6,9.2,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,6,23,9.1,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,7,22.1,7,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,8,21.1,4.8,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,9,18.8,0.8,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,10,16.9,0.3,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,11,15.3,0.4,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,12,14.3,0.4,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,13,13.6,0.5,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,14,12.6,0.6,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,15,11.8,0.7,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,16,10.8,0.8,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,17,10.1,0.8,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,18,9.8,0.8,M,,
5236,COBBOSSEECONTEE L,2,8/17/2021,CW,3,19,9.6,0.9,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,0,21.4,8.6,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,1,21.4,8.6,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,2,21.4,8.6,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,3,21.4,8.6,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,4,21.3,8.6,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,5,21.4,8.6,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,6,21.3,8.6,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,7,21.3,8.6,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,8,21.3,8.6,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,9,21.3,8.5,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,10,20.7,7.7,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,11,17.9,0.3,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,12,15.3,0.3,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,13,14.3,0.4,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,14,13.4,0.4,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,15,12.5,0.5,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,16,10.8,0.5,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,17,10.4,0.6,M,,
5236,COBBOSSEECONTEE L,2,9/21/2021,CW,3,18,9.9,0.6,M,,
5236,COBBOSSEECONTEE L,2,10/13/2021,CW,3,0,20.5,9.5,M,,
