MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,DEPTH,REP,SCOPETYPE,BOTTOM
9961,ANNABESSACOOK L,1,5/20/1998,CW,5.35,2,5,N
9961,ANNABESSACOOK L,1,5/20/1998,CW,5.2,1,4,N
9961,ANNABESSACOOK L,1,5/30/1998,EI,3.85,1,4,N
9961,ANNABESSACOOK L,1,6/12/1998,EI,3.9,1,4,N
9961,ANNABESSACOOK L,1,6/22/1998,CW,3.8,2,5,N
9961,ANNABESSACOOK L,1,6/22/1998,CW,3.8,1,4,N
9961,ANNABESSACOOK L,1,6/26/1998,EI,3.95,1,4,N
9961,ANNABESSACOOK L,1,7/3/1998,EI,4.45,1,4,N
9961,ANNABESSACOOK L,1,7/18/1998,EI,4.7,1,4,N
9961,ANNABESSACOOK L,1,7/22/1998,CW,4.35,1,4,N
9961,ANNABESSACOOK L,1,7/22/1998,CW,4.5,2,5,N
9961,ANNABESSACOOK L,1,7/26/1998,EI,5,1,4,N
9961,ANNABESSACOOK L,1,8/21/1998,CW,4.1,2,5,N
9961,ANNABESSACOOK L,1,8/21/1998,CW,4.05,1,4,N
9961,ANNABESSACOOK L,1,9/11/1998,CW,2.41,2,5,N
9961,ANNABESSACOOK L,1,9/11/1998,CW,2.25,1,4,N
9961,ANNABESSACOOK L,1,10/26/1998,CW,3.4,2,5,N
9961,ANNABESSACOOK L,1,10/26/1998,CW,3.3,1,4,N
9961,ANNABESSACOOK L,1,5/25/1999,CW,5.25,1,4,N
9961,ANNABESSACOOK L,1,5/25/1999,CW,5.3,1,5,N
9961,ANNABESSACOOK L,1,6/15/1999,CW,4.8,1,5,N
9961,ANNABESSACOOK L,1,6/15/1999,CW,4.75,1,4,N
9961,ANNABESSACOOK L,1,7/13/1999,CW,4.2,1,4,N
9961,ANNABESSACOOK L,1,7/13/1999,CW,4.25,1,5,N
9961,ANNABESSACOOK L,1,8/16/1999,CW,1.45,1,5,N
9961,ANNABESSACOOK L,1,8/16/1999,CW,1.4,1,4,N
9961,ANNABESSACOOK L,1,9/8/1999,CW,3.25,1,4,N
9961,ANNABESSACOOK L,1,9/8/1999,CW,3.3,1,5,N
9961,ANNABESSACOOK L,1,9/20/1999,CW,2.5,1,5,N
9961,ANNABESSACOOK L,1,9/20/1999,CW,2.4,1,4,N
9961,ANNABESSACOOK L,1,10/21/1999,CW,3.35,1,5,N
9961,ANNABESSACOOK L,1,10/21/1999,CW,3.3,1,4,N
9961,ANNABESSACOOK L,1,5/31/2000,CW,4.9,1,4,N
9961,ANNABESSACOOK L,1,6/27/2000,CW,4.85,1,4,N
9961,ANNABESSACOOK L,1,7/19/2000,CW,4.6,1,4,N
9961,ANNABESSACOOK L,1,8/22/2000,CW,4.65,1,4,N
9961,ANNABESSACOOK L,1,9/25/2000,CW,2.65,1,4,N
9961,ANNABESSACOOK L,1,10/24/2000,CW,2.7,1,4,N
9961,ANNABESSACOOK L,1,5/2/2001,CW,4.3,1,4,N
9961,ANNABESSACOOK L,1,5/16/2001,CW,3.85,1,4,N
9961,ANNABESSACOOK L,1,6/1/2001,CW,5,1,4,N
9961,ANNABESSACOOK L,1,6/13/2001,CW,5.85,1,4,N
9961,ANNABESSACOOK L,1,6/25/2001,CW,6.3,1,4,N
9961,ANNABESSACOOK L,1,7/4/2001,El,6.1,1,4,N
9961,ANNABESSACOOK L,1,7/13/2001,CW,6.2,1,4,N
9961,ANNABESSACOOK L,1,7/25/2001,CW,5.7,1,4,N
9961,ANNABESSACOOK L,1,7/28/2001,El,6,1,4,N
9961,ANNABESSACOOK L,1,8/4/2001,El,6.9,1,4,N
9961,ANNABESSACOOK L,1,8/7/2001,CW,6,1,4,N
9961,ANNABESSACOOK L,1,8/21/2001,CW,4.35,1,4,N
9961,ANNABESSACOOK L,1,8/25/2001,El,3.28,1,4,N
9961,ANNABESSACOOK L,1,9/5/2001,CW,2.7,1,4,N
9961,ANNABESSACOOK L,1,9/7/2001,El,2.4,1,4,N
9961,ANNABESSACOOK L,1,9/19/2001,CW,1.65,1,4,N
9961,ANNABESSACOOK L,1,9/23/2001,El,2,1,4,N
9961,ANNABESSACOOK L,1,9/30/2001,El,1.95,1,4,N
9961,ANNABESSACOOK L,1,10/1/2001,CW,1.85,1,4,N
9961,ANNABESSACOOK L,1,10/16/2001,CW,2.15,1,4,N
9961,ANNABESSACOOK L,1,5/24/2002,CW,5.7,1,4,N
9961,ANNABESSACOOK L,1,5/25/2002,EI,5.38,1,4,N
9961,ANNABESSACOOK L,1,6/7/2002,EI,6.05,1,4,N
9961,ANNABESSACOOK L,1,6/24/2002,CW,5.9,1,4,N
9961,ANNABESSACOOK L,1,6/29/2002,EI,5.6,1,4,N
9961,ANNABESSACOOK L,1,7/5/2002,EI,6,1,4,N
9961,ANNABESSACOOK L,1,7/21/2002,EI,6.1,1,4,N
9961,ANNABESSACOOK L,1,7/23/2002,CW,5.8,1,4,N
9961,ANNABESSACOOK L,1,8/3/2002,EI,5.5,1,4,N
9961,ANNABESSACOOK L,1,8/11/2002,EI,6,1,4,N
9961,ANNABESSACOOK L,1,8/25/2002,EI,5.1,1,4,N
9961,ANNABESSACOOK L,1,8/27/2002,CW,5.1,1,4,N
9961,ANNABESSACOOK L,1,9/7/2002,EI,2.9,1,4,N
9961,ANNABESSACOOK L,1,9/18/2002,CW,3.55,1,4,N
9961,ANNABESSACOOK L,1,9/22/2002,EI,3.3,1,4,N
9961,ANNABESSACOOK L,1,10/9/2002,CW,2.7,1,4,N
9961,ANNABESSACOOK L,1,10/25/2002,CW,3.7,1,4,N
9961,ANNABESSACOOK L,1,5/26/2003,CW,4.98,1,4,N
9961,ANNABESSACOOK L,1,5/31/2003,EI,4.6,1,4,N
9961,ANNABESSACOOK L,1,6/6/2003,EI,5.6,1,4,N
9961,ANNABESSACOOK L,1,6/21/2003,EI,5.6,1,4,N
9961,ANNABESSACOOK L,1,6/24/2003,CW,6.13,1,4,N
9961,ANNABESSACOOK L,1,6/28/2003,EI,6,1,4,N
9961,ANNABESSACOOK L,1,7/13/2003,EI,5.7,1,4,N
9961,ANNABESSACOOK L,1,7/22/2003,CW,6.09,1,4,N
9961,ANNABESSACOOK L,1,8/2/2003,EI,6.25,1,4,N
9961,ANNABESSACOOK L,1,8/16/2003,EI,6.5,1,4,N
9961,ANNABESSACOOK L,1,8/22/2003,CW,6.15,1,4,N
9961,ANNABESSACOOK L,1,8/22/2003,CW,5.8,1,4,N
9961,ANNABESSACOOK L,1,8/31/2003,EI,3.8,1,4,N
9961,ANNABESSACOOK L,1,9/12/2003,EI,2.85,1,4,N
9961,ANNABESSACOOK L,1,9/15/2003,CW,2.3,1,4,N
9961,ANNABESSACOOK L,1,9/15/2003,CW,2.3,2,4,N
9961,ANNABESSACOOK L,1,9/17/2003,EI,2.5,1,4,N
9961,ANNABESSACOOK L,1,10/5/2003,EI,2.6,1,4,N
9961,ANNABESSACOOK L,1,11/7/2003,CW,4.48,1,4,N
9961,ANNABESSACOOK L,1,11/7/2003,CW,4.7,1,4,N
9961,ANNABESSACOOK L,1,5/15/2004,EI,5.1,1,4,N
9961,ANNABESSACOOK L,1,5/25/2004,cw,4.28,1,4,N
9961,ANNABESSACOOK L,1,5/30/2004,EI,4.5,1,4,N
9961,ANNABESSACOOK L,1,6/13/2004,EI,4.4,1,4,N
9961,ANNABESSACOOK L,1,6/23/2004,CW,5.89,1,4,N
9961,ANNABESSACOOK L,1,7/11/2004,EI,5.9,1,4,N
9961,ANNABESSACOOK L,1,7/23/2004,cw,5.58,1,4,N
9961,ANNABESSACOOK L,1,7/30/2004,EI,6.5,1,4,N
9961,ANNABESSACOOK L,1,8/14/2004,EI,5.95,1,4,N
9961,ANNABESSACOOK L,1,8/17/2004,CW,6.44,1,4,N
9961,ANNABESSACOOK L,1,8/28/2004,EI,4.6,1,4,N
9961,ANNABESSACOOK L,1,9/6/2004,EI,3.1,1,4,N
9961,ANNABESSACOOK L,1,9/11/2004,EI,2.5,1,4,N
9961,ANNABESSACOOK L,1,9/20/2004,EI,2.05,1,4,N
9961,ANNABESSACOOK L,1,9/23/2004,CW,1.72,1,4,N
9961,ANNABESSACOOK L,1,10/1/2004,EI,2.6,1,4,N
9961,ANNABESSACOOK L,1,10/26/2004,CW,3.95,1,4,N
9961,ANNABESSACOOK L,1,5/19/2005,CW,4.6,1,4,N
9961,ANNABESSACOOK L,1,6/5/2005,EI,4.4,1,4,N
9961,ANNABESSACOOK L,1,6/19/2005,EI,3.6,1,4,N
9961,ANNABESSACOOK L,1,6/25/2005,EI,4.5,1,4,N
9961,ANNABESSACOOK L,1,6/27/2005,CW,4.33,1,4,N
9961,ANNABESSACOOK L,1,7/3/2005,EI,4.7,1,4,N
9961,ANNABESSACOOK L,1,7/16/2005,EI,5.55,1,4,N
9961,ANNABESSACOOK L,1,7/20/2005,CW,6.1,1,4,N
9961,ANNABESSACOOK L,1,8/7/2005,EI,6.65,1,4,N
9961,ANNABESSACOOK L,1,8/17/2005,CW,6.2,1,4,N
9961,ANNABESSACOOK L,1,8/20/2005,EI,6.2,1,4,N
9961,ANNABESSACOOK L,1,8/27/2005,EI,6.1,1,4,N
9961,ANNABESSACOOK L,1,9/4/2005,EI,4.62,1,4,N
9961,ANNABESSACOOK L,1,9/11/2005,EI,5.25,1,4,N
9961,ANNABESSACOOK L,1,9/22/2005,CW,4.1,1,4,N
9961,ANNABESSACOOK L,1,9/24/2005,EI,3.8,1,4,N
9961,ANNABESSACOOK L,1,10/21/2005,CW,3.89,1,4,N
9961,ANNABESSACOOK L,1,5/5/2006,CW,5.9,1,4,N
9961,ANNABESSACOOK L,1,6/8/2006,CW,4.2,1,4,N
9961,ANNABESSACOOK L,1,7/3/2006,EI,5.1,1,4,N
9961,ANNABESSACOOK L,1,7/7/2006,CW,4.44,1,4,N
9961,ANNABESSACOOK L,1,7/16/2006,EI,5.65,1,4,N
9961,ANNABESSACOOK L,1,7/29/2006,EI,5.7,1,4,N
9961,ANNABESSACOOK L,1,8/4/2006,cw,5.38,1,4,N
9961,ANNABESSACOOK L,1,8/6/2006,EI,5.8,1,4,N
9961,ANNABESSACOOK L,1,8/19/2006,EI,5.4,1,4,N
9961,ANNABESSACOOK L,1,8/26/2006,EI,5.1,1,4,N
9961,ANNABESSACOOK L,1,9/2/2006,EI,3.75,1,4,N
9961,ANNABESSACOOK L,1,9/9/2006,EI,2.85,1,4,N
9961,ANNABESSACOOK L,1,9/11/2006,CW,3.12,1,4,N
9961,ANNABESSACOOK L,1,9/16/2006,EI,2.65,1,4,N
9961,ANNABESSACOOK L,1,9/30/2006,EI,2.73,1,4,N
9961,ANNABESSACOOK L,1,10/9/2006,EI,2.85,1,4,N
9961,ANNABESSACOOK L,1,10/16/2006,CW,3.3,1,4,N
9961,ANNABESSACOOK L,1,10/16/2006,CW,3.31,1,4,N
9961,ANNABESSACOOK L,1,5/10/2007,CW,5.31,1,4,N
9961,ANNABESSACOOK L,1,5/10/2007,CW,5.18,1,4,N
9961,ANNABESSACOOK L,1,6/2/2007,EI,6,1,4,N
9961,ANNABESSACOOK L,1,6/5/2007,CW,5.91,1,4,N
9961,ANNABESSACOOK L,1,6/10/2007,EI,4.55,1,4,N
9961,ANNABESSACOOK L,1,7/2/2007,CW,6.92,1,4,N
9961,ANNABESSACOOK L,1,7/3/2007,CW,6.72,1,4,N
9961,ANNABESSACOOK L,1,7/4/2007,EI,5.9,1,4,N
9961,ANNABESSACOOK L,1,7/21/2007,EI,5.35,1,4,N
9961,ANNABESSACOOK L,1,7/28/2007,EI,5.2,1,4,N
9961,ANNABESSACOOK L,1,8/2/2007,CW,4.43,1,4,N
9961,ANNABESSACOOK L,1,8/5/2007,EI,4.75,1,4,N
9961,ANNABESSACOOK L,1,8/11/2007,EI,4.24,1,4,N
9961,ANNABESSACOOK L,1,8/25/2007,EI,4.2,1,4,N
9961,ANNABESSACOOK L,1,9/3/2007,EI,4.2,1,4,N
9961,ANNABESSACOOK L,1,9/5/2007,CW,3.84,1,4,N
9961,ANNABESSACOOK L,1,9/16/2007,EI,3.15,1,4,N
9961,ANNABESSACOOK L,1,9/30/2007,EI,2.3,1,4,N
9961,ANNABESSACOOK L,1,10/5/2007,CW,2.12,1,4,N
9961,ANNABESSACOOK L,1,5/14/2008,cw,3.62,1,4,N
9961,ANNABESSACOOK L,1,5/30/2008,EI,4.58,1,4,N
9961,ANNABESSACOOK L,1,6/10/2008,cw,5.97,1,4,N
9961,ANNABESSACOOK L,1,6/29/2008,EI,5.8,1,4,N
9961,ANNABESSACOOK L,1,7/5/2008,EI,6.2,1,4,N
9961,ANNABESSACOOK L,1,7/7/2008,cw,5.84,1,4,N
9961,ANNABESSACOOK L,1,7/12/2008,EI,6.3,1,4,N
9961,ANNABESSACOOK L,1,7/27/2008,EI,5.8,1,4,N
9961,ANNABESSACOOK L,1,8/5/2008,cw,5.54,1,4,N
9961,ANNABESSACOOK L,1,8/9/2008,EI,5.25,1,4,N
9961,ANNABESSACOOK L,1,8/13/2008,CW,4.4,1,4,N
9961,ANNABESSACOOK L,1,8/13/2008,CW,4.57,1,4,N
9961,ANNABESSACOOK L,1,8/16/2008,EI,5.15,1,4,N
9961,ANNABESSACOOK L,1,8/30/2008,EI,4.4,1,4,N
9961,ANNABESSACOOK L,1,9/5/2008,CW,4.1,1,4,N
9961,ANNABESSACOOK L,1,9/5/2008,CW,4.11,1,4,N
9961,ANNABESSACOOK L,1,9/22/2008,CW,2.23,1,4,N
9961,ANNABESSACOOK L,1,10/3/2008,CW,2.35,1,4,N
9961,ANNABESSACOOK L,1,5/18/2009,CW,4.1,1,4,N
9961,ANNABESSACOOK L,1,5/18/2009,CW,4.22,1,4,N
9961,ANNABESSACOOK L,1,6/6/2009,EI,5.6,1,4,N
9961,ANNABESSACOOK L,1,6/8/2009,CW,5.42,1,4,N
9961,ANNABESSACOOK L,1,6/13/2009,EI,5.2,1,4,N
9961,ANNABESSACOOK L,1,6/27/2009,EI,4.85,1,4,N
9961,ANNABESSACOOK L,1,7/9/2009,CW,3.71,1,4,N
9961,ANNABESSACOOK L,1,7/11/2009,EI,4.35,1,4,N
9961,ANNABESSACOOK L,1,7/18/2009,EI,3.65,1,4,N
9961,ANNABESSACOOK L,1,7/28/2009,CW,4.14,1,4,N
9961,ANNABESSACOOK L,1,8/1/2009,EI,4.45,1,4,N
9961,ANNABESSACOOK L,1,8/12/2009,CW,3.58,1,4,N
9961,ANNABESSACOOK L,1,8/15/2009,EI,3.45,1,4,N
9961,ANNABESSACOOK L,1,8/24/2009,EI,2.45,2,4,N
9961,ANNABESSACOOK L,1,8/24/2009,EI,2.55,1,4,N
9961,ANNABESSACOOK L,1,8/24/2009,CW,2.53,1,4,N
9961,ANNABESSACOOK L,1,8/24/2009,CW,2.35,1,4,N
9961,ANNABESSACOOK L,1,9/3/2009,EI,2.45,1,4,N
9961,ANNABESSACOOK L,1,9/10/2009,EI,2.3,1,4,N
9961,ANNABESSACOOK L,1,9/10/2009,EI,2.3,1,4,N
9961,ANNABESSACOOK L,1,9/10/2009,CW,1.96,2,4,N
9961,ANNABESSACOOK L,1,9/10/2009,CW,1.99,1,4,N
9961,ANNABESSACOOK L,1,9/10/2009,CW,2.01,3,4,N
9961,ANNABESSACOOK L,1,9/10/2009,CW,2,1,4,N
9961,ANNABESSACOOK L,1,9/10/2009,CW,1.95,2,4,N
9961,ANNABESSACOOK L,1,10/14/2009,CW,3.25,1,4,N
9961,ANNABESSACOOK L,1,5/17/2010,CW,5.08,1,4,N
9961,ANNABESSACOOK L,1,5/17/2010,CW,5.08,1,4,N
9961,ANNABESSACOOK L,1,5/29/2010,EI,4.75,1,4,N
9961,ANNABESSACOOK L,1,6/2/2010,CW,5.14,1,4,N
9961,ANNABESSACOOK L,1,6/12/2010,EI,5.3,1,4,N
9961,ANNABESSACOOK L,1,6/27/2010,EI,5.8,1,4,N
9961,ANNABESSACOOK L,1,7/7/2010,CW,5.46,1,4,N
9961,ANNABESSACOOK L,1,7/17/2010,EI,5.75,1,4,N
9961,ANNABESSACOOK L,1,7/31/2010,EI,5.85,1,4,N
9961,ANNABESSACOOK L,1,8/4/2010,CW,4.26,1,4,N
9961,ANNABESSACOOK L,1,8/4/2010,CW,4.31,1,4,N
9961,ANNABESSACOOK L,1,8/13/2010,EI,3.55,1,4,N
9961,ANNABESSACOOK L,1,8/21/2010,EI,2.6,1,4,N
9961,ANNABESSACOOK L,1,8/28/2010,EI,2.3,1,4,N
9961,ANNABESSACOOK L,1,9/8/2010,CW,1.38,1,4,N
9961,ANNABESSACOOK L,1,9/8/2010,CW,1.4,1,4,N
9961,ANNABESSACOOK L,1,9/9/2010,CW,1.44,1,4,N
9961,ANNABESSACOOK L,1,10/5/2010,CW,2.95,1,4,N
9961,ANNABESSACOOK L,1,5/23/2011,CW,3.72,1,4,N
9961,ANNABESSACOOK L,1,6/8/2011,CW,4.93,1,4,N
9961,ANNABESSACOOK L,1,6/26/2011,EI,5.6,1,4,N
9961,ANNABESSACOOK L,1,7/2/2011,EI,5.35,1,4,N
9961,ANNABESSACOOK L,1,7/5/2011,CW,5.45,1,4,N
9961,ANNABESSACOOK L,1,7/16/2011,EI,6.88,1,4,N
9961,ANNABESSACOOK L,1,7/16/2011,EI,6.84,2,4,N
9961,ANNABESSACOOK L,1,7/30/2011,EI,4.5,1,4,N
9961,ANNABESSACOOK L,1,8/5/2011,CW,3.2,1,4,N
9961,ANNABESSACOOK L,1,8/6/2011,EI,3.7,1,4,N
9961,ANNABESSACOOK L,1,8/12/2011,EI,2.7,1,4,N
9961,ANNABESSACOOK L,1,8/20/2011,EI,2.45,1,4,N
9961,ANNABESSACOOK L,1,9/3/2011,EI,2.05,1,4,N
9961,ANNABESSACOOK L,1,9/9/2011,CW,1.86,1,4,N
9961,ANNABESSACOOK L,1,9/17/2011,EI,2.1,1,4,N
9961,ANNABESSACOOK L,1,5/23/2012,CW,4.05,1,4,N
9961,ANNABESSACOOK L,1,5/23/2012,CW,4.02,1,4,N
9961,ANNABESSACOOK L,1,6/15/2012,CW,5.04,1,4,N
9961,ANNABESSACOOK L,1,6/15/2012,CW,5.14,1,4,N
9961,ANNABESSACOOK L,1,6/23/2012,EI,5.45,1,4,N
9961,ANNABESSACOOK L,1,6/29/2012,CW,5.71,1,4,N
9961,ANNABESSACOOK L,1,6/29/2012,EI,4.55,1,4,N
9961,ANNABESSACOOK L,1,6/29/2012,CW,5.72,1,4,N
9961,ANNABESSACOOK L,1,7/12/2012,CW,4.78,1,4,N
9961,ANNABESSACOOK L,1,7/13/2012,EI,4.95,2,4,N
9961,ANNABESSACOOK L,1,7/13/2012,EI,5,1,4,N
9961,ANNABESSACOOK L,1,7/21/2012,EI,5.45,1,4,N
9961,ANNABESSACOOK L,1,7/25/2012,CW,5.84,1,4,N
9961,ANNABESSACOOK L,1,7/26/2012,CW,5.65,1,4,N
9961,ANNABESSACOOK L,1,7/26/2012,CW,5.65,1,4,N
9961,ANNABESSACOOK L,1,8/3/2012,CW,6.2,1,4,N
9961,ANNABESSACOOK L,1,8/4/2012,EI,6.3,1,4,N
9961,ANNABESSACOOK L,1,8/19/2012,EI,5.1,2,4,N
9961,ANNABESSACOOK L,1,8/19/2012,EI,5.15,1,4,N
9961,ANNABESSACOOK L,1,8/21/2012,CW,4.39,1,4,N
9961,ANNABESSACOOK L,1,8/25/2012,EI,4.35,1,4,N
9961,ANNABESSACOOK L,1,8/31/2012,EI,3.55,1,4,N
9961,ANNABESSACOOK L,1,9/4/2012,CW,2.85,1,4,N
9961,ANNABESSACOOK L,1,9/14/2012,EI,2.02,1,4,N
9961,ANNABESSACOOK L,1,9/17/2012,CW,1.94,1,4,N
9961,ANNABESSACOOK L,1,9/17/2012,CW,1.94,1,4,N
9961,ANNABESSACOOK L,1,9/28/2012,EI,2.15,1,4,N
9961,ANNABESSACOOK L,1,10/3/2012,CW,1.41,1,4,N
9961,ANNABESSACOOK L,1,10/24/2012,CW,1.93,1,4,N
9961,ANNABESSACOOK L,1,10/24/2012,CW,1.93,1,4,N
9961,ANNABESSACOOK L,1,5/23/2013,CW,4.73,1,4,N
9961,ANNABESSACOOK L,1,6/9/2013,EI,4.1,1,4,N
9961,ANNABESSACOOK L,1,6/14/2013,CW,4.27,1,4,N
9961,ANNABESSACOOK L,1,6/21/2013,EI,4.08,1,4,N
9961,ANNABESSACOOK L,1,6/30/2013,EI,4.1,1,4,N
9961,ANNABESSACOOK L,1,7/2/2013,CW,3.52,1,4,N
9961,ANNABESSACOOK L,1,7/13/2013,EI,3.1,1,4,N
9961,ANNABESSACOOK L,1,7/22/2013,CW,3.27,1,4,N
9961,ANNABESSACOOK L,1,7/22/2013,CW,3.34,1,4,N
9961,ANNABESSACOOK L,1,8/3/2013,EI,2.9,1,4,N
9961,ANNABESSACOOK L,1,8/3/2013,EI,3,2,4,N
9961,ANNABESSACOOK L,1,8/5/2013,CW,3.13,1,4,N
9961,ANNABESSACOOK L,1,8/5/2013,CW,2.97,1,4,N
9961,ANNABESSACOOK L,1,8/11/2013,EI,3,1,4,N
9961,ANNABESSACOOK L,1,8/20/2013,CW,2.47,1,4,N
9961,ANNABESSACOOK L,1,8/31/2013,EI,2.82,1,4,N
9961,ANNABESSACOOK L,1,9/4/2013,CW,3.02,1,4,N
9961,ANNABESSACOOK L,1,9/7/2013,EI,3,1,4,N
9961,ANNABESSACOOK L,1,9/20/2013,CW,3.49,1,4,N
9961,ANNABESSACOOK L,1,9/22/2013,EI,3.7,1,4,N
9961,ANNABESSACOOK L,1,9/22/2013,EI,3.65,1,4,N
9961,ANNABESSACOOK L,1,10/10/2013,CW,4.01,1,4,N
9961,ANNABESSACOOK L,1,5/22/2014,CW,4.02,1,4,N
9961,ANNABESSACOOK L,1,5/22/2014,CW,3.91,1,4,N
9961,ANNABESSACOOK L,1,5/25/2014,EI,4.7,1,4,N
9961,ANNABESSACOOK L,1,6/1/2014,EI,4.85,1,4,N
9961,ANNABESSACOOK L,1,6/8/2014,EI,5.3,1,4,N
9961,ANNABESSACOOK L,1,6/12/2014,CW,4.87,1,4,N
9961,ANNABESSACOOK L,1,6/12/2014,CW,4.64,1,4,N
9961,ANNABESSACOOK L,1,6/19/2014,EI,5.7,1,4,N
9961,ANNABESSACOOK L,1,6/25/2014,CW,5.39,1,4,N
9961,ANNABESSACOOK L,1,6/29/2014,EI,6.15,1,4,N
9961,ANNABESSACOOK L,1,7/7/2014,CW,4.22,1,4,N
9961,ANNABESSACOOK L,1,7/7/2014,CW,4.4,1,4,N
9961,ANNABESSACOOK L,1,7/17/2014,EI,5.45,1,4,N
9961,ANNABESSACOOK L,1,7/17/2014,EI,5.5,1,4,N
9961,ANNABESSACOOK L,1,7/24/2014,CW,4.94,1,4,N
9961,ANNABESSACOOK L,1,7/25/2014,EI,5,1,4,N
9961,ANNABESSACOOK L,1,8/6/2014,CW,3.84,1,4,N
9961,ANNABESSACOOK L,1,8/6/2014,CW,3.92,1,4,N
9961,ANNABESSACOOK L,1,8/9/2014,EI,3.4,1,4,N
9961,ANNABESSACOOK L,1,8/14/2014,EI,3,1,4,N
9961,ANNABESSACOOK L,1,8/20/2014,CW,2.84,1,4,N
9961,ANNABESSACOOK L,1,8/20/2014,CW,2.93,1,4,N
9961,ANNABESSACOOK L,1,8/23/2014,EI,3.5,1,4,N
9961,ANNABESSACOOK L,1,8/31/2014,EI,3.33,1,4,N
9961,ANNABESSACOOK L,1,9/5/2014,EI,3,1,4,N
9961,ANNABESSACOOK L,1,9/5/2014,EI,2.9,2,4,N
9961,ANNABESSACOOK L,1,9/5/2014,CW,2.82,1,4,N
9961,ANNABESSACOOK L,1,9/5/2014,CW,2.74,1,4,N
9961,ANNABESSACOOK L,1,9/13/2014,EI,2.35,1,4,N
9961,ANNABESSACOOK L,1,9/17/2014,CW,2.67,1,4,N
9961,ANNABESSACOOK L,1,9/17/2014,CW,2.46,2,4,N
9961,ANNABESSACOOK L,1,9/17/2014,CW,2.47,1,4,N
9961,ANNABESSACOOK L,1,9/19/2014,EI,2.95,1,4,N
9961,ANNABESSACOOK L,1,10/6/2014,CW,3.08,1,4,N
9961,ANNABESSACOOK L,1,10/6/2014,CW,3.12,1,4,N
9961,ANNABESSACOOK L,1,10/31/2014,CW,2.91,1,4,N
9961,ANNABESSACOOK L,1,10/31/2014,CW,2.76,1,4,N
9961,ANNABESSACOOK L,1,5/21/2015,CW,4.38,1,4,N
9961,ANNABESSACOOK L,1,5/21/2015,CW,4.59,1,4,N
9961,ANNABESSACOOK L,1,6/7/2015,EI,4.9,1,4,N
9961,ANNABESSACOOK L,1,6/15/2015,CW,5.54,1,4,N
9961,ANNABESSACOOK L,1,6/24/2015,EI,5.65,1,4,N
9961,ANNABESSACOOK L,1,7/3/2015,EI,5.75,1,4,N
9961,ANNABESSACOOK L,1,7/6/2015,CW,5.59,1,4,N
9961,ANNABESSACOOK L,1,7/10/2015,EI,5.55,1,4,N
9961,ANNABESSACOOK L,1,7/16/2015,CW,6.51,1,4,N
9961,ANNABESSACOOK L,1,7/24/2015,EI,6.45,1,4,N
9961,ANNABESSACOOK L,1,7/24/2015,EI,6.38,2,4,N
9961,ANNABESSACOOK L,1,7/29/2015,CW,4.88,1,4,N
9961,ANNABESSACOOK L,1,7/29/2015,CW,4.94,1,4,N
9961,ANNABESSACOOK L,1,7/31/2015,EI,4.5,1,4,N
9961,ANNABESSACOOK L,1,8/11/2015,CW,3.14,1,4,N
9961,ANNABESSACOOK L,1,8/13/2015,EI,2.9,1,4,N
9961,ANNABESSACOOK L,1,8/13/2015,EI,2.75,2,4,N
9961,ANNABESSACOOK L,1,8/22/2015,EI,3.15,1,4,N
9961,ANNABESSACOOK L,1,8/25/2015,CW,2.7,1,4,N
9961,ANNABESSACOOK L,1,8/25/2015,CW,2.85,1,4,N
9961,ANNABESSACOOK L,1,8/27/2015,EI,2.78,2,4,N
9961,ANNABESSACOOK L,1,8/27/2015,EI,2.8,1,4,N
9961,ANNABESSACOOK L,1,9/6/2015,EI,2.55,1,4,N
9961,ANNABESSACOOK L,1,9/9/2015,CW,2.67,1,4,N
9961,ANNABESSACOOK L,1,9/9/2015,CW,2.63,1,4,N
9961,ANNABESSACOOK L,1,9/20/2015,EI,3,1,4,N
9961,ANNABESSACOOK L,1,9/24/2015,CW,3.1,1,4,N
9961,ANNABESSACOOK L,1,10/8/2015,CW,2.79,1,4,N
9961,ANNABESSACOOK L,1,11/3/2015,CW,3.82,1,4,N
9961,ANNABESSACOOK L,1,5/4/2016,CW,5.87,1,4,N
9961,ANNABESSACOOK L,1,5/18/2016,CW,5.7,1,4,N
9961,ANNABESSACOOK L,1,5/18/2016,CW,5.83,1,4,N
9961,ANNABESSACOOK L,1,5/22/2016,EI,5.1,1,4,N
9961,ANNABESSACOOK L,1,5/27/2016,EI,5.65,1,4,N
9961,ANNABESSACOOK L,1,6/1/2016,CW,5.26,1,4,N
9961,ANNABESSACOOK L,1,6/11/2016,EI,4.55,2,4,N
9961,ANNABESSACOOK L,1,6/11/2016,EI,4.45,1,4,N
9961,ANNABESSACOOK L,1,6/16/2016,CW,5.84,1,4,N
9961,ANNABESSACOOK L,1,6/24/2016,EI,5.65,1,4,N
9961,ANNABESSACOOK L,1,6/30/2016,EI,5.6,1,4,N
9961,ANNABESSACOOK L,1,7/6/2016,CW,5.77,1,4,N
9961,ANNABESSACOOK L,1,7/15/2016,EI,6.1,1,4,N
9961,ANNABESSACOOK L,1,7/20/2016,CW,6.42,1,4,N
9961,ANNABESSACOOK L,1,8/3/2016,CW,7.13,1,4,N
9961,ANNABESSACOOK L,1,8/7/2016,EI,5.4,1,4,N
9961,ANNABESSACOOK L,1,8/17/2016,CW,4.34,1,4,N
