MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,DEPTH,TEMP,OXYGEN,OXYMETH
9961,ANNABESSACOOK L,1,5/20/1998,CW,0,19.5,9.8,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,1,18,10.2,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,2,18,10,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,3,17.8,10,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,4,17.2,9.9,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,5,15.8,9.3,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,6,13.5,8.2,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,7,12.9,7.4,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,8,12,6.4,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,9,11.5,6.6,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,10,11,5.4,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,11,10.5,5.1,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,12,10.1,4.4,M
9961,ANNABESSACOOK L,1,5/20/1998,CW,13,10.1,3.9,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,0,21.3,9,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,1,21.1,9.1,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,2,21,9.3,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,3,18,7.5,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,4,17.5,7.1,m
9961,ANNABESSACOOK L,1,6/22/1998,CW,5,17,6.6,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,6,16.8,6.2,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,7,16.4,5.7,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,8,16,5.3,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,9,16,4.9,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,10,15.6,4,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,11,16.1,3.1,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,12,13.5,0.4,M
9961,ANNABESSACOOK L,1,6/22/1998,CW,13,12.5,0.3,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,0,25,8.1,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,1,25,8.1,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,2,25,8.1,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,3,25,8.1,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,4,22,8,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,5,21,3.6,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,6,18.5,1,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,7,16.9,0.4,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,8,15.8,0.4,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,9,15,0.4,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,10,14.7,0.4,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,11,14.5,0.4,M
9961,ANNABESSACOOK L,1,7/22/1998,CW,12,13.9,0.4,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,0,23.5,8.1,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,1,23.5,8.1,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,2,23.5,8,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,3,23.2,7.8,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,4,23.1,7.8,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,5,23,7.6,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,6,22.8,6.2,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,7,20.2,0.2,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,8,17.1,0.2,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,9,16,0.2,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,10,15.3,0.3,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,11,14.9,0.3,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,12,14.7,0.3,M
9961,ANNABESSACOOK L,1,8/21/1998,CW,13,14.4,0.2,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,0,21.1,7.9,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,1,21.1,7.9,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,2,20.8,8,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,3,20.5,7.5,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,4,20.5,7.5,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,5,20.5,7.5,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,6,20.5,7.5,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,7,20.3,7.5,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,8,20.1,6.3,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,9,17.5,0.4,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,10,16,0.3,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,11,15.1,0.2,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,12,14.9,0.2,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,13,14.5,0.3,M
9961,ANNABESSACOOK L,1,9/11/1998,CW,14,14.3,0.2,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,0,12,10.2,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,1,11.5,10.1,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,2,11.3,10,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,3,11.1,9.9,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,4,11.1,9.8,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,5,11.1,9.8,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,6,11.1,9.7,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,7,11.1,9.6,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,8,11,9.6,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,9,11,9.6,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,10,10.9,9.4,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,11,10.8,9.4,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,12,10.7,9.4,M
9961,ANNABESSACOOK L,1,10/26/1998,CW,13,10.7,9.4,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,0,17,9.4,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,1,17,9.5,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,2,17,9.5,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,3,17,9.5,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,4,17,9.5,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,5,17,9.5,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,6,17,9.5,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,7,17,9.3,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,8,15.5,8.9,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,9,14.1,6.2,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,10,13.9,5.9,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,11,13,5.2,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,12,12,4.3,M
9961,ANNABESSACOOK L,1,5/25/1999,CW,13,11.1,2.9,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,0,99.9,9,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,0,22.9,8,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,1,22.9,8.2,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,2,22.5,8.2,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,3,22.1,8.2,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,4,22,8.2,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,5,22,8,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,6,19.1,7.5,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,7,18.5,4,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,8,15.9,3.1,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,9,15,1.9,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,10,14,1.4,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,11,13,0.7,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,12,12.5,0.3,M
9961,ANNABESSACOOK L,1,6/15/1999,CW,13,12,0.1,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,0,23.9,7.9,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,1,23.9,7.9,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,2,23.9,7.9,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,3,23.9,7.9,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,4,23.5,7.9,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,5,23.5,7.9,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,6,23.1,7.7,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,7,21.5,2,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,8,17.9,0.3,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,9,15.3,0.3,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,10,14.3,0.3,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,11,13.8,0.3,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,12,13.2,0.3,M
9961,ANNABESSACOOK L,1,7/13/1999,CW,13,13,0.3,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,0,23.3,10,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,1,23.1,10,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,2,22.4,9.6,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,3,22.3,8.9,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,4,22.2,8.8,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,5,22.1,8.5,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,6,22,8,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,7,21.8,6.6,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,8,20.2,1.3,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,9,16.2,1,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,10,14.5,0.9,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,11,13.8,0.9,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,12,13.8,0.9,M
9961,ANNABESSACOOK L,1,8/16/1999,CW,13,13.2,0.9,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,0,19.4,8.3,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,1,19.4,8.2,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,2,19.4,8.2,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,3,19.4,8.2,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,4,19.3,8.1,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,5,19.2,8,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,6,19.2,7.9,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,7,19.1,7.9,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,8,18.9,6.4,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,9,18.6,5.9,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,10,18.5,5.9,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,11,18.2,5.4,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,12,16,0.8,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,13,14,0.2,M
9961,ANNABESSACOOK L,1,9/20/1999,CW,14,13.9,0.2,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,0,12,10,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,1,12,10,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,2,12,10,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,3,12,9.9,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,4,12,9.8,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,5,12,9.8,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,6,12,9.8,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,7,11.9,9.7,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,8,11.9,9.6,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,9,11.9,9.5,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,10,11.8,9.3,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,11,11.8,9.3,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,12,11.8,9.4,M
9961,ANNABESSACOOK L,1,10/21/1999,CW,13,11.7,9.1,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,0,15.6,9.5,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,1,15.6,9.6,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,2,15.5,9.7,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,3,15.4,9.8,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,4,15.3,9.6,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,5,15.3,9.9,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,6,15.1,9.7,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,7,15,9.2,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,8,14.4,7.8,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,9,13,5.7,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,10,12.3,5.2,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,11,12,4,m
9961,ANNABESSACOOK L,1,5/31/2000,CW,12,11.9,3.8,M
9961,ANNABESSACOOK L,1,5/31/2000,CW,13,11.8,3.6,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,0,23.9,8.7,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,1,23.9,8.7,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,2,23.6,8.7,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,3,23,8.6,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,4,22.1,8.6,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,5,20,7.9,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,6,18.2,6.8,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,7,17,5,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,8,16.2,4,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,9,15.5,3.2,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,10,15,2.6,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,11,14.8,2.1,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,12,14.2,1.4,M
9961,ANNABESSACOOK L,1,6/27/2000,CW,13,14,0.8,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,0,21.9,8.1,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,1,21.9,8.1,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,2,21.8,8.1,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,3,21.8,8.1,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,4,21.7,8.1,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,5,21.3,7.4,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,6,20.5,5.9,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,7,19.7,3.8,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,8,18.5,1.8,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,9,16,0.7,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,10,14.9,0.2,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,11,14.6,0.2,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,12,14.3,0.2,M
9961,ANNABESSACOOK L,1,7/19/2000,CW,13,14.2,0.2,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,0,22.1,7.7,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,1,22,7.6,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,2,21.8,7.6,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,3,21.8,7.4,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,4,21.8,7.4,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,5,21.8,7.5,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,6,21.7,7.4,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,7,21.6,6.7,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,8,20.5,0.8,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,9,17.5,0.2,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,10,15.3,0.2,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,11,14.8,0.2,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,12,14.4,0.2,M
9961,ANNABESSACOOK L,1,8/22/2000,CW,13,14.3,0.2,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,0,18.5,8.6,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,1,18.5,8.6,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,2,18.5,8.6,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,3,18.5,8.4,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,4,18.5,8.5,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,5,18.5,8.5,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,6,18.5,8.5,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,7,18.5,8.4,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,8,18.4,8.3,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,9,18.3,8,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,10,18,8.3,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,11,16.1,0.7,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,12,14.8,0.2,M
9961,ANNABESSACOOK L,1,9/25/2000,CW,13,14.3,0.1,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,0,12,10,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,1,11.8,10,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,2,11.8,10,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,3,11.7,10,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,4,11.7,9.9,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,5,11.7,9.8,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,6,11.6,9.8,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,7,11.6,9.8,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,8,11.5,9.8,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,9,11.5,9.6,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,10,11.5,9.6,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,11,11.3,9.4,M
9961,ANNABESSACOOK L,1,10/24/2000,CW,12,11.2,9.5,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,0,9.7,10.9,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,1,8.8,10.9,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,2,8.2,11.1,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,3,8,11,m
9961,ANNABESSACOOK L,1,5/2/2001,CW,4,7.5,10.7,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,5,7,10.6,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,6,6.9,10.4,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,7,6.7,10.2,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,8,6.5,10.1,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,9,6.5,10.1,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,10,6.5,10,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,11,6.5,9.9,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,12,6.5,9.9,M
9961,ANNABESSACOOK L,1,5/2/2001,CW,13,6.3,9.8,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,0,14,10,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,1,14,10,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,2,14,10,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,3,14,10,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,4,13.9,10,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,5,13.8,10.1,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,6,13.7,10.1,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,7,13.3,10,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,8,11.3,9.2,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,9,9,9.4,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,10,8.2,8.9,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,11,7.8,8.2,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,12,7.5,7.6,M
9961,ANNABESSACOOK L,1,5/16/2001,CW,13,7.2,5,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,0,16.3,9.4,m
9961,ANNABESSACOOK L,1,6/1/2001,CW,1,16.1,9.4,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,2,15.9,9.6,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,3,15.9,9.5,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,4,15.9,9.4,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,5,15.8,9.4,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,6,15.8,9.4,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,7,13.8,9.4,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,8,12.5,6.8,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,9,11.1,4.8,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,10,10.2,4.2,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,11,9.9,4,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,12,9,3.2,M
9961,ANNABESSACOOK L,1,6/1/2001,CW,13,8.8,1.8,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,0,18.7,9,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,1,17,9.2,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,2,17,9.2,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,3,17,9.1,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,4,15,9.8,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,5,13.9,9.9,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,6,12.8,9.1,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,7,11.5,10,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,8,9.7,4.6,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,9,7.6,2.7,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,10,6,1.7,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,11,5.5,0.6,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,12,5,0.4,M
9961,ANNABESSACOOK L,1,6/13/2001,CW,13,5,0.2,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,0,26.3,8.3,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,1,24.1,8.5,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,2,23.8,8.5,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,3,23.8,8.5,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,4,23.5,8.4,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,5,19.2,9.2,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,6,16.9,8.1,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,7,15.2,6.2,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,8,13.4,1.4,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,9,12.1,0.6,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,10,11,0.2,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,11,10.3,0.2,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,12,10.1,0.2,M
9961,ANNABESSACOOK L,1,6/25/2001,CW,13,10,0.2,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,0,21.6,8.4,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,1,21.6,8.4,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,2,21.4,8.4,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,3,21.3,8.5,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,4,21.2,8.5,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,5,21.1,8.4,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,6,19.4,6.9,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,7,16.2,3.9,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,8,13,0.5,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,9,11.5,0.5,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,10,10.8,0.5,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,11,9.9,0.5,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,12,9.6,0.4,M
9961,ANNABESSACOOK L,1,7/13/2001,CW,13,9.5,0.4,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,0,25.9,8.3,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,1,25.9,8.4,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,2,25.8,8.6,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,3,25.8,8.6,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,4,24.3,8.6,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,5,22.3,7.9,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,6,20.1,4.8,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,7,18.1,3,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,8,15,0.5,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,9,12.3,0.4,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,10,10.8,0.4,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,11,10.1,0.4,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,12,9.9,0.4,M
9961,ANNABESSACOOK L,1,7/25/2001,CW,13,9.9,0.4,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,0,25.9,8.1,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,1,25.8,8,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,2,25.6,8,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,3,25.4,8.1,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,4,25.2,8.2,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,5,24.1,7,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,6,22,4.2,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,7,18.8,1.3,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,8,16,0.2,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,9,13.8,0.2,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,10,12.2,0.2,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,11,11.3,0.2,M
9961,ANNABESSACOOK L,1,8/7/2001,CW,12,10.9,0.2,M
