MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,DEPTH,TEMP,OXYGEN,OXYMETH
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,8,9.9,10,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,9,8.5,9.6,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,10,7.6,9.5,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,11,7,9.8,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,12,6.5,10,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,13,6,9.8,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,14,5.8,10,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,15,5.5,10,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,16,5.4,9.6,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,17,5.2,9.8,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,18,5.1,9.8,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,19,5.1,9.4,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,20,5.1,9.1,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,21,5.1,9.4,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,22,6,7.4,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,23,5,6.5,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,24,4.9,5.8,M
5238,SAND P (TACOMA LKS),1,6/19/1998,CW,25,4.9,1.8,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,0,27.5,8.4,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,1,26.8,8.4,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,2,25,8.7,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,3,23.8,9.1,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,4,20.5,8.3,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,5,16.6,5.7,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,6,13.9,6.9,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,7,11.5,7.4,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,8,10.2,7.5,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,9,9.1,8,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,10,8.2,8.4,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,11,7.3,9.2,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,12,6.5,9.6,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,13,6.3,9.3,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,14,5.9,9.4,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,15,5.7,9.5,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,16,5.5,9.7,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,17,5.3,9.5,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,18,5.2,9.3,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,19,5.1,8.9,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,20,5,8.5,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,21,5,7.6,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,22,5,6.9,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,23,5,5.7,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,24,5,4.4,M
5238,SAND P (TACOMA LKS),1,7/16/1998,CW,25,5,0.8,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,0,24.8,7.7,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,1,24.5,7.8,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,2,24.3,7.8,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,3,24.2,7.9,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,4,24.2,7.9,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,5,18,6.4,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,6,15,5,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,7,12.5,4.4,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,8,11,5,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,9,9.3,6.1,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,10,8.5,6.4,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,11,7.5,7.5,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,12,7,7.7,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,13,6.5,8,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,14,6.1,8.6,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,15,6,8.8,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,16,5.5,9,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,17,5.5,8.6,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,18,5.2,8.7,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,19,5.2,8.3,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,20,5,6.6,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,21,5,6.4,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,22,5,5.4,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,23,5,1.2,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,24,5,0.7,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,25,4.7,0.5,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,26,4.8,0.4,M
5238,SAND P (TACOMA LKS),1,8/13/1998,CW,27,4.9,0.4,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,0,21,8.6,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,1,21,8.6,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,2,20.9,8.5,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,3,20.8,8.5,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,4,20.7,8.5,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,5,20.7,8.6,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,6,20.4,8.5,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,7,14,1.9,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,8,11.5,2.8,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,9,9.3,4.1,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,10,8.5,5.1,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,11,7.5,7.2,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,12,6.9,6.9,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,13,6.3,7.1,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,14,6,7.3,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,15,5.8,7.4,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,16,5.7,7.4,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,17,5.5,7.1,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,18,5.3,6.5,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,19,5.2,5.2,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,20,5.2,3.8,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,21,5.1,2.7,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,22,5,2,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,23,5,0.6,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,24,4.9,0.3,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,25,4.9,0.3,M
5238,SAND P (TACOMA LKS),1,9/16/1998,CW,26,4.9,0.3,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,0,13.5,8.5,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,1,13.2,8.4,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,2,13.2,8.4,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,3,13,8.5,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,4,13,8.4,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,5,12.9,8.2,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,6,12.7,8.3,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,7,12.6,8.2,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,8,12.5,8.1,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,9,12,7.7,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,10,10.4,5.4,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,11,8.1,4.6,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,12,7.5,4.8,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,13,6.9,5.4,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,14,6.5,5.5,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,15,6.2,5.1,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,16,6,5.6,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,17,5.8,5.1,m
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,18,5.5,4.9,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,19,5.5,3.3,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,20,5.4,2.6,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,21,5.1,1.4,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,22,5.1,0.6,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,23,5.1,0.4,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,24,5.1,0.3,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,25,5.1,0.2,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,26,5.3,0.2,M
5238,SAND P (TACOMA LKS),1,10/19/1998,CW,27,5.1,0.2,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,0,18.1,9.7,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,1,17,9,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,2,17,10,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,3,16.5,10,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,4,16.5,10.1,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,5,12,11.6,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,6,10.7,10.78,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,7,10.1,11.3,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,8,10,11.1,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,9,9.8,11,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,10,9,10.7,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,11,7.5,10.4,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,12,7,10.4,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,13,6.3,10.6,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,14,6,10.5,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,15,5.8,10.3,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,16,5.5,10,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,17,5,9.4,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,18,5,9,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,19,4.9,8.4,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,20,4.8,7.8,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,21,4.4,7.3,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,22,4.2,6.7,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,23,4.2,6.4,M
5238,SAND P (TACOMA LKS),1,5/18/1999,CW,24,4.2,5.2,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,0,21,9.4,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,1,21,9.4,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,2,20.5,9.4,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,3,20.5,9.5,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,4,20.5,9.5,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,5,18,10.8,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,6,13.7,12.2,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,7,11.1,12,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,8,10.5,11.5,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,9,9.8,11.1,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,10,8.3,10.9,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,11,7.2,11,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,12,6.5,10.9,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,13,6,11.1,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,14,5.8,10.5,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,15,5.8,10.7,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,16,5,10,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,17,5,9.5,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,18,4.9,8.8,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,19,4.5,8.3,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,20,4.2,7.8,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,21,4,7.1,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,22,4,6.2,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,23,4,5.6,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,24,4,5.2,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,25,4,4.4,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,26,4,3.8,M
5238,SAND P (TACOMA LKS),1,6/7/1999,CW,27,4,3.6,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,0,26,8.1,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,1,25.3,8,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,2,25,8.1,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,3,24.8,8.1,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,4,24.5,8,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,5,18,11.9,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,6,14.1,11.8,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,7,12,10,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,8,10.8,9.1,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,9,9.2,8.7,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,10,8.2,8.6,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,11,7.5,8.5,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,12,7.5,8.5,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,13,7,8.4,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,14,6.1,8.3,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,15,5.9,8.1,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,16,5.8,7.6,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,17,5,6.1,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,18,4.9,6.1,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,19,4.5,5.1,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,20,4.5,4.5,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,21,4.5,3.7,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,22,4.3,2.6,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,23,4.3,1.5,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,24,4.3,0.4,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,25,4.3,0.4,M
5238,SAND P (TACOMA LKS),1,7/12/1999,CW,26,4.3,0.3,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,0,23,8.4,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,1,22.5,8.4,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,2,23.3,8.4,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,3,22.3,8.5,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,4,22.3,8.5,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,5,22.2,8.6,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,6,22,8.4,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,7,15.7,12.5,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,8,12.3,10.4,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,9,10.5,8.8,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,10,9.1,8.2,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,11,7.9,8,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,12,6.9,8.4,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,13,6,8.6,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,14,5.1,8.3,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,15,4.9,8.4,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,16,4.5,7.9,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,17,4.2,6.5,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,18,4.2,5.8,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,19,4,5.1,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,20,4,3.9,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,21,4,3,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,22,4,1.6,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,23,4,0.6,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,24,4,0.6,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,25,4,0.6,M
5238,SAND P (TACOMA LKS),1,8/11/1999,CW,26,4,0.6,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,0,19.2,8.5,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,1,19,8.5,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,2,19,8.5,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,3,19,8.5,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,4,18.9,8.5,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,5,18.9,8.5,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,6,18.8,8.5,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,7,18.8,8.5,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,8,17.9,8.1,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,9,13.4,6.1,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,10,10.3,4.8,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,11,8.8,6,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,12,7.8,6,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,13,6.9,5.8,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,14,6.1,6.3,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,15,6,5.4,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,16,5.4,4.9,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,17,5.1,4.7,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,18,5,3.6,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,19,4.8,3.2,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,20,4.7,2,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,21,4.6,0.8,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,22,4.5,0.4,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,23,4.5,0.2,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,24,4.5,0.2,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,25,4.4,0.2,M
5238,SAND P (TACOMA LKS),1,9/24/1999,CW,26,4.4,0.1,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,0,13.1,9.2,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,1,13,9.2,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,2,12.9,9.2,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,3,12.8,9.1,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,4,12.8,9.2,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,5,12.8,9.2,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,6,12.8,9.2,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,7,12.8,9.2,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,8,12.8,9.1,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,9,12.5,9.1,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,10,12.5,9,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,11,12.3,9,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,12,10.2,6.8,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,13,7,5,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,14,6.3,4.4,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,15,6,3.6,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,16,5.8,4,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,17,5.2,3.2,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,18,5,2.8,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,19,5,1.8,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,20,5,1,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,21,5,0.3,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,22,4.9,0.2,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,23,4.9,0.1,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,24,4.9,0.1,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,25,4.9,0.1,M
5238,SAND P (TACOMA LKS),1,10/19/1999,CW,26,4.9,0.1,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,0,16,10.5,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,1,15.8,10.4,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,2,15.7,10.5,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,3,15.7,10.6,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,4,15.3,10.7,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,5,12,11.8,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,6,11.1,11.6,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,7,10.1,11.6,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,8,9.9,11.6,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,9,9.8,11.5,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,10,9.2,11.6,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,11,8.7,11.6,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,12,8.1,11.7,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,13,8,11.6,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,14,8,11.4,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,15,7.9,11.4,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,16,7.8,11.2,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,17,7.4,11.1,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,18,7.2,10.9,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,19,5.8,8.8,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,20,5.2,8.3,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,21,5,7.8,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,22,5,7.5,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,23,4.9,7.1,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,24,4.9,7,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,25,4.8,7,M
5238,SAND P (TACOMA LKS),1,5/8/2000,CW,26,4.8,6.8,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,0,17.6,9.4,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,1,17.5,9.4,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,2,17.5,9.4,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,3,17.5,9.3,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,4,17.1,9.2,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,5,16.5,9.2,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,6,13.4,9,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,7,11.6,8.3,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,8,10.8,8.6,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,9,10.1,8.8,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,10,9.8,9,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,11,9.1,9.4,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,12,8.8,9.6,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,13,8.3,9.6,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,14,8.1,9.4,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,15,7.9,9.3,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,16,7.4,9,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,17,7.1,8.7,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,18,6.9,7.9,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,19,6.4,7.6,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,20,6.1,6.9,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,21,5.9,6.2,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,22,5.7,5.4,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,23,5.5,4.8,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,24,5.4,4.6,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,25,5.4,4.5,M
5238,SAND P (TACOMA LKS),1,6/15/2000,CW,26,5.3,3.6,M
5238,SAND P (TACOMA LKS),1,7/11/2000,CW,0,23.7,8.3,M
5238,SAND P (TACOMA LKS),1,7/11/2000,CW,1,23.5,8.4,M
5238,SAND P (TACOMA LKS),1,7/11/2000,CW,2,23.5,8.4,M
5238,SAND P (TACOMA LKS),1,7/11/2000,CW,3,23.2,8.4,M
