MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,TP_PPM,DEPTH,R,TYPE
3832,WILSON P,1,2004-10-21,CW,0.025,9,1,G
3832,WILSON P,1,2004-10-21,CW,0.025,11,1,G
3832,WILSON P,1,2004-10-21,CW,0.027,5,1,G
3832,WILSON P,1,2004-10-21,CW,0.028,1,1,G
3832,WILSON P,1,2004-10-21,CW,0.028,5,2,G
3832,WILSON P,1,2004-10-21,CW,0.029,3,1,G
3832,WILSON P,1,2005-05-05,CW,0.011,5,1,G
3832,WILSON P,1,2005-05-05,CW,0.012,1,1,G
3832,WILSON P,1,2005-05-05,CW,0.012,7,1,G
3832,WILSON P,1,2005-05-05,CW,0.014,3,1,G
3832,WILSON P,1,2005-05-05,CW,0.014,9,1,G
3832,WILSON P,1,2005-05-05,CW,0.014,11,1,G
3832,WILSON P,1,2006-06-12,CW,0.011,3,1,G
3832,WILSON P,1,2006-06-12,CW,0.011,5,1,G
3832,WILSON P,1,2006-06-12,CW,0.012,1,1,G
3832,WILSON P,1,2006-06-12,CW,0.012,7,1,G
3832,WILSON P,1,2006-06-12,CW,0.014,9,1,G
3832,WILSON P,1,2006-06-12,CW,0.016,11,1,G
3832,WILSON P,1,2006-07-12,CW,0.01,7,1,G
3832,WILSON P,1,2006-07-12,CW,0.011,9,1,G
3832,WILSON P,1,2006-07-12,CW,0.013,5,1,G
3832,WILSON P,1,2006-07-12,CW,0.014,3,1,G
3832,WILSON P,1,2006-07-12,CW,0.017,1,1,G
3832,WILSON P,1,2006-07-12,CW,0.017,11,1,G
3832,WILSON P,1,2006-08-09,CW,0.011,3,1,G
3832,WILSON P,1,2006-08-09,CW,0.012,1,1,G
3832,WILSON P,1,2006-08-09,CW,0.014,5,1,G
3832,WILSON P,1,2006-08-09,CW,0.014,7,1,G
3832,WILSON P,1,2006-08-09,CW,0.023,9,1,G
3832,WILSON P,1,2006-08-09,CW,0.1,11,1,G
3832,WILSON P,1,2006-09-12,CW,0.01,1,1,G
3832,WILSON P,1,2006-09-12,CW,0.01,3,1,G
3832,WILSON P,1,2006-09-12,CW,0.01,5,1,G
3832,WILSON P,1,2006-09-12,CW,0.013,7,1,G
3832,WILSON P,1,2006-09-12,CW,0.038,9,1,G
3832,WILSON P,1,2006-09-12,CW,0.2,11,1,G
3832,WILSON P,1,2006-10-19,CW,0.014,7,1,G
3832,WILSON P,1,2006-10-19,CW,0.016,1,1,G
3832,WILSON P,1,2006-10-19,CW,0.016,5,1,G
3832,WILSON P,1,2006-10-19,CW,0.018,9,1,G
3832,WILSON P,1,2006-10-19,CW,0.019,3,1,G
3832,WILSON P,1,2006-10-19,CW,0.025,11,1,G
3832,WILSON P,1,2007-05-24,CW,0.01,7,1,G
3832,WILSON P,1,2007-05-24,CW,0.01,9,1,G
3832,WILSON P,1,2007-05-24,CW,0.011,3,1,G
3832,WILSON P,1,2007-05-24,CW,0.011,5,1,G
3832,WILSON P,1,2007-05-24,CW,0.012,11,1,G
3832,WILSON P,1,2007-05-24,CW,0.015,1,1,G
3832,WILSON P,1,2007-06-15,CW,0.009,9,1,G
3832,WILSON P,1,2007-06-15,CW,0.009,9,2,G
3832,WILSON P,1,2007-06-15,CW,0.01,7,1,G
3832,WILSON P,1,2007-06-15,CW,0.012,3,1,G
3832,WILSON P,1,2007-06-15,CW,0.013,1,1,G
3832,WILSON P,1,2007-06-15,CW,0.015,11,1,G
3832,WILSON P,1,2007-06-15,CW,0.018,5,1,G
3832,WILSON P,1,2007-07-11,CW,0.01,7,1,G
3832,WILSON P,1,2007-07-11,CW,0.012,5,1,G
3832,WILSON P,1,2007-07-11,CW,0.012,9,1,G
3832,WILSON P,1,2007-07-11,CW,0.013,3,1,G
3832,WILSON P,1,2007-07-11,CW,0.015,1,1,G
3832,WILSON P,1,2007-07-11,CW,0.017,11,1,G
3832,WILSON P,1,2007-08-15,CW,0.013,3,1,G
3832,WILSON P,1,2007-08-15,CW,0.014,1,1,G
3832,WILSON P,1,2007-08-15,CW,0.014,5,1,G
3832,WILSON P,1,2007-08-15,CW,0.016,7,1,G
3832,WILSON P,1,2007-08-15,CW,0.019,9,1,G
3832,WILSON P,1,2007-08-15,CW,0.056,11,1,G
3832,WILSON P,1,2007-09-21,CW,0.012,7,1,G
3832,WILSON P,1,2007-09-21,CW,0.015,1,1,G
3832,WILSON P,1,2007-09-21,CW,0.019,5,1,G
3832,WILSON P,1,2007-09-21,CW,0.025,3,1,G
3832,WILSON P,1,2007-09-21,CW,0.041,9,1,G
3832,WILSON P,1,2007-09-21,CW,0.23,11,1,G
3832,WILSON P,1,2007-09-21,CW,0.3,12,1,G
3832,WILSON P,1,2007-10-24,CW,0.017,5,1,G
3832,WILSON P,1,2007-10-24,CW,0.017,7,1,G
3832,WILSON P,1,2007-10-24,CW,0.018,9,1,G
3832,WILSON P,1,2007-10-24,CW,0.02,3,1,G
3832,WILSON P,1,2007-10-24,CW,0.024,1,1,G
3832,WILSON P,1,2007-10-24,CW,0.059,11.5,1,G
3832,WILSON P,1,2008-05-07,CW,0.012,7,1,G
3832,WILSON P,1,2008-05-07,CW,0.013,1,1,G
3832,WILSON P,1,2008-05-07,CW,0.014,5,1,G
3832,WILSON P,1,2008-05-07,CW,0.018,3,1,G
3832,WILSON P,1,2008-05-07,CW,0.018,9,1,G
3832,WILSON P,1,2008-05-07,CW,0.021,11,1,C
3832,WILSON P,1,2008-06-05,CW,0.01,1,1,G
3832,WILSON P,1,2008-06-05,CW,0.01,7,1,G
3832,WILSON P,1,2008-06-05,CW,0.011,9,1,G
3832,WILSON P,1,2008-06-05,CW,0.012,3,1,G
3832,WILSON P,1,2008-06-05,CW,0.012,11,1,G
3832,WILSON P,1,2008-06-05,CW,0.015,5,1,G
3832,WILSON P,1,2008-07-02,CW,0.01,1,1,G
3832,WILSON P,1,2008-07-02,CW,0.01,7,1,G
3832,WILSON P,1,2008-07-02,CW,0.011,3,1,G
3832,WILSON P,1,2008-07-02,CW,0.011,5,1,G
3832,WILSON P,1,2008-07-02,CW,0.012,9,1,G
3832,WILSON P,1,2008-07-02,CW,0.023,11,1,G
3832,WILSON P,1,2008-08-27,CW,0.011,1,1,G
3832,WILSON P,1,2008-08-27,CW,0.011,1,2,G
3832,WILSON P,1,2008-08-27,CW,0.011,3,1,G
3832,WILSON P,1,2008-08-27,CW,0.011,5,1,G
3832,WILSON P,1,2008-08-27,CW,0.022,7,1,G
3832,WILSON P,1,2008-08-27,CW,0.032,9,1,G
3832,WILSON P,1,2008-08-27,CW,0.16,11,1,G
3832,WILSON P,1,2008-09-25,CW,0.011,3,1,G
3832,WILSON P,1,2008-09-25,CW,0.011,7,1,G
3832,WILSON P,1,2008-09-25,CW,0.012,1,1,G
3832,WILSON P,1,2008-09-25,CW,0.013,5,1,G
3832,WILSON P,1,2008-09-25,CW,0.069,9,1,G
3832,WILSON P,1,2008-09-25,CW,0.29,11,1,G
3832,WILSON P,1,2008-10-27,CW,0.018,5,1,G
3832,WILSON P,1,2008-10-27,CW,0.018,7,1,G
3832,WILSON P,1,2008-10-27,CW,0.018,9,1,G
3832,WILSON P,1,2008-10-27,CW,0.019,3,1,G
3832,WILSON P,1,2008-10-27,CW,0.021,1,1,G
3832,WILSON P,1,2008-10-27,CW,0.021,11,1,G
3832,WILSON P,1,2009-05-21,CW,0.012,5,1,G
3832,WILSON P,1,2009-05-21,CW,0.012,7,1,G
3832,WILSON P,1,2009-05-21,CW,0.013,3,1,G
3832,WILSON P,1,2009-05-21,CW,0.013,9,1,G
3832,WILSON P,1,2009-05-21,CW,0.014,11,1,G
3832,WILSON P,1,2009-05-21,CW,0.015,1,1,G
3832,WILSON P,1,2009-06-17,CW,0.011,1,1,G
3832,WILSON P,1,2009-06-17,CW,0.011,5,1,G
3832,WILSON P,1,2009-06-17,CW,0.011,9,1,G
3832,WILSON P,1,2009-06-17,CW,0.012,3,1,G
3832,WILSON P,1,2009-06-17,CW,0.014,7,1,G
3832,WILSON P,1,2009-06-17,CW,0.017,11,1,G
3832,WILSON P,1,2009-07-15,CW,0.011,7,1,G
3832,WILSON P,1,2009-07-15,CW,0.012,5,1,G
3832,WILSON P,1,2009-07-15,CW,0.013,3,1,G
3832,WILSON P,1,2009-07-15,CW,0.015,1,1,G
3832,WILSON P,1,2009-07-15,CW,0.019,9,1,G
3832,WILSON P,1,2009-07-15,CW,0.054,11,1,G
3832,WILSON P,1,2009-08-11,CW,0.011,5,1,G
3832,WILSON P,1,2009-08-11,CW,0.012,3,1,G
3832,WILSON P,1,2009-08-11,CW,0.015,1,1,G
3832,WILSON P,1,2009-08-11,CW,0.015,7,1,G
3832,WILSON P,1,2009-08-11,CW,0.051,9,1,G
3832,WILSON P,1,2009-08-11,CW,0.21,11,1,G
3832,WILSON P,1,2009-09-10,CW,0.01,3,1,G
3832,WILSON P,1,2009-09-10,CW,0.011,1,2,G
3832,WILSON P,1,2009-09-10,CW,0.011,5,1,G
3832,WILSON P,1,2009-09-10,CW,0.015,1,1,G
3832,WILSON P,1,2009-09-10,CW,0.017,7,1,G
3832,WILSON P,1,2009-09-10,CW,0.11,9,1,G
3832,WILSON P,1,2009-09-10,CW,0.22,11,1,G
3832,WILSON P,1,2009-10-14,CW,0.019,11,1,G
3832,WILSON P,1,2009-10-14,CW,0.021,9,1,G
3832,WILSON P,1,2009-10-14,CW,0.022,5,1,G
3832,WILSON P,1,2009-10-14,CW,0.024,1,1,G
3832,WILSON P,1,2009-10-14,CW,0.024,3,1,G
3832,WILSON P,1,2009-10-14,CW,0.024,7,1,G
3832,WILSON P,1,2010-05-18,CW,0.009,7,1,G
3832,WILSON P,1,2010-05-18,CW,0.011,4,1,G
3832,WILSON P,1,2010-05-18,CW,0.012,1,1,G
3832,WILSON P,1,2010-05-18,CW,0.013,11,1,G
3832,WILSON P,1,2010-05-18,CW,0.016,9,1,G
3832,WILSON P,1,2010-06-04,CW,0.011,9,1,G
3832,WILSON P,1,2010-06-04,CW,0.014,4,1,G
3832,WILSON P,1,2010-06-04,CW,0.014,7,1,G
3832,WILSON P,1,2010-06-04,CW,0.016,11,1,G
3832,WILSON P,1,2010-06-04,CW,0.018,1,1,G
3832,WILSON P,1,2010-07-06,CW,0.011,1,1,G
3832,WILSON P,1,2010-07-06,CW,0.014,4,1,G
3832,WILSON P,1,2010-07-06,CW,0.015,7,1,G
3832,WILSON P,1,2010-07-06,CW,0.015,9,1,G
3832,WILSON P,1,2010-07-06,CW,0.017,9,2,G
3832,WILSON P,1,2010-07-06,CW,0.021,11,1,G
3832,WILSON P,1,2010-08-10,CW,0.01,4,2,G
3832,WILSON P,1,2010-08-10,CW,0.012,4,1,G
3832,WILSON P,1,2010-08-10,CW,0.013,1,1,G
3832,WILSON P,1,2010-08-10,CW,0.014,5.5,1,C
3832,WILSON P,1,2010-08-10,CW,0.016,7,1,G
3832,WILSON P,1,2010-08-10,CW,0.017,9,1,G
3832,WILSON P,1,2010-08-10,CW,0.11,11,1,G
3832,WILSON P,1,2010-09-15,CW,0.012,7,1,g
3832,WILSON P,1,2010-09-15,CW,0.013,4,1,g
3832,WILSON P,1,2010-09-15,CW,0.015,1,1,g
3832,WILSON P,1,2010-09-15,CW,0.081,9,1,g
3832,WILSON P,1,2010-09-15,CW,0.2,11,1,g
3832,WILSON P,1,2010-10-22,CW,0.017,7,2,G
3832,WILSON P,1,2010-10-22,CW,0.017,9,1,G
3832,WILSON P,1,2010-10-22,CW,0.017,11,1,G
3832,WILSON P,1,2010-10-22,CW,0.018,1,1,G
3832,WILSON P,1,2010-10-22,CW,0.018,4,1,G
3832,WILSON P,1,2010-10-22,CW,0.019,7,1,G
3832,WILSON P,1,2011-05-24,CW,0.01,7,1,G
3832,WILSON P,1,2011-05-24,CW,0.011,4,1,G
3832,WILSON P,1,2011-05-24,CW,0.011,9,1,G
3832,WILSON P,1,2011-05-24,CW,0.013,1,1,G
3832,WILSON P,1,2011-05-24,CW,0.013,10,1,C
3832,WILSON P,1,2011-05-24,CW,0.013,11,1,G
3832,WILSON P,1,2011-06-27,CW,0.01,7,1,G
3832,WILSON P,1,2011-06-27,CW,0.011,1,1,G
3832,WILSON P,1,2011-06-27,CW,0.011,4,1,G
3832,WILSON P,1,2011-06-27,CW,0.011,9,1,G
3832,WILSON P,1,2011-06-27,CW,0.012,11,1,G
3832,WILSON P,1,2011-07-12,CW,0.01,1,1,G
3832,WILSON P,1,2011-07-12,CW,0.014,7,1,G
3832,WILSON P,1,2011-07-12,CW,0.016,9,1,G
3832,WILSON P,1,2011-07-12,CW,0.017,4,1,G
3832,WILSON P,1,2011-07-12,CW,0.021,11,1,G
3832,WILSON P,1,2011-08-11,CW,0.013,1,1,G
3832,WILSON P,1,2011-08-11,CW,0.013,4,1,G
3832,WILSON P,1,2011-08-11,CW,0.014,7,1,G
3832,WILSON P,1,2011-08-11,CW,0.015,9,1,G
3832,WILSON P,1,2011-08-11,CW,0.015,9,2,G
3832,WILSON P,1,2011-08-11,CW,0.053,11,1,G
3832,WILSON P,1,2011-09-12,CW,0.16,11,1,G
3832,WILSON P,1,2012-06-11,CW,0.009,9,1,G
3832,WILSON P,1,2012-06-11,CW,0.011,7,1,G
3832,WILSON P,1,2012-06-11,CW,0.012,11,1,G
3832,WILSON P,1,2012-06-11,CW,0.013,4,1,G
3832,WILSON P,1,2012-06-11,CW,0.014,1,1,G
3832,WILSON P,1,2012-07-12,CW,0.009,7,1,G
3832,WILSON P,1,2012-07-12,CW,0.01,7,2,G
3832,WILSON P,1,2012-07-12,CW,0.012,1,1,G
3832,WILSON P,1,2012-07-12,CW,0.014,9,1,G
3832,WILSON P,1,2012-07-12,CW,0.015,4,1,G
3832,WILSON P,1,2012-07-12,CW,0.017,11,1,G
3832,WILSON P,1,2012-08-13,CW,0.01,4,1,G
3832,WILSON P,1,2012-08-13,CW,0.012,1,1,G
3832,WILSON P,1,2012-08-13,CW,0.012,4,2,G
3832,WILSON P,1,2012-08-13,CW,0.015,7,1,G
3832,WILSON P,1,2012-08-13,CW,0.023,9,1,G
3832,WILSON P,1,2012-08-13,CW,0.065,11,1,G
3832,WILSON P,1,2012-09-07,CW,0.011,4,1,G
3832,WILSON P,1,2012-09-07,CW,0.014,1,1,G
3832,WILSON P,1,2012-09-07,CW,0.015,7,1,G
3832,WILSON P,1,2012-09-07,CW,0.037,9,1,G
3832,WILSON P,1,2012-09-07,CW,0.13,11,1,G
3832,WILSON P,1,2012-10-05,CW,0.01,7,1,G
3832,WILSON P,1,2012-10-05,CW,0.011,4,1,G
3832,WILSON P,1,2012-10-05,CW,0.018,1,1,G
3832,WILSON P,1,2012-10-05,CW,0.025,9,1,G
3832,WILSON P,1,2012-10-05,CW,0.18,11,1,G
3832,WILSON P,1,2013-05-22,CW,0.015,9,1,C
3832,WILSON P,1,2013-05-22,CW,0.018,11,1,G
3832,WILSON P,1,2013-06-17,CW,0.014,6,1,C
3832,WILSON P,1,2013-06-17,CW,0.015,11,1,G
3832,WILSON P,1,2013-07-31,CW,0.012,5,1,C
3832,WILSON P,1,2013-07-31,CW,0.051,11,1,G
3832,WILSON P,1,2013-08-20,CW,0.014,1,1,G
3832,WILSON P,1,2013-08-20,CW,0.016,4,1,G
3832,WILSON P,1,2013-08-20,CW,0.019,7,1,G
3832,WILSON P,1,2013-08-20,CW,0.041,9,1,G
3832,WILSON P,1,2013-08-20,CW,0.13,11,1,G
3832,WILSON P,1,2013-09-16,CW,0.014,4,1,G
3832,WILSON P,1,2013-09-16,CW,0.015,1,1,G
3832,WILSON P,1,2013-09-16,CW,0.017,7,1,G
3832,WILSON P,1,2013-09-16,CW,0.068,9,1,G
3832,WILSON P,1,2013-09-16,CW,0.2,11,1,G
3832,WILSON P,1,2014-06-02,CW,0.012,7,1,C
3832,WILSON P,1,2014-06-02,CW,0.014,11,1,G
3832,WILSON P,1,2014-06-16,CW,0.01,7,1,C
3832,WILSON P,1,2014-06-16,CW,0.01,7,2,C
3832,WILSON P,1,2014-06-16,CW,0.014,11,1,G
3832,WILSON P,1,2014-07-14,CW,0.011,5,1,C
3832,WILSON P,1,2014-07-14,CW,0.015,11,1,G
3832,WILSON P,1,2014-08-07,CW,0.009,4,1,G
3832,WILSON P,1,2014-08-07,CW,0.009,7,1,G
3832,WILSON P,1,2014-08-07,CW,0.01,1,1,G
3832,WILSON P,1,2014-08-07,CW,0.012,9,1,G
3832,WILSON P,1,2014-08-07,CW,0.067,11,1,G
3832,WILSON P,1,2014-09-08,CW,0.009,1,1,G
3832,WILSON P,1,2014-09-08,CW,0.01,4,1,G
3832,WILSON P,1,2014-09-08,CW,0.011,4,2,G
3832,WILSON P,1,2014-09-08,CW,0.016,7,1,G
3832,WILSON P,1,2014-09-08,CW,0.032,9,1,G
3832,WILSON P,1,2014-09-08,CW,0.15,11,1,G
3832,WILSON P,1,2014-10-31,CW,0.023,9,1,C
3832,WILSON P,1,2015-05-29,CW,0.013,8,1,C
3832,WILSON P,1,2015-05-29,CW,0.015,11,1,G
3832,WILSON P,1,2015-06-22,CW,0.012,11,1,G
3832,WILSON P,1,2015-06-22,CW,0.013,6,1,C
3832,WILSON P,1,2015-07-20,CW,0.013,5,1,C
3832,WILSON P,1,2015-07-20,CW,0.069,11,1,G
3832,WILSON P,1,2015-08-03,CW,0.012,5,1,C
3832,WILSON P,1,2015-08-03,CW,0.1,11,1,g
3832,WILSON P,1,2015-08-20,CW,0.008,1,1,G
3832,WILSON P,1,2015-08-20,CW,0.011,4,1,G
3832,WILSON P,1,2015-08-20,CW,0.014,7,1,G
3832,WILSON P,1,2015-08-20,CW,0.051,9,1,G
3832,WILSON P,1,2015-08-20,CW,0.15,11,1,G
3832,WILSON P,1,2015-09-21,CW,0.013,4,1,G
3832,WILSON P,1,2015-09-21,CW,0.014,1,1,G
3832,WILSON P,1,2015-09-21,CW,0.016,7,2,G
3832,WILSON P,1,2015-09-21,CW,0.017,7,1,G
3832,WILSON P,1,2015-09-21,CW,0.079,9,1,G
3832,WILSON P,1,2015-09-21,CW,0.36,11,1,G
3832,WILSON P,1,2015-10-20,CW,0.019,10,1,C
3832,WILSON P,1,2016-05-06,CW,0.009,11,1,G
3832,WILSON P,1,2016-05-06,CW,0.013,9,1,C
3832,WILSON P,1,2016-05-20,CW,0.01,11,1,G
3832,WILSON P,1,2016-05-20,CW,0.012,9,1,C
3832,WILSON P,1,2016-06-02,CW,0.013,11,1,G
3832,WILSON P,1,2016-06-02,CW,0.017,4,1,C
3832,WILSON P,1,2016-06-15,CW,0.012,8,1,C
3832,WILSON P,1,2016-06-15,CW,0.013,11,1,G
3832,WILSON P,1,2016-07-05,CW,0.009,6,1,C
3832,WILSON P,1,2016-07-05,CW,0.025,11,1,G
3832,WILSON P,1,2016-07-18,CW,0.009,1,1,G
3832,WILSON P,1,2016-07-18,CW,0.011,4,1,G
3832,WILSON P,1,2016-07-18,CW,0.013,9,1,G
3832,WILSON P,1,2016-07-18,CW,0.014,7,1,G
3832,WILSON P,1,2016-07-18,CW,0.033,11,1,G
3832,WILSON P,1,2016-08-04,CW,0.011,4,1,G
3832,WILSON P,1,2016-08-04,CW,0.012,1,1,G
3832,WILSON P,1,2016-08-04,CW,0.017,7,1,G
3832,WILSON P,1,2016-08-04,CW,0.021,9,1,G
3832,WILSON P,1,2016-08-04,CW,0.14,11,1,G
3832,WILSON P,1,2016-08-16,CW,0.008,1,1,G
3832,WILSON P,1,2016-08-16,CW,0.009,4,1,G
3832,WILSON P,1,2016-08-16,CW,0.012,7,1,G
3832,WILSON P,1,2016-08-16,CW,0.023,9,1,G
3832,WILSON P,1,2016-08-16,CW,0.23,11,1,G
3832,WILSON P,1,2016-09-01,CW,0.008,1,1,G
3832,WILSON P,1,2016-09-01,CW,0.01,7,1,G
3832,WILSON P,1,2016-09-01,CW,0.012,4,1,G
3832,WILSON P,1,2016-09-01,CW,0.035,9,1,G
3832,WILSON P,1,2016-09-01,CW,0.24,11,1,G
3832,WILSON P,1,2016-09-29,CW,0.013,1,1,G
3832,WILSON P,1,2016-09-29,CW,0.014,9,1,G
3832,WILSON P,1,2016-09-29,CW,0.015,7,1,G
3832,WILSON P,1,2016-09-29,CW,0.016,4,1,G
3832,WILSON P,1,2016-09-29,CW,0.36,11,1,G
3832,WILSON P,1,2016-10-12,CW,0.015,9,1,C
3832,WILSON P,1,2016-10-12,CW,0.15,11.2,1,G
3832,WILSON P,1,2017-05-24,CW,0.014,11,1,g
3832,WILSON P,1,2017-05-24,CW,0.016,9,1,C
3832,WILSON P,1,2017-06-19,CW,0.013,6,1,C
3832,WILSON P,1,2017-06-19,CW,0.018,11,1,G
3832,WILSON P,1,2017-07-17,CW,0.01,1,1,G
3832,WILSON P,1,2017-07-17,CW,0.011,4,2,G
3832,WILSON P,1,2017-07-17,CW,0.013,4,1,G
3832,WILSON P,1,2017-07-17,CW,0.014,7,1,G
3832,WILSON P,1,2017-07-17,CW,0.017,9,1,G
3832,WILSON P,1,2017-07-17,CW,0.02,11,1,G
3832,WILSON P,1,2017-08-16,CW,0.007,4,1,G
3832,WILSON P,1,2017-08-16,CW,0.01,1,1,G
3832,WILSON P,1,2017-08-16,CW,0.017,7,1,G
3832,WILSON P,1,2017-08-16,CW,0.018,9,1,G
3832,WILSON P,1,2017-08-16,CW,0.088,11,1,G
3832,WILSON P,1,2017-09-12,CW,0.012,1,1,G
3832,WILSON P,1,2017-09-12,CW,0.013,4,1,G
3832,WILSON P,1,2017-09-12,CW,0.013,7,1,G
3832,WILSON P,1,2017-09-12,CW,0.069,9,1,G
3832,WILSON P,1,2017-09-12,CW,0.29,11,1,G
3832,WILSON P,1,2017-10-10,CW,0.016,7,1,C
3832,WILSON P,1,2017-10-10,CW,0.38,11,1,G
3832,WILSON P,1,2018-05-30,CW,0.012,9,1,C
3832,WILSON P,1,2018-05-30,CW,0.018,11,1,G
3832,WILSON P,1,2018-06-15,CW,0.014,7,1,C
3832,WILSON P,1,2018-06-15,CW,0.022,11,1,G
3832,WILSON P,1,2018-07-11,CW,0.008,1,1,G
3832,WILSON P,1,2018-07-11,CW,0.009,4,1,G
3832,WILSON P,1,2018-07-11,CW,0.017,7,1,G
3832,WILSON P,1,2018-07-11,CW,0.028,9,1,G
3832,WILSON P,1,2018-07-11,CW,0.065,11,1,G
3832,WILSON P,1,2018-08-09,CW,0.01,1,1,G
3832,WILSON P,1,2018-08-09,CW,0.012,4,2,G
3832,WILSON P,1,2018-08-09,CW,0.015,4,1,G
3832,WILSON P,1,2018-08-09,CW,0.02,7,1,G
3832,WILSON P,1,2018-08-09,CW,0.027,9,1,G
3832,WILSON P,1,2018-08-09,CW,0.26,11,1,G
3832,WILSON P,1,2018-09-06,CW,0.01,1,1,G
3832,WILSON P,1,2018-09-06,CW,0.011,4,1,G
3832,WILSON P,1,2018-09-06,CW,0.021,7,1,G
3832,WILSON P,1,2018-09-06,CW,0.078,9,1,G
3832,WILSON P,1,2018-09-06,CW,0.36,11,1,G
3832,WILSON P,1,2018-10-10,CW,0.014,7,1,G
3832,WILSON P,1,2018-10-10,CW,0.016,4,1,G
3832,WILSON P,1,2018-10-10,CW,0.022,1,1,G
3832,WILSON P,1,2018-10-10,CW,0.035,9,1,G
3832,WILSON P,1,2018-10-10,CW,0.49,11,1,G
3832,WILSON P,1,2019-05-08,CW,0.012,11,1,G
3832,WILSON P,1,2019-05-08,CW,0.013,6,1,C
3832,WILSON P,1,2019-06-27,CW,0.01,9,1,g
3832,WILSON P,1,2019-06-27,CW,0.012,5,1,C
3832,WILSON P,1,2019-06-27,CW,0.013,11,1,g
3832,WILSON P,1,2019-07-17,CW,0.01,1,1,G
3832,WILSON P,1,2019-07-17,CW,0.013,3,1,G
3832,WILSON P,1,2019-07-17,CW,0.013,7,1,G
3832,WILSON P,1,2019-07-17,CW,0.015,5,1,G
3832,WILSON P,1,2019-07-17,CW,0.018,9,1,G
3832,WILSON P,1,2019-07-17,CW,0.03,11,1,G
3832,WILSON P,1,2019-08-14,CW,0.008,3,1,G
3832,WILSON P,1,2019-08-14,CW,0.009,1,1,G
3832,WILSON P,1,2019-08-14,CW,0.014,5,1,G
3832,WILSON P,1,2019-08-14,CW,0.019,9,1,G
3832,WILSON P,1,2019-08-14,CW,0.023,7,1,G
3832,WILSON P,1,2019-08-14,CW,0.18,11,1,G
3832,WILSON P,1,2019-09-09,CW,0.01,5,1,G
3832,WILSON P,1,2019-09-09,CW,0.011,7,1,G
3832,WILSON P,1,2019-09-09,CW,0.012,1,1,G
3832,WILSON P,1,2019-09-09,CW,0.012,3,1,G
3832,WILSON P,1,2019-09-09,CW,0.056,9,1,G
3832,WILSON P,1,2019-09-09,CW,0.32,11,1,G
3832,WILSON P,1,2019-09-26,CW,0.012,5,1,G
3832,WILSON P,1,2019-09-26,CW,0.013,7,1,G
3832,WILSON P,1,2019-09-26,CW,0.017,1,1,G
3832,WILSON P,1,2019-09-26,CW,0.021,3,1,G
3832,WILSON P,1,2019-09-26,CW,0.074,9,1,G
3832,WILSON P,1,2019-09-26,CW,0.43,11,1,G
3832,WILSON P,1,2019-10-09,CW,0.016,9,1,G
3832,WILSON P,1,2019-10-09,CW,0.017,8,1,C
3832,WILSON P,1,2019-10-09,CW,0.31,10,1,G
3832,WILSON P,1,2020-06-17,CW,0.009,6,1,C
3832,WILSON P,1,2020-06-17,CW,0.009,6,2,C
3832,WILSON P,1,2020-06-17,CW,0.014,12,1,G
3832,WILSON P,1,2020-07-15,CW,0.008,6,1,C
3832,WILSON P,1,2020-07-15,CW,0.011,9,1,G
3832,WILSON P,1,2020-07-15,CW,0.012,7,1,G
3832,WILSON P,1,2020-07-15,CW,0.023,11.5,1,G
3832,WILSON P,1,2020-08-10,CW,0.006,3,1,G
3832,WILSON P,1,2020-08-10,CW,0.008,1,1,G
3832,WILSON P,1,2020-08-10,CW,0.008,5,1,G
3832,WILSON P,1,2020-08-10,CW,0.017,7,1,G
3832,WILSON P,1,2020-08-10,CW,0.026,9,1,G
3832,WILSON P,1,2020-08-10,CW,0.12,12,1,G
3832,WILSON P,1,2020-09-24,CW,0.012,5,1,G
3832,WILSON P,1,2020-09-24,CW,0.012,5,2,G
3832,WILSON P,1,2020-09-24,CW,0.012,9,1,G
3832,WILSON P,1,2020-09-24,CW,0.014,1,1,G
3832,WILSON P,1,2020-09-24,CW,0.014,7,1,G
3832,WILSON P,1,2020-09-24,CW,0.015,3,1,G
3832,WILSON P,1,2020-09-24,CW,0.26,12,1,G
3832,WILSON P,1,2020-10-14,CW,0.014,9,1,G
3832,WILSON P,1,2020-10-14,CW,0.014,11.5,1,G
3832,WILSON P,1,2020-10-14,CW,0.015,9,2,C
3832,WILSON P,1,2020-10-14,CW,0.019,9,1,C
5236,COBBOSSEECONTEE L,1,2000-05-16,CW,0.011,9,1,G
5236,COBBOSSEECONTEE L,1,2000-05-16,CW,0.012,3,1,G
5236,COBBOSSEECONTEE L,1,2000-05-16,CW,0.012,7,1,G
5236,COBBOSSEECONTEE L,1,2000-05-16,CW,0.012,9,2,G
5236,COBBOSSEECONTEE L,1,2000-05-16,CW,0.013,1,1,G
5236,COBBOSSEECONTEE L,1,2000-05-16,CW,0.013,13,1,G
5236,COBBOSSEECONTEE L,1,2000-05-16,CW,0.015,5,1,G
5236,COBBOSSEECONTEE L,1,2000-05-16,CW,0.015,18,1,G
5236,COBBOSSEECONTEE L,1,2000-05-16,CW,0.019,23,1,G
5236,COBBOSSEECONTEE L,1,2000-05-16,CW,0.026,28,1,G
5236,COBBOSSEECONTEE L,2,2000-05-16,CW,0.011,9,1,G
5236,COBBOSSEECONTEE L,2,2000-05-16,CW,0.012,15,1,G
5236,COBBOSSEECONTEE L,2,2000-05-16,CW,0.013,13,1,G
