MIDAS,LAKE,BASIN,SAMPDATE,AGENCY,TP_PPM,DEPTH,R,TYPE
5236,COBBOSSEECONTEE L,2,2016-08-11,CW,0.008,1,1,G
5236,COBBOSSEECONTEE L,2,2016-08-11,CW,0.008,5,1,G
5236,COBBOSSEECONTEE L,2,2016-08-11,CW,0.011,10,1,G
5236,COBBOSSEECONTEE L,2,2016-08-11,CW,0.039,15,1,G
5236,COBBOSSEECONTEE L,2,2016-08-11,CW,0.19,17,1,G
5236,COBBOSSEECONTEE L,1,2017-05-18,CW,0.015,25,1,G
5236,COBBOSSEECONTEE L,1,2017-05-18,CW,0.026,9,1,C
5236,COBBOSSEECONTEE L,2,2017-05-18,CW,0.021,9,1,C
5236,COBBOSSEECONTEE L,2,2017-05-18,CW,0.03,17,1,G
5236,COBBOSSEECONTEE L,1,2017-06-13,CW,0.011,9,1,C
5236,COBBOSSEECONTEE L,1,2017-06-13,CW,0.028,25,1,g
5236,COBBOSSEECONTEE L,2,2017-06-13,CW,0.01,9,1,C
5236,COBBOSSEECONTEE L,2,2017-06-13,CW,0.047,17,1,G
5236,COBBOSSEECONTEE L,1,2017-07-14,CW,0.013,7,2,C
5236,COBBOSSEECONTEE L,1,2017-07-14,CW,0.018,7,1,C
5236,COBBOSSEECONTEE L,1,2017-07-14,CW,0.056,25,1,G
5236,COBBOSSEECONTEE L,1,2017-08-09,CW,0.009,1,1,G
5236,COBBOSSEECONTEE L,1,2017-08-09,CW,0.01,5,1,G
5236,COBBOSSEECONTEE L,1,2017-08-09,CW,0.01,10,1,G
5236,COBBOSSEECONTEE L,1,2017-08-09,CW,0.012,15,1,G
5236,COBBOSSEECONTEE L,1,2017-08-09,CW,0.031,20,1,G
5236,COBBOSSEECONTEE L,1,2017-08-09,CW,0.045,28,1,G
5236,COBBOSSEECONTEE L,2,2017-08-10,CW,0.008,5,1,G
5236,COBBOSSEECONTEE L,2,2017-08-10,CW,0.009,10,1,G
5236,COBBOSSEECONTEE L,2,2017-08-10,CW,0.011,1,1,G
5236,COBBOSSEECONTEE L,2,2017-08-10,CW,0.018,15,1,G
5236,COBBOSSEECONTEE L,2,2017-08-10,CW,0.078,17.5,1,G
5236,COBBOSSEECONTEE L,1,2017-09-25,CW,0.011,5,1,G
5236,COBBOSSEECONTEE L,1,2017-09-25,CW,0.013,1,1,G
5236,COBBOSSEECONTEE L,1,2017-09-25,CW,0.013,10,1,G
5236,COBBOSSEECONTEE L,1,2017-09-25,CW,0.023,20,1,G
5236,COBBOSSEECONTEE L,1,2017-09-25,CW,0.045,15,1,G
5236,COBBOSSEECONTEE L,1,2017-09-25,CW,0.046,28,1,G
5236,COBBOSSEECONTEE L,1,2017-09-25,CW,99.999,999.9,1,C
5236,COBBOSSEECONTEE L,2,2017-09-25,CW,0.009,10,1,G
5236,COBBOSSEECONTEE L,2,2017-09-25,CW,0.012,1,1,G
5236,COBBOSSEECONTEE L,2,2017-09-25,CW,0.012,5,1,G
5236,COBBOSSEECONTEE L,2,2017-09-25,CW,0.081,15,1,G
5236,COBBOSSEECONTEE L,2,2017-09-25,CW,0.25,18,1,G
5236,COBBOSSEECONTEE L,1,2017-10-16,CW,0.019,9,1,C
5236,COBBOSSEECONTEE L,1,2017-10-16,CW,0.057,20,1,G
5236,COBBOSSEECONTEE L,1,2017-10-16,CW,0.071,28,1,G
5236,COBBOSSEECONTEE L,2,2017-10-16,CW,0.016,9,1,C
5236,COBBOSSEECONTEE L,2,2017-10-16,CW,0.026,15,1,G
5236,COBBOSSEECONTEE L,2,2017-10-16,CW,0.15,17.5,1,G
5236,COBBOSSEECONTEE L,1,2018-05-29,CW,0.011,9,1,C
5236,COBBOSSEECONTEE L,1,2018-05-29,CW,0.015,25,1,G
5236,COBBOSSEECONTEE L,2,2018-05-29,CW,0.014,9,1,C
5236,COBBOSSEECONTEE L,2,2018-05-29,CW,0.031,25,1,G
5236,COBBOSSEECONTEE L,1,2018-06-12,CW,0.01,8,2,C
5236,COBBOSSEECONTEE L,1,2018-06-12,CW,0.012,8,1,C
5236,COBBOSSEECONTEE L,1,2018-06-12,CW,0.022,25,1,G
5236,COBBOSSEECONTEE L,2,2018-06-12,CW,0.012,8,1,C
5236,COBBOSSEECONTEE L,2,2018-06-12,CW,0.012,17,1,G
5236,COBBOSSEECONTEE L,1,2018-07-09,CW,0.011,7,1,C
5236,COBBOSSEECONTEE L,1,2018-07-09,CW,0.04,27,1,G
5236,COBBOSSEECONTEE L,2,2018-07-09,CW,0.008,8,1,C
5236,COBBOSSEECONTEE L,2,2018-07-09,CW,0.01,18,1,G
5236,COBBOSSEECONTEE L,2,2018-08-08,CW,0.009,1,1,G
5236,COBBOSSEECONTEE L,2,2018-08-08,CW,0.011,10,1,G
5236,COBBOSSEECONTEE L,2,2018-08-08,CW,0.013,5,1,G
5236,COBBOSSEECONTEE L,2,2018-08-08,CW,0.015,15,1,G
5236,COBBOSSEECONTEE L,2,2018-08-08,CW,0.1,17,1,G
5236,COBBOSSEECONTEE L,1,2018-09-05,CW,0.011,1,1,G
5236,COBBOSSEECONTEE L,1,2018-09-05,CW,0.011,5,1,G
5236,COBBOSSEECONTEE L,1,2018-09-05,CW,0.018,20,1,G
5236,COBBOSSEECONTEE L,1,2018-09-05,CW,0.021,15,1,G
5236,COBBOSSEECONTEE L,1,2018-09-05,CW,0.024,27,1,G
5236,COBBOSSEECONTEE L,1,2018-09-05,CW,0.041,10,1,G
5236,COBBOSSEECONTEE L,2,2018-09-05,CW,0.009,5,1,G
5236,COBBOSSEECONTEE L,2,2018-09-05,CW,0.01,1,1,G
5236,COBBOSSEECONTEE L,2,2018-09-05,CW,0.018,10,1,G
5236,COBBOSSEECONTEE L,2,2018-09-05,CW,0.068,15,1,G
5236,COBBOSSEECONTEE L,2,2018-09-05,CW,0.26,18,1,G
5236,COBBOSSEECONTEE L,1,2018-09-21,CW,0.011,5,1,G
5236,COBBOSSEECONTEE L,1,2018-09-21,CW,0.014,1,1,G
5236,COBBOSSEECONTEE L,1,2018-09-21,CW,0.027,20,1,G
5236,COBBOSSEECONTEE L,1,2018-09-21,CW,0.041,10,1,G
5236,COBBOSSEECONTEE L,1,2018-09-21,CW,0.045,27.5,1,G
5236,COBBOSSEECONTEE L,1,2018-09-21,CW,0.052,15,1,G
5236,COBBOSSEECONTEE L,2,2018-09-21,CW,0.01,5,1,G
5236,COBBOSSEECONTEE L,2,2018-09-21,CW,0.01,10,1,G
5236,COBBOSSEECONTEE L,2,2018-09-21,CW,0.011,1,1,G
5236,COBBOSSEECONTEE L,2,2018-09-21,CW,0.11,15,1,G
5236,COBBOSSEECONTEE L,2,2018-09-21,CW,0.36,18,1,G
5236,COBBOSSEECONTEE L,1,2018-10-19,CW,0.018,9,2,C
5236,COBBOSSEECONTEE L,1,2018-10-19,CW,0.022,9,1,C
5236,COBBOSSEECONTEE L,1,2018-10-19,CW,0.077,20,1,G
5236,COBBOSSEECONTEE L,1,2018-10-19,CW,0.099,28,1,G
5236,COBBOSSEECONTEE L,2,2018-10-19,CW,0.017,9,1,C
5236,COBBOSSEECONTEE L,2,2018-10-19,CW,0.017,15,1,G
5236,COBBOSSEECONTEE L,2,2018-10-19,CW,0.44,18,1,G
5236,COBBOSSEECONTEE L,1,2019-06-14,CW,0.011,7,1,C
5236,COBBOSSEECONTEE L,1,2019-06-14,CW,0.022,25,1,G
5236,COBBOSSEECONTEE L,2,2019-06-14,CW,0.014,8,1,C
5236,COBBOSSEECONTEE L,2,2019-06-14,CW,0.032,17,1,G
5236,COBBOSSEECONTEE L,1,2019-07-09,CW,0.012,15,1,G
5236,COBBOSSEECONTEE L,1,2019-07-09,CW,0.019,6,1,C
5236,COBBOSSEECONTEE L,1,2019-07-09,CW,0.058,28,1,G
5236,COBBOSSEECONTEE L,2,2019-07-09,CW,0.009,12,1,G
5236,COBBOSSEECONTEE L,2,2019-07-09,CW,0.011,7,1,C
5236,COBBOSSEECONTEE L,2,2019-07-09,CW,0.19,18,1,G
5236,COBBOSSEECONTEE L,1,2019-08-05,CW,0.009,5,1,G
5236,COBBOSSEECONTEE L,1,2019-08-05,CW,0.009,10,1,G
5236,COBBOSSEECONTEE L,1,2019-08-05,CW,0.011,1,1,G
5236,COBBOSSEECONTEE L,1,2019-08-05,CW,0.012,15,1,G
5236,COBBOSSEECONTEE L,1,2019-08-05,CW,0.022,20,1,G
5236,COBBOSSEECONTEE L,1,2019-08-05,CW,0.038,28,1,G
5236,COBBOSSEECONTEE L,2,2019-08-05,CW,0.009,1,1,G
5236,COBBOSSEECONTEE L,2,2019-08-05,CW,0.009,5,1,G
5236,COBBOSSEECONTEE L,2,2019-08-05,CW,0.01,10,1,G
5236,COBBOSSEECONTEE L,2,2019-08-05,CW,0.012,15,1,G
5236,COBBOSSEECONTEE L,2,2019-08-05,CW,0.088,0.017,1,G
5236,COBBOSSEECONTEE L,1,2019-09-06,CW,0.012,5,1,G
5236,COBBOSSEECONTEE L,1,2019-09-06,CW,0.014,1,1,G
5236,COBBOSSEECONTEE L,1,2019-09-06,CW,0.016,15,1,G
5236,COBBOSSEECONTEE L,1,2019-09-06,CW,0.017,20,1,G
5236,COBBOSSEECONTEE L,1,2019-09-06,CW,0.024,10,1,G
5236,COBBOSSEECONTEE L,1,2019-09-06,CW,0.03,27,1,G
5236,COBBOSSEECONTEE L,2,2019-09-06,CW,0.012,5,1,G
5236,COBBOSSEECONTEE L,2,2019-09-06,CW,0.015,1,1,G
5236,COBBOSSEECONTEE L,2,2019-09-06,CW,0.027,10,1,G
5236,COBBOSSEECONTEE L,2,2019-09-06,CW,0.034,15,1,G
5236,COBBOSSEECONTEE L,2,2019-09-06,CW,0.19,18,1,G
5236,COBBOSSEECONTEE L,1,2019-09-30,CW,0.012,9,1,C
5236,COBBOSSEECONTEE L,1,2019-09-30,CW,0.04,15,1,G
5236,COBBOSSEECONTEE L,1,2019-09-30,CW,0.044,28,1,G
5236,COBBOSSEECONTEE L,2,2019-09-30,CW,0.01,8,1,C
5236,COBBOSSEECONTEE L,2,2019-09-30,CW,0.037,12,1,G
5236,COBBOSSEECONTEE L,2,2019-09-30,CW,0.37,18,1,G
5236,COBBOSSEECONTEE L,1,2019-10-21,CW,0.014,15,1,G
5236,COBBOSSEECONTEE L,1,2019-10-21,CW,0.017,9,1,C
5236,COBBOSSEECONTEE L,1,2019-10-21,CW,0.096,28,1,G
5236,COBBOSSEECONTEE L,2,2019-10-21,CW,0.014,12,1,G
5236,COBBOSSEECONTEE L,2,2019-10-21,CW,0.016,9,1,C
5236,COBBOSSEECONTEE L,2,2019-10-21,CW,0.2,17,1,G
5236,COBBOSSEECONTEE L,1,2020-06-15,CW,0.014,8,1,C
5236,COBBOSSEECONTEE L,1,2020-06-15,CW,0.058,28,1,G
5236,COBBOSSEECONTEE L,2,2020-06-15,CW,0.01,8,1,C
5236,COBBOSSEECONTEE L,2,2020-06-15,CW,0.062,18,1,G
5236,COBBOSSEECONTEE L,1,2020-07-09,CW,0.011,7,1,C
5236,COBBOSSEECONTEE L,1,2020-07-09,CW,0.014,15,1,G
5236,COBBOSSEECONTEE L,1,2020-07-09,CW,0.085,28,1,G
5236,COBBOSSEECONTEE L,2,2020-07-10,CW,0.008,7,1,C
5236,COBBOSSEECONTEE L,2,2020-07-10,CW,0.01,12,1,G
5236,COBBOSSEECONTEE L,2,2020-07-10,CW,0.12,18,1,G
5236,COBBOSSEECONTEE L,1,2020-08-13,CW,0.009,1,1,G
5236,COBBOSSEECONTEE L,1,2020-08-13,CW,0.01,5,1,G
5236,COBBOSSEECONTEE L,1,2020-08-13,CW,0.01,10,1,G
5236,COBBOSSEECONTEE L,1,2020-08-13,CW,0.011,15,1,G
5236,COBBOSSEECONTEE L,1,2020-08-13,CW,0.027,20,1,G
5236,COBBOSSEECONTEE L,1,2020-08-13,CW,0.047,28,1,G
5236,COBBOSSEECONTEE L,2,2020-08-14,CW,0.009,1,1,G
5236,COBBOSSEECONTEE L,2,2020-08-14,CW,0.009,10,1,G
5236,COBBOSSEECONTEE L,2,2020-08-14,CW,0.013,5,1,G
5236,COBBOSSEECONTEE L,2,2020-08-14,CW,0.015,15,1,G
5236,COBBOSSEECONTEE L,2,2020-08-14,CW,0.1,18,1,G
5236,COBBOSSEECONTEE L,2,2020-09-01,CW,0.009,10,1,G
5236,COBBOSSEECONTEE L,2,2020-09-01,CW,0.012,5,1,G
5236,COBBOSSEECONTEE L,2,2020-09-01,CW,0.017,1,1,G
5236,COBBOSSEECONTEE L,2,2020-09-01,CW,0.07,15,1,G
5236,COBBOSSEECONTEE L,2,2020-09-01,CW,0.17,18,1,G
5236,COBBOSSEECONTEE L,1,2020-09-10,CW,0.013,1,1,G
5236,COBBOSSEECONTEE L,1,2020-09-10,CW,0.014,5,1,G
5236,COBBOSSEECONTEE L,1,2020-09-10,CW,0.018,10,1,G
5236,COBBOSSEECONTEE L,1,2020-09-10,CW,0.02,15,1,G
5236,COBBOSSEECONTEE L,1,2020-09-10,CW,0.023,20,1,G
5236,COBBOSSEECONTEE L,1,2020-09-10,CW,0.027,28,1,G
5236,COBBOSSEECONTEE L,1,2020-10-07,CW,0.012,9,1,C
5236,COBBOSSEECONTEE L,1,2020-10-07,CW,0.02,15,1,G
5236,COBBOSSEECONTEE L,1,2020-10-07,CW,0.048,28,1,G
5236,COBBOSSEECONTEE L,2,2020-10-07,CW,0.013,9,1,C
5236,COBBOSSEECONTEE L,2,2020-10-07,CW,0.015,12,1,G
5236,COBBOSSEECONTEE L,2,2020-10-07,CW,0.24,18,1,G
5238,SAND P (TACOMA LKS),1,1998-05-14,CW,0.007,10,1,C
5238,SAND P (TACOMA LKS),1,1998-06-19,CW,0.013,7,1,C
5238,SAND P (TACOMA LKS),1,1998-07-16,CW,0.008,4,1,C
5238,SAND P (TACOMA LKS),1,1998-08-13,CW,0.007,5,1,C
5238,SAND P (TACOMA LKS),1,1998-09-16,CW,0.007,7,1,C
5238,SAND P (TACOMA LKS),1,1998-10-19,CW,0.007,10,1,C
5238,SAND P (TACOMA LKS),1,2001-05-08,CW,0.007,4,1,C
5238,SAND P (TACOMA LKS),1,2001-06-05,CW,0.01,5,1,C
5238,SAND P (TACOMA LKS),1,2001-07-03,CW,0.006,5,1,C
5238,SAND P (TACOMA LKS),1,2001-08-15,CW,0.009,6,1,C
5238,SAND P (TACOMA LKS),1,2001-09-20,CW,0.007,7,1,C
5238,SAND P (TACOMA LKS),1,2001-10-10,CW,0.004,9,1,C
5238,SAND P (TACOMA LKS),1,2004-05-17,CW,0.006,5,1,C
5238,SAND P (TACOMA LKS),1,2004-06-14,CW,0.01,7,1,C
5238,SAND P (TACOMA LKS),1,2004-07-06,CW,0.011,5,1,C
5238,SAND P (TACOMA LKS),1,2004-08-09,CW,0.005,6,1,C
5238,SAND P (TACOMA LKS),1,2004-09-10,CW,0.006,7,1,C
5238,SAND P (TACOMA LKS),1,2004-10-08,CW,0.006,9,1,C
5238,SAND P (TACOMA LKS),1,2007-05-21,CW,0.006,6,1,C
5238,SAND P (TACOMA LKS),1,2007-06-12,CW,0.007,5,1,C
5238,SAND P (TACOMA LKS),1,2007-07-06,CW,0.006,7,1,C
5238,SAND P (TACOMA LKS),1,2007-08-07,CW,0.005,6,1,C
5238,SAND P (TACOMA LKS),1,2007-09-17,CW,0.005,8,1,C
5238,SAND P (TACOMA LKS),1,2007-11-05,CW,0.006,10,1,C
5238,SAND P (TACOMA LKS),1,2010-05-26,cw,0.007,5,1,C
5238,SAND P (TACOMA LKS),1,2010-06-18,cw,0.006,5,1,C
5238,SAND P (TACOMA LKS),1,2010-07-28,cw,0.004,6,1,C
5238,SAND P (TACOMA LKS),1,2010-07-28,cw,0.004,6,2,C
5238,SAND P (TACOMA LKS),1,2010-08-18,cw,0.006,6,1,C
5238,SAND P (TACOMA LKS),1,2010-09-21,cw,0.007,8,1,C
5238,SAND P (TACOMA LKS),1,2010-10-28,cw,0.006,10,1,C
5238,SAND P (TACOMA LKS),1,2013-05-28,cw,0.009,9,1,C
5238,SAND P (TACOMA LKS),1,2013-06-20,cw,0.009,7,1,C
5238,SAND P (TACOMA LKS),1,2013-07-12,cw,0.007,7,1,C
5238,SAND P (TACOMA LKS),1,2013-08-15,cw,0.005,7,1,C
5238,SAND P (TACOMA LKS),1,2013-09-19,cw,0.008,7,1,C
5238,SAND P (TACOMA LKS),1,2016-05-26,CW,0.009,6,1,C
5238,SAND P (TACOMA LKS),1,2016-06-23,CW,0.008,7,1,C
5238,SAND P (TACOMA LKS),1,2016-07-28,CW,0.007,9,1,C
5238,SAND P (TACOMA LKS),1,2016-08-26,CW,0.008,8,1,C
5238,SAND P (TACOMA LKS),1,2019-05-23,CW,0.008,9,1,C
5238,SAND P (TACOMA LKS),1,2019-06-24,CW,0.009,6,1,C
5238,SAND P (TACOMA LKS),1,2019-07-11,CW,0.005,7,2,C
5238,SAND P (TACOMA LKS),1,2019-07-11,CW,0.006,7,1,C
5238,SAND P (TACOMA LKS),1,2019-08-12,CW,0.007,7,1,C
5238,SAND P (TACOMA LKS),1,2019-09-12,CW,0.006,8,1,C
5238,SAND P (TACOMA LKS),1,2019-09-12,CW,0.05,24.7,1,G
5238,SAND P (TACOMA LKS),1,2019-10-18,CW,0.005,9,1,C
5240,WOODBURY P,1,1998-05-14,CW,0.007,10,1,C
5240,WOODBURY P,1,1998-06-19,CW,0.009,7,1,C
5240,WOODBURY P,1,1998-07-16,CW,0.008,5,1,C
5240,WOODBURY P,1,1998-08-13,CW,0.008,6,1,C
5240,WOODBURY P,1,1998-09-16,CW,0.007,7,1,C
5240,WOODBURY P,1,1998-10-19,CW,0.008,10,1,C
5240,WOODBURY P,1,2001-05-08,CW,0.007,4,1,C
5240,WOODBURY P,1,2001-06-05,CW,0.007,6,1,C
5240,WOODBURY P,1,2001-07-05,CW,0.008,6,1,C
5240,WOODBURY P,1,2001-08-15,CW,0.007,7,1,C
5240,WOODBURY P,1,2001-09-20,CW,0.008,8,1,C
5240,WOODBURY P,1,2001-10-10,CW,0.006,10,1,C
5240,WOODBURY P,1,2004-05-19,CW,0.008,5,1,C
5240,WOODBURY P,1,2004-06-14,CW,0.009,5,1,C
5240,WOODBURY P,1,2004-07-06,CW,0.007,5,1,C
5240,WOODBURY P,1,2004-07-06,CW,0.021,5,2,C
5240,WOODBURY P,1,2004-08-09,CW,0.009,6,1,C
5240,WOODBURY P,1,2004-09-10,CW,0.007,7,1,C
5240,WOODBURY P,1,2004-10-08,CW,0.008,9,2,C
5240,WOODBURY P,1,2004-10-08,CW,0.009,9,1,C
5240,WOODBURY P,1,2007-05-22,CW,0.009,6,1,C
5240,WOODBURY P,1,2007-06-13,CW,0.008,5,1,C
5240,WOODBURY P,1,2007-07-06,CW,0.007,6,1,C
5240,WOODBURY P,1,2007-08-07,CW,0.007,7,1,C
5240,WOODBURY P,1,2007-09-17,CW,0.007,7,1,C
5240,WOODBURY P,1,2007-11-05,CW,0.008,10,1,C
5240,WOODBURY P,1,2010-05-26,CW,0.008,5,1,C
5240,WOODBURY P,1,2010-06-18,CW,0.006,6,2,C
5240,WOODBURY P,1,2010-06-18,CW,0.007,6,1,C
5240,WOODBURY P,1,2010-07-28,CW,0.006,6,1,C
5240,WOODBURY P,1,2010-08-18,CW,0.006,6,1,C
5240,WOODBURY P,1,2010-09-21,CW,0.006,8,1,C
5240,WOODBURY P,1,2010-10-28,CW,0.007,10,1,C
5240,WOODBURY P,1,2013-05-28,CW,0.011,8,1,C
5240,WOODBURY P,1,2013-06-20,CW,0.007,6,1,C
5240,WOODBURY P,1,2013-07-12,CW,0.008,6,2,C
5240,WOODBURY P,1,2013-07-12,CW,0.013,6,1,C
5240,WOODBURY P,1,2013-08-15,CW,0.013,6,1,C
5240,WOODBURY P,1,2013-09-19,CW,0.01,7,1,C
5240,WOODBURY P,1,2016-05-26,CW,0.009,6,1,C
5240,WOODBURY P,1,2016-06-23,CW,0.011,6,1,C
5240,WOODBURY P,1,2016-07-28,CW,0.006,6,1,C
5240,WOODBURY P,1,2016-07-28,CW,0.006,6,2,C
5240,WOODBURY P,1,2016-08-26,CW,0.013,7,1,C
5240,WOODBURY P,1,2019-05-23,CW,0.009,9,1,C
5240,WOODBURY P,1,2019-06-24,CW,0.013,7,1,C
5240,WOODBURY P,1,2019-07-11,CW,0.01,7,1,C
5240,WOODBURY P,1,2019-08-16,CW,0.008,7,1,C
5240,WOODBURY P,1,2019-10-18,CW,0.008,9,1,C
5242,BUKER P,1,1998-05-14,CW,0.01,4,1,C
5242,BUKER P,1,1998-06-19,CW,0.016,5,1,C
5242,BUKER P,1,1998-07-16,CW,0.012,3,1,C
5242,BUKER P,1,1998-08-13,CW,0.01,4,1,C
5242,BUKER P,1,1998-09-16,CW,0.009,4,1,C
5242,BUKER P,1,1998-10-19,CW,0.01,6,1,C
5242,BUKER P,1,2001-05-08,CW,0.009,3,1,C
5242,BUKER P,1,2001-06-05,CW,0.01,5,1,C
5242,BUKER P,1,2001-07-03,CW,0.007,4,1,C
5242,BUKER P,1,2001-08-09,CW,0.007,5,1,C
5242,BUKER P,1,2001-09-20,CW,0.008,5,1,C
5242,BUKER P,1,2001-10-10,CW,0.008,6,1,C
5242,BUKER P,1,2004-05-17,CW,0.012,5,1,C
5242,BUKER P,1,2004-06-14,CW,0.011,5,1,C
5242,BUKER P,1,2004-07-02,CW,0.011,4,1,C
5242,BUKER P,1,2004-08-06,CW,0.009,5,1,C
5242,BUKER P,1,2004-09-07,CW,0.007,5,1,C
5242,BUKER P,1,2004-10-07,CW,0.008,6,1,C
5242,BUKER P,1,2007-05-21,CW,0.008,3,1,C
5242,BUKER P,1,2007-06-07,CW,0.031,4,1,C
5242,BUKER P,1,2007-07-05,CW,0.009,4,1,C
5242,BUKER P,1,2007-08-07,CW,0.008,4,1,C
5242,BUKER P,1,2007-09-14,CW,0.007,5,1,C
5242,BUKER P,1,2007-11-05,CW,0.01,7,1,C
5242,BUKER P,1,2010-05-26,cw,0.009,4,1,C
5242,BUKER P,1,2010-06-18,cw,0.009,4,1,C
5242,BUKER P,1,2010-07-28,cw,0.006,4,1,C
5242,BUKER P,1,2010-08-18,cw,0.008,4.5,1,C
5242,BUKER P,1,2010-08-18,cw,99.999,999.9,1,C
5242,BUKER P,1,2010-09-21,cw,0.008,5.5,2,C
5242,BUKER P,1,2010-09-21,cw,0.011,5.5,1,C
5242,BUKER P,1,2010-10-28,cw,0.011,8,1,C
5242,BUKER P,1,2013-05-28,CW,0.01,5.5,1,C
5242,BUKER P,1,2013-06-20,CW,0.01,4,1,C
5242,BUKER P,1,2013-07-12,CW,0.013,4,1,C
5242,BUKER P,1,2013-08-15,CW,0.011,4,1,C
5242,BUKER P,1,2013-09-19,CW,0.013,4,1,C
5242,BUKER P,1,2016-05-26,CW,0.011,5,1,C
5242,BUKER P,1,2016-06-23,CW,0.01,5,1,C
5242,BUKER P,1,2016-07-28,CW,0.011,5,1,C
5242,BUKER P,1,2016-08-26,CW,0.009,5,1,C
5242,BUKER P,1,2016-09-26,CW,0.009,6,1,C
5242,BUKER P,1,2016-10-11,CW,0.009,7,1,C
5242,BUKER P,1,2019-05-23,CW,0.008,4,1,C
5242,BUKER P,1,2019-06-24,CW,0.018,4,1,C
5242,BUKER P,1,2019-07-11,CW,0.018,4,1,C
5242,BUKER P,1,2019-08-16,CW,0.009,4.5,1,C
5242,BUKER P,1,2019-09-12,CW,0.009,5,1,C
5242,BUKER P,1,2019-09-12,CW,0.045,7.4,1,G
5242,BUKER P,1,2019-10-10,CW,0.009,5.5,1,C
5244,JIMMY P,1,1998-05-14,CW,0.011,4,1,C
5244,JIMMY P,1,1998-06-29,CW,0.012,3,1,C
5244,JIMMY P,1,1998-07-16,CW,0.011,3,1,C
5244,JIMMY P,1,1998-08-13,CW,0.011,4,1,C
5244,JIMMY P,1,1998-09-16,CW,0.018,4,1,C
5244,JIMMY P,1,1998-10-19,CW,0.012,4,1,C
5244,JIMMY P,1,2001-05-08,CW,0.009,4,1,C
5244,JIMMY P,1,2001-06-05,CW,0.013,2,1,C
5244,JIMMY P,1,2001-07-03,CW,0.011,4,1,C
5244,JIMMY P,1,2001-08-09,CW,0.009,5,1,C
5244,JIMMY P,1,2001-09-20,CW,0.006,4,1,C
5244,JIMMY P,1,2001-10-10,CW,0.007,5,1,C
5244,JIMMY P,1,2003-08-15,CW,0.014,5,1,C
5244,JIMMY P,1,2004-05-17,CW,0.01,5,1,C
5244,JIMMY P,1,2004-05-17,CW,0.012,5,2,C
5244,JIMMY P,1,2004-06-11,CW,0.008,4,1,C
5244,JIMMY P,1,2004-07-02,CW,0.011,4,1,C
5244,JIMMY P,1,2004-08-06,CW,0.01,5,1,C
5244,JIMMY P,1,2004-09-07,CW,0.01,4,2,C
5244,JIMMY P,1,2004-09-07,CW,0.011,4,1,C
5244,JIMMY P,1,2004-10-07,CW,0.009,5,1,C
5244,JIMMY P,1,2007-05-17,CW,0.009,3,1,C
5244,JIMMY P,1,2007-06-07,CW,0.01,3,1,C
5244,JIMMY P,1,2007-07-05,CW,0.011,4,1,C
5244,JIMMY P,1,2007-08-06,CW,0.011,4,1,C
5244,JIMMY P,1,2010-05-26,CW,0.008,4,1,C
5244,JIMMY P,1,2010-06-18,CW,0.011,3,1,C
5244,JIMMY P,1,2010-07-28,CW,0.023,3,1,C
5244,JIMMY P,1,2010-08-18,CW,0.009,2.5,1,C
5244,JIMMY P,1,2010-08-18,CW,0.01,2.5,1,C
5244,JIMMY P,1,2010-09-21,CW,0.012,4,1,C
5244,JIMMY P,1,2010-10-28,CW,0.011,9,1,C
5244,JIMMY P,1,2013-05-28,CW,0.011,7,1,C
5244,JIMMY P,1,2013-06-27,CW,0.012,4,1,C
5244,JIMMY P,1,2013-07-24,CW,0.011,3,1,C
5244,JIMMY P,1,2013-08-15,CW,0.011,3,1,C
5244,JIMMY P,1,2013-09-19,CW,0.014,4,1,C
5244,JIMMY P,1,2016-05-26,CW,0.007,4,1,C
5244,JIMMY P,1,2016-06-23,CW,0.008,4,1,C
5244,JIMMY P,1,2016-07-28,CW,0.009,4,1,C
5244,JIMMY P,1,2016-08-26,CW,0.007,3,1,C
5244,JIMMY P,1,2016-10-11,CW,0.009,6,1,C
5244,JIMMY P,1,2019-05-23,CW,0.009,5,1,C
5244,JIMMY P,1,2019-06-24,CW,0.013,4,1,C
5244,JIMMY P,1,2019-07-11,CW,0.024,3,1,C
5244,JIMMY P,1,2019-08-12,CW,0.013,3,1,C
5244,JIMMY P,1,2019-09-12,CW,0.009,3,1,C
5244,JIMMY P,1,2019-09-12,CW,0.032,8.6,1,G
5244,JIMMY P,1,2019-10-10,CW,0.012,5,1,C
5246,LOON P,1,2001-08-29,CW,0.019,2,1,C
5246,LOON P,1,2009-08-21,CW,0.011,2,1,C
5246,LOON P,1,2009-08-21,CW,0.012,2,2,C
5246,LOON P,1,2010-08-27,cw,0.018,3,1,C
5246,LOON P,1,2011-08-22,cw,0.008,3,2,C
5246,LOON P,1,2011-08-22,cw,0.015,3,1,C
5246,LOON P,1,2012-08-28,cw,0.01,2.5,1,C
5246,LOON P,1,2013-08-19,cw,0.017,2.5,1,C
5246,LOON P,1,2014-08-21,CW,0.013,2,1,C
5246,LOON P,1,2015-08-07,CW,0.009,3,2,C
5246,LOON P,1,2015-08-07,CW,0.01,3,1,C
5246,LOON P,1,2016-08-22,CW,0.011,3,2,C
5246,LOON P,1,2016-08-22,CW,0.013,3,1,C
5246,LOON P,1,2017-08-18,CW,0.007,2.5,1,C
5246,LOON P,1,2017-08-18,CW,0.009,2.5,2,C
5246,LOON P,1,2017-08-18,CW,0.018,5.5,1,G
5246,LOON P,1,2018-08-28,CW,0.007,3,2,C
