"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","DEPTH","TYPE","TP_PPM","REP","LAB","COUNT","QUAL"
"ANNABESSACOO",9961.00,1.00,1997-5-21 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-5-21 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-5-21 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-5-21 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-5-21 0:00:00,"CW",3.00,8.50,"G",0.01,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-5-21 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-6-11 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-6-11 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-6-11 0:00:00,"CW",3.00,4.50,"G",0.02,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-6-11 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-6-11 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-6-11 0:00:00,"CW",3.00,10.50,"G",0.02,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-7-7 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",1.00,"SG"
"ANNABESSACOO",9961.00,1.00,1997-7-7 0:00:00,"CW",3.00,2.50,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,1997-7-7 0:00:00,"CW",3.00,4.50,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,1997-7-7 0:00:00,"CW",3.00,6.50,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,1997-7-7 0:00:00,"CW",3.00,8.50,"C",0.02,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,1997-7-7 0:00:00,"CW",3.00,10.50,"C",0.03,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,1997-7-7 0:00:00,"CW",3.00,12.50,"C",0.08,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,1997-8-8 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-8-8 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-8-8 0:00:00,"CW",3.00,4.50,"G",0.02,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-8-8 0:00:00,"CW",3.00,6.50,"G",0.02,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-8-8 0:00:00,"CW",3.00,8.50,"G",0.04,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-8-8 0:00:00,"CW",3.00,10.50,"G",0.08,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-9-4 0:00:00,"CW",3.00,0.50,"G",0.02,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-9-4 0:00:00,"CW",3.00,2.50,"G",0.02,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-9-4 0:00:00,"CW",3.00,4.50,"G",0.02,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-9-4 0:00:00,"CW",3.00,6.50,"G",0.02,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-9-4 0:00:00,"CW",3.00,8.50,"G",0.11,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-9-4 0:00:00,"CW",3.00,10.50,"G",0.19,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-10-7 0:00:00,"CW",3.00,0.50,"G",0.03,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-10-7 0:00:00,"CW",3.00,2.50,"G",0.03,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-10-7 0:00:00,"CW",3.00,4.50,"G",0.03,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-10-7 0:00:00,"CW",3.00,6.50,"G",0.03,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-10-7 0:00:00,"CW",3.00,8.50,"G",0.03,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1997-10-7 0:00:00,"CW",3.00,9.50,"G",0.03,"1","D",6.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-5-20 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-5-20 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-5-20 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-5-20 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-5-20 0:00:00,"CW",3.00,8.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-5-20 0:00:00,"CW",3.00,10.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-5-20 0:00:00,"CW",3.00,12.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-6-22 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-6-22 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-6-22 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-6-22 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-6-22 0:00:00,"CW",3.00,8.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-6-22 0:00:00,"CW",3.00,10.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-6-22 0:00:00,"CW",3.00,12.50,"G",0.08,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-7-22 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-7-22 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-7-22 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-7-22 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-7-22 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-7-22 0:00:00,"CW",3.00,10.50,"G",0.04,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-7-22 0:00:00,"CW",3.00,12.50,"G",0.09,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-8-21 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-8-21 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-8-21 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-8-21 0:00:00,"CW",3.00,6.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-8-21 0:00:00,"CW",3.00,8.50,"G",0.09,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-8-21 0:00:00,"CW",3.00,10.50,"G",0.19,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-8-21 0:00:00,"CW",3.00,12.50,"G",0.26,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-9-11 0:00:00,"CW",3.00,0.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-9-11 0:00:00,"CW",3.00,2.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-9-11 0:00:00,"CW",3.00,4.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-9-11 0:00:00,"CW",3.00,6.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-9-11 0:00:00,"CW",3.00,8.50,"G",0.03,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-9-11 0:00:00,"CW",3.00,10.50,"G",0.25,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-9-11 0:00:00,"CW",3.00,12.50,"G",0.34,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-10-26 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-10-26 0:00:00,"CW",3.00,2.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-10-26 0:00:00,"CW",3.00,4.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-10-26 0:00:00,"CW",3.00,6.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-10-26 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-10-26 0:00:00,"CW",3.00,10.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,1998-10-26 0:00:00,"CW",3.00,12.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-2 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-2 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-2 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-2 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-2 0:00:00,"CW",3.00,8.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-2 0:00:00,"CW",3.00,10.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-2 0:00:00,"CW",3.00,12.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-16 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-16 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-16 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-16 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-16 0:00:00,"CW",3.00,8.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-16 0:00:00,"CW",3.00,10.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-5-16 0:00:00,"CW",3.00,12.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-1 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-1 0:00:00,"CW",3.00,0.50,"G",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-6-1 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-1 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-1 0:00:00,"CW",3.00,6.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-1 0:00:00,"CW",3.00,7.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,2001-6-1 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-1 0:00:00,"CW",3.00,10.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-1 0:00:00,"CW",3.00,12.50,"G",0.03,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-13 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-13 0:00:00,"CW",3.00,2.50,"G",9.0e-03,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-13 0:00:00,"CW",3.00,4.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,2001-6-13 0:00:00,"CW",3.00,4.00,"C",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-6-13 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-13 0:00:00,"CW",3.00,6.50,"G",0.15,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-13 0:00:00,"CW",3.00,6.50,"G",0.15,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-6-13 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-13 0:00:00,"CW",3.00,10.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-13 0:00:00,"CW",3.00,12.50,"G",0.03,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-25 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-25 0:00:00,"CW",3.00,2.50,"G",9.0e-03,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-25 0:00:00,"CW",3.00,4.50,"G",7.0e-03,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-25 0:00:00,"CW",3.00,6.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,2001-6-25 0:00:00,"CW",3.00,6.00,"C",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-6-25 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-25 0:00:00,"CW",3.00,8.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-25 0:00:00,"CW",3.00,8.50,"G",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-6-25 0:00:00,"CW",3.00,10.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-6-25 0:00:00,"CW",3.00,12.50,"G",0.06,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-13 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-13 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-13 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-13 0:00:00,"CW",3.00,6.50,"G",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-7-13 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-13 0:00:00,"CW",3.00,7.00,"C",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-7-13 0:00:00,"CW",3.00,7.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,2001-7-13 0:00:00,"CW",3.00,8.50,"G",0.04,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-13 0:00:00,"CW",3.00,10.50,"G",0.07,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-13 0:00:00,"CW",3.00,12.50,"G",0.16,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-25 0:00:00,"CW",3.00,0.50,"G",9.0e-03,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-25 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-25 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-25 0:00:00,"CW",3.00,6.50,"G",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-7-25 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-25 0:00:00,"CW",3.00,7.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,2001-7-25 0:00:00,"CW",3.00,7.00,"C",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-7-25 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-25 0:00:00,"CW",3.00,10.50,"G",0.08,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-7-25 0:00:00,"CW",3.00,12.50,"G",0.14,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-7 0:00:00,"CW",3.00,0.50,"G",9.0e-03,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-7 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-7 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-7 0:00:00,"CW",3.00,6.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,2001-8-7 0:00:00,"CW",3.00,6.00,"C",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-8-7 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-7 0:00:00,"CW",3.00,6.50,"G",0.02,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-8-7 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-7 0:00:00,"CW",3.00,10.50,"G",0.14,"1","d",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-7 0:00:00,"CW",3.00,12.50,"G",0.22,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-21 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-21 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-21 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-21 0:00:00,"CW",3.00,6.00,"C",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-8-21 0:00:00,"CW",3.00,6.00,"C",0.01,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,2001-8-21 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-21 0:00:00,"CW",3.00,8.50,"G",0.04,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-21 0:00:00,"CW",3.00,10.50,"G",0.17,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-8-21 0:00:00,"CW",3.00,12.50,"G",0.30,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-5 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-5 0:00:00,"CW",3.00,2.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-5 0:00:00,"CW",3.00,4.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-5 0:00:00,"CW",3.00,4.50,"G",0.02,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-9-5 0:00:00,"CW",3.00,6.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-5 0:00:00,"CW",3.00,8.00,"C",0.02,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-9-5 0:00:00,"CW",3.00,8.00,"C",0.02,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,2001-9-5 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-5 0:00:00,"CW",3.00,10.50,"G",0.14,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-5 0:00:00,"CW",3.00,12.50,"G",0.27,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-19 0:00:00,"CW",3.00,0.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-19 0:00:00,"CW",3.00,2.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-19 0:00:00,"CW",3.00,4.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-19 0:00:00,"CW",3.00,6.50,"G",0.02,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-9-19 0:00:00,"CW",3.00,6.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-19 0:00:00,"CW",3.00,8.00,"C",0.02,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-9-19 0:00:00,"CW",3.00,8.00,"C",0.02,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,2001-9-19 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-19 0:00:00,"CW",3.00,10.50,"G",0.27,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-9-19 0:00:00,"CW",3.00,12.50,"G",0.33,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-1 0:00:00,"CW",3.00,0.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-1 0:00:00,"CW",3.00,2.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-1 0:00:00,"CW",3.00,4.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-1 0:00:00,"CW",3.00,4.50,"G",0.02,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-10-1 0:00:00,"CW",3.00,6.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-1 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-1 0:00:00,"CW",3.00,9.00,"C",0.02,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,2001-10-1 0:00:00,"CW",3.00,9.00,"C",0.03,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-10-1 0:00:00,"CW",3.00,10.50,"G",0.08,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-1 0:00:00,"CW",3.00,12.50,"G",0.30,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-16 0:00:00,"CW",3.00,0.50,"G",0.03,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-16 0:00:00,"CW",3.00,2.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-16 0:00:00,"CW",3.00,4.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-16 0:00:00,"CW",3.00,4.50,"G",0.03,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-10-16 0:00:00,"CW",3.00,6.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-16 0:00:00,"CW",3.00,8.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-16 0:00:00,"CW",3.00,10.00,"C",0.02,"1","D",1.00,"EC"
"ANNABESSACOO",9961.00,1.00,2001-10-16 0:00:00,"CW",3.00,10.00,"C",0.02,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2001-10-16 0:00:00,"CW",3.00,10.50,"G",0.02,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2001-10-16 0:00:00,"CW",3.00,12.50,"G",0.06,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-5-10 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-5-10 0:00:00,"CW",3.00,0.50,"G",0.01,"2","D",1.00,"R"
"ANNABESSACOO",9961.00,1.00,2007-5-10 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-5-10 0:00:00,"CW",3.00,4.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-5-10 0:00:00,"CW",3.00,6.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-5-10 0:00:00,"CW",3.00,8.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-5-10 0:00:00,"CW",3.00,10.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-5-10 0:00:00,"CW",3.00,12.00,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-6-5 0:00:00,"CW",3.00,0.50,"G",0.01,"1","D",7.00,"PG"
"ANNABESSACOO",9961.00,1.00,2007-6-5 0:00:00,"CW",3.00,2.50,"G",0.01,"1","D",7.00,"PG"
