"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","DEPTH","TYPE","TP_PPM","REP","LAB","COUNT","QUAL"
"COBBOSSEECONTEE L",5236.00,1.00,2008-8-15 0:00:00,"CW",3.00,15.00,"G",9.0e-03,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-8-15 0:00:00,"CW",3.00,25.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-8-20 0:00:00,"EI",2.00,6.00,"C",0.01,"1","SECRL",1.00,"EC"
"COBBOSSEECONTEE L",5236.00,1.00,2008-8-20 0:00:00,"EI",2.00,18.00,"G",0.01,"1","SECRL",2.00,"BG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-8-20 0:00:00,"EI",2.00,28.00,"G",0.01,"1","SECRL",2.00,"BG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-9-17 0:00:00,"CW",3.00,1.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2008-9-17 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-9-17 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-9-17 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-9-17 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-9-17 0:00:00,"CW",3.00,10.00,"G",0.02,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-9-17 0:00:00,"CW",3.00,15.00,"G",0.03,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-9-17 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-10-15 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-10-15 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-10-15 0:00:00,"CW",3.00,3.00,"G",0.02,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2008-10-15 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-10-15 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-10-15 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-10-15 0:00:00,"CW",3.00,15.00,"G",0.05,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2008-10-15 0:00:00,"CW",3.00,25.00,"G",0.05,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-5-26 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-5-26 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-5-26 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-5-26 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-5-26 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-5-26 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-5-26 0:00:00,"CW",3.00,25.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-6-25 0:00:00,"CW",3.00,1.00,"G",0.02,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-6-25 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-6-25 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-6-25 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-6-25 0:00:00,"CW",3.00,7.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2009-6-25 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-6-25 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-6-25 0:00:00,"CW",3.00,25.00,"G",0.03,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-7-20 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-7-20 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-7-20 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-7-20 0:00:00,"CW",3.00,7.00,"G",9.0e-03,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-7-20 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-7-20 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-7-20 0:00:00,"CW",3.00,15.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2009-7-20 0:00:00,"CW",3.00,25.00,"G",0.03,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-8-17 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-8-17 0:00:00,"CW",3.00,3.00,"G",0.02,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-8-17 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-8-17 0:00:00,"CW",3.00,7.00,"G",9.0e-03,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-8-17 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-8-17 0:00:00,"CW",3.00,10.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2009-8-17 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-8-17 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-9-21 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-9-21 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-9-21 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-9-21 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-9-21 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-9-21 0:00:00,"CW",3.00,15.00,"G",0.03,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-9-21 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-10-30 0:00:00,"CW",3.00,1.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-10-30 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-10-30 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-10-30 0:00:00,"CW",3.00,10.00,"C",0.02,"1","D",1.00,"EC"
"COBBOSSEECONTEE L",5236.00,1.00,2009-10-30 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2009-10-30 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-5-21 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-5-21 0:00:00,"CW",3.00,5.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2010-5-21 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-5-21 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-5-21 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-5-21 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-6-14 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-6-14 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-6-14 0:00:00,"CW",3.00,10.00,"G",8.0e-03,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-6-14 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-6-14 0:00:00,"CW",3.00,25.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-7-15 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-7-15 0:00:00,"CW",3.00,5.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-7-15 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-7-15 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-7-15 0:00:00,"CW",3.00,25.00,"G",0.04,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-8-5 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-8-5 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-8-5 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-8-5 0:00:00,"CW",3.00,6.50,"C",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2010-8-5 0:00:00,"CW",3.00,6.50,"C",0.01,"1","D",1.00,"EC"
"COBBOSSEECONTEE L",5236.00,1.00,2010-8-5 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-8-5 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-8-5 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-8-5 0:00:00,"CW",3.00,25.00,"G",0.03,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-8-19 0:00:00,"EI",2.00,7.00,"C",0.01,"1","SECRL",1.00,"EC"
"COBBOSSEECONTEE L",5236.00,1.00,2010-8-19 0:00:00,"EI",2.00,15.00,"G",0.02,"1","SECRL",2.00,"BG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-8-19 0:00:00,"EI",2.00,25.00,"G",0.02,"1","SECRL",2.00,"BG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-9-16 0:00:00,"CW",3.00,1.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2010-9-16 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-9-16 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-9-16 0:00:00,"CW",3.00,10.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-9-16 0:00:00,"CW",3.00,15.00,"G",0.06,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-9-16 0:00:00,"CW",3.00,25.00,"G",0.06,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-10-26 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-10-26 0:00:00,"CW",3.00,5.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2010-10-26 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-10-26 0:00:00,"CW",3.00,10.00,"C",0.02,"1","D",1.00,"EC"
"COBBOSSEECONTEE L",5236.00,1.00,2010-10-26 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-10-26 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2010-10-26 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-5-25 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-5-25 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-5-25 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-5-25 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-5-25 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-6-16 0:00:00,"CW",3.00,1.00,"G",9.0e-03,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-6-16 0:00:00,"CW",3.00,5.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2011-6-16 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-6-16 0:00:00,"CW",3.00,10.00,"G",9.0e-03,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-6-16 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-6-16 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-6-30 0:00:00,"CW",3.00,1.00,"G",9.0e-03,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-6-30 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-6-30 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-6-30 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-6-30 0:00:00,"CW",3.00,25.00,"G",0.05,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-7-11 0:00:00,"CW",3.00,1.00,"G",9.0e-03,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-7-11 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-7-11 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-7-11 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-7-11 0:00:00,"CW",3.00,25.00,"G",0.05,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-8-9 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-8-9 0:00:00,"CW",3.00,3.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-8-9 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-8-9 0:00:00,"CW",3.00,6.50,"C",0.01,"1","D",1.00,"EC"
"COBBOSSEECONTEE L",5236.00,1.00,2011-8-9 0:00:00,"CW",3.00,7.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-8-9 0:00:00,"CW",3.00,10.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2011-8-9 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-8-9 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2011-8-9 0:00:00,"CW",3.00,25.00,"G",0.03,"1","D",7.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-6-1 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-6-1 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-6-1 0:00:00,"CW",3.00,5.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2012-6-1 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-6-1 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-6-1 0:00:00,"CW",3.00,25.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-6-19 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-6-19 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-6-19 0:00:00,"CW",3.00,10.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2012-6-19 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-6-19 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-6-19 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-7-11 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-7-11 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-7-11 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-7-11 0:00:00,"CW",3.00,10.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2012-7-11 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-7-11 0:00:00,"CW",3.00,25.00,"G",0.03,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-8-14 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-8-14 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-8-14 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-8-14 0:00:00,"CW",3.00,10.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2012-8-14 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-8-14 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-9-25 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-9-25 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-9-25 0:00:00,"CW",3.00,5.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2012-9-25 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-9-25 0:00:00,"CW",3.00,15.00,"G",0.03,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-9-25 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-10-26 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-10-26 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-10-26 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-10-26 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2012-10-26 0:00:00,"CW",3.00,25.00,"G",0.06,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-5-31 0:00:00,"CW",3.00,9.00,"C",0.01,"1","D",1.00,"EC"
"COBBOSSEECONTEE L",5236.00,1.00,2013-5-31 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",1.00,"BG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-6-18 0:00:00,"CW",3.00,7.00,"C",0.01,"1","D",1.00,"EC"
"COBBOSSEECONTEE L",5236.00,1.00,2013-6-18 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",1.00,"BG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-7-25 0:00:00,"CW",3.00,6.50,"C",0.01,"1","D",1.00,"EC"
"COBBOSSEECONTEE L",5236.00,1.00,2013-7-25 0:00:00,"CW",3.00,25.00,"G",0.04,"1","D",1.00,"BG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-8-29 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-8-29 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-8-29 0:00:00,"CW",3.00,5.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2013-8-29 0:00:00,"CW",3.00,10.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-8-29 0:00:00,"CW",3.00,15.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-8-29 0:00:00,"CW",3.00,25.00,"G",0.02,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-10-1 0:00:00,"CW",3.00,1.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-10-1 0:00:00,"CW",3.00,5.00,"G",0.01,"2","D",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2013-10-1 0:00:00,"CW",3.00,5.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-10-1 0:00:00,"CW",3.00,10.00,"G",0.01,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-10-1 0:00:00,"CW",3.00,15.00,"G",0.03,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2013-10-1 0:00:00,"CW",3.00,25.00,"G",0.05,"1","D",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2014-5-29 0:00:00,"CW",3.00,8.00,"C",0.01,"1","HETL",1.00,"EC"
"COBBOSSEECONTEE L",5236.00,1.00,2014-5-29 0:00:00,"CW",3.00,25.00,"G",0.01,"1","HETL",1.00,"BG"
"COBBOSSEECONTEE L",5236.00,1.00,2014-6-11 0:00:00,"CW",3.00,7.00,"C",0.01,"1","HETL",1.00,"EC"
"COBBOSSEECONTEE L",5236.00,1.00,2014-6-11 0:00:00,"CW",3.00,25.00,"G",0.02,"1","HETL",1.00,"BG"
"COBBOSSEECONTEE L",5236.00,1.00,2014-7-2 0:00:00,"CW",3.00,8.00,"C",0.02,"1","HETL",1.00,"EC"
"COBBOSSEECONTEE L",5236.00,1.00,2014-7-2 0:00:00,"CW",3.00,25.00,"G",0.02,"1","HETL",1.00,"BG"
"COBBOSSEECONTEE L",5236.00,1.00,2014-8-1 0:00:00,"CW",3.00,1.00,"G",0.01,"1","HETL",5.00,"PG"
"COBBOSSEECONTEE L",5236.00,1.00,2014-8-1 0:00:00,"CW",3.00,5.00,"G",0.01,"2","HETL",1.00,"R"
"COBBOSSEECONTEE L",5236.00,1.00,2014-8-1 0:00:00,"CW",3.00,5.00,"G",0.01,"1","HETL",5.00,"PG"
