"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","DEPTH","TYPE","PH","PHMETH","PHLAB","COLOR","AORT","COLRMETH","COLRLAB","CONDUCT","CONDMETH","CONDLAB","ALK","ALKMETH","ALKLAB"
"DESERT P",5265.00,1.00,2012-9-6 0:00:00,"CW",3.00,3.00,"C",,,,,,,,,,,14.50,"B","CWD"
"DESERT P",5265.00,1.00,2013-8-22 0:00:00,"CW",3.00,3.00,"C",,,,,,,,,,,15.50,"B","CWD"
"DESERT P",5265.00,1.00,2014-8-26 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,14.00,"B","CWD"
"DESERT P",5265.00,1.00,2015-8-17 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,16.00,"B","CWD"
"DESERT P",5265.00,1.00,2016-8-23 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,18.50,"B","CWD"
"DESERT P",5265.00,1.00,2017-8-22 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,15.50,"B","CWD"
"DESERT P",5265.00,1.00,2018-8-30 0:00:00,"CW",3.00,4.50,"C",7.16,"E","DEP",32.00,"T","S","DEP",49.00,"L","DEP",15.00,"B","CWD"
"DEXTER P",3830.00,1.00,1978-5-12 0:00:00,"CW",3.00,5.00,"C",,,,25.00,"A","C","CWD",,,,,,
"DEXTER P",3830.00,1.00,1979-8-1 0:00:00,"CW",3.00,0.00,"G",7.10,"H","CWD",,,,,,,,,,
"DEXTER P",3830.00,1.00,1979-8-17 0:00:00,"CW",3.00,0.00,"G",7.00,"H","CWD",,,,,,,,,,
"DEXTER P",3830.00,1.00,1979-8-29 0:00:00,"CW",3.00,0.00,"G",7.10,"H","CWD",,,,,,,,,,
"DEXTER P",3830.00,1.00,1979-9-28 0:00:00,"CW",3.00,0.00,"G",7.00,"H","CWD",,,,,,,,,,
"DEXTER P",3830.00,1.00,1985-8-21 0:00:00,"CW",3.00,5.00,"C",7.50,"C","CWD",,,,,59.00,"E","CWD",,,
"DEXTER P",3830.00,1.00,1986-5-30 0:00:00,"CW",3.00,1.00,"G",7.30,"C","CWD",,,,,,,,,,
"DEXTER P",3830.00,1.00,1986-8-21 0:00:00,"CW",3.00,1.00,"G",7.30,"C","CWD",,,,,,,,,,
"DEXTER P",3830.00,1.00,1987-5-22 0:00:00,"CW",3.00,1.00,"G",7.10,"C","CWD",,,,,,,,13.50,"C","CWD"
"DEXTER P",3830.00,1.00,1988-5-31 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",,,,,,,,13.50,"C","CWD"
"DEXTER P",3830.00,1.00,1988-8-2 0:00:00,"CW",3.00,5.00,"C",7.10,"C","CWD",,,,,,,,16.50,"C","CWD"
"DEXTER P",3830.00,1.00,1990-5-31 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",,,,,,,,,,
"DEXTER P",3830.00,1.00,1990-6-23 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",,,,,,,,,,
"DEXTER P",3830.00,1.00,1990-7-31 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",20.00,"A","N","CWD",,,,,,
"DEXTER P",3830.00,1.00,1990-8-27 0:00:00,"CW",3.00,5.00,"C",7.10,"C","CWD",,,,,,,,18.20,"C","CWD"
"DEXTER P",3830.00,1.00,1990-9-26 0:00:00,"CW",3.00,6.00,"C",7.10,"C","CWD",,,,,,,,23.00,"C","CWD"
"DEXTER P",3830.00,1.00,1991-6-25 0:00:00,"CW",3.00,5.00,"C",7.10,"C","CWD",,,,,,,,17.80,"C","CWD"
"DEXTER P",3830.00,1.00,1991-7-18 0:00:00,"CW",3.00,4.00,"C",7.10,"C","CWD",,,,,,,,16.70,"C","CWD"
"DEXTER P",3830.00,1.00,1991-9-17 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",,,,,,,,20.00,"C","CWD"
"DEXTER P",3830.00,1.00,1992-6-17 0:00:00,"CW",3.00,4.00,"C",7.10,"H","CWD",,,,,,,,19.00,"C","CWD"
"DEXTER P",3830.00,1.00,1992-7-30 0:00:00,"CW",3.00,4.00,"C",7.10,"H","CWD",,,,,,,,19.00,"C","CWD"
"DEXTER P",3830.00,1.00,1992-8-26 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,18.00,"C","CWD"
"DEXTER P",3830.00,1.00,1992-9-22 0:00:00,"CW",3.00,5.00,"C",7.10,"H","CWD",,,,,,,,19.00,"C","CWD"
"DEXTER P",3830.00,1.00,1993-5-25 0:00:00,"CW",3.00,4.00,"C",6.90,"C","CWD",,,,,,,,16.00,"C","CWD"
"DEXTER P",3830.00,1.00,1993-6-29 0:00:00,"CW",3.00,0.10,"G",7.00,"C","CWD",,,,,,,,,,
"DEXTER P",3830.00,1.00,1993-6-29 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,18.00,"C","CWD"
"DEXTER P",3830.00,1.00,1993-7-27 0:00:00,"CW",3.00,4.00,"C",7.00,"C","CWD",,,,,,,,17.50,"C","CWD"
"DEXTER P",3830.00,1.00,1993-8-24 0:00:00,"CW",3.00,5.00,"C",7.10,"C","CWD",,,,,,,,18.50,"C","CWD"
"DEXTER P",3830.00,1.00,1993-9-21 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",,,,,,,,18.50,"C","CWD"
"DEXTER P",3830.00,1.00,1994-5-27 0:00:00,"CW",3.00,6.00,"C",,,,21.00,"A","C","CWD",,,,,,
"DEXTER P",3830.00,1.00,1994-6-29 0:00:00,"CW",3.00,4.00,"C",,,,22.00,"A","C","CWD",,,,,,
"DEXTER P",3830.00,1.00,1994-7-26 0:00:00,"CW",3.00,4.00,"C",,,,19.00,"A","C","CWD",,,,,,
"DEXTER P",3830.00,1.00,1994-8-30 0:00:00,"CW",3.00,5.00,"C",,,,19.00,"A","C","CWD",,,,,,
"DEXTER P",3830.00,1.00,1994-9-30 0:00:00,"CW",3.00,7.00,"C",,,,14.00,"A","C","CWD",,,,,,
"DEXTER P",3830.00,1.00,1996-5-16 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",,,,,,,,15.10,"C","CWD"
"DEXTER P",3830.00,1.00,1996-6-11 0:00:00,"CW",3.00,4.00,"C",6.70,"C","CWD",,,,,,,,16.30,"C","CWD"
"DEXTER P",3830.00,1.00,1996-7-12 0:00:00,"CW",3.00,4.00,"C",6.80,"C","CWD",,,,,,,,18.80,"C","CWD"
"DEXTER P",3830.00,1.00,1996-8-13 0:00:00,"CW",3.00,4.00,"C",6.80,"C","CWD",,,,,,,,15.20,"C","CWD"
"DEXTER P",3830.00,1.00,1996-9-24 0:00:00,"CW",3.00,5.00,"C",6.80,"C","CWD",,,,,,,,16.80,"C","CWD"
"DEXTER P",3830.00,1.00,1999-5-13 0:00:00,"CW",3.00,4.00,"C",7.00,"C","CWD",,,,,,,,16.50,"B","CWD"
"DEXTER P",3830.00,1.00,1999-6-8 0:00:00,"CW",3.00,4.00,"C",6.90,"C","CWD",,,,,,,,17.00,"B","CWD"
"DEXTER P",3830.00,1.00,1999-7-8 0:00:00,"CW",3.00,4.00,"C",7.00,"C","CWD",,,,,,,,18.00,"B","CWD"
"DEXTER P",3830.00,1.00,1999-8-9 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",,,,,,,,13.50,"B","CWD"
"DEXTER P",3830.00,1.00,1999-9-8 0:00:00,"CW",3.00,5.00,"C",6.90,"C","CWD",,,,,,,,14.50,"B","CWD"
"DEXTER P",3830.00,1.00,1999-10-15 0:00:00,"CW",3.00,7.00,"C",6.70,"C","CWD",,,,,,,,15.00,"B","CWD"
"DEXTER P",3830.00,1.00,2001-8-30 0:00:00,"EI",2.00,5.00,"C",,,,15.00,"A","N","DEP",70.00,"L","DEP",18.00,"B","DEP"
"DEXTER P",3830.00,1.00,2001-8-30 0:00:00,"EI",2.00,5.00,"C",7.60,"G","SECRL",23.00,"A","S","SECRL",,,,,,
"DEXTER P",3830.00,1.00,2002-6-17 0:00:00,"CW",3.00,5.00,"C",7.10,"C","CWD",,,,,,,,15.90,"B","CWD"
"DEXTER P",3830.00,1.00,2002-7-17 0:00:00,"CW",3.00,4.00,"C",7.10,"C","CWD",,,,,,,,15.80,"B","CWD"
"DEXTER P",3830.00,1.00,2002-8-20 0:00:00,"CW",3.00,4.00,"C",7.20,"C","CWD",,,,,,,,15.50,"B","CWD"
"DEXTER P",3830.00,1.00,2002-9-20 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",,,,,,,,15.80,"B","CWD"
"DEXTER P",3830.00,1.00,2002-10-23 0:00:00,"CW",3.00,6.00,"C",7.10,"C","CWD",,,,,,,,15.50,"B","CWD"
"DEXTER P",3830.00,1.00,2005-5-5 0:00:00,"CW",3.00,6.00,"C",6.80,"C","CWD",,,,,,,,11.50,"B","CWD"
"DEXTER P",3830.00,1.00,2005-6-13 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,11.00,"B","CWD"
"DEXTER P",3830.00,1.00,2005-8-10 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,14.50,"B","CWD"
"DEXTER P",3830.00,1.00,2006-8-29 0:00:00,"CW",3.00,4.00,"C",,,,32.00,"A","S","SECRL",,,,,,
"DEXTER P",3830.00,1.00,2006-8-29 0:00:00,"CW",3.00,4.00,"C",7.50,"G","SECRL",24.00,"T","S","SECRL",72.00,"L","SECRL",19.40,"G","SECRL"
"DEXTER P",3830.00,1.00,2008-5-20 0:00:00,"CW",3.00,4.00,"C",6.90,"C","CWD",,,,,,,,17.50,"B","CWD"
"DEXTER P",3830.00,1.00,2008-6-13 0:00:00,"CW",3.00,4.00,"C",7.10,"C","CWD",,,,,,,,,,
"DEXTER P",3830.00,1.00,2008-7-16 0:00:00,"CW",3.00,4.00,"C",7.10,"C","CWD",,,,,,,,,,
"DEXTER P",3830.00,1.00,2008-8-20 0:00:00,"CW",3.00,4.00,"C",7.10,"C","CWD",,,,,,,,,,
"DEXTER P",3830.00,1.00,2008-9-25 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",,,,,,,,21.00,"B","CWD"
"DEXTER P",3830.00,1.00,2008-11-4 0:00:00,"CW",3.00,6.00,"C",6.70,"C","CWD",,,,,,,,20.00,"B","CWD"
"DEXTER P",3830.00,1.00,2009-5-21 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,19.00,"B","CWD"
"DEXTER P",3830.00,1.00,2009-6-17 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,20.50,"B","CWD"
"DEXTER P",3830.00,1.00,2009-7-15 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,19.50,"B","CWD"
"DEXTER P",3830.00,1.00,2009-8-11 0:00:00,"CW",3.00,3.00,"C",,,,,,,,,,,21.00,"B","CWD"
"DEXTER P",3830.00,1.00,2009-9-10 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,22.50,"B","CWD"
"DEXTER P",3830.00,1.00,2009-10-14 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,23.50,"B","CWD"
"DEXTER P",3830.00,1.00,2011-5-24 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,16.50,"B","CWD"
"DEXTER P",3830.00,1.00,2011-6-27 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,18.00,"B","CWD"
"DEXTER P",3830.00,1.00,2011-7-12 0:00:00,"CW",3.00,3.50,"C",,,,,,,,,,,20.00,"B","CWD"
"DEXTER P",3830.00,1.00,2011-8-11 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,19.00,"B","CWD"
"DEXTER P",3830.00,1.00,2011-9-12 0:00:00,"CW",3.00,4.50,"C",,,,,,,,,,,19.00,"B","CWD"
"DEXTER P",3830.00,1.00,2014-6-2 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,19.50,"B","CWD"
"DEXTER P",3830.00,1.00,2014-6-16 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,19.00,"B","CWD"
"DEXTER P",3830.00,1.00,2014-7-14 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,21.00,"B","CWD"
"DEXTER P",3830.00,1.00,2014-8-7 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,22.00,"B","CWD"
"DEXTER P",3830.00,1.00,2014-9-8 0:00:00,"CW",3.00,3.50,"C",,,,,,,,,,,21.50,"B","CWD"
"DEXTER P",3830.00,1.00,2017-5-24 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,18.00,"B","CWD"
"DEXTER P",3830.00,1.00,2017-6-19 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,18.50,"B","CWD"
"DEXTER P",3830.00,1.00,2017-7-17 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,21.00,"B","CWD"
"DEXTER P",3830.00,1.00,2017-8-16 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,20.00,"B","CWD"
"DEXTER P",3830.00,1.00,2017-9-12 0:00:00,"CW",3.00,4.50,"C",,,,,,,,,,,19.50,"B","CWD"
"DEXTER P",3830.00,1.00,2017-10-10 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,20.00,"B","CWD"
"HORSESHOE P",5252.00,1.00,2003-8-5 0:00:00,"CW",3.00,4.00,"C",6.80,"C","CWD",22.00,"A","H","CWD",,,,19.60,"B","CWD"
"HORSESHOE P",5252.00,1.00,2005-8-24 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,16.50,"B","CWD"
"HORSESHOE P",5252.00,1.00,2008-8-25 0:00:00,"EI",3.00,0.00,"G",,,,37.00,"A","S",,,,,,,
"HORSESHOE P",5252.00,1.00,2008-8-25 0:00:00,"EI",3.00,0.00,"G",7.47,"G","SECRL",11.00,"T","S",,82.00,"L",,19.70,"G","SECRL"
"HORSESHOE P",5252.00,1.00,2008-9-3 0:00:00,"CW",3.00,4.50,"C",6.90,"C","CWD",,,,,,,,20.50,"B","CWD"
"HORSESHOE P",5252.00,1.00,2009-8-18 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,21.00,"B","CWD"
"HORSESHOE P",5252.00,1.00,2010-8-2 0:00:00,"CW",3.00,3.00,"C",,,,,,,,,,,20.50,"B",
"HORSESHOE P",5252.00,1.00,2011-8-17 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,21.00,"B","CWD"
"HORSESHOE P",5252.00,1.00,2012-8-2 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,21.00,"B","CWD"
"HORSESHOE P",5252.00,1.00,2013-8-26 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,22.50,"B","CWD"
"HORSESHOE P",5252.00,1.00,2014-8-21 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,22.00,"B","CWD"
"HORSESHOE P",5252.00,1.00,2015-8-5 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,21.50,"B","CWD"
"HORSESHOE P",5252.00,1.00,2016-8-9 0:00:00,"CW",3.00,3.00,"C",,,,,,,,,,,24.00,"B","CWD"
"HORSESHOE P",5252.00,1.00,2017-8-23 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,22.50,"B","CWD"
"HORSESHOE P",5252.00,1.00,2018-8-21 0:00:00,"CW",3.00,4.00,"C",7.15,"E","DEP",14.00,"T","S","DEP",101.00,"L","DEP",23.00,"B","CWD"
"HUTCHINSON P",5304.00,1.00,2009-9-1 0:00:00,"CW",3.00,3.50,"C",,,,,,,,,,,12.50,"B","CWD"
"HUTCHINSON P",5304.00,1.00,2010-8-19 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,12.00,"B",
"HUTCHINSON P",5304.00,1.00,2011-8-23 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,14.00,"B","CWD"
"HUTCHINSON P",5304.00,1.00,2012-8-29 0:00:00,"CW",3.00,3.50,"C",,,,,,,,,,,11.00,"B","CWD"
"HUTCHINSON P",5304.00,1.00,2013-8-19 0:00:00,"CW",3.00,3.00,"C",,,,,,,,,,,12.00,"B","CWD"
"HUTCHINSON P",5304.00,1.00,2014-8-25 0:00:00,"CW",3.00,3.50,"C",,,,,,,,,,,11.00,"B","CWD"
"HUTCHINSON P",5304.00,1.00,2015-8-28 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,12.50,"B","CWD"
"HUTCHINSON P",5304.00,1.00,2016-8-23 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,13.50,"B","CWD"
"HUTCHINSON P",5304.00,1.00,2017-8-24 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,12.50,"B","CWD"
"HUTCHINSON P",5304.00,1.00,2018-8-31 0:00:00,"CW",3.00,4.00,"C",7.19,"E","DEP",14.00,"T","S","DEP",50.00,"L","DEP",12.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,1978-5-11 0:00:00,"CW",3.00,5.00,"C",,,,45.00,"A","C","CWD",,,,,,
"JAMIES (JIMM",5302.00,1.00,1997-8-8 0:00:00,"EI",2.00,4.00,"C",7.16,"G","SECRL",28.00,"A","C","DEP",36.00,"L","DEP",8.50,"B","DEP"
"JAMIES (JIMM",5302.00,1.00,2000-8-28 0:00:00,"CW",3.00,5.00,"C",6.80,"C","CWD",,,,,,,,13.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2001-8-20 0:00:00,"CW",3.00,4.00,"C",6.90,"C","CWD",,,,,,,,14.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2003-8-8 0:00:00,"CW",3.00,4.00,"C",6.70,"C","CWD",14.00,"A","H","CWD",,,,8.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2004-8-10 0:00:00,"CW",3.00,4.00,"C",6.70,"C","CWD",16.00,"A","H","CWD",,,,10.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2006-8-30 0:00:00,"CW",3.00,4.00,"C",,,,48.00,"A","S","SECRL",,,,,,
"JAMIES (JIMM",5302.00,1.00,2006-8-30 0:00:00,"CW",3.00,4.00,"C",6.94,"G","SECRL",41.00,"T","S","SECRL",33.00,"L","SECRL",8.60,"G","SECRL"
"JAMIES (JIMM",5302.00,1.00,2007-8-27 0:00:00,"CW",3.00,4.00,"C",6.70,"C","CWD",,,,,,,,10.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2008-8-21 0:00:00,"CW",3.00,5.00,"C",6.40,"C","CWD",,,,,,,,10.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2009-6-11 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,9.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2009-7-13 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,10.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2009-8-4 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,11.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2009-9-14 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,10.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2009-10-15 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,9.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2010-5-25 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,10.50,"B",
"JAMIES (JIMM",5302.00,1.00,2010-6-16 0:00:00,"CW",3.00,3.00,"C",,,,,,,,,,,10.00,"B",
"JAMIES (JIMM",5302.00,1.00,2010-7-23 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,10.00,"B",
"JAMIES (JIMM",5302.00,1.00,2010-8-19 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,11.00,"B",
"JAMIES (JIMM",5302.00,1.00,2010-9-23 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,10.50,"B",
"JAMIES (JIMM",5302.00,1.00,2010-10-29 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,10.50,"B",
"JAMIES (JIMM",5302.00,1.00,2011-6-7 0:00:00,"CW",3.00,3.00,"C",,,,,,,,,,,9.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2011-6-29 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,9.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2011-7-20 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,9.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2011-8-12 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,10.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2011-9-26 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,10.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2013-8-22 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,10.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2014-5-30 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,9.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2014-6-19 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,10.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2014-7-17 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,10.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2014-8-14 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,9.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2014-9-15 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,10.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2017-5-25 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,9.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2017-6-15 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,10.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2017-7-26 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,12.00,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2017-8-22 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,9.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2017-9-28 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,10.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2018-6-14 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,8.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2018-7-12 0:00:00,"CW",3.00,5.00,"C",,,,,,,,,,,9.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2018-8-23 0:00:00,"CW",3.00,6.00,"C",6.96,"E","DEP",19.00,"T","S","DEP",43.00,"L","DEP",10.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2018-8-30 0:00:00,"EI",2.00,7.00,"C",,,,34.00,"A","S","DEP",,,,,,
"JAMIES (JIMM",5302.00,1.00,2018-8-30 0:00:00,"EI",2.00,7.00,"C",6.87,"E","DEP",28.00,"T","S","DEP",42.00,"L","DEP",11.00,"B","DEP"
"JAMIES (JIMM",5302.00,1.00,2018-9-13 0:00:00,"CW",3.00,8.00,"C",,,,,,,,,,,11.50,"B","CWD"
"JAMIES (JIMM",5302.00,1.00,2018-10-31 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,11.00,"B","CWD"
"JIMMY P",5244.00,1.00,1979-5-1 0:00:00,"CW",3.00,5.00,"C",6.30,"H","CWD",,,,,,,,,,
"JIMMY P",5244.00,1.00,1983-8-3 0:00:00,"EI",2.00,0.50,"G",7.50,"E","DEP",,,,,,,,,,
"JIMMY P",5244.00,1.00,1983-8-3 0:00:00,"EI",2.00,3.00,"C",,,,25.00,"A","C","DEP",,,,19.50,"M","DEP"
"JIMMY P",5244.00,1.00,1983-8-3 0:00:00,"EI",2.00,6.00,"G",7.00,"E","DEP",,,,,,,,,,
"JIMMY P",5244.00,1.00,1992-8-31 0:00:00,"CW",3.00,4.00,"C",,,,,,,,,,,20.00,"C","CWD"
"JIMMY P",5244.00,1.00,1993-5-18 0:00:00,"CW",3.00,3.00,"C",6.90,"C","CWD",,,,,,,,15.50,"C","CWD"
"JIMMY P",5244.00,1.00,1993-6-15 0:00:00,"CW",3.00,3.00,"C",6.90,"C","CWD",,,,,,,,17.00,"C","CWD"
"JIMMY P",5244.00,1.00,1993-7-21 0:00:00,"CW",3.00,4.00,"C",6.90,"C","CWD",,,,,,,,17.00,"C","CWD"
"JIMMY P",5244.00,1.00,1993-8-18 0:00:00,"CW",3.00,4.00,"C",7.00,"C","CWD",,,,,,,,18.00,"C","CWD"
"JIMMY P",5244.00,1.00,1993-9-14 0:00:00,"CW",3.00,4.00,"C",7.00,"C","CWD",,,,,,,,18.00,"C","CWD"
"JIMMY P",5244.00,1.00,1994-5-18 0:00:00,"CW",3.00,8.00,"C",,,,25.00,"A","C","CWD",,,,,,
"JIMMY P",5244.00,1.00,1994-6-21 0:00:00,"CW",3.00,2.00,"C",,,,24.00,"A","C","CWD",,,,,,
"JIMMY P",5244.00,1.00,1994-7-20 0:00:00,"CW",3.00,3.00,"C",,,,21.00,"A","C","CWD",,,,,,
"JIMMY P",5244.00,1.00,1994-8-25 0:00:00,"CW",3.00,4.00,"C",,,,16.00,"A","C","CWD",,,,,,
"JIMMY P",5244.00,1.00,1994-9-20 0:00:00,"CW",3.00,5.00,"C",,,,22.00,"A","C","CWD",,,,,,
"JIMMY P",5244.00,1.00,1995-5-23 0:00:00,"CW",3.00,8.00,"C",6.40,"C","CWD",,,,,,,,12.00,"C","CWD"
"JIMMY P",5244.00,1.00,1995-6-23 0:00:00,"CW",3.00,3.00,"C",6.90,"C","CWD",,,,,,,,19.00,"C","CWD"
"JIMMY P",5244.00,1.00,1995-7-24 0:00:00,"CW",3.00,4.00,"C",7.10,"C","CWD",,,,,,,,24.00,"C","CWD"
"JIMMY P",5244.00,1.00,1995-8-23 0:00:00,"CW",3.00,5.00,"C",6.90,"C","CWD",,,,,,,,26.00,"C","CWD"
"JIMMY P",5244.00,1.00,1995-9-18 0:00:00,"CW",3.00,5.00,"C",6.90,"C","CWD",,,,,,,,24.00,"C","CWD"
"JIMMY P",5244.00,1.00,1998-5-14 0:00:00,"CW",3.00,4.00,"C",6.70,"C","CWD",,,,,,,,13.50,"B","CWD"
"JIMMY P",5244.00,1.00,1998-6-29 0:00:00,"CW",3.00,3.00,"C",6.70,"C","CWD",,,,,,,,13.00,"B","CWD"
"JIMMY P",5244.00,1.00,1998-7-16 0:00:00,"CW",3.00,3.00,"C",6.80,"C","CWD",,,,,,,,17.00,"B","CWD"
"JIMMY P",5244.00,1.00,1998-8-13 0:00:00,"CW",3.00,4.00,"C",6.80,"C","CWD",,,,,,,,18.00,"B","CWD"
"JIMMY P",5244.00,1.00,1998-9-16 0:00:00,"CW",3.00,4.00,"C",7.10,"C","CWD",,,,,,,,18.00,"B","CWD"
"JIMMY P",5244.00,1.00,1998-10-19 0:00:00,"CW",3.00,4.00,"C",6.60,"C","CWD",,,,,,,,15.00,"B","CWD"
"JIMMY P",5244.00,1.00,2001-5-8 0:00:00,"CW",3.00,4.00,"C",6.90,"C","CWD",,,,,,,,14.00,"B","CWD"
"JIMMY P",5244.00,1.00,2001-6-5 0:00:00,"CW",3.00,2.00,"C",6.90,"C","CWD",,,,,,,,15.00,"B","CWD"
"JIMMY P",5244.00,1.00,2001-7-3 0:00:00,"CW",3.00,4.00,"C",7.00,"C","CWD",,,,,,,,16.00,"B","CWD"
"JIMMY P",5244.00,1.00,2001-8-9 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",,,,,,,,15.50,"B","CWD"
"JIMMY P",5244.00,1.00,2001-9-20 0:00:00,"CW",3.00,4.00,"C",7.10,"C","CWD",,,,,,,,17.50,"B","CWD"
