"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","DEPTH","TYPE","PH","PHMETH","PHLAB","COLOR","AORT","COLRMETH","COLRLAB","CONDUCT","CONDMETH","CONDLAB","ALK","ALKMETH","ALKLAB"
"COBBOSSEECON",5236.00,1.00,2009-9-21 0:00:00,"CW",3.00,10.00,"C",,,,,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2009-10-30 0:00:00,"CW",3.00,10.00,"C",,,,,,,,,,,21.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2010-5-21 0:00:00,"CW",3.00,10.00,"C",,,,,,,,,,,19.00,"B",
"COBBOSSEECON",5236.00,1.00,2010-6-14 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,20.50,"B",
"COBBOSSEECON",5236.00,1.00,2010-7-15 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,21.00,"B",
"COBBOSSEECON",5236.00,1.00,2010-8-5 0:00:00,"CW",3.00,6.50,"C",,,,,,,,,,,21.00,"B",
"COBBOSSEECON",5236.00,1.00,2010-9-16 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,20.50,"B",
"COBBOSSEECON",5236.00,1.00,2010-10-26 0:00:00,"CW",3.00,10.00,"C",,,,,,,,,,,21.00,"B",
"COBBOSSEECON",5236.00,1.00,2011-5-25 0:00:00,"CW",3.00,10.00,"C",,,,,,,,,,,18.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2011-6-16 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2011-6-30 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2011-7-11 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2011-8-9 0:00:00,"CW",3.00,6.50,"C",,,,,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2011-9-21 0:00:00,"CW",3.00,9.50,"C",,,,,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2012-6-1 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2012-6-19 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,20.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2012-7-11 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2012-8-14 0:00:00,"CW",3.00,6.50,"C",,,,,,,,,,,25.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2012-9-25 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,22.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2012-10-26 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,22.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2013-5-31 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2013-6-18 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,21.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2013-7-25 0:00:00,"CW",3.00,6.50,"C",,,,,,,,,,,21.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2013-8-29 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,23.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2013-10-1 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,22.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2014-5-29 0:00:00,"CW",3.00,8.00,"C",,,,,,,,,,,20.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2014-6-11 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2014-7-2 0:00:00,"CW",3.00,8.00,"C",,,,,,,,,,,20.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2014-8-1 0:00:00,"CW",3.00,6.50,"C",,,,,,,,,,,21.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2014-8-19 0:00:00,"EI",2.00,5.00,"C",,,,13.00,"T","S","DEP",,,,,,
"COBBOSSEECON",5236.00,1.00,2014-8-19 0:00:00,"EI",2.00,5.00,"C",7.40,"4500 H B+","HETL",29.00,"A","S","DEP",77.00,"L","DEP",24.00,"G","HETL"
"COBBOSSEECON",5236.00,1.00,2014-9-12 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,21.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2014-10-15 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2015-5-26 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2015-6-25 0:00:00,"CW",3.00,8.00,"C",,,,,,,,,,,20.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2015-7-24 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,22.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2015-8-25 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,21.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2015-9-24 0:00:00,"CW",3.00,8.00,"C",,,,,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2015-10-20 0:00:00,"CW",3.00,10.00,"C",,,,,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2016-5-12 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2016-6-8 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,19.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2016-7-13 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,22.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2016-8-9 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,23.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2017-5-18 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,20.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2017-6-13 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2017-7-14 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,23.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2017-8-9 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,21.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2017-9-25 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2017-10-16 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,21.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2018-5-29 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2018-6-12 0:00:00,"CW",3.00,8.00,"C",,,,,,,,,,,21.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2018-7-9 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,19.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2018-8-8 0:00:00,"CW",3.00,7.00,"C",8.02,"E","DEP",9.00,"T","S","DEP",98.00,"L","DEP",21.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2018-8-15 0:00:00,"EI",2.00,7.00,"C",,,,7.00,"T","S","DEP",96.00,"L","DEP",,,
"COBBOSSEECON",5236.00,1.00,2018-9-5 0:00:00,"CW",3.00,7.00,"C",7.61,"E","DEP",6.00,"T","S","DEP",99.00,"L","DEP",21.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2018-9-21 0:00:00,"CW",3.00,7.50,"C",,,,,,,,,,,22.50,"B","CWD"
"COBBOSSEECON",5236.00,1.00,2018-10-19 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,22.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,1979-6-1 0:00:00,"CW",3.00,0.00,"G",7.00,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1979-6-13 0:00:00,"CW",3.00,0.00,"G",7.10,"H","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1979-8-8 0:00:00,"CW",3.00,0.00,"G",7.80,"H","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1979-8-22 0:00:00,"CW",3.00,0.00,"G",7.60,"H","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1979-9-7 0:00:00,"CW",3.00,0.00,"G",8.50,"H","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1979-9-19 0:00:00,"CW",3.00,0.00,"G",7.10,"H","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1979-10-2 0:00:00,"CW",3.00,0.00,"G",6.70,"H","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1979-10-15 0:00:00,"CW",3.00,0.00,"G",6.80,"H","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1979-10-30 0:00:00,"CW",3.00,0.00,"G",7.00,"H","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1979-11-19 0:00:00,"CW",3.00,0.00,"G",6.90,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1981-7-27 0:00:00,"CW",3.00,18.00,"G",8.90,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1981-7-27 0:00:00,"CW",3.00,19.00,"G",8.70,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1984-6-29 0:00:00,"CW",3.00,1.00,"G",7.90,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1984-7-19 0:00:00,"CW",3.00,0.50,"G",7.50,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1984-7-30 0:00:00,"CW",3.00,1.00,"G",,,,,,,,64.00,"E","CWD",,,
"COBBOSSEECON",5236.00,2.00,1984-7-30 0:00:00,"CW",3.00,15.00,"G",,,,,,,,37.00,"E","CWD",,,
"COBBOSSEECON",5236.00,2.00,1984-8-13 0:00:00,"CW",3.00,1.00,"G",7.80,"C","CWD",,,,,53.00,"E","CWD",,,
"COBBOSSEECON",5236.00,2.00,1984-8-13 0:00:00,"CW",3.00,13.00,"G",6.50,"C","CWD",,,,,49.00,"E","CWD",,,
"COBBOSSEECON",5236.00,2.00,1984-8-27 0:00:00,"CW",3.00,1.00,"G",7.50,"C","CWD",,,,,53.00,"E","CWD",,,
"COBBOSSEECON",5236.00,2.00,1984-8-27 0:00:00,"CW",3.00,13.00,"G",7.50,"C","CWD",,,,,52.00,"E","CWD",,,
"COBBOSSEECON",5236.00,2.00,1984-9-17 0:00:00,"CW",3.00,1.00,"G",7.00,"C","CWD",,,,,48.00,"E","CWD",,,
"COBBOSSEECON",5236.00,2.00,1984-10-11 0:00:00,"CW",3.00,1.00,"G",6.80,"C","CWD",,,,,44.00,"E","CWD",,,
"COBBOSSEECON",5236.00,2.00,1985-4-29 0:00:00,"CW",3.00,1.00,"G",7.10,"C","CWD",,,,,30.00,"E","CWD",,,
"COBBOSSEECON",5236.00,2.00,1985-8-27 0:00:00,"CW",3.00,0.50,"G",7.20,"C","CWD",,,,,55.00,"E","CWD",,,
"COBBOSSEECON",5236.00,2.00,1985-8-27 0:00:00,"CW",3.00,18.00,"G",6.70,"C","CWD",,,,,78.00,"E","CWD",,,
"COBBOSSEECON",5236.00,2.00,1986-8-15 0:00:00,"CW",3.00,1.00,"G",8.30,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1986-8-15 0:00:00,"CW",3.00,15.00,"G",6.50,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1986-9-2 0:00:00,"CW",3.00,1.00,"G",7.30,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1986-9-2 0:00:00,"CW",3.00,15.00,"G",6.70,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1987-5-18 0:00:00,"CW",3.00,1.00,"G",7.10,"C","CWD",,,,,,,,15.50,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1987-8-12 0:00:00,"CW",3.00,1.00,"G",7.10,"C","CWD",,,,,,,,15.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1987-8-12 0:00:00,"CW",3.00,12.00,"G",6.40,"C","CWD",,,,,,,,16.50,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1988-8-17 0:00:00,"CW",3.00,1.00,"G",7.40,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1988-8-17 0:00:00,"CW",3.00,13.00,"G",6.50,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1990-6-12 0:00:00,"CW",3.00,10.00,"G",7.10,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1990-8-21 0:00:00,"CW",3.00,6.00,"C",7.40,"C","CWD",,,,,,,,18.70,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1990-9-18 0:00:00,"CW",3.00,10.00,"C",7.10,"C","CWD",,,,,,,,17.10,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1990-10-22 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,55.00,"E","CWD",18.20,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1991-5-28 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",,,,,,,,18.30,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1991-6-18 0:00:00,"CW",3.00,8.00,"C",7.10,"C","CWD",,,,,,,,16.70,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1991-7-24 0:00:00,"CW",3.00,5.00,"C",7.90,"C","CWD",,,,,,,,19.40,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1991-8-26 0:00:00,"CW",3.00,10.00,"C",7.10,"C","CWD",,,,,,,,16.70,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1992-5-12 0:00:00,"CW",3.00,10.00,"C",6.90,"H","CWD",,,,,,,,17.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1992-6-9 0:00:00,"CW",3.00,8.00,"C",7.40,"H","CWD",,,,,,,,16.50,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1992-7-14 0:00:00,"CW",3.00,7.00,"C",7.30,"H","CWD",,,,,,,,17.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1992-8-11 0:00:00,"CW",3.00,7.00,"C",7.10,"H","CWD",,,,,,,,17.50,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1992-9-9 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,18.50,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1992-10-14 0:00:00,"CW",3.00,10.00,"C",7.00,"H","CWD",,,,,,,,19.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1993-5-3 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,18.50,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1993-6-3 0:00:00,"CW",3.00,10.00,"C",7.10,"C","CWD",,,,,,,,18.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1993-7-6 0:00:00,"CW",3.00,6.00,"C",7.10,"C","CWD",,,,,,,,18.50,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1993-8-5 0:00:00,"CW",3.00,6.00,"C",7.30,"C","CWD",,,,,,,,18.50,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1993-9-2 0:00:00,"CW",3.00,6.00,"C",7.10,"C","CWD",,,,,,,,19.50,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1993-10-6 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,19.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1994-2-17 0:00:00,"CW",3.00,10.00,"C",6.70,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,1994-5-4 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",25.00,"A","C","CWD",,,,16.50,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1994-6-7 0:00:00,"CW",3.00,9.00,"C",7.10,"C","CWD",15.00,"A","C","CWD",,,,17.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1994-7-7 0:00:00,"CW",3.00,7.00,"C",7.00,"C","CWD",12.00,"A","C","CWD",,,,17.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1994-8-3 0:00:00,"CW",3.00,6.00,"C",7.20,"C","CWD",,,,,,,,17.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1994-9-7 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",22.00,"A","C","CWD",,,,18.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1994-10-5 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",15.00,"A","C","CWD",,,,18.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1995-5-11 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,16.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1997-5-23 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,15.90,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1997-6-27 0:00:00,"CW",3.00,5.00,"C",6.90,"C","CWD",,,,,,,,19.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1997-7-29 0:00:00,"CW",3.00,7.00,"C",7.00,"C","CWD",,,,,,,,18.50,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1997-8-29 0:00:00,"CW",3.00,6.00,"C",6.90,"C","CWD",,,,,,,,19.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,1997-10-9 0:00:00,"CW",3.00,10.00,"C",6.80,"C","CWD",,,,,,,,20.00,"C","CWD"
"COBBOSSEECON",5236.00,2.00,2000-5-16 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",,,,,,,,16.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2000-6-29 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",,,,,,,,15.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2000-7-25 0:00:00,"CW",3.00,9.00,"C",6.90,"C","CWD",,,,,,,,13.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2000-8-15 0:00:00,"CW",3.00,7.00,"C",6.90,"C","CWD",,,,,,,,14.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2000-9-26 0:00:00,"CW",3.00,9.00,"C",7.00,"C","CWD",,,,,,,,17.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2000-10-20 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",,,,,,,,17.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2001-5-4 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",,,,,,,,14.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2001-6-8 0:00:00,"CW",3.00,7.00,"C",7.00,"C","CWD",,,,,,,,14.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2001-7-10 0:00:00,"CW",3.00,7.00,"C",7.00,"C","CWD",,,,,,,,15.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2001-8-14 0:00:00,"CW",3.00,6.00,"C",7.00,"C","CWD",,,,,,,,13.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2001-9-12 0:00:00,"CW",3.00,7.00,"C",7.10,"C","CWD",,,,,,,,16.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2001-10-2 0:00:00,"CW",3.00,9.00,"C",7.00,"C","CWD",,,,,,,,15.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2002-5-8 0:00:00,"CW",3.00,10.00,"C",7.20,"C","CWD",,,,,,,,14.40,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2002-6-18 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",,,,,,,,14.80,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2002-7-24 0:00:00,"CW",3.00,5.00,"C",7.00,"C","CWD",,,,,,,,14.10,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2002-8-26 0:00:00,"CW",3.00,7.00,"C",7.10,"C","CWD",,,,,,,,14.30,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2002-9-24 0:00:00,"CW",3.00,10.00,"C",6.80,"C","CWD",,,,,,,,14.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2002-10-24 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,14.40,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2003-5-23 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",11.00,"A","H","CWD",,,,17.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2003-6-16 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",18.00,"A","H","CWD",,,,18.90,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2003-7-21 0:00:00,"CW",3.00,7.00,"C",7.30,"C","CWD",13.00,"A","H","CWD",,,,19.20,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2003-8-20 0:00:00,"CW",3.00,7.00,"C",7.20,"C","CWD",17.00,"A","H","CWD",,,,19.20,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2003-9-30 0:00:00,"CW",3.00,8.00,"C",7.10,"C","CWD",19.00,"A","H","CWD",,,,18.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2003-10-31 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",17.00,"A","H","CWD",,,,17.20,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2004-5-25 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",8.00,"A","H","CWD",,,,18.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2004-6-21 0:00:00,"CW",3.00,8.00,"C",7.00,"C","CWD",8.00,"A","H","CWD",,,,17.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2004-7-21 0:00:00,"CW",3.00,7.00,"C",7.10,"C","CWD",9.00,"A","H","CWD",,,,15.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2004-8-16 0:00:00,"CW",3.00,7.00,"C",7.10,"C","CWD",12.00,"A","H","CWD",,,,14.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2004-9-21 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",9.00,"A","H","CWD",,,,15.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2005-5-27 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,9.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2005-7-25 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,13.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2005-8-22 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,14.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2006-6-19 0:00:00,"CW",3.00,6.00,"C",7.00,"C","CWD",,,,,,,,17.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2006-7-19 0:00:00,"CW",3.00,8.00,"C",6.80,"C","CWD",,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2006-8-17 0:00:00,"CW",3.00,7.00,"C",,,,28.00,"A","S","SECRL",,,,,,
"COBBOSSEECON",5236.00,2.00,2006-8-17 0:00:00,"CW",3.00,7.00,"C",7.30,"C","CWD",,,,,,,,18.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2006-8-17 0:00:00,"CW",3.00,7.00,"C",7.76,"G","SECRL",10.00,"T","S","SECRL",82.00,"L","SECRL",18.60,"G","SECRL"
"COBBOSSEECON",5236.00,2.00,2006-9-25 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2006-10-27 0:00:00,"CW",3.00,10.00,"C",6.90,"C","CWD",,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2007-5-22 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",,,,,,,,19.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2007-6-13 0:00:00,"CW",3.00,3.00,"C",6.90,"C","CWD",,,,,,,,19.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2007-7-12 0:00:00,"CW",3.00,7.00,"C",7.20,"C","CWD",,,,,,,,19.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2007-8-14 0:00:00,"CW",3.00,7.00,"C",7.20,"C","CWD",,,,,,,,19.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2007-8-29 0:00:00,"CW",3.00,8.00,"C",7.10,"C","CWD",,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2007-10-26 0:00:00,"CW",3.00,10.00,"C",6.80,"C","CWD",,,,,,,,19.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2008-5-27 0:00:00,"CW",3.00,8.00,"C",7.00,"C","CWD",,,,,,,,,,
"COBBOSSEECON",5236.00,2.00,2008-6-19 0:00:00,"CW",3.00,7.00,"C",7.10,"C","CWD",,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2008-7-18 0:00:00,"CW",3.00,8.00,"C",7.00,"C","CWD",,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2008-8-15 0:00:00,"CW",3.00,7.00,"C",7.20,"C","CWD",,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2008-9-17 0:00:00,"CW",3.00,8.00,"C",7.10,"C","CWD",,,,,,,,20.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2008-10-10 0:00:00,"CW",3.00,10.00,"C",7.00,"C","CWD",,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2009-5-26 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,20.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2009-6-25 0:00:00,"CW",3.00,9.00,"C",,,,,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2009-7-20 0:00:00,"CW",3.00,8.00,"C",,,,,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2009-8-17 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2009-9-21 0:00:00,"CW",3.00,10.00,"C",,,,,,,,,,,21.00,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2009-10-30 0:00:00,"CW",3.00,10.00,"C",,,,,,,,,,,21.50,"B","CWD"
"COBBOSSEECON",5236.00,2.00,2010-5-25 0:00:00,"CW",3.00,10.00,"C",,,,,,,,,,,20.00,"B",
"COBBOSSEECON",5236.00,2.00,2010-6-14 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,20.50,"B",
"COBBOSSEECON",5236.00,2.00,2010-7-15 0:00:00,"CW",3.00,6.00,"C",,,,,,,,,,,20.00,"B",
"COBBOSSEECON",5236.00,2.00,2010-8-5 0:00:00,"CW",3.00,7.00,"C",,,,,,,,,,,21.00,"B",
