"sampleid","midas","lake","station","date","agency","db","profile.max.depth","temp.min","temp.max","temp.mean","temp.sd","temp.se","thermo.depth","temp.epi","temp.hypo","meta.top","meta.bottom","do.min","do.max","do.mean","do.sd","do.se","do.max.depth","year","month"
"9961_1_1975-03-13_ei",9961,"annabessacook",1,1975-03-13,"ei","dep",3,1,4.3,3.275,1.15974135047432,0.410030486671418,0.25,1,3.6,0.25,0.25,2.5,13.5,7.4375,4.12481601321285,1.45834268704483,0,1975,3
"9961_1_1975-06-30_ei",9961,"annabessacook",1,1975-06-30,"ei","dep",4,11,24,17.0111111111111,5.59429272661979,1.8647642422066,1.71560884067412,23.9,13.5666666666667,1.16286349989149,4,0.3,8.9,4.53333333333333,3.70573879273756,1.23524626424585,0.5,1975,6
"9961_1_1975-08-25_ei",9961,"annabessacook",1,1975-08-25,"ei","dep",13,12,21,17.8928571428571,3.87208238264916,1.03485754637403,7.61946515808885,20.9875,13.7666666666667,6.62246895422677,10.3686031911651,0.2,8.8,5.01428571428571,4.30542719096529,1.15067381802091,0,1975,8
"9961_1_1976-03-25_ei",9961,"annabessacook",1,1976-03-25,"ei","dep",11,1,4.5,3.22727272727273,1.06779296597319,0.321951692901254,1.5,1,3.45,1.5,1.5,2.2,13,7.3,4.3058100283222,1.29825057113584,2,1976,3
"9961_1_1977-05-05_cw",9961,"annabessacook",1,1977-05-05,"cw","dep",12,9.2,13.5,10.2692307692308,1.16789312823321,0.32391527370053,0.5,13.5,10,0,1.25701340024669,10.8,11.6,11.2,0.294392028877595,0.0816496580927726,2,1977,5
"9961_1_1977-05-26_cw",9961,"annabessacook",1,1977-05-26,"cw","dep",14,11,20,14.8,3.75023808768,0.968307310526492,4.51989964964359,19.7,12.35,3.50146494277638,6.95980978119031,5,10,7.72666666666667,1.85143445031401,0.478038319510722,5,1977,5
"9961_1_1977-06-10_cw",9961,"annabessacook",1,1977-06-10,"cw","dep",13,11.3,16.7,14.5857142857143,2.42419126652649,0.647892368525122,7.54688401432225,16.575,11.9333333333333,6.716260662283,8.46730113490326,0.3,10.6,7.17142857142857,4.40671316052235,1.17774363203303,0,1977,6
"9961_1_1977-06-23_cw",9961,"annabessacook",1,1977-06-23,"cw","dep",13,11.8,19.5,15.9214285714286,2.86844331179248,0.766623721865047,4.5676137466571,19.08,14.1666666666667,3.09818945347806,6.4450475130026,0.1,11.3,5.82142857142857,4.42496042075799,1.1826204174651,0,1977,6
"9961_1_1977-07-11_cw",9961,"annabessacook",1,1977-07-11,"cw","dep",13,12.8,23.5,17.8214285714286,4.12724131583324,1.10305163974186,5.54312923103337,22.0833333333333,14.625,1.34744871851216,8.36637918543014,0,9,3.8,3.68802636399721,0.985666506247657,1,1977,7
"9961_1_1977-07-21_cw",9961,"annabessacook",1,1977-07-21,"cw","dep",14,12.6,29,18.9466666666667,5.88228170825217,1.51879860625075,2.54103143708747,27.8666666666667,16.7166666666667,0,9.24350241367687,0,13.2,3.62666666666667,5.14121534640354,1.32745609439246,0,1977,7
"9961_1_1977-08-09_cw",9961,"annabessacook",1,1977-08-09,"cw","dep",13,13.4,23.4,18.2571428571429,4.01510882805173,1.07308297179864,7.30338498595847,21.3875,14.0833333333333,4.68978926482947,8.26134763969018,0,7.3,2.14285714285714,3.00172111801374,0.802243713875104,0,1977,8
"9961_1_1977-08-16_cw",9961,"annabessacook",1,1977-08-16,"cw","dep",13,14.2,22.3,19.0571428571429,3.36468407151383,0.899249643595739,7.65181947970845,21.7125,15.5166666666667,4.95083616415738,10.2108431679737,0,8.5,3.47142857142857,4.00930237005211,1.07153113062255,1,1977,8
"9961_1_1977-08-24_cw",9961,"annabessacook",1,1977-08-24,"cw","dep",13,13.9,21,18.3214285714286,2.9480576581953,0.787901550958709,7.96768110204452,20.625,15.25,6.66597102293352,10.5341658300979,0,9.7,4.46428571428571,4.09945721413817,1.09562602621741,0,1977,8
"9961_1_1977-08-31_cw",9961,"annabessacook",1,1977-08-31,"cw","dep",13,13.9,25,19,3.72558720203943,0.995705062470093,2.44678133318036,24.0333333333333,17.6272727272727,0,3.46336367116515,0,9.3,3.5,3.45075242631115,0.92225237898823,1,1977,8
"9961_1_1977-09-12_cw",9961,"annabessacook",1,1977-09-12,"cw","dep",13,14.3,19.2,17.8142857142857,1.92587927685278,0.514712887305076,8.80647884709343,19.1111111111111,15.48,7.86038007254077,10.9461613316085,0,8.2,4.68571428571429,3.64920584466036,0.975291286038004,0,1977,9
"9961_1_1977-09-20_cw",9961,"annabessacook",1,1977-09-20,"cw","dep",12,15.8,17,16.6,0.69282032302755,0.4,11.5,17,15.8,10.7491985984911,12,2.9,7.1,5.63333333333333,2.36924741918891,1.36788563524555,9,1977,9
"9961_1_1977-09-23_cw",9961,"annabessacook",1,1977-09-23,"cw","dep",13,15,15.4,15.1571428571429,0.115786844704368,0.0309453359128103,NA,NA,NA,NA,NA,5.5,10.1,8.30714285714286,1.33212628513983,0.356025725350655,0,1977,9
"9961_1_1977-09-26_cw",9961,"annabessacook",1,1977-09-26,"cw","dep",12,14.5,15,14.8846153846154,0.167561699313784,0.0464732537445945,NA,NA,NA,NA,NA,7.6,10.7,9.46153846153846,1.19689769928933,0.33195969432866,1,1977,9
"9961_1_1977-09-30_cw",9961,"annabessacook",1,1977-09-30,"cw","dep",12,15,15.9,15.3846153846154,0.257701875061584,0.0714736403321352,NA,NA,NA,NA,NA,6.3,10.2,9.06153846153846,1.12660142429822,0.312463015562922,0,1977,9
"9961_1_1977-10-05_cw",9961,"annabessacook",1,1977-10-05,"cw","dep",12,14,15.2,14.7,0.414326763155202,0.114913568411777,8.6558006397359,14.9444444444444,14.15,8.6558006397359,8.6558006397359,6.8,10.2,8.79230769230769,1.06806798976902,0.29622876175338,2,1977,10
"9961_1_1977-10-11_cw",9961,"annabessacook",1,1977-10-11,"cw","dep",12,12.8,13.8,13.0461538461538,0.25038431998092,0.0694441157125684,0.5,13.8,12.9833333333333,0.5,0.5,8.1,10.6,9.78461538461539,0.695037353727786,0.192768678248333,1,1977,10
"9961_1_1977-11-03_cw",9961,"annabessacook",1,1977-11-03,"cw","dep",13,8.8,9.9,9.2,0.370328039909021,0.130930734141595,1,9.9,9.1,1,1,7.6,9.9,9.225,0.951314879522023,0.336340601176843,0,1977,11
"9961_1_1977-12-02_cw",9961,"annabessacook",1,1977-12-02,"cw","dep",12,2.6,3.8,2.88571428571429,0.412976331706129,0.110372567292217,4.91411135625518,3.2,2.65,4.91411135625518,4.91411135625518,11.1,11.5,11.2857142857143,0.151185789203691,0.0404061017820885,6,1977,12
"9961_1_1978-01-03_ei",9961,"annabessacook",1,1978-01-03,"ei","dep",13,0,2.3,1.10714285714286,0.773070089084659,0.206611672094115,1.7249359984693,0,1.29166666666667,1.7249359984693,1.7249359984693,1.8,13.4,9.61428571428571,3.6779712515832,0.982979164416321,0,1978,1
"9961_1_1978-05-08_cw",9961,"annabessacook",1,1978-05-08,"cw","dep",13,6.9,12.8,8.41428571428571,1.93066634286521,0.515992284512675,1.36869713185415,12.3,7.76666666666667,0,2.35453144340787,7,11.8,10.2714285714286,1.40462344881717,0.375401407350189,2,1978,5
"9961_1_1978-06-06_cw",9961,"annabessacook",1,1978-06-06,"cw","dep",13,9.7,18,13.5066666666667,3.53401161504007,0.912477875356917,3.99737731209523,18,11.8727272727273,3.2014768870833,8.19533154614078,0.7,9.3,4.94666666666667,3.53611301263057,0.913020453881702,0,1978,6
"9961_1_1978-06-12_cw",9961,"annabessacook",1,1978-06-12,"cw","dep",13,10.1,20.8,15.4785714285714,4.17062595770957,1.11464667300965,6.56032913977017,19.2857142857143,11.6714285714286,5.27704106972169,9.21790835181591,2.4,10.5,6.90714285714286,3.41973104783994,0.913961566852178,3,1978,6
"9961_1_1978-06-23_cw",9961,"annabessacook",1,1978-06-23,"cw","dep",12,10.9,21.5,16.7692307692308,3.74597219588022,1.03894575605451,8.30927508340504,18.9333333333333,11.9,4.53589196722025,10.2351665818042,0.4,9.4,5.27692307692308,3.66564088215459,1.01666585831119,1,1978,6
"9961_1_1978-07-14_cw",9961,"annabessacook",1,1978-07-14,"cw","dep",13,11.8,26,18.3,5.35192273141877,1.43036151581831,4.65708118287051,24.3,14.9666666666667,3.57339574824399,10.5793930898645,0,10.9,4.5,4.7557252945185,1.27102104840734,1,1978,7
"9961_1_1978-07-21_cw",9961,"annabessacook",1,1978-07-21,"cw","dep",13,11.8,28.7,18.5142857142857,5.67150192329458,1.51577264752841,0.5,28.7,17.7307692307692,0,10.5793930898645,0,14.1,4.50714285714286,5.4398054667868,1.45384916481543,1,1978,7
"9961_1_1978-07-31_cw",9961,"annabessacook",1,1978-07-31,"cw","dep",11,12.5,23.3,19.45,4.44900397433362,1.28431682110362,6.92484718456782,22.7857142857143,14.78,4.83802791213684,9.3842282847722,0,9.8,4.58333333333333,4.4798200721444,1.29321266228683,0,1978,7
"9961_1_1978-08-07_cw",9961,"annabessacook",1,1978-08-07,"cw","dep",12,12.5,24.2,19.2692307692308,4.61435886037353,1.27979288265141,7.45325214793878,22.6125,13.92,4.58098171074873,9.71175071242775,0.1,8.8,3.92307692307692,4.17056228146634,1.15670585794946,0,1978,8
"9961_1_1978-08-30_cw",9961,"annabessacook",1,1978-08-30,"cw","dep",12,13,21.5,18.5230769230769,3.46052834264602,0.959777875354357,7.61081513686678,21.025,14.52,5.9728003733451,10.5867466893114,0,8.1,3.96923076923077,3.70323836107998,1.02709352277993,0,1978,8
"9961_1_1978-09-08_cw",9961,"annabessacook",1,1978-09-08,"cw","dep",12,13.2,20.5,17.9615384615385,2.67505092211297,0.741925635704272,8.70060634293622,19.6,14.275,7.67114074787522,10.4800888785336,0.2,9.4,5.73846153846154,3.86685454892786,1.07247248853235,0,1978,9
"9961_1_1978-09-13_cw",9961,"annabessacook",1,1978-09-13,"cw","dep",13,12.5,17.5,15.9857142857143,1.66957255831321,0.446212035397693,10.5852494312107,16.7545454545455,13.1666666666667,9.70383224039503,11.9598097811903,0.2,8.8,6.27857142857143,3.35861202363041,0.897626820537463,0,1978,9
"9961_1_1978-09-19_cw",9961,"annabessacook",1,1978-09-19,"cw","dep",13,13,18,15.9357142857143,1.37818562044291,0.368335600505417,11.4507296770758,16.425,13,10.6255314574518,12.1911861293346,0.2,9.7,6.82142857142857,3.54231097349838,0.946722430017186,1,1978,9
"9961_1_1978-09-25_cw",9961,"annabessacook",1,1978-09-25,"cw","dep",12,14,17,16.1,0.847456086285194,0.244639499771572,11.5,16.2909090909091,14,10.3812649892444,12,0.2,9.5,6.525,3.51622860979824,1.01504776719964,1,1978,9
"9961_1_1978-10-03_cw",9961,"annabessacook",1,1978-10-03,"cw","dep",12,14,14.9,14.7076923076923,0.368468764984538,0.102194848119896,NA,NA,NA,NA,NA,9.8,10.3,9.98461538461538,0.167561699313784,0.0464732537445944,1,1978,10
"9961_1_1978-10-24_cw",9961,"annabessacook",1,1978-10-24,"cw","dep",12,10,10.5,10.2333333333333,0.155699788832305,0.0449466574975495,NA,NA,NA,NA,NA,10,10.6,10.2333333333333,0.16143297699233,0.0466016863613022,0,1978,10
"9961_1_1978-11-07_cw",9961,"annabessacook",1,1978-11-07,"cw","dep",12,9,9,9,0,0,NA,NA,NA,NA,NA,10.4,10.8,10.6230769230769,0.130088727117598,0.036080121229411,0,1978,11
"9961_1_1978-11-27_cw",9961,"annabessacook",1,1978-11-27,"cw","dep",12,2,2.4,2.24615384615385,0.119828937903056,0.0332345676841429,NA,NA,NA,NA,NA,12.2,12.5,12.3692307692308,0.125064086135971,0.0346865365601762,0,1978,11
"9961_1_1978-12-22_cw",9961,"annabessacook",1,1978-12-22,"cw","dep",12,0.3,3,2.06923076923077,0.813822887554591,0.225713857709557,0.5,0.3,2.21666666666667,0.5,0.5,6.7,14.6,10.6692307692308,2.7542042454475,0.763878817697043,0,1978,12
"9961_1_1979-02-28_cw",9961,"annabessacook",1,1979-02-28,"cw","dep",13,1,4,3.05714285714286,1.01505156042916,0.271283940645441,1.59056708565643,1,3.4,1.59056708565643,1.59056708565643,4.2,13.5,8.17142857142857,3.34259884415809,0.893347118304727,1,1979,2
"9961_1_1979-03-16_cw",9961,"annabessacook",1,1979-03-16,"cw","dep",14,0,4,2.88666666666667,1.24089061718168,0.320396579653979,0.5,0,3.09285714285714,0.5,0.5,3.4,13.4,7.88,4.36368127682514,1.12669766088673,0,1979,3
"9961_1_1979-04-18_cw",9961,"annabessacook",1,1979-04-18,"cw","dep",13,4,5.8,4.62142857142857,0.553559907714216,0.147945108408628,1.20229386055627,5.65,4.45,1.20229386055627,1.20229386055627,10.6,10.8,10.6928571428571,0.0828741930164749,0.0221490597480731,9,1979,4
"9961_1_1979-04-20_cw",9961,"annabessacook",1,1979-04-20,"cw","dep",13,5,5.8,5.13571428571429,0.240535117721182,0.0642857142857143,NA,NA,NA,NA,NA,11.3,11.6,11.5357142857143,0.108181776206978,0.0289127958613688,4,1979,4
"9961_1_1979-05-02_cw",9961,"annabessacook",1,1979-05-02,"cw","dep",13,7.9,10.3,9.10714285714286,0.996504881082866,0.26632713209,5.52127632441395,10.1666666666667,8.3125,5.52127632441395,5.52127632441395,9.2,11.1,10.4571428571429,0.650105654980298,0.173748044724325,1,1979,5
"9961_1_1979-05-15_ei",9961,"annabessacook",1,1979-05-15,"ei","dep",14,9.8,15.2,12.3533333333333,2.00530249469702,0.517766877737983,2.60760972622879,15.0666666666667,11.675,2.60760972622879,2.60760972622879,2.6,10.4,8.31333333333333,2.22128234092275,0.573532634241228,0,1979,5
"9961_1_1979-05-31_cw",9961,"annabessacook",1,1979-05-31,"cw","dep",13.9,10.7,14.9,13,1.53715878908366,0.396892692706492,9.68414449578338,13.96,11.08,9.53201239479089,9.93876253655344,1.6,9.2,6.5,2.54782820681234,0.657846414265446,0,1979,5
"9961_1_1979-06-12_cw",9961,"annabessacook",1,1979-06-12,"cw","dep",13,11.5,19.5,15.7230769230769,3.30332000825277,0.916176128386268,4.61076801592049,19.44,13.4,3.69789345785478,6.40032823899968,1.1,9.3,5.86923076923077,3.19645236040015,0.88653637576928,0,1979,6
"9961_1_1979-06-20_cw",9961,"annabessacook",1,1979-06-20,"cw","dep",13,12.1,21.8,17.1428571428571,3.99282323207995,1.06712689574247,6.28870420454814,20.8,13.4857142857143,3.13414535158918,8.18614981912635,0.2,9,4.77142857142857,3.4845656547406,0.931289344411354,0,1979,6
"9961_1_1979-06-27_cw",9961,"annabessacook",1,1979-06-27,"cw","dep",13,12.2,20,16.5857142857143,3.4881904373862,0.932258108322878,6.55762761276898,19.8142857142857,13.3571428571429,5.05137795533942,8.99541097111009,0,9.1,4.59285714285714,4.22746774280816,1.12983827908762,0,1979,6
"9961_1_1979-07-03_cw",9961,"annabessacook",1,1979-07-03,"cw","dep",13,12.4,21.2,17.3714285714286,3.57565025209048,0.955632727018175,7.03111054085472,20.2,13.6,5.5667026916537,9.83623912969701,0,8.5,4.25,3.78981428406358,1.01287047217628,1,1979,7
"9961_1_1979-07-12_cw",9961,"annabessacook",1,1979-07-12,"cw","dep",13,12.2,23.4,18.0857142857143,4.30953453543279,1.15177155200425,7.56217068677703,21.4125,13.65,6.5038051072255,9.67305803752126,0,9.1,4.47142857142857,4.06058513620287,1.08523702639271,0,1979,7
"9961_1_1979-07-17_cw",9961,"annabessacook",1,1979-07-17,"cw","dep",13,12.2,23.1,18.2642857142857,4.4553523805828,1.19074301039204,4.58500242953573,22.96,15.6555555555556,3.67909965732906,9.77841424715582,0.2,8.9,4.12142857142857,3.94426137599904,1.05414819377671,0,1979,7
"9961_1_1979-07-20_cw",9961,"annabessacook",1,1979-07-20,"cw","dep",13,12.5,26,19.0071428571429,4.96363146926092,1.32658631087027,1.39548179815625,25.75,17.8833333333333,0,2.18868408256356,0,9.5,3.87857142857143,4.18461992970018,1.11838671934315,2,1979,7
"9961_1_1979-07-25_cw",9961,"annabessacook",1,1979-07-25,"cw","dep",13,12.8,29,19.8428571428571,5.62504212438439,1.50335574397268,0.5,29,19.1384615384615,0,1.38072983000368,0.1,10.1,4.02142857142857,4.46924164474476,1.19445507238121,1,1979,7
"9961_1_1979-08-02_cw",9961,"annabessacook",1,1979-08-02,"cw","dep",13,12.8,26,19.7142857142857,5.43788097061249,1.45333482157783,4.69259937784797,25.76,16.3555555555556,2.82042585495611,10.3649753925336,0,8.8,3.4,3.93856670532666,1.05262622902053,2,1979,8
"9961_1_1979-08-09_cw",9961,"annabessacook",1,1979-08-09,"cw","dep",13,13,24.8,19.5285714285714,4.98650927255477,1.33270066099081,5.45998355019084,24.4666666666667,15.825,3.49023161855102,10.7294497792258,0,9.4,3.64285714285714,4.43529797554439,1.18538324519565,1,1979,8
"9961_1_1979-08-13_cw",9961,"annabessacook",1,1979-08-13,"cw","dep",13,12.9,20.2,17.5071428571429,3.25941577722008,0.87111550852879,7.58700176407589,20.1375,14,6.57556569715463,10.1743608348693,0.3,8.5,4.79285714285714,4.02577546962919,1.07593375167367,0,1979,8
"9961_1_1979-08-14_cw",9961,"annabessacook",1,1979-08-14,"cw","dep",13,12.5,20.2,17.3142857142857,3.15054504267659,0.842018580806779,7.71263493128276,19.8,14,6.49772011013963,10.2368185818829,0.3,8.2,4.57857142857143,3.79375571400985,1.01392386363863,0,1979,8
"9961_1_1979-08-16_cw",9961,"annabessacook",1,1979-08-16,"cw","dep",13,12.7,20.2,17.5071428571429,3.12224383951776,0.834454766102932,8.48770939140916,19.6777777777778,13.6,6.81151349717459,10.4467113361787,0,8.8,5.05,4.21348567559705,1.12610141444028,0,1979,8
"9961_1_1979-08-20_cw",9961,"annabessacook",1,1979-08-20,"cw","dep",13,12.8,18.8,16.9714285714286,2.59301682673604,0.693012897413289,8.6004670511639,18.7777777777778,13.72,7.70394891321749,10.8542531929453,0.2,8.6,5.50714285714286,4.07609622550308,1.0893825393825,0,1979,8
"9961_1_1979-08-21_cw",9961,"annabessacook",1,1979-08-21,"cw","dep",13,12.6,20.8,17.3642857142857,2.83158209184497,0.756772146443468,8.65118183889676,19.2666666666667,13.94,7.6981526441457,11.2492343086282,0.3,9.8,5.39285714285714,4.0250110913778,1.07572946299291,0,1979,8
"9961_1_1979-08-22_cw",9961,"annabessacook",1,1979-08-22,"cw","dep",13,13.2,22.5,18.325,3.23540679712106,1.14388904307067,8.37305699979454,20.42,14.8333333333333,7.06079637075142,13,0.1,10.2,5.275,4.60395792459364,1.62774493438885,2,1979,8
"9961_1_1979-08-24_cw",9961,"annabessacook",1,1979-08-24,"cw","dep",13,13,20,17.5222222222222,2.60133512728453,0.867111709094845,8.63310359373037,19.1166666666667,14.3333333333333,7.67573602875659,11.2594114379391,0.2,9.6,4.6,3.76497011940334,1.25499003980111,0,1979,8
"9961_1_1979-08-28_cw",9961,"annabessacook",1,1979-08-28,"cw","dep",13,13,23.5,18.6142857142857,3.53485004422604,0.94472841279404,0.5,23.5,18.2384615384615,0,2.03922240024143,0.4,10,4.95,4.25960453202299,1.13842719728425,1,1979,8
"9961_1_1979-08-30_cw",9961,"annabessacook",1,1979-08-30,"cw","dep",12,13.2,21.2,18.4538461538462,2.85995786233975,0.793209593717874,9.48816214574693,19.79,14,6.73158736061104,11.2794549385542,0.2,10,4.82307692307692,4.17974358187873,1.15925229251964,0,1979,8
"9961_1_1979-09-05_cw",9961,"annabessacook",1,1979-09-05,"cw","dep",13,13.2,23.4,19.0357142857143,3.64282374472947,0.973585598084466,8.61343765522936,21.4222222222222,14.74,4.59872471842057,11.7855010389614,0.8,8.8,4.53571428571429,3.62504262953335,0.968833395154564,1,1979,9
"9961_1_1979-09-10_cw",9961,"annabessacook",1,1979-09-10,"cw","dep",13,13.8,20.8,18.6285714285714,2.67823953987821,0.71578962556681,9.47417358311841,20.18,14.75,7.2688068543813,11.3515133943926,0.1,8.2,4.47857142857143,3.87798095195635,1.03643400533258,0,1979,9
"9961_1_1979-09-12_cw",9961,"annabessacook",1,1979-09-12,"cw","dep",13,13.7,19.4,17.7642857142857,2.29903228566922,0.614442223864716,8.81415122152535,19.3333333333333,14.94,7.76011666222125,10.4494664107876,0,8.5,4.98571428571429,4.02355700705371,1.07534084261061,0,1979,9
"9961_1_1979-09-14_cw",9961,"annabessacook",1,1979-09-14,"cw","dep",11,15,19.5,18.4666666666667,1.59373774505092,0.531245915016974,9.4962863097999,19.2428571428571,15.75,8.24834252028595,11,0.3,9.1,6.88888888888889,3.74180586229579,1.24726862076526,0,1979,9
"9961_1_1979-09-17_cw",9961,"annabessacook",1,1979-09-17,"cw","dep",12,14.5,19.8,18.125,2.06172604526263,0.728930233777064,10.3663151302791,19.2166666666667,14.85,9.19127904372485,12,0.2,9.2,6.625,3.88099766260466,1.37213988249845,2,1979,9
"9961_1_1979-09-20_cw",9961,"annabessacook",1,1979-09-20,"cw","dep",12,14.3,18.2,17.4307692307692,1.06878795479164,0.296428444123041,11.5,17.6916666666667,14.3,9.93734937589578,12,0.4,8.6,7.05384615384615,2.53988693469328,0.70443789053213,0,1979,9
"9961_1_1979-09-26_cw",9961,"annabessacook",1,1979-09-26,"cw","dep",12,15.8,16.8,16.5846153846154,0.33378174966624,0.0925744010181318,11.5,16.65,15.8,11.5,11.5,0.5,9.1,7.56153846153846,2.46290426852069,0.683086740516191,0,1979,9
"9961_1_1979-10-03_cw",9961,"annabessacook",1,1979-10-03,"cw","dep",12,16,17,16.6384615384615,0.287339698900278,0.0796936936816412,10.6575589752622,16.7363636363636,16.1,10.6575589752622,10.6575589752622,4.2,9.7,8.17692307692308,1.6654097824829,0.461901566569341,0,1979,10
"9961_1_1979-10-16_cw",9961,"annabessacook",1,1979-10-16,"cw","dep",12,10.6,11.3,11.0692307692308,0.209700641330347,0.0581604934472501,NA,NA,NA,NA,NA,9.4,9.9,9.73846153846154,0.138675049056308,0.0384615384615385,0,1979,10
"9961_1_1979-10-30_cw",9961,"annabessacook",1,1979-10-30,"cw","dep",11,12.4,12.4,12.4,0,0,NA,NA,NA,NA,NA,10.1,10.5,10.275,0.1138180365959,0.0328564370336387,0,1979,10
"9961_1_1979-11-15_cw",9961,"annabessacook",1,1979-11-15,"cw","dep",12,7.8,7.8,7.8,0,0,NA,NA,NA,NA,NA,11.6,11.9,11.7538461538462,0.0877058019307034,0.0243252127705261,2,1979,11
"9961_1_1980-01-21_cw",9961,"annabessacook",1,1980-01-21,"cw","dep",12,3,5,4.2125,0.633442972965996,0.223955910839611,0.5,3,4.38571428571429,0.5,0.5,5.7,15,12.4375,3.15818098639979,1.11658559584886,0,1980,1
"9961_1_1980-02-20_cw",9961,"annabessacook",1,1980-02-20,"cw","dep",12,3,3.4,3.18333333333333,0.199240983979124,0.0575159178669767,NA,NA,NA,NA,NA,9.1,15,12.975,1.95081568021733,0.56315197905641,1,1980,2
"9961_1_1980-03-26_cw",9961,"annabessacook",1,1980-03-26,"cw","dep",12,3,4.2,3.91538461538462,0.296777564982468,0.0823112867655104,0.5,3,3.99166666666667,0.5,0.5,6.2,14.8,10.9846153846154,2.50494382965838,0.69474641692234,1,1980,3
"9961_1_1980-04-14_cw",9961,"annabessacook",1,1980-04-14,"cw","dep",12,4.9,6.2,5.4,0.49856938190329,0.176270895417901,0.5,6.2,5.28571428571429,0.5,0.5,12.1,12.4,12.275,0.103509833901354,0.0365962527355701,11,1980,4
"9961_1_1980-04-22_cw",9961,"annabessacook",1,1980-04-22,"cw","dep",13,6.9,8.8,7.6625,0.724938421030169,0.25630443672655,5.65107093374326,8.46666666666667,7.18,5.65107093374326,5.65107093374326,11.7,12.4,12.0875,0.258774584753383,0.091490631838925,8,1980,4
"9961_1_1980-05-05_cw",9961,"annabessacook",1,1980-05-05,"cw","dep",13,9.5,11,10.1142857142857,0.534728029875063,0.142912077349793,2.6533356229915,11,9.87272727272727,2.6533356229915,2.6533356229915,11,11.9,11.5071428571429,0.292112427550884,0.0780703301653023,1,1980,5
"9961_1_1980-06-19_cw",9961,"annabessacook",1,1980-06-19,"cw","dep",12,12.9,20,17.2846153846154,2.59031727588409,0.718424750609254,6.54120020143358,19.4,14.8166666666667,5.74780895822603,7.40865716060929,1.1,9.7,7.03846153846154,3.08181182140703,0.854740811031855,3,1980,6
"9961_1_1980-06-25_cw",9961,"annabessacook",1,1980-06-25,"cw","dep",13,13.2,24.8,18.3142857142857,3.57531217418244,0.955542371896608,2.36445717780756,23.4,16.9272727272727,0,3.4393320008454,0.8,8.3,5.75,2.8546183902312,0.762928856159236,3,1980,6
"9961_1_1980-07-03_cw",9961,"annabessacook",1,1980-07-03,"cw","dep",13,13.5,23,18.55,3.31950160552618,0.958257572762968,2.49713960878661,22.9,17.68,1.66725515817025,3.32226300748084,0.2,9,5.36666666666667,3.49371730482886,1.0085493132077,3,1980,7
"9961_1_1980-07-10_cw",9961,"annabessacook",1,1980-07-10,"cw","dep",13,13.6,22,18.6928571428571,3.16700884983687,0.846418718355041,8.76075373772798,20.8444444444444,14.82,7.62842898984319,10.7862514615328,0,9.1,5.66428571428571,4.01470511281428,1.0729750743629,0,1980,7
"9961_1_1980-07-16_cw",9961,"annabessacook",1,1980-07-16,"cw","dep",13,13.8,23.8,19.3285714285714,3.35179138588688,0.895803928423494,9.42266674730726,21.21,14.625,7.6129578738645,11.2435024136769,0.5,9.1,5.32142857142857,3.64632134358168,0.974520370697421,1,1980,7
"9961_1_1980-07-18_cw",9961,"annabessacook",1,1980-07-18,"cw","dep",12,14.9,26.2,20.8538461538462,3.53426451203438,0.980228609168668,9.73521119073904,22.35,15.8666666666667,7.9592347469587,11.4569717049242,0.5,9.9,5.62307692307692,3.67358903665835,1.01887027974262,2,1980,7
"9961_1_1980-07-23_cw",9961,"annabessacook",1,1980-07-23,"cw","dep",13,14.2,25.7,20.1571428571429,4.06044982080222,1.08520086183068,3.6412497253639,25.025,18.21,1.82255818202146,7.88073404510175,0.5,9.4,4.47142857142857,3.53345082395025,0.944354455445424,0,1980,7
"9961_1_1980-07-25_cw",9961,"annabessacook",1,1980-07-25,"cw","dep",12,14.7,26.2,20.7307692307692,3.94913167995713,1.09529205889574,2.63859547513213,25.7666666666667,19.22,0.756413002231222,5.42981181043866,0.5,10.9,5.55384615384615,4.14680909146125,1.15011790837106,1,1980,7
"9961_1_1980-07-29_cw",9961,"annabessacook",1,1980-07-29,"cw","dep",12,14.6,25,20.8307692307692,3.73505569244168,1.03591806275478,4.38935512498121,24.64,18.45,2.86496426063843,12,0.5,9.4,4.46153846153846,3.75489424208336,1.04142028644431,1,1980,7
"9961_1_1980-07-31_cw",9961,"annabessacook",1,1980-07-31,"cw","dep",12,15,25.5,20.9384615384615,3.6834174488597,1.02159619083095,3.79121620814681,25.15,19.0666666666667,1.94955745956789,8.42408939344504,0.5,9.3,4.40769230769231,3.68475723724588,1.02196778127131,0,1980,7
"9961_1_1980-08-05_cw",9961,"annabessacook",1,1980-08-05,"cw","dep",12,14.9,27.8,21.2384615384615,4.47986950359391,1.24249224635348,3.87457732587415,26.5,18.9,2.57462140025719,11.0183747229183,0.5,9.6,4.43076923076923,3.68293013224177,1.02146103351916,2,1980,8
"9961_1_1980-08-07_cw",9961,"annabessacook",1,1980-08-07,"cw","dep",13,14.3,27.6,21.0214285714286,4.8497705848086,1.29615570948629,3.73959837662591,27.1,18.59,1.15766113718601,10.3878405462433,0.5,10.2,3.95714285714286,3.95527190268581,1.05709088081313,1,1980,8
"9961_1_1980-08-18_cw",9961,"annabessacook",1,1980-08-18,"cw","dep",13,14.9,23.6,20.0142857142857,2.89319018568594,0.773237602115262,0.5,23.6,19.7384615384615,0,1.308816771427,0.5,8.4,5.05714285714286,3.61869383271714,0.967136607832813,1,1980,8
