"sampleid","midas","lake","station","date","agency","db","profile.max.depth","temp.min","temp.max","temp.mean","temp.sd","temp.se","thermo.depth","temp.epi","temp.hypo","meta.top","meta.bottom","do.min","do.max","do.mean","do.sd","do.se","do.max.depth","year","month"
"9961_2_1984-07-20_cw",9961,"annabessacook",2,1984-07-20,"cw","dep",6,19.8,26,24.0285714285714,2.17770084088264,0.823093550695958,5.5,24.7333333333333,19.8,2.91807297482377,6,2.7,8.9,7.48571428571429,2.25050258937018,0.850610025197203,2,1984,7
"9961_2_1984-07-25_cw",9961,"annabessacook",2,1984-07-25,"cw","dep",6.5,18,24.2,22.1125,2.68830137553703,0.950458066257679,4.65494849499139,23.98,19,2.94177583552611,6.5,0,8.1,5,3.54037931785363,1.25171311181345,0,1984,7
"9961_2_1984-08-01_cw",9961,"annabessacook",2,1984-08-01,"cw","dep",6.5,18.6,25.5,22.825,2.80191261207667,0.990625704145761,4.78275860149721,24.72,19.6666666666667,1.46474978864169,6.5,0.4,8.4,5.7625,3.52741811689918,1.24713063526985,2,1984,8
"9961_2_1984-08-07_cw",9961,"annabessacook",2,1984-08-07,"cw","dep",6.5,18.8,27,23.775,3.33413085697436,1.17879326916494,5.50959791516649,25.2833333333333,19.25,2.35329292939218,6.5,0.1,9.2,6.125,3.85329172823148,1.36234435546126,3,1984,8
"9961_2_1984-08-15_cw",9961,"annabessacook",2,1984-08-15,"cw","dep",6,19.8,26.1,24,2.28400233508345,0.863271738931662,4.85812091775723,25.24,20.9,2.86769572537007,6,0.2,9.8,6.85714285714286,3.86085359424447,1.45926549411439,1,1984,8
"9961_2_1984-08-22_cw",9961,"annabessacook",2,1984-08-22,"cw","dep",6.5,19.1,23.8,22.125,1.56821099163528,0.554446313258294,6.25,22.5571428571429,19.1,4.08377392962713,6.5,0.1,9.2,6.3375,3.97992731448345,1.40711679635041,0,1984,8
"9961_2_1984-08-29_cw",9961,"annabessacook",2,1984-08-29,"cw","dep",6.5,20,25.1,22.475,2.04502881572433,0.723026871660284,1.73088777337988,25,21.6333333333333,0.792984193354535,5.90600016736231,0.5,11.6,6.7,4.57102676805613,1.61610201233886,1,1984,8
"9961_2_1984-09-05_cw",9961,"annabessacook",2,1984-09-05,"cw","dep",6,20,20.8,20.6,0.3,0.113389341902768,NA,NA,NA,NA,NA,6,8.9,8.24285714285714,1.01465452717849,0.383503363651445,0,1984,9
"9961_2_1984-09-13_cw",9961,"annabessacook",2,1984-09-13,"cw","dep",6,18.8,19.5,19.2714285714286,0.262769136406121,0.0993173981648293,NA,NA,NA,NA,NA,4.5,9,7.97142857142857,1.83186088055679,0.692378332345865,0,1984,9
"9961_2_1984-09-21_cw",9961,"annabessacook",2,1984-09-21,"cw","dep",5.5,17.4,18,17.7714285714286,0.179947082168488,0.0680136040813607,NA,NA,NA,NA,NA,9,9.2,9.11428571428571,0.0899735410842434,0.0340068020406801,0,1984,9
"9961_2_1984-09-27_cw",9961,"annabessacook",2,1984-09-27,"cw","dep",5.5,19.5,19.7,19.6142857142857,0.0690065559342349,0.0260820265478649,NA,NA,NA,NA,NA,7.1,7.2,7.15714285714286,0.0534522483824852,0.0202030508910443,0,1984,9
"9961_2_1984-10-03_cw",9961,"annabessacook",2,1984-10-03,"cw","dep",5.5,13.8,14,13.9571428571429,0.078679579246944,0.0297380857066589,NA,NA,NA,NA,NA,8.6,8.9,8.8,0.115470053837926,0.0436435780471986,2,1984,10
"9961_2_1984-11-15_cw",9961,"annabessacook",2,1984-11-15,"cw","dep",5,7.2,7.9,7.55,0.273861278752583,0.11180339887499,NA,NA,NA,NA,NA,10,10.5,10.1666666666667,0.175119007154183,0.0714920352984241,0,1984,11
"9961_2_1985-04-23_cw",9961,"annabessacook",2,1985-04-23,"cw","dep",6,7,8.2,7.67142857142857,0.505682000583653,0.191129830860852,3.88768947295493,8.05,7.16666666666667,3.88768947295493,3.88768947295493,10.2,11.3,10.9571428571429,0.373528860362636,0.141180638860701,2,1985,4
"9961_2_1985-05-23_cw",9961,"annabessacook",2,1985-05-23,"cw","dep",6,13.5,17.2,15.3428571428571,1.26735570231505,0.479015430140747,0.5,17.2,15.0333333333333,0,1.0107004298625,6.5,9.6,8.81428571428571,1.11568898209219,0.421690798158675,1,1985,5
"9961_2_1985-06-07_cw",9961,"annabessacook",2,1985-06-07,"cw","dep",6,16.5,17.9,17.4857142857143,0.49473417585801,0.186991942057827,5.5,17.65,16.5,5.08526219257884,6,6.5,9.2,8.67142857142857,0.965598753303334,0.364962023930661,2,1985,6
"9961_2_1985-07-02_cw",9961,"annabessacook",2,1985-07-02,"cw","dep",6,17,21.5,19.9142857142857,1.64967529272538,0.623518652651291,4.92400198436411,20.78,17.75,3.99602653885317,6,7.9,10.6,10.0714285714286,0.972478424292429,0.367562295150532,1,1985,7
"9961_2_1985-07-18_cw",9961,"annabessacook",2,1985-07-18,"cw","dep",6,18.7,25.9,23.2428571428571,2.86638979836841,1.08339350957934,4.55586331256779,24.8,19.35,1.2052495583175,6,2.2,9.1,7.37142857142857,2.75179595035332,1.04008110620422,3,1985,7
"9961_2_1985-07-30_cw",9961,"annabessacook",2,1985-07-30,"cw","dep",6,21.2,25.5,24.2714285714286,1.50079344094414,0.567246602002157,5.5,24.7833333333333,21.2,4.59185406592398,6,2.9,10.2,8.48571428571429,2.61306242521973,0.98764476248839,0,1985,7
"9961_2_1985-08-13_cw",9961,"annabessacook",2,1985-08-13,"cw","dep",6.5,21,24,22.3375,1.0541584321154,0.372701287896889,5.5,22.7833333333333,21,4.95083616415738,5.91187287688196,2,9.8,6.5375,3.09605163301353,1.09461955230377,1,1985,8
"9961_2_1985-08-27_cw",9961,"annabessacook",2,1985-08-27,"cw","dep",6.5,20.5,22.2,21.625,0.552268050859363,0.195256241897666,6.25,21.7857142857143,20.5,5.60818519900456,6.5,4.2,8.8,7.15,1.77844233610684,0.628774317905195,1,1985,8
"9961_2_1985-09-12_cw",9961,"annabessacook",2,1985-09-12,"cw","dep",6,18.6,19.1,18.8285714285714,0.236038737740833,0.089214257119977,NA,NA,NA,NA,NA,5.4,8.2,7.18571428571429,1.17958830590531,0.445842472409349,0,1985,9
"9961_2_1985-11-21_cw",9961,"annabessacook",2,1985-11-21,"cw","dep",6,5.2,5.2,5.2,0,0,NA,NA,NA,NA,NA,11.2,11.3,11.2714285714286,0.0487950036474274,0.0184427778390832,0,1985,11
"9961_2_1986-04-28_cw",9961,"annabessacook",2,1986-04-28,"cw","dep",6,10,14,11.3428571428571,1.2843378875996,0.485434092852368,0.5,14,10.9,0,1.42119590084839,11.9,12.8,12.5142857142857,0.40178174601215,0.151859225896209,2,1986,4
"9961_2_1986-05-27_cw",9961,"annabessacook",2,1986-05-27,"cw","dep",6,15.7,17.8,16.8142857142857,0.839500985563391,0.317301547599194,3.31448049478189,17.45,15.9666666666667,2.75007531898749,3.64998867730939,10.5,11.1,10.8428571428571,0.243975018237133,0.0922138891954147,5,1986,5
"9961_2_1986-06-18_cw",9961,"annabessacook",2,1986-06-18,"cw","dep",6,16.2,19,18.2285714285714,1.168637790641,0.441703566678294,4.57922709596248,18.9,16.55,3.74217827380292,6,6.1,8.9,8.14285714285714,1.17594946441467,0.444467119602973,2,1986,6
"9961_2_1986-08-05_cw",9961,"annabessacook",2,1986-08-05,"cw","dep",6,20,23.2,21.0285714285714,1.3437686875777,0.507896823846605,2.5,22.4,20,1.73077855636532,3.26922144363468,7.4,11.4,9.72857142857143,1.4395766573479,0.544108832650884,2,1986,8
"9961_2_1986-08-28_cw",9961,"annabessacook",2,1986-08-28,"cw","dep",6,20.4,20.4,20.4,0,0,NA,NA,NA,NA,NA,8.3,9.6,8.77142857142857,0.531395288256259,0.200848540085363,0,1986,8
"9961_2_1986-10-03_cw",9961,"annabessacook",2,1986-10-03,"cw","dep",5,16,16.5,16.25,0.207364413533277,0.0846561673280019,NA,NA,NA,NA,NA,6.4,8.4,7.95,0.773950902835574,0.315964132985586,0,1986,10
"9961_2_1987-04-27_cw",9961,"annabessacook",2,1987-04-27,"cw","dep",6,9.3,11,10.5142857142857,0.649175301000101,0.245365200533109,5.5,10.7166666666667,9.3,5.5,5.5,11.5,11.8,11.6428571428571,0.139727626201155,0.0528120786019497,5,1987,4
"9961_2_1987-05-13_cw",9961,"annabessacook",2,1987-05-13,"cw","dep",6,10.5,13,12.0285714285714,0.776132045711909,0.293350339643075,5.5,12.2833333333333,10.5,5.1956407164249,6,11.9,12.3,12.1428571428571,0.151185789203691,0.0571428571428572,2,1987,5
"9961_2_1987-06-05_cw",9961,"annabessacook",2,1987-06-05,"cw","dep",6,14.8,20,18.0428571428571,2.32941848455585,0.880437429933105,3.70032913199139,19.825,15.6666666666667,2.6262652757004,5.33003165575473,6.5,8.6,7.91428571428571,0.821438923330216,0.310474729765772,0,1987,6
"9961_2_1987-06-26_cw",9961,"annabessacook",2,1987-06-26,"cw","dep",6,20.5,22,21.7571428571429,0.559336341441483,0.211409265527839,5.5,21.9666666666667,20.5,4.72985766039304,6,6.4,8.3,8,0.709459888459759,0.268150632862878,0,1987,6
"9961_2_1987-07-17_cw",9961,"annabessacook",2,1987-07-17,"cw","dep",6,20,23.8,22.5125,1.41969564142661,0.501938207636871,5.75,22.8714285714286,20,3.72842766027813,6,1.2,9,6.8,2.92623600259055,1.034580660392,0,1987,7
"9961_2_1987-08-05_cw",9961,"annabessacook",2,1987-08-05,"cw","dep",6,21,24.3,22.5714285714286,1.27110750360238,0.48043347773715,2.23374596899404,23.8333333333333,21.625,0.713385607891333,3.00687093067671,3.9,9.6,7.85714285714286,2.02966100852428,0.767139753474257,0,1987,8
"9961_2_1987-08-25_cw",9961,"annabessacook",2,1987-08-25,"cw","dep",6,20.8,21.8,21.5142857142857,0.429839394148448,0.162464020087924,4.49534084240093,21.76,20.9,4.13414535158918,4.85315513713785,7.5,8,7.8,0.182574185835056,0.0690065559342355,0,1987,8
"9961_2_1987-09-08_cw",9961,"annabessacook",2,1987-09-08,"cw","dep",6,19.2,21.2,20.4857142857143,0.731274165249877,0.276395654493932,4.8052700444556,20.88,19.5,4.28670612213246,6,2.8,10.5,7.74285714285714,2.57284352604736,0.972443447457692,0,1987,9
"9961_2_1987-10-02_cw",9961,"annabessacook",2,1987-10-02,"cw","dep",5,15.9,16,15.9333333333333,0.051639777949432,0.0210818510677891,NA,NA,NA,NA,NA,8,9.2,8.86666666666667,0.441210456207314,0.180123414481417,0,1987,10
"9961_2_1988-04-29_cw",9961,"annabessacook",2,1988-04-29,"cw","dep",6,7.5,8.5,8.07142857142857,0.349829890633937,0.132223270256332,1.56701164520245,8.5,7.9,1.56701164520245,1.56701164520245,12.1,13.1,12.6,0.458257569495584,0.173205080756888,3,1988,4
"9961_2_1988-05-17_cw",9961,"annabessacook",2,1988-05-17,"cw","dep",5,13.6,15.5,14.4333333333333,0.720185161376341,0.294014360949333,1.38504023527161,15.3,14,1.18461894293277,1.53580665464572,10.8,11.1,10.9333333333333,0.103279555898864,0.0421637021355782,1,1988,5
"9961_2_1988-06-15_cw",9961,"annabessacook",2,1988-06-15,"cw","dep",6,16,25.2,20.2285714285714,4.00113079254448,1.51228529144507,1.82941904171227,25.2,18.24,0.695060752675966,4.46194311741199,6.2,10.8,9.17142857142857,1.50633582545448,0.56934142644282,3,1988,6
"9961_2_1988-07-06_cw",9961,"annabessacook",2,1988-07-06,"cw","dep",6,18.5,25,21.5,2.69258240356725,1.01770048919821,1.78527777237736,25,20.1,0.728340576463498,4.0152030302054,2,9.5,7.61428571428571,2.68044061765261,1.0131113254836,3,1988,7
"9961_2_1988-07-26_cw",9961,"annabessacook",2,1988-07-26,"cw","dep",6,20,25,23.1,1.6391054470859,0.619523626514376,5.5,23.6166666666667,20,3.70307591682879,6,0.9,11.2,8.04285714285714,3.60317320467073,1.36187146146434,1,1988,7
"9961_2_1988-08-10_cw",9961,"annabessacook",2,1988-08-10,"cw","dep",6,21.2,28.3,25.6428571428571,3.0555180372877,1.15487726473363,3.62611734583702,28,22.5,2.62108393474342,6,0.2,9.5,6.15714285714286,4.10116127572713,1.55009326030606,1,1988,8
"9961_2_1988-09-01_cw",9961,"annabessacook",2,1988-09-01,"cw","dep",6,18.9,22.1,19.7571428571429,1.07371185280649,0.405824934609766,0.5,22.1,19.3666666666667,0,1.41010174402506,3.6,11.6,7.92857142857143,2.92786286433995,1.10662814456354,1,1988,9
"9961_2_1988-09-22_cw",9961,"annabessacook",2,1988-09-22,"cw","dep",6,18,18,18,0,0,NA,NA,NA,NA,NA,7.1,7.4,7.32857142857143,0.125356634105602,0.0473803541479344,0,1988,9
"9961_2_1988-10-11_cw",9961,"annabessacook",2,1988-10-11,"cw","dep",11,12.9,12.9,12.9,0,0,NA,NA,NA,NA,NA,10.3,10.5,10.425,0.0866025403784436,0.0249999999999999,0,1988,10
"9961_2_1989-05-19_cw",9961,"annabessacook",2,1989-05-19,"cw","dep",7,11,18.5,15.1875,2.98205945135716,1.05431722997804,3.24591606893232,17.75,12.625,1.87785634656574,5.92716752150044,8.6,12.4,11.2625,1.28167022725371,0.453138854468,4,1989,5
"9961_2_1989-06-21_cw",9961,"annabessacook",2,1989-06-21,"cw","dep",6,16,25.5,20.0714285714286,3.27093986784343,1.23629906339431,0.5,25.5,19.1666666666667,0,5,5.9,9.8,8.55714285714286,1.50649387968349,0.569401165326196,1,1989,6
"9961_2_1989-07-31_cw",9961,"annabessacook",2,1989-07-31,"cw","dep",6,19.9,25.2,23.6571428571429,1.79986772000717,0.680286054278829,5.5,24.2833333333333,19.9,3.7624984234705,6,1.2,8.3,6.92857142857143,2.58696365501739,0.977780354562673,0,1989,7
"9961_2_1989-08-14_cw",9961,"annabessacook",2,1989-08-14,"cw","dep",6,22.4,24.9,23.7714285714286,0.763138881450128,0.288439385160149,5.5,24,22.4,4.82135026764971,6,4.9,8,7.47142857142857,1.13975770190318,0.430787919158043,1,1989,8
"9961_2_1989-09-18_cw",9961,"annabessacook",2,1989-09-18,"cw","dep",6,18.3,18.5,18.4,0.0999999999999996,0.0377964473009226,NA,NA,NA,NA,NA,7.5,8.2,7.87142857142857,0.228868854108532,0.0865042958313568,0,1989,9
"9961_2_1989-10-25_cw",9961,"annabessacook",2,1989-10-25,"cw","dep",5,7.1,7.5,7.38333333333333,0.183484785926972,0.0749073501808141,NA,NA,NA,NA,NA,9.8,11.9,11.3833333333333,0.815883978679976,0.333083239512955,1,1989,10
"9961_2_1990-05-16_cw",9961,"annabessacook",2,1990-05-16,"cw","dep",6,13.2,16.2,14.4714285714286,1.02910039308496,0.388963387745945,0.5,16.2,14.1833333333333,0,1.31866974310181,10.1,10.8,10.5428571428571,0.304724700110022,0.115175110689979,0,1990,5
"9961_2_1990-06-19_cw",9961,"annabessacook",2,1990-06-19,"cw","dep",6,16.7,23,21.0571428571429,2.65948437537376,1.00519061041442,4.5387435482175,22.6,17.2,3.56411682856401,6,6.3,8.9,8.25714285714286,0.971008312455225,0.367006645104718,0,1990,6
"9961_2_1990-07-11_cw",9961,"annabessacook",2,1990-07-11,"cw","dep",6,19.6,23.7,22.4714285714286,1.46368745037353,0.553221855830649,5.5,22.95,19.6,3.84565655406541,6,2,8.7,7.6,2.47722963543283,0.936304793679209,2,1990,7
"9961_2_1990-08-01_cw",9961,"annabessacook",2,1990-08-01,"cw","dep",6,20,27.2,24.5428571428571,2.7657772523332,1.04536554163903,2.55243293029103,27.0666666666667,22.65,1.40918450463053,6,0.2,9.4,7,3.53789014338584,1.33719678360937,3,1990,8
"9961_2_1990-08-28_cw",9961,"annabessacook",2,1990-08-28,"cw","dep",6,21.6,27.3,24.0714285714286,2.20734703940748,0.834298760498125,1.7815881366094,26.95,22.92,0,4.2154670397279,0.2,11.5,6.51428571428571,4.14504868143048,1.56668114047446,0,1990,8
"9961_2_1990-09-20_cw",9961,"annabessacook",2,1990-09-20,"cw","dep",6,17.3,17.9,17.7142857142857,0.234012616672487,0.0884484553381269,NA,NA,NA,NA,NA,6.8,8.8,8.01428571428571,0.864924989866311,0.326910917987331,0,1990,9
"9961_2_1990-10-16_cw",9961,"annabessacook",2,1990-10-16,"cw","dep",6,15.2,15.9,15.6714285714286,0.28115408417382,0.10626625525915,NA,NA,NA,NA,NA,6.6,10.5,9.6,1.4247806848775,0.53851648071345,0,1990,10
"9961_2_1991-05-20_cw",9961,"annabessacook",2,1991-05-20,"cw","dep",6,14.2,17.8,16.4285714285714,1.16435144424451,0.44008348002141,5.5,16.8,14.2,4.72679549793141,6,7.7,9.6,9.18571428571429,0.676827332556272,0.255816686067872,0,1991,5
"9961_2_1991-06-12_cw",9961,"annabessacook",2,1991-06-12,"cw","dep",6,16.8,24,21.0428571428571,2.65885761362353,1.00495371673979,4.49141136003954,22.48,17.45,2.55556270181476,6,4,8.8,7.68571428571429,1.81881698862069,0.687448204604249,0,1991,6
"9961_2_1991-07-02_cw",9961,"annabessacook",2,1991-07-02,"cw","dep",6,19,22.2,21.3571428571429,1.23673918411434,0.467443473973639,4.85490880330602,22.04,19.65,3.69808306159716,6,3,8.1,7.04285714285714,1.89460386612184,0.716092951819984,0,1991,7
"9961_2_1991-07-10_cw",9961,"annabessacook",2,1991-07-10,"cw","dep",6,20,21.5,21.1857142857143,0.566946709513841,0.214285714285714,5.5,21.3833333333333,20,4.39518726952825,6,3.8,7.8,7.14285714285714,1.47519167439031,0.557570043798532,0,1991,7
"9961_2_1991-07-29_cw",9961,"annabessacook",2,1991-07-29,"cw","dep",6,21.1,26.5,24.4142857142857,1.76297908044742,0.666343459067602,5.5,24.9666666666667,21.1,3.65428795172373,6,1.6,8.8,7.32857142857143,2.66627973383282,1.0077590144933,1,1991,7
"9961_2_1991-08-13_cw",9961,"annabessacook",2,1991-08-13,"cw","dep",6,22,25.2,23.5571428571429,1.16741472616082,0.441241291756586,1.60243015995627,25.1,22.94,0.709802495157736,2.86845990776633,3.3,10.1,8.62857142857143,2.41365164962019,0.912274573776549,2,1991,8
"9961_2_1991-08-27_cw",9961,"annabessacook",2,1991-08-27,"cw","dep",6,21.2,22.6,21.8857142857143,0.452506248312557,0.171031285676838,5.5,22,21.2,5.40372408466871,6,7.4,10.6,9.45714285714286,1.06122121925189,0.401103918880752,0,1991,8
"9961_2_1991-09-24_cw",9961,"annabessacook",2,1991-09-24,"cw","dep",6,17.5,18.9,18.0285714285714,0.446147530585588,0.16862791628215,0.5,18.9,17.8833333333333,0,0.791934238441795,7.1,7.4,7.28571428571429,0.10690449676497,0.0404061017820885,0,1991,9
"9961_2_1992-05-12_cw",9961,"annabessacook",2,1992-05-12,"cw","dep",6,10.2,14,13.1,1.38804418757713,0.524631389871113,5.5,13.5833333333333,10.2,4.49457240869862,6,11,11.5,11.3142857142857,0.167616341969505,0.0633530223602385,4,1992,5
"9961_2_1992-06-02_cw",9961,"annabessacook",2,1992-06-02,"cw","dep",6,14.6,18,16.8857142857143,1.53560907723784,0.580405675626384,4.39466869812233,17.76,14.7,3.09816703033102,5.24219705048104,6.8,9.1,8.44285714285714,1.02933172958178,0.389050824723052,0,1992,6
"9961_2_1992-07-07_cw",9961,"annabessacook",2,1992-07-07,"cw","dep",6,19.8,21.4,20.6,0.613731754650732,0.231968799215592,2.49435636996239,21.2,20.15,2.38892434064699,2.59859175789461,6.2,8.5,7.82857142857143,0.834094890114,0.315258235581627,1,1992,7
"9961_2_1992-08-06_cw",9961,"annabessacook",2,1992-08-06,"cw","dep",6.5,20.3,23,22.075,0.982344135219425,0.347311099736245,6.25,22.3285714285714,20.3,4.99971184855655,6.5,0.8,9.4,6.8625,3.27716667695914,1.1586533901782,0,1992,8
"9961_2_1992-09-01_cw",9961,"annabessacook",2,1992-09-01,"cw","dep",6,21,22.6,22.0428571428571,0.734522844793687,0.277623539945684,4.41812264608866,22.46,21,3.67742071985946,5.02994872979113,4.4,8.8,7.35714285714286,1.9560650490693,0.739323095443245,0,1992,9
"9961_2_1992-10-07_cw",9961,"annabessacook",2,1992-10-07,"cw","dep",5.5,12.9,13.9,13.2428571428571,0.39940431835899,0.150960642706165,1.4215469421511,13.8,13.02,1.4215469421511,1.4215469421511,9.4,10.2,9.81428571428571,0.273426232761059,0.103345401972432,2,1992,10
"9961_2_1993-05-11_cw",9961,"annabessacook",2,1993-05-11,"cw","dep",6,11.1,16.6,14.0285714285714,1.66003442305101,0.62743403588565,5.5,14.5166666666667,11.1,4.60079517270222,6,9.5,11,10.6571428571429,0.528700113035556,0.199829859603403,2,1993,5
"9961_2_1993-06-08_cw",9961,"annabessacook",2,1993-06-08,"cw","dep",6,14.9,16.2,15.8,0.553774924194538,0.209307247388913,4.52928687930403,16.12,15,4.20736167137258,4.87181157710114,7.6,9.6,9.08571428571429,0.717469096729542,0.271177829045788,0,1993,6
"9961_2_1993-07-13_cw",9961,"annabessacook",2,1993-07-13,"cw","dep",6,20.3,26.8,24.6857142857143,2.59706794380931,0.981599416751042,4.25991332928466,26.08,21.2,2.03112214537141,6,2.8,10.1,7.45714285714286,2.52775074117758,0.955399976787868,4,1993,7
"9961_2_1993-08-10_cw",9961,"annabessacook",2,1993-08-10,"cw","dep",6.5,20,25.1,23.05,2.26147865660627,0.79955344679747,4.03407157797745,24.6,20.4666666666667,2.62509552669932,6.5,0.2,9.7,5.9375,4.10467938542621,1.45122331401575,0,1993,8
"9961_2_1993-09-08_cw",9961,"annabessacook",2,1993-09-08,"cw","dep",6,21,23,22.1857142857143,0.676827332556272,0.255816686067872,5.5,22.3833333333333,21,4.6511156387051,6,0.2,8.2,5.32857142857143,3.17842428765905,1.20133146088478,1,1993,9
"9961_2_1993-10-06_cw",9961,"annabessacook",2,1993-10-06,"cw","dep",6,13.6,14.4,14.0857142857143,0.338765264987284,0.12804123485475,NA,NA,NA,NA,NA,9.2,10.1,9.88571428571429,0.353216512583861,0.133503293036916,0,1993,10
"9961_2_1994-05-10_cw",9961,"annabessacook",2,1994-05-10,"cw","dep",6,10,12,11.1714285714286,0.793125222803826,0.299773156867374,4.53699057177861,11.58,10.15,4.53699057177861,4.53699057177861,10.8,11,10.8428571428571,0.078679579246944,0.0297380857066589,4,1994,5
"9961_2_1994-05-20_cw",9961,"annabessacook",2,1994-05-20,"cw","dep",6,11.1,13,11.7428571428571,0.765630770143466,0.289381230556924,1.52719407664163,12.8,11.32,1.52719407664163,1.52719407664163,10.6,11,10.7857142857143,0.13451854182691,0.0508432297715778,2,1994,5
"9961_2_1994-06-14_cw",9961,"annabessacook",2,1994-06-14,"cw","dep",6,19,21,20.3142857142857,0.649175301000101,0.24536520053311,5.5,20.5333333333333,19,4.85706022758115,6,8.6,8.8,8.75714285714286,0.0786795792469448,0.0297380857066592,2,1994,6
"9961_2_1994-07-12_cw",9961,"annabessacook",2,1994-07-12,"cw","dep",6.5,20.8,25.1,23.6125,1.67795581416368,0.593246967363268,5.55872346072509,24.4666666666667,21.05,3.53201536808468,6.5,1.2,8.5,6.4375,3.01090280718022,1.06451489622537,0,1994,7
"9961_2_1994-08-02_cw",9961,"annabessacook",2,1994-08-02,"cw","dep",6,22.2,27.7,25.9428571428571,1.99152968247789,0.752727466919988,4.79550042839569,27.04,23.2,3.61212401939479,6,0.4,9.8,7.45714285714286,3.70173704399126,1.39912509105089,2,1994,8
"9961_2_1994-09-13_cw",9961,"annabessacook",2,1994-09-13,"cw","dep",6,17.8,18.1,17.9714285714286,0.0951189731211345,0.0359515925489084,NA,NA,NA,NA,NA,6.8,8.2,7.9,0.532290647422377,0.201186954040739,0,1994,9
"9961_2_1994-10-11_cw",9961,"annabessacook",2,1994-10-11,"cw","dep",6,14.3,14.3,14.3,0,0,NA,NA,NA,NA,NA,9.3,9.4,9.38571428571429,0.0377964473009226,0.0142857142857142,0,1994,10
"9961_2_1995-05-02_cw",9961,"annabessacook",2,1995-05-02,"cw","dep",6,9.4,11.7,10.5285714285714,0.819988385515887,0.309926478005199,3.42465279705359,11.125,9.73333333333333,3.42465279705359,3.42465279705359,12,12.7,12.5428571428571,0.250713268211203,0.0947607082958685,1,1995,5
"9961_2_1995-06-06_cw",9961,"annabessacook",2,1995-06-06,"cw","dep",6,15,21.2,18.5857142857143,2.31547588444116,0.875167622428377,4.52861008543612,19.78,15.6,0.863723235890914,6,7,9.4,8.85714285714286,0.859955702070641,0.32503270374441,3,1995,6
"9961_2_1995-07-05_cw",9961,"annabessacook",2,1995-07-05,"cw","dep",6,18,26.2,23.7142857142857,3.30879060052087,1.25060529562375,4.59886772140644,25.6,19,3.57908561743614,6,4,8.3,7.32857142857143,1.61215620181409,0.609337769227218,2,1995,7
"9961_2_1995-08-07_cw",9961,"annabessacook",2,1995-08-07,"cw","dep",6,20.5,24,23.0714285714286,1.2724180205607,0.48092880658867,5.5,23.5,20.5,4.05969814530273,6,0.8,7.9,5.87142857142857,3.02639184823242,1.14386860003659,0,1995,8
"9961_2_1995-09-08_cw",9961,"annabessacook",2,1995-09-08,"cw","dep",6,21,21.2,21.0285714285714,0.0755928946018452,0.0285714285714285,NA,NA,NA,NA,NA,8,8.4,8.14285714285714,0.190237946242269,0.0719031850978167,0,1995,9
"9961_2_1995-10-11_cw",9961,"annabessacook",2,1995-10-11,"cw","dep",6,14.5,15,14.9285714285714,0.188982236504614,0.0714285714285714,NA,NA,NA,NA,NA,8.3,9.4,9.08571428571429,0.38483144114695,0.145452612850488,0,1995,10
"9961_2_1996-05-22_cw",9961,"annabessacook",2,1996-05-22,"cw","dep",6,12,19,15.0714285714286,2.47367087929005,0.934959710289136,1.22784829960515,18.25,13.8,0,3.13461741174299,9.3,10.5,10.2,0.412310562561766,0.155838744494796,0,1996,5
"9961_2_1996-06-24_cw",9961,"annabessacook",2,1996-06-24,"cw","dep",6,17,21,19.8571428571429,1.37581144887559,0.520007849234323,5.5,20.3333333333333,17,4.48211988536339,6,3.6,7.9,7.11428571428571,1.55395041901661,0.587338051206082,0,1996,6
"9961_2_1996-07-22_cw",9961,"annabessacook",2,1996-07-22,"cw","dep",7,19,24,21.1875,1.51038074669932,0.534000234082346,0.5,24,20.7857142857143,0,1.28889716741511,1.5,8.3,6.8,2.25007936367968,0.795523188132906,1,1996,7
"9961_2_1996-08-27_cw",9961,"annabessacook",2,1996-08-27,"cw","dep",6,21,24,22.9285714285714,1.05785047102491,0.399829895803492,4.91747791120978,23.5,21.5,3.33559908782275,6,0.5,8.5,5.94285714285714,3.49373589101845,1.32050804488221,0,1996,8
"9961_2_1996-09-26_cw",9961,"annabessacook",2,1996-09-26,"cw","dep",6,16,16,16,0,0,NA,NA,NA,NA,NA,7.6,8.9,8.61428571428571,0.456174569759471,0.172417780859349,0,1996,9
"9961_2_1997-05-21_cw",9961,"annabessacook",2,1997-05-21,"cw","dep",6,11,12,11.7857142857143,0.393397896234722,0.148690428533295,4.9450932736792,12,11.25,4.9450932736792,4.9450932736792,10.4,11.1,10.9142857142857,0.241029537806548,0.0911006022367094,2,1997,5
"9961_2_1997-06-11_cw",9961,"annabessacook",2,1997-06-11,"cw","dep",6,15,21,18.5714285714286,2.45676907455998,0.928571428571428,2.89128316488087,20.8333333333333,16.875,1.43410451130548,6,6.7,9.3,8.64285714285714,0.969290363886802,0.366357321579397,2,1997,6
"9961_2_1997-07-07_cw",9961,"annabessacook",2,1997-07-07,"cw","dep",6,19.5,25,23.7857142857143,1.97604704011871,0.74687557815991,5.5,24.5,19.5,3.95652685162985,6,3.9,8.1,7.27142857142857,1.50522898115678,0.568923078621139,0,1997,7
"9961_2_1997-08-08_cw",9961,"annabessacook",2,1997-08-08,"cw","dep",6,22.5,25,24.2857142857143,0.906326967174966,0.342559394522337,5.5,24.5833333333333,22.5,4.77855186169845,6,3.2,8.6,7.35714285714286,1.95776840889242,0.739966904941135,0,1997,8
