"lake","midas","station","date","time","agency","project","depth","type","ph","phmeth","phlab","color","aort","colrmeth","colrlab","conduct","condmeth","condlab","alk","alkmeth","alklab","sampleid","year","month"
"cobbossee",5236,1,2014-05-29,"0:00:00","cw",3,8,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,"b","cwd","5236_1_2014-05-29_cw",2014,5
"cobbossee",5236,1,2014-06-11,"0:00:00","cw",3,7,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"b","cwd","5236_1_2014-06-11_cw",2014,6
"cobbossee",5236,1,2014-07-02,"0:00:00","cw",3,8,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,"b","cwd","5236_1_2014-07-02_cw",2014,7
"cobbossee",5236,1,2014-08-01,"0:00:00","cw",3,6.5,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,"b","cwd","5236_1_2014-08-01_cw",2014,8
"cobbossee",5236,1,2014-08-19,"0:00:00","ei",2,5,"c",NA,NA,NA,13,"t","s","dep",NA,NA,NA,NA,NA,NA,"5236_1_2014-08-19_ei",2014,8
"cobbossee",5236,1,2014-08-19,"0:00:00","ei",2,5,"c",7.4,"4500 h b+","hetl",29,"a","s","dep",77,"l","dep",24,"g","hetl","5236_1_2014-08-19_ei",2014,8
"cobbossee",5236,1,2014-09-12,"0:00:00","cw",3,7,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,"b","cwd","5236_1_2014-09-12_cw",2014,9
"cobbossee",5236,1,2014-10-15,"0:00:00","cw",3,9,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"b","cwd","5236_1_2014-10-15_cw",2014,10
"cobbossee",5236,1,2015-05-26,"0:00:00","cw",3,7,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"b","cwd","5236_1_2015-05-26_cw",2015,5
"cobbossee",5236,1,2015-06-25,"0:00:00","cw",3,8,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,"b","cwd","5236_1_2015-06-25_cw",2015,6
"cobbossee",5236,1,2015-07-24,"0:00:00","cw",3,7,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"b","cwd","5236_1_2015-07-24_cw",2015,7
"cobbossee",5236,1,2015-08-25,"0:00:00","cw",3,6,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,"b","cwd","5236_1_2015-08-25_cw",2015,8
"cobbossee",5236,1,2015-09-24,"0:00:00","cw",3,8,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"b","cwd","5236_1_2015-09-24_cw",2015,9
"cobbossee",5236,1,2015-10-20,"0:00:00","cw",3,10,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"b","cwd","5236_1_2015-10-20_cw",2015,10
"cobbossee",5236,1,2016-05-12,"0:00:00","cw",3,9,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"b","cwd","5236_1_2016-05-12_cw",2016,5
"cobbossee",5236,1,2016-06-08,"0:00:00","cw",3,6,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,"b","cwd","5236_1_2016-06-08_cw",2016,6
"cobbossee",5236,1,2016-07-13,"0:00:00","cw",3,7,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,"b","cwd","5236_1_2016-07-13_cw",2016,7
"cobbossee",5236,1,2016-08-09,"0:00:00","cw",3,7,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,"b","cwd","5236_1_2016-08-09_cw",2016,8
"cobbossee",5236,1,2017-05-18,"0:00:00","cw",3,9,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,"b","cwd","5236_1_2017-05-18_cw",2017,5
"cobbossee",5236,1,2017-06-13,"0:00:00","cw",3,9,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"b","cwd","5236_1_2017-06-13_cw",2017,6
"cobbossee",5236,1,2017-07-14,"0:00:00","cw",3,7,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,"b","cwd","5236_1_2017-07-14_cw",2017,7
"cobbossee",5236,1,2017-08-09,"0:00:00","cw",3,7,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,"b","cwd","5236_1_2017-08-09_cw",2017,8
"cobbossee",5236,1,2017-09-25,"0:00:00","cw",3,9,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"b","cwd","5236_1_2017-09-25_cw",2017,9
"cobbossee",5236,1,2017-10-16,"0:00:00","cw",3,9,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,"b","cwd","5236_1_2017-10-16_cw",2017,10
"cobbossee",5236,1,2018-05-29,"0:00:00","cw",3,9,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"b","cwd","5236_1_2018-05-29_cw",2018,5
"cobbossee",5236,1,2018-06-12,"0:00:00","cw",3,8,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,"b","cwd","5236_1_2018-06-12_cw",2018,6
"cobbossee",5236,1,2018-07-09,"0:00:00","cw",3,7,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,"b","cwd","5236_1_2018-07-09_cw",2018,7
"cobbossee",5236,1,2018-08-08,"0:00:00","cw",3,7,"c",8.02,"e","dep",9,"t","s","dep",98,"l","dep",21.5,"b","cwd","5236_1_2018-08-08_cw",2018,8
"cobbossee",5236,1,2018-08-15,"0:00:00","ei",2,7,"c",NA,NA,NA,7,"t","s","dep",96,"l","dep",NA,NA,NA,"5236_1_2018-08-15_ei",2018,8
"cobbossee",5236,1,2018-09-05,"0:00:00","cw",3,7,"c",7.61,"e","dep",6,"t","s","dep",99,"l","dep",21.5,"b","cwd","5236_1_2018-09-05_cw",2018,9
"cobbossee",5236,1,2018-09-21,"0:00:00","cw",3,7.5,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,"b","cwd","5236_1_2018-09-21_cw",2018,9
"cobbossee",5236,1,2018-10-19,"0:00:00","cw",3,9,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"b","cwd","5236_1_2018-10-19_cw",2018,10
"cobbossee",5236,2,1979-06-01,"0:00:00","cw",3,0,"g",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1979-06-01_cw",1979,6
"cobbossee",5236,2,1979-06-13,"0:00:00","cw",3,0,"g",7.1,"h","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1979-06-13_cw",1979,6
"cobbossee",5236,2,1979-08-08,"0:00:00","cw",3,0,"g",7.8,"h","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1979-08-08_cw",1979,8
"cobbossee",5236,2,1979-08-22,"0:00:00","cw",3,0,"g",7.6,"h","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1979-08-22_cw",1979,8
"cobbossee",5236,2,1979-09-07,"0:00:00","cw",3,0,"g",8.5,"h","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1979-09-07_cw",1979,9
"cobbossee",5236,2,1979-09-19,"0:00:00","cw",3,0,"g",7.1,"h","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1979-09-19_cw",1979,9
"cobbossee",5236,2,1979-10-02,"0:00:00","cw",3,0,"g",6.7,"h","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1979-10-02_cw",1979,10
"cobbossee",5236,2,1979-10-15,"0:00:00","cw",3,0,"g",6.8,"h","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1979-10-15_cw",1979,10
"cobbossee",5236,2,1979-10-30,"0:00:00","cw",3,0,"g",7,"h","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1979-10-30_cw",1979,10
"cobbossee",5236,2,1979-11-19,"0:00:00","cw",3,0,"g",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1979-11-19_cw",1979,11
"cobbossee",5236,2,1981-07-27,"0:00:00","cw",3,18,"g",8.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1981-07-27_cw",1981,7
"cobbossee",5236,2,1981-07-27,"0:00:00","cw",3,19,"g",8.7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1981-07-27_cw",1981,7
"cobbossee",5236,2,1984-06-29,"0:00:00","cw",3,1,"g",7.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1984-06-29_cw",1984,6
"cobbossee",5236,2,1984-07-19,"0:00:00","cw",3,0.5,"g",7.5,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1984-07-19_cw",1984,7
"cobbossee",5236,2,1984-07-30,"0:00:00","cw",3,1,"g",NA,NA,NA,NA,NA,NA,NA,64,"e","cwd",NA,NA,NA,"5236_2_1984-07-30_cw",1984,7
"cobbossee",5236,2,1984-07-30,"0:00:00","cw",3,15,"g",NA,NA,NA,NA,NA,NA,NA,37,"e","cwd",NA,NA,NA,"5236_2_1984-07-30_cw",1984,7
"cobbossee",5236,2,1984-08-13,"0:00:00","cw",3,1,"g",7.8,"c","cwd",NA,NA,NA,NA,53,"e","cwd",NA,NA,NA,"5236_2_1984-08-13_cw",1984,8
"cobbossee",5236,2,1984-08-13,"0:00:00","cw",3,13,"g",6.5,"c","cwd",NA,NA,NA,NA,49,"e","cwd",NA,NA,NA,"5236_2_1984-08-13_cw",1984,8
"cobbossee",5236,2,1984-08-27,"0:00:00","cw",3,1,"g",7.5,"c","cwd",NA,NA,NA,NA,53,"e","cwd",NA,NA,NA,"5236_2_1984-08-27_cw",1984,8
"cobbossee",5236,2,1984-08-27,"0:00:00","cw",3,13,"g",7.5,"c","cwd",NA,NA,NA,NA,52,"e","cwd",NA,NA,NA,"5236_2_1984-08-27_cw",1984,8
"cobbossee",5236,2,1984-09-17,"0:00:00","cw",3,1,"g",7,"c","cwd",NA,NA,NA,NA,48,"e","cwd",NA,NA,NA,"5236_2_1984-09-17_cw",1984,9
"cobbossee",5236,2,1984-10-11,"0:00:00","cw",3,1,"g",6.8,"c","cwd",NA,NA,NA,NA,44,"e","cwd",NA,NA,NA,"5236_2_1984-10-11_cw",1984,10
"cobbossee",5236,2,1985-04-29,"0:00:00","cw",3,1,"g",7.1,"c","cwd",NA,NA,NA,NA,30,"e","cwd",NA,NA,NA,"5236_2_1985-04-29_cw",1985,4
"cobbossee",5236,2,1985-08-27,"0:00:00","cw",3,0.5,"g",7.2,"c","cwd",NA,NA,NA,NA,55,"e","cwd",NA,NA,NA,"5236_2_1985-08-27_cw",1985,8
"cobbossee",5236,2,1985-08-27,"0:00:00","cw",3,18,"g",6.7,"c","cwd",NA,NA,NA,NA,78,"e","cwd",NA,NA,NA,"5236_2_1985-08-27_cw",1985,8
"cobbossee",5236,2,1986-08-15,"0:00:00","cw",3,1,"g",8.3,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1986-08-15_cw",1986,8
"cobbossee",5236,2,1986-08-15,"0:00:00","cw",3,15,"g",6.5,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1986-08-15_cw",1986,8
"cobbossee",5236,2,1986-09-02,"0:00:00","cw",3,1,"g",7.3,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1986-09-02_cw",1986,9
"cobbossee",5236,2,1986-09-02,"0:00:00","cw",3,15,"g",6.7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1986-09-02_cw",1986,9
"cobbossee",5236,2,1987-05-18,"0:00:00","cw",3,1,"g",7.1,"c","cwd",NA,NA,NA,NA,NA,NA,NA,15.5,"c","cwd","5236_2_1987-05-18_cw",1987,5
"cobbossee",5236,2,1987-08-12,"0:00:00","cw",3,1,"g",7.1,"c","cwd",NA,NA,NA,NA,NA,NA,NA,15,"c","cwd","5236_2_1987-08-12_cw",1987,8
"cobbossee",5236,2,1987-08-12,"0:00:00","cw",3,12,"g",6.4,"c","cwd",NA,NA,NA,NA,NA,NA,NA,16.5,"c","cwd","5236_2_1987-08-12_cw",1987,8
"cobbossee",5236,2,1988-08-17,"0:00:00","cw",3,1,"g",7.4,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1988-08-17_cw",1988,8
"cobbossee",5236,2,1988-08-17,"0:00:00","cw",3,13,"g",6.5,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1988-08-17_cw",1988,8
"cobbossee",5236,2,1990-06-12,"0:00:00","cw",3,10,"g",7.1,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1990-06-12_cw",1990,6
"cobbossee",5236,2,1990-08-21,"0:00:00","cw",3,6,"c",7.4,"c","cwd",NA,NA,NA,NA,NA,NA,NA,18.7,"c","cwd","5236_2_1990-08-21_cw",1990,8
"cobbossee",5236,2,1990-09-18,"0:00:00","cw",3,10,"c",7.1,"c","cwd",NA,NA,NA,NA,NA,NA,NA,17.1,"c","cwd","5236_2_1990-09-18_cw",1990,9
"cobbossee",5236,2,1990-10-22,"0:00:00","cw",3,10,"c",6.9,"c","cwd",NA,NA,NA,NA,55,"e","cwd",18.2,"c","cwd","5236_2_1990-10-22_cw",1990,10
"cobbossee",5236,2,1991-05-28,"0:00:00","cw",3,10,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,18.3,"c","cwd","5236_2_1991-05-28_cw",1991,5
"cobbossee",5236,2,1991-06-18,"0:00:00","cw",3,8,"c",7.1,"c","cwd",NA,NA,NA,NA,NA,NA,NA,16.7,"c","cwd","5236_2_1991-06-18_cw",1991,6
"cobbossee",5236,2,1991-07-24,"0:00:00","cw",3,5,"c",7.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,19.4,"c","cwd","5236_2_1991-07-24_cw",1991,7
"cobbossee",5236,2,1991-08-26,"0:00:00","cw",3,10,"c",7.1,"c","cwd",NA,NA,NA,NA,NA,NA,NA,16.7,"c","cwd","5236_2_1991-08-26_cw",1991,8
"cobbossee",5236,2,1992-05-12,"0:00:00","cw",3,10,"c",6.9,"h","cwd",NA,NA,NA,NA,NA,NA,NA,17,"c","cwd","5236_2_1992-05-12_cw",1992,5
"cobbossee",5236,2,1992-06-09,"0:00:00","cw",3,8,"c",7.4,"h","cwd",NA,NA,NA,NA,NA,NA,NA,16.5,"c","cwd","5236_2_1992-06-09_cw",1992,6
"cobbossee",5236,2,1992-07-14,"0:00:00","cw",3,7,"c",7.3,"h","cwd",NA,NA,NA,NA,NA,NA,NA,17,"c","cwd","5236_2_1992-07-14_cw",1992,7
"cobbossee",5236,2,1992-08-11,"0:00:00","cw",3,7,"c",7.1,"h","cwd",NA,NA,NA,NA,NA,NA,NA,17.5,"c","cwd","5236_2_1992-08-11_cw",1992,8
"cobbossee",5236,2,1992-09-09,"0:00:00","cw",3,9,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,"c","cwd","5236_2_1992-09-09_cw",1992,9
"cobbossee",5236,2,1992-10-14,"0:00:00","cw",3,10,"c",7,"h","cwd",NA,NA,NA,NA,NA,NA,NA,19,"c","cwd","5236_2_1992-10-14_cw",1992,10
"cobbossee",5236,2,1993-05-03,"0:00:00","cw",3,10,"c",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,18.5,"c","cwd","5236_2_1993-05-03_cw",1993,5
"cobbossee",5236,2,1993-06-03,"0:00:00","cw",3,10,"c",7.1,"c","cwd",NA,NA,NA,NA,NA,NA,NA,18,"c","cwd","5236_2_1993-06-03_cw",1993,6
"cobbossee",5236,2,1993-07-06,"0:00:00","cw",3,6,"c",7.1,"c","cwd",NA,NA,NA,NA,NA,NA,NA,18.5,"c","cwd","5236_2_1993-07-06_cw",1993,7
"cobbossee",5236,2,1993-08-05,"0:00:00","cw",3,6,"c",7.3,"c","cwd",NA,NA,NA,NA,NA,NA,NA,18.5,"c","cwd","5236_2_1993-08-05_cw",1993,8
"cobbossee",5236,2,1993-09-02,"0:00:00","cw",3,6,"c",7.1,"c","cwd",NA,NA,NA,NA,NA,NA,NA,19.5,"c","cwd","5236_2_1993-09-02_cw",1993,9
"cobbossee",5236,2,1993-10-06,"0:00:00","cw",3,10,"c",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,19,"c","cwd","5236_2_1993-10-06_cw",1993,10
"cobbossee",5236,2,1994-02-17,"0:00:00","cw",3,10,"c",6.7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5236_2_1994-02-17_cw",1994,2
"cobbossee",5236,2,1994-05-04,"0:00:00","cw",3,10,"c",6.9,"c","cwd",25,"a","c","cwd",NA,NA,NA,16.5,"c","cwd","5236_2_1994-05-04_cw",1994,5
"cobbossee",5236,2,1994-06-07,"0:00:00","cw",3,9,"c",7.1,"c","cwd",15,"a","c","cwd",NA,NA,NA,17,"c","cwd","5236_2_1994-06-07_cw",1994,6
"cobbossee",5236,2,1994-07-07,"0:00:00","cw",3,7,"c",7,"c","cwd",12,"a","c","cwd",NA,NA,NA,17,"c","cwd","5236_2_1994-07-07_cw",1994,7
"cobbossee",5236,2,1994-08-03,"0:00:00","cw",3,6,"c",7.2,"c","cwd",NA,NA,NA,NA,NA,NA,NA,17,"c","cwd","5236_2_1994-08-03_cw",1994,8
"cobbossee",5236,2,1994-09-07,"0:00:00","cw",3,10,"c",6.9,"c","cwd",22,"a","c","cwd",NA,NA,NA,18,"c","cwd","5236_2_1994-09-07_cw",1994,9
"cobbossee",5236,2,1994-10-05,"0:00:00","cw",3,10,"c",6.9,"c","cwd",15,"a","c","cwd",NA,NA,NA,18,"c","cwd","5236_2_1994-10-05_cw",1994,10
"cobbossee",5236,2,1995-05-11,"0:00:00","cw",3,10,"c",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,16,"c","cwd","5236_2_1995-05-11_cw",1995,5
"cobbossee",5236,2,1997-05-23,"0:00:00","cw",3,10,"c",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,15.9,"c","cwd","5236_2_1997-05-23_cw",1997,5
"cobbossee",5236,2,1997-06-27,"0:00:00","cw",3,5,"c",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,19,"c","cwd","5236_2_1997-06-27_cw",1997,6
"cobbossee",5236,2,1997-07-29,"0:00:00","cw",3,7,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,18.5,"c","cwd","5236_2_1997-07-29_cw",1997,7
"cobbossee",5236,2,1997-08-29,"0:00:00","cw",3,6,"c",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,19,"c","cwd","5236_2_1997-08-29_cw",1997,8
"cobbossee",5236,2,1997-10-09,"0:00:00","cw",3,10,"c",6.8,"c","cwd",NA,NA,NA,NA,NA,NA,NA,20,"c","cwd","5236_2_1997-10-09_cw",1997,10
"cobbossee",5236,2,2000-05-16,"0:00:00","cw",3,10,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,16,"b","cwd","5236_2_2000-05-16_cw",2000,5
"cobbossee",5236,2,2000-06-29,"0:00:00","cw",3,10,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,15,"b","cwd","5236_2_2000-06-29_cw",2000,6
"cobbossee",5236,2,2000-07-25,"0:00:00","cw",3,9,"c",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,13,"b","cwd","5236_2_2000-07-25_cw",2000,7
"cobbossee",5236,2,2000-08-15,"0:00:00","cw",3,7,"c",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,14.5,"b","cwd","5236_2_2000-08-15_cw",2000,8
"cobbossee",5236,2,2000-09-26,"0:00:00","cw",3,9,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,17.5,"b","cwd","5236_2_2000-09-26_cw",2000,9
"cobbossee",5236,2,2000-10-20,"0:00:00","cw",3,10,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,17,"b","cwd","5236_2_2000-10-20_cw",2000,10
"cobbossee",5236,2,2001-05-04,"0:00:00","cw",3,10,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,14.5,"b","cwd","5236_2_2001-05-04_cw",2001,5
"cobbossee",5236,2,2001-06-08,"0:00:00","cw",3,7,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,14,"b","cwd","5236_2_2001-06-08_cw",2001,6
"cobbossee",5236,2,2001-07-10,"0:00:00","cw",3,7,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,15.5,"b","cwd","5236_2_2001-07-10_cw",2001,7
"cobbossee",5236,2,2001-08-14,"0:00:00","cw",3,6,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,13.5,"b","cwd","5236_2_2001-08-14_cw",2001,8
"cobbossee",5236,2,2001-09-12,"0:00:00","cw",3,7,"c",7.1,"c","cwd",NA,NA,NA,NA,NA,NA,NA,16,"b","cwd","5236_2_2001-09-12_cw",2001,9
"cobbossee",5236,2,2001-10-02,"0:00:00","cw",3,9,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,15,"b","cwd","5236_2_2001-10-02_cw",2001,10
"cobbossee",5236,2,2002-05-08,"0:00:00","cw",3,10,"c",7.2,"c","cwd",NA,NA,NA,NA,NA,NA,NA,14.4,"b","cwd","5236_2_2002-05-08_cw",2002,5
"cobbossee",5236,2,2002-06-18,"0:00:00","cw",3,10,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,14.8,"b","cwd","5236_2_2002-06-18_cw",2002,6
"cobbossee",5236,2,2002-07-24,"0:00:00","cw",3,5,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,14.1,"b","cwd","5236_2_2002-07-24_cw",2002,7
"cobbossee",5236,2,2002-08-26,"0:00:00","cw",3,7,"c",7.1,"c","cwd",NA,NA,NA,NA,NA,NA,NA,14.3,"b","cwd","5236_2_2002-08-26_cw",2002,8
"cobbossee",5236,2,2002-09-24,"0:00:00","cw",3,10,"c",6.8,"c","cwd",NA,NA,NA,NA,NA,NA,NA,14.5,"b","cwd","5236_2_2002-09-24_cw",2002,9
"cobbossee",5236,2,2002-10-24,"0:00:00","cw",3,10,"c",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,14.4,"b","cwd","5236_2_2002-10-24_cw",2002,10
"cobbossee",5236,2,2003-05-23,"0:00:00","cw",3,10,"c",7,"c","cwd",11,"a","h","cwd",NA,NA,NA,17.5,"b","cwd","5236_2_2003-05-23_cw",2003,5
"cobbossee",5236,2,2003-06-16,"0:00:00","cw",3,10,"c",7,"c","cwd",18,"a","h","cwd",NA,NA,NA,18.9,"b","cwd","5236_2_2003-06-16_cw",2003,6
"cobbossee",5236,2,2003-07-21,"0:00:00","cw",3,7,"c",7.3,"c","cwd",13,"a","h","cwd",NA,NA,NA,19.2,"b","cwd","5236_2_2003-07-21_cw",2003,7
"cobbossee",5236,2,2003-08-20,"0:00:00","cw",3,7,"c",7.2,"c","cwd",17,"a","h","cwd",NA,NA,NA,19.2,"b","cwd","5236_2_2003-08-20_cw",2003,8
"cobbossee",5236,2,2003-09-30,"0:00:00","cw",3,8,"c",7.1,"c","cwd",19,"a","h","cwd",NA,NA,NA,18.5,"b","cwd","5236_2_2003-09-30_cw",2003,9
"cobbossee",5236,2,2003-10-31,"0:00:00","cw",3,10,"c",7,"c","cwd",17,"a","h","cwd",NA,NA,NA,17.2,"b","cwd","5236_2_2003-10-31_cw",2003,10
"cobbossee",5236,2,2004-05-25,"0:00:00","cw",3,10,"c",6.9,"c","cwd",8,"a","h","cwd",NA,NA,NA,18,"b","cwd","5236_2_2004-05-25_cw",2004,5
"cobbossee",5236,2,2004-06-21,"0:00:00","cw",3,8,"c",7,"c","cwd",8,"a","h","cwd",NA,NA,NA,17,"b","cwd","5236_2_2004-06-21_cw",2004,6
"cobbossee",5236,2,2004-07-21,"0:00:00","cw",3,7,"c",7.1,"c","cwd",9,"a","h","cwd",NA,NA,NA,15.5,"b","cwd","5236_2_2004-07-21_cw",2004,7
"cobbossee",5236,2,2004-08-16,"0:00:00","cw",3,7,"c",7.1,"c","cwd",12,"a","h","cwd",NA,NA,NA,14,"b","cwd","5236_2_2004-08-16_cw",2004,8
"cobbossee",5236,2,2004-09-21,"0:00:00","cw",3,10,"c",7,"c","cwd",9,"a","h","cwd",NA,NA,NA,15.5,"b","cwd","5236_2_2004-09-21_cw",2004,9
"cobbossee",5236,2,2005-05-27,"0:00:00","cw",3,10,"c",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,9.5,"b","cwd","5236_2_2005-05-27_cw",2005,5
"cobbossee",5236,2,2005-07-25,"0:00:00","cw",3,7,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"b","cwd","5236_2_2005-07-25_cw",2005,7
"cobbossee",5236,2,2005-08-22,"0:00:00","cw",3,6,"c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,"b","cwd","5236_2_2005-08-22_cw",2005,8
"cobbossee",5236,2,2006-06-19,"0:00:00","cw",3,6,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,17.5,"b","cwd","5236_2_2006-06-19_cw",2006,6
"cobbossee",5236,2,2006-07-19,"0:00:00","cw",3,8,"c",6.8,"c","cwd",NA,NA,NA,NA,NA,NA,NA,20,"b","cwd","5236_2_2006-07-19_cw",2006,7
"cobbossee",5236,2,2006-08-17,"0:00:00","cw",3,7,"c",NA,NA,NA,28,"a","s","secrl",NA,NA,NA,NA,NA,NA,"5236_2_2006-08-17_cw",2006,8
"cobbossee",5236,2,2006-08-17,"0:00:00","cw",3,7,"c",7.3,"c","cwd",NA,NA,NA,NA,NA,NA,NA,18.5,"b","cwd","5236_2_2006-08-17_cw",2006,8
"cobbossee",5236,2,2006-08-17,"0:00:00","cw",3,7,"c",7.76,"g","secrl",10,"t","s","secrl",82,"l","secrl",18.6,"g","secrl","5236_2_2006-08-17_cw",2006,8
"cobbossee",5236,2,2006-09-25,"0:00:00","cw",3,10,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,20,"b","cwd","5236_2_2006-09-25_cw",2006,9
"cobbossee",5236,2,2006-10-27,"0:00:00","cw",3,10,"c",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,20,"b","cwd","5236_2_2006-10-27_cw",2006,10
"cobbossee",5236,2,2007-05-22,"0:00:00","cw",3,10,"c",7,"c","cwd",NA,NA,NA,NA,NA,NA,NA,19.5,"b","cwd","5236_2_2007-05-22_cw",2007,5
"cobbossee",5236,2,2007-06-13,"0:00:00","cw",3,3,"c",6.9,"c","cwd",NA,NA,NA,NA,NA,NA,NA,19.5,"b","cwd","5236_2_2007-06-13_cw",2007,6
"cobbossee",5236,2,2007-07-12,"0:00:00","cw",3,7,"c",7.2,"c","cwd",NA,NA,NA,NA,NA,NA,NA,19,"b","cwd","5236_2_2007-07-12_cw",2007,7
"cobbossee",5236,2,2007-08-14,"0:00:00","cw",3,7,"c",7.2,"c","cwd",NA,NA,NA,NA,NA,NA,NA,19.5,"b","cwd","5236_2_2007-08-14_cw",2007,8
"cobbossee",5236,2,2007-08-29,"0:00:00","cw",3,8,"c",7.1,"c","cwd",NA,NA,NA,NA,NA,NA,NA,21,"b","cwd","5236_2_2007-08-29_cw",2007,8
