"midas","lake","basin","date","agency","tp_ppm","depth","r","type","year","month","sampleid"
"3830","dexter",1,2002-07-17,"cw",0.014,4,1,"c",2002,7,"3830_1_2002-07-17"
"3830","dexter",1,2002-08-20,"cw",0.014,4,1,"c",2002,8,"3830_1_2002-08-20"
"3830","dexter",1,2002-09-20,"cw",0.011,5,1,"c",2002,9,"3830_1_2002-09-20"
"3830","dexter",1,2002-10-23,"cw",0.01,6,1,"c",2002,10,"3830_1_2002-10-23"
"3830","dexter",1,2005-05-05,"cw",0.009,6,1,"c",2005,5,"3830_1_2005-05-05"
"3830","dexter",1,2005-06-13,"cw",0.011,6,1,"c",2005,6,"3830_1_2005-06-13"
"3830","dexter",1,2005-08-10,"cw",0.009,4,1,"c",2005,8,"3830_1_2005-08-10"
"3830","dexter",1,2008-05-20,"cw",0.011,4,1,"c",2008,5,"3830_1_2008-05-20"
"3830","dexter",1,2008-06-13,"cw",0.011,4,1,"c",2008,6,"3830_1_2008-06-13"
"3830","dexter",1,2008-07-16,"cw",0.008,4,1,"c",2008,7,"3830_1_2008-07-16"
"3830","dexter",1,2008-08-20,"cw",0.009,4,1,"c",2008,8,"3830_1_2008-08-20"
"3830","dexter",1,2008-09-25,"cw",0.01,5,1,"c",2008,9,"3830_1_2008-09-25"
"3830","dexter",1,2008-11-04,"cw",0.011,6,1,"c",2008,11,"3830_1_2008-11-04"
"3830","dexter",1,2011-05-24,"cw",0.01,6,1,"c",2011,5,"3830_1_2011-05-24"
"3830","dexter",1,2011-05-24,"cw",0.01,6,2,"c",2011,5,"3830_1_2011-05-24"
"3830","dexter",1,2011-06-27,"cw",0.013,4,1,"c",2011,6,"3830_1_2011-06-27"
"3830","dexter",1,2011-07-12,"cw",0.01,3.5,1,"c",2011,7,"3830_1_2011-07-12"
"3830","dexter",1,2011-08-11,"cw",0.01,4,1,"c",2011,8,"3830_1_2011-08-11"
"3830","dexter",1,2014-06-02,"cw",0.01,5,1,"c",2014,6,"3830_1_2014-06-02"
"3830","dexter",1,2014-06-16,"cw",0.011,4,1,"c",2014,6,"3830_1_2014-06-16"
"3830","dexter",1,2014-07-14,"cw",0.012,4,1,"c",2014,7,"3830_1_2014-07-14"
"3830","dexter",1,2014-08-07,"cw",0.008,4,2,"c",2014,8,"3830_1_2014-08-07"
"3830","dexter",1,2014-08-07,"cw",0.009,4,1,"c",2014,8,"3830_1_2014-08-07"
"3830","dexter",1,2014-09-08,"cw",0.007,3.5,1,"c",2014,9,"3830_1_2014-09-08"
"3830","dexter",1,2017-05-04,"cw",0.011,6,1,"c",2017,5,"3830_1_2017-05-04"
"3830","dexter",1,2017-06-19,"cw",0.012,4,1,"c",2017,6,"3830_1_2017-06-19"
"3830","dexter",1,2017-07-17,"cw",0.008,4,1,"c",2017,7,"3830_1_2017-07-17"
"3830","dexter",1,2017-08-16,"cw",0.008,4,1,"c",2017,8,"3830_1_2017-08-16"
"3830","dexter",1,2017-09-12,"cw",0.007,4.5,1,"c",2017,9,"3830_1_2017-09-12"
"3830","dexter",1,2017-10-10,"cw",0.009,5,1,"c",2017,10,"3830_1_2017-10-10"
"3832","wilson",1,2000-05-03,"cw",0.01,3,1,"g",2000,5,"3832_1_2000-05-03"
"3832","wilson",1,2000-05-03,"cw",0.01,7,1,"g",2000,5,"3832_1_2000-05-03"
"3832","wilson",1,2000-05-03,"cw",0.011,1,1,"g",2000,5,"3832_1_2000-05-03"
"3832","wilson",1,2000-05-03,"cw",0.011,9,1,"g",2000,5,"3832_1_2000-05-03"
"3832","wilson",1,2000-05-03,"cw",0.011,12,1,"g",2000,5,"3832_1_2000-05-03"
"3832","wilson",1,2000-05-03,"cw",0.013,5,1,"g",2000,5,"3832_1_2000-05-03"
"3832","wilson",1,2000-06-06,"cw",0.011,7,1,"g",2000,6,"3832_1_2000-06-06"
"3832","wilson",1,2000-06-06,"cw",0.011,9,1,"g",2000,6,"3832_1_2000-06-06"
"3832","wilson",1,2000-06-06,"cw",0.011,11,1,"g",2000,6,"3832_1_2000-06-06"
"3832","wilson",1,2000-06-06,"cw",0.013,1,1,"g",2000,6,"3832_1_2000-06-06"
"3832","wilson",1,2000-06-06,"cw",0.017,3,1,"g",2000,6,"3832_1_2000-06-06"
"3832","wilson",1,2000-06-06,"cw",0.017,5,1,"g",2000,6,"3832_1_2000-06-06"
"3832","wilson",1,2000-07-07,"cw",0.011,1,1,"g",2000,7,"3832_1_2000-07-07"
"3832","wilson",1,2000-07-07,"cw",0.011,3,1,"g",2000,7,"3832_1_2000-07-07"
"3832","wilson",1,2000-07-07,"cw",0.012,5,1,"g",2000,7,"3832_1_2000-07-07"
"3832","wilson",1,2000-07-07,"cw",0.012,7,1,"g",2000,7,"3832_1_2000-07-07"
"3832","wilson",1,2000-07-07,"cw",0.014,11,1,"g",2000,7,"3832_1_2000-07-07"
"3832","wilson",1,2000-07-07,"cw",0.017,9,1,"g",2000,7,"3832_1_2000-07-07"
"3832","wilson",1,2000-08-01,"cw",0.01,7,1,"g",2000,8,"3832_1_2000-08-01"
"3832","wilson",1,2000-08-01,"cw",0.011,1,1,"g",2000,8,"3832_1_2000-08-01"
"3832","wilson",1,2000-08-01,"cw",0.013,3,1,"g",2000,8,"3832_1_2000-08-01"
"3832","wilson",1,2000-08-01,"cw",0.015,5,1,"g",2000,8,"3832_1_2000-08-01"
"3832","wilson",1,2000-08-01,"cw",0.015,9,1,"g",2000,8,"3832_1_2000-08-01"
"3832","wilson",1,2000-08-01,"cw",0.043,11,1,"g",2000,8,"3832_1_2000-08-01"
"3832","wilson",1,2000-09-06,"cw",0.011,3,1,"g",2000,9,"3832_1_2000-09-06"
"3832","wilson",1,2000-09-06,"cw",0.012,7,1,"g",2000,9,"3832_1_2000-09-06"
"3832","wilson",1,2000-09-06,"cw",0.014,1,1,"g",2000,9,"3832_1_2000-09-06"
"3832","wilson",1,2000-09-06,"cw",0.014,5,1,"g",2000,9,"3832_1_2000-09-06"
"3832","wilson",1,2000-09-06,"cw",0.023,9,1,"g",2000,9,"3832_1_2000-09-06"
"3832","wilson",1,2000-09-06,"cw",0.066,11,1,"g",2000,9,"3832_1_2000-09-06"
"3832","wilson",1,2000-10-03,"cw",0.012,7,1,"g",2000,10,"3832_1_2000-10-03"
"3832","wilson",1,2000-10-03,"cw",0.012,9,1,"g",2000,10,"3832_1_2000-10-03"
"3832","wilson",1,2000-10-03,"cw",0.013,5,1,"g",2000,10,"3832_1_2000-10-03"
"3832","wilson",1,2000-10-03,"cw",0.015,1,1,"g",2000,10,"3832_1_2000-10-03"
"3832","wilson",1,2000-10-03,"cw",0.015,3,1,"g",2000,10,"3832_1_2000-10-03"
"3832","wilson",1,2000-10-03,"cw",0.056,11,1,"g",2000,10,"3832_1_2000-10-03"
"3832","wilson",1,2001-05-03,"cw",0.009,9,1,"g",2001,5,"3832_1_2001-05-03"
"3832","wilson",1,2001-05-03,"cw",0.01,11,1,"g",2001,5,"3832_1_2001-05-03"
"3832","wilson",1,2001-05-03,"cw",0.011,1,1,"g",2001,5,"3832_1_2001-05-03"
"3832","wilson",1,2001-05-03,"cw",0.011,3,1,"g",2001,5,"3832_1_2001-05-03"
"3832","wilson",1,2001-05-03,"cw",0.011,5,1,"g",2001,5,"3832_1_2001-05-03"
"3832","wilson",1,2001-05-03,"cw",0.012,7,1,"g",2001,5,"3832_1_2001-05-03"
"3832","wilson",1,2001-06-07,"cw",0.009,3,1,"g",2001,6,"3832_1_2001-06-07"
"3832","wilson",1,2001-06-07,"cw",0.011,9,1,"g",2001,6,"3832_1_2001-06-07"
"3832","wilson",1,2001-06-07,"cw",0.011,11,1,"g",2001,6,"3832_1_2001-06-07"
"3832","wilson",1,2001-06-07,"cw",0.012,1,1,"g",2001,6,"3832_1_2001-06-07"
"3832","wilson",1,2001-06-07,"cw",0.012,5,1,"g",2001,6,"3832_1_2001-06-07"
"3832","wilson",1,2001-06-07,"cw",0.014,7,1,"g",2001,6,"3832_1_2001-06-07"
"3832","wilson",1,2001-06-07,"cw",0.014,13,1,"g",2001,6,"3832_1_2001-06-07"
"3832","wilson",1,2001-07-05,"cw",0.008,1,1,"g",2001,7,"3832_1_2001-07-05"
"3832","wilson",1,2001-07-05,"cw",0.009,5,1,"g",2001,7,"3832_1_2001-07-05"
"3832","wilson",1,2001-07-05,"cw",0.01,3,1,"g",2001,7,"3832_1_2001-07-05"
"3832","wilson",1,2001-07-05,"cw",0.012,9,1,"g",2001,7,"3832_1_2001-07-05"
"3832","wilson",1,2001-07-05,"cw",0.014,11,1,"g",2001,7,"3832_1_2001-07-05"
"3832","wilson",1,2001-07-05,"cw",0.017,7,1,"g",2001,7,"3832_1_2001-07-05"
"3832","wilson",1,2001-08-06,"cw",0.01,1,1,"g",2001,8,"3832_1_2001-08-06"
"3832","wilson",1,2001-08-06,"cw",0.011,3,1,"g",2001,8,"3832_1_2001-08-06"
"3832","wilson",1,2001-08-06,"cw",0.011,5,1,"g",2001,8,"3832_1_2001-08-06"
"3832","wilson",1,2001-08-06,"cw",0.016,7,1,"g",2001,8,"3832_1_2001-08-06"
"3832","wilson",1,2001-08-06,"cw",0.02,9,1,"g",2001,8,"3832_1_2001-08-06"
"3832","wilson",1,2001-08-06,"cw",0.041,11,1,"g",2001,8,"3832_1_2001-08-06"
"3832","wilson",1,2001-09-06,"cw",0.012,1,1,"g",2001,9,"3832_1_2001-09-06"
"3832","wilson",1,2001-09-06,"cw",0.012,5,1,"g",2001,9,"3832_1_2001-09-06"
"3832","wilson",1,2001-09-06,"cw",0.013,7,1,"g",2001,9,"3832_1_2001-09-06"
"3832","wilson",1,2001-09-06,"cw",0.015,3,1,"g",2001,9,"3832_1_2001-09-06"
"3832","wilson",1,2001-09-06,"cw",0.019,9,1,"g",2001,9,"3832_1_2001-09-06"
"3832","wilson",1,2001-09-06,"cw",0.087,11,1,"g",2001,9,"3832_1_2001-09-06"
"3832","wilson",1,2001-10-11,"cw",0.014,9,1,"g",2001,10,"3832_1_2001-10-11"
"3832","wilson",1,2001-10-11,"cw",0.015,5,1,"g",2001,10,"3832_1_2001-10-11"
"3832","wilson",1,2001-10-11,"cw",0.016,3,1,"g",2001,10,"3832_1_2001-10-11"
"3832","wilson",1,2001-10-11,"cw",0.016,7,1,"g",2001,10,"3832_1_2001-10-11"
"3832","wilson",1,2001-10-11,"cw",0.018,1,1,"g",2001,10,"3832_1_2001-10-11"
"3832","wilson",1,2001-10-11,"cw",0.12,11,1,"g",2001,10,"3832_1_2001-10-11"
"3832","wilson",1,2002-05-07,"cw",0.011,1,1,"g",2002,5,"3832_1_2002-05-07"
"3832","wilson",1,2002-05-07,"cw",0.011,9,1,"g",2002,5,"3832_1_2002-05-07"
"3832","wilson",1,2002-05-07,"cw",0.011,11,1,"g",2002,5,"3832_1_2002-05-07"
"3832","wilson",1,2002-05-07,"cw",0.012,7,1,"g",2002,5,"3832_1_2002-05-07"
"3832","wilson",1,2002-05-07,"cw",0.013,5,1,"g",2002,5,"3832_1_2002-05-07"
"3832","wilson",1,2002-05-07,"cw",0.014,3,1,"g",2002,5,"3832_1_2002-05-07"
"3832","wilson",1,2002-06-17,"cw",0.012,7,1,"g",2002,6,"3832_1_2002-06-17"
"3832","wilson",1,2002-06-17,"cw",0.013,5,1,"g",2002,6,"3832_1_2002-06-17"
"3832","wilson",1,2002-06-17,"cw",0.013,11,1,"g",2002,6,"3832_1_2002-06-17"
"3832","wilson",1,2002-06-17,"cw",0.014,3,1,"g",2002,6,"3832_1_2002-06-17"
"3832","wilson",1,2002-06-17,"cw",0.015,9,1,"g",2002,6,"3832_1_2002-06-17"
"3832","wilson",1,2002-06-17,"cw",0.017,1,1,"g",2002,6,"3832_1_2002-06-17"
"3832","wilson",1,2002-07-08,"cw",0.011,3,1,"g",2002,7,"3832_1_2002-07-08"
"3832","wilson",1,2002-07-08,"cw",0.013,5,1,"g",2002,7,"3832_1_2002-07-08"
"3832","wilson",1,2002-07-08,"cw",0.013,7,1,"g",2002,7,"3832_1_2002-07-08"
"3832","wilson",1,2002-07-08,"cw",0.014,9,1,"g",2002,7,"3832_1_2002-07-08"
"3832","wilson",1,2002-07-08,"cw",0.014,11,1,"g",2002,7,"3832_1_2002-07-08"
"3832","wilson",1,2002-07-08,"cw",0.017,1,1,"g",2002,7,"3832_1_2002-07-08"
"3832","wilson",1,2002-08-13,"cw",0.011,7,1,"g",2002,8,"3832_1_2002-08-13"
"3832","wilson",1,2002-08-13,"cw",0.012,1,1,"g",2002,8,"3832_1_2002-08-13"
"3832","wilson",1,2002-08-13,"cw",0.012,3,1,"g",2002,8,"3832_1_2002-08-13"
"3832","wilson",1,2002-08-13,"cw",0.013,5,1,"g",2002,8,"3832_1_2002-08-13"
"3832","wilson",1,2002-08-13,"cw",0.017,9,1,"g",2002,8,"3832_1_2002-08-13"
"3832","wilson",1,2002-08-13,"cw",0.11,11,1,"g",2002,8,"3832_1_2002-08-13"
"3832","wilson",1,2002-09-09,"cw",0.01,3,1,"g",2002,9,"3832_1_2002-09-09"
"3832","wilson",1,2002-09-09,"cw",0.01,5,1,"g",2002,9,"3832_1_2002-09-09"
"3832","wilson",1,2002-09-09,"cw",0.011,1,1,"g",2002,9,"3832_1_2002-09-09"
"3832","wilson",1,2002-09-09,"cw",0.011,7,1,"g",2002,9,"3832_1_2002-09-09"
"3832","wilson",1,2002-09-09,"cw",0.022,9,1,"g",2002,9,"3832_1_2002-09-09"
"3832","wilson",1,2002-09-09,"cw",0.1,11,1,"g",2002,9,"3832_1_2002-09-09"
"3832","wilson",1,2002-10-08,"cw",0.015,9,1,"g",2002,10,"3832_1_2002-10-08"
"3832","wilson",1,2002-10-08,"cw",0.016,1,1,"g",2002,10,"3832_1_2002-10-08"
"3832","wilson",1,2002-10-08,"cw",0.016,3,1,"g",2002,10,"3832_1_2002-10-08"
"3832","wilson",1,2002-10-08,"cw",0.017,7,1,"g",2002,10,"3832_1_2002-10-08"
"3832","wilson",1,2002-10-08,"cw",0.019,5,1,"g",2002,10,"3832_1_2002-10-08"
"3832","wilson",1,2002-10-08,"cw",0.033,11,1,"g",2002,10,"3832_1_2002-10-08"
"3832","wilson",1,2003-05-16,"cw",0.011,5,1,"g",2003,5,"3832_1_2003-05-16"
"3832","wilson",1,2003-05-16,"cw",0.011,5,2,"g",2003,5,"3832_1_2003-05-16"
"3832","wilson",1,2003-05-16,"cw",0.012,7,1,"g",2003,5,"3832_1_2003-05-16"
"3832","wilson",1,2003-05-16,"cw",0.012,9,1,"g",2003,5,"3832_1_2003-05-16"
"3832","wilson",1,2003-05-16,"cw",0.013,1,1,"g",2003,5,"3832_1_2003-05-16"
"3832","wilson",1,2003-05-16,"cw",0.015,3,1,"g",2003,5,"3832_1_2003-05-16"
"3832","wilson",1,2003-05-16,"cw",0.015,11,1,"g",2003,5,"3832_1_2003-05-16"
"3832","wilson",1,2003-06-30,"cw",0.013,3,1,"g",2003,6,"3832_1_2003-06-30"
"3832","wilson",1,2003-06-30,"cw",0.014,7,1,"g",2003,6,"3832_1_2003-06-30"
"3832","wilson",1,2003-06-30,"cw",0.014,9,1,"g",2003,6,"3832_1_2003-06-30"
"3832","wilson",1,2003-06-30,"cw",0.017,1,1,"g",2003,6,"3832_1_2003-06-30"
"3832","wilson",1,2003-06-30,"cw",0.017,11,1,"g",2003,6,"3832_1_2003-06-30"
"3832","wilson",1,2003-06-30,"cw",0.02,5,1,"g",2003,6,"3832_1_2003-06-30"
"3832","wilson",1,2003-07-01,"cw",0.014,3,1,"g",2003,7,"3832_1_2003-07-01"
"3832","wilson",1,2003-07-01,"cw",0.015,1,1,"g",2003,7,"3832_1_2003-07-01"
"3832","wilson",1,2003-07-01,"cw",0.015,9,1,"g",2003,7,"3832_1_2003-07-01"
"3832","wilson",1,2003-07-01,"cw",0.016,7,1,"g",2003,7,"3832_1_2003-07-01"
"3832","wilson",1,2003-07-01,"cw",0.019,5,1,"g",2003,7,"3832_1_2003-07-01"
"3832","wilson",1,2003-07-01,"cw",0.02,11,1,"g",2003,7,"3832_1_2003-07-01"
"3832","wilson",1,2003-08-01,"cw",0.012,1,1,"g",2003,8,"3832_1_2003-08-01"
"3832","wilson",1,2003-08-01,"cw",0.012,3,1,"g",2003,8,"3832_1_2003-08-01"
"3832","wilson",1,2003-08-01,"cw",0.012,5,1,"g",2003,8,"3832_1_2003-08-01"
"3832","wilson",1,2003-08-01,"cw",0.017,7,1,"g",2003,8,"3832_1_2003-08-01"
"3832","wilson",1,2003-08-01,"cw",0.028,9,1,"g",2003,8,"3832_1_2003-08-01"
"3832","wilson",1,2003-08-01,"cw",0.11,11,1,"g",2003,8,"3832_1_2003-08-01"
"3832","wilson",1,2003-09-05,"cw",0.014,1,1,"g",2003,9,"3832_1_2003-09-05"
"3832","wilson",1,2003-09-05,"cw",0.015,5,1,"g",2003,9,"3832_1_2003-09-05"
"3832","wilson",1,2003-09-05,"cw",0.016,7,1,"g",2003,9,"3832_1_2003-09-05"
"3832","wilson",1,2003-09-05,"cw",0.019,3,1,"g",2003,9,"3832_1_2003-09-05"
"3832","wilson",1,2003-09-05,"cw",0.046,9,1,"g",2003,9,"3832_1_2003-09-05"
"3832","wilson",1,2003-09-05,"cw",0.17,11,1,"g",2003,9,"3832_1_2003-09-05"
"3832","wilson",1,2003-10-14,"cw",0.018,9,1,"g",2003,10,"3832_1_2003-10-14"
"3832","wilson",1,2003-10-14,"cw",0.019,5,1,"g",2003,10,"3832_1_2003-10-14"
"3832","wilson",1,2003-10-14,"cw",0.019,7,1,"g",2003,10,"3832_1_2003-10-14"
"3832","wilson",1,2003-10-14,"cw",0.02,1,1,"g",2003,10,"3832_1_2003-10-14"
"3832","wilson",1,2003-10-14,"cw",0.02,3,2,"g",2003,10,"3832_1_2003-10-14"
"3832","wilson",1,2003-10-14,"cw",0.049,3,1,"g",2003,10,"3832_1_2003-10-14"
"3832","wilson",1,2003-10-14,"cw",0.23,11,1,"g",2003,10,"3832_1_2003-10-14"
"3832","wilson",1,2004-05-20,"cw",0.014,7,1,"g",2004,5,"3832_1_2004-05-20"
"3832","wilson",1,2004-05-20,"cw",0.014,9,1,"g",2004,5,"3832_1_2004-05-20"
"3832","wilson",1,2004-05-20,"cw",0.014,11,1,"g",2004,5,"3832_1_2004-05-20"
"3832","wilson",1,2004-05-20,"cw",0.015,5,1,"g",2004,5,"3832_1_2004-05-20"
"3832","wilson",1,2004-05-20,"cw",0.016,1,1,"g",2004,5,"3832_1_2004-05-20"
"3832","wilson",1,2004-05-20,"cw",0.016,3,1,"g",2004,5,"3832_1_2004-05-20"
"3832","wilson",1,2004-06-18,"cw",0.016,1,1,"g",2004,6,"3832_1_2004-06-18"
"3832","wilson",1,2004-06-18,"cw",0.017,3,1,"g",2004,6,"3832_1_2004-06-18"
"3832","wilson",1,2004-06-18,"cw",0.018,9,1,"g",2004,6,"3832_1_2004-06-18"
"3832","wilson",1,2004-06-18,"cw",0.02,11,1,"g",2004,6,"3832_1_2004-06-18"
"3832","wilson",1,2004-06-18,"cw",0.02,11,2,"g",2004,6,"3832_1_2004-06-18"
"3832","wilson",1,2004-06-18,"cw",0.021,5,1,"g",2004,6,"3832_1_2004-06-18"
"3832","wilson",1,2004-06-18,"cw",0.021,7,1,"g",2004,6,"3832_1_2004-06-18"
"3832","wilson",1,2004-07-13,"cw",0.013,1,1,"g",2004,7,"3832_1_2004-07-13"
"3832","wilson",1,2004-07-13,"cw",0.014,7,2,"g",2004,7,"3832_1_2004-07-13"
"3832","wilson",1,2004-07-13,"cw",0.016,3,1,"g",2004,7,"3832_1_2004-07-13"
"3832","wilson",1,2004-07-13,"cw",0.019,7,1,"g",2004,7,"3832_1_2004-07-13"
"3832","wilson",1,2004-07-13,"cw",0.022,5,1,"g",2004,7,"3832_1_2004-07-13"
"3832","wilson",1,2004-07-13,"cw",0.022,9,1,"g",2004,7,"3832_1_2004-07-13"
"3832","wilson",1,2004-07-13,"cw",0.051,11,1,"g",2004,7,"3832_1_2004-07-13"
"3832","wilson",1,2004-08-10,"cw",0.011,5,1,"g",2004,8,"3832_1_2004-08-10"
"3832","wilson",1,2004-08-10,"cw",0.014,3,1,"g",2004,8,"3832_1_2004-08-10"
"3832","wilson",1,2004-08-10,"cw",0.015,1,1,"g",2004,8,"3832_1_2004-08-10"
"3832","wilson",1,2004-08-10,"cw",0.019,7,1,"g",2004,8,"3832_1_2004-08-10"
"3832","wilson",1,2004-08-10,"cw",0.057,9,1,"g",2004,8,"3832_1_2004-08-10"
"3832","wilson",1,2004-08-10,"cw",0.16,11,1,"g",2004,8,"3832_1_2004-08-10"
"3832","wilson",1,2004-09-16,"cw",0.014,7,1,"g",2004,9,"3832_1_2004-09-16"
"3832","wilson",1,2004-09-16,"cw",0.016,1,1,"g",2004,9,"3832_1_2004-09-16"
"3832","wilson",1,2004-09-16,"cw",0.016,3,1,"g",2004,9,"3832_1_2004-09-16"
"3832","wilson",1,2004-09-16,"cw",0.019,5,1,"g",2004,9,"3832_1_2004-09-16"
"3832","wilson",1,2004-09-16,"cw",0.079,9,1,"g",2004,9,"3832_1_2004-09-16"
"3832","wilson",1,2004-09-16,"cw",0.08,9,2,"g",2004,9,"3832_1_2004-09-16"
"3832","wilson",1,2004-09-16,"cw",0.25,11,1,"g",2004,9,"3832_1_2004-09-16"
"3832","wilson",1,2004-10-21,"cw",0.025,7,1,"g",2004,10,"3832_1_2004-10-21"
"3832","wilson",1,2004-10-21,"cw",0.025,9,1,"g",2004,10,"3832_1_2004-10-21"
"3832","wilson",1,2004-10-21,"cw",0.025,11,1,"g",2004,10,"3832_1_2004-10-21"
"3832","wilson",1,2004-10-21,"cw",0.027,5,1,"g",2004,10,"3832_1_2004-10-21"
"3832","wilson",1,2004-10-21,"cw",0.028,1,1,"g",2004,10,"3832_1_2004-10-21"
"3832","wilson",1,2004-10-21,"cw",0.028,5,2,"g",2004,10,"3832_1_2004-10-21"
"3832","wilson",1,2004-10-21,"cw",0.029,3,1,"g",2004,10,"3832_1_2004-10-21"
"3832","wilson",1,2005-05-05,"cw",0.011,5,1,"g",2005,5,"3832_1_2005-05-05"
"3832","wilson",1,2005-05-05,"cw",0.012,1,1,"g",2005,5,"3832_1_2005-05-05"
"3832","wilson",1,2005-05-05,"cw",0.012,7,1,"g",2005,5,"3832_1_2005-05-05"
"3832","wilson",1,2005-05-05,"cw",0.014,3,1,"g",2005,5,"3832_1_2005-05-05"
"3832","wilson",1,2005-05-05,"cw",0.014,9,1,"g",2005,5,"3832_1_2005-05-05"
"3832","wilson",1,2005-05-05,"cw",0.014,11,1,"g",2005,5,"3832_1_2005-05-05"
"3832","wilson",1,2006-06-12,"cw",0.011,3,1,"g",2006,6,"3832_1_2006-06-12"
"3832","wilson",1,2006-06-12,"cw",0.011,5,1,"g",2006,6,"3832_1_2006-06-12"
"3832","wilson",1,2006-06-12,"cw",0.012,1,1,"g",2006,6,"3832_1_2006-06-12"
"3832","wilson",1,2006-06-12,"cw",0.012,7,1,"g",2006,6,"3832_1_2006-06-12"
"3832","wilson",1,2006-06-12,"cw",0.014,9,1,"g",2006,6,"3832_1_2006-06-12"
"3832","wilson",1,2006-06-12,"cw",0.016,11,1,"g",2006,6,"3832_1_2006-06-12"
"3832","wilson",1,2006-07-12,"cw",0.01,7,1,"g",2006,7,"3832_1_2006-07-12"
"3832","wilson",1,2006-07-12,"cw",0.011,9,1,"g",2006,7,"3832_1_2006-07-12"
"3832","wilson",1,2006-07-12,"cw",0.013,5,1,"g",2006,7,"3832_1_2006-07-12"
"3832","wilson",1,2006-07-12,"cw",0.014,3,1,"g",2006,7,"3832_1_2006-07-12"
"3832","wilson",1,2006-07-12,"cw",0.017,1,1,"g",2006,7,"3832_1_2006-07-12"
"3832","wilson",1,2006-07-12,"cw",0.017,11,1,"g",2006,7,"3832_1_2006-07-12"
"3832","wilson",1,2006-08-09,"cw",0.011,3,1,"g",2006,8,"3832_1_2006-08-09"
"3832","wilson",1,2006-08-09,"cw",0.012,1,1,"g",2006,8,"3832_1_2006-08-09"
"3832","wilson",1,2006-08-09,"cw",0.014,5,1,"g",2006,8,"3832_1_2006-08-09"
"3832","wilson",1,2006-08-09,"cw",0.014,7,1,"g",2006,8,"3832_1_2006-08-09"
"3832","wilson",1,2006-08-09,"cw",0.023,9,1,"g",2006,8,"3832_1_2006-08-09"
"3832","wilson",1,2006-08-09,"cw",0.1,11,1,"g",2006,8,"3832_1_2006-08-09"
"3832","wilson",1,2006-09-12,"cw",0.01,1,1,"g",2006,9,"3832_1_2006-09-12"
"3832","wilson",1,2006-09-12,"cw",0.01,3,1,"g",2006,9,"3832_1_2006-09-12"
"3832","wilson",1,2006-09-12,"cw",0.01,5,1,"g",2006,9,"3832_1_2006-09-12"
"3832","wilson",1,2006-09-12,"cw",0.013,7,1,"g",2006,9,"3832_1_2006-09-12"
"3832","wilson",1,2006-09-12,"cw",0.038,9,1,"g",2006,9,"3832_1_2006-09-12"
"3832","wilson",1,2006-09-12,"cw",0.2,11,1,"g",2006,9,"3832_1_2006-09-12"
"3832","wilson",1,2006-10-19,"cw",0.014,7,1,"g",2006,10,"3832_1_2006-10-19"
"3832","wilson",1,2006-10-19,"cw",0.016,1,1,"g",2006,10,"3832_1_2006-10-19"
"3832","wilson",1,2006-10-19,"cw",0.016,5,1,"g",2006,10,"3832_1_2006-10-19"
"3832","wilson",1,2006-10-19,"cw",0.018,9,1,"g",2006,10,"3832_1_2006-10-19"
"3832","wilson",1,2006-10-19,"cw",0.019,3,1,"g",2006,10,"3832_1_2006-10-19"
"3832","wilson",1,2006-10-19,"cw",0.025,11,1,"g",2006,10,"3832_1_2006-10-19"
"3832","wilson",1,2007-05-24,"cw",0.01,7,1,"g",2007,5,"3832_1_2007-05-24"
"3832","wilson",1,2007-05-24,"cw",0.01,9,1,"g",2007,5,"3832_1_2007-05-24"
"3832","wilson",1,2007-05-24,"cw",0.011,3,1,"g",2007,5,"3832_1_2007-05-24"
"3832","wilson",1,2007-05-24,"cw",0.011,5,1,"g",2007,5,"3832_1_2007-05-24"
"3832","wilson",1,2007-05-24,"cw",0.012,11,1,"g",2007,5,"3832_1_2007-05-24"
"3832","wilson",1,2007-05-24,"cw",0.015,1,1,"g",2007,5,"3832_1_2007-05-24"
"3832","wilson",1,2007-06-15,"cw",0.009,9,1,"g",2007,6,"3832_1_2007-06-15"
"3832","wilson",1,2007-06-15,"cw",0.009,9,2,"g",2007,6,"3832_1_2007-06-15"
"3832","wilson",1,2007-06-15,"cw",0.01,7,1,"g",2007,6,"3832_1_2007-06-15"
"3832","wilson",1,2007-06-15,"cw",0.012,3,1,"g",2007,6,"3832_1_2007-06-15"
"3832","wilson",1,2007-06-15,"cw",0.013,1,1,"g",2007,6,"3832_1_2007-06-15"
"3832","wilson",1,2007-06-15,"cw",0.015,11,1,"g",2007,6,"3832_1_2007-06-15"
"3832","wilson",1,2007-06-15,"cw",0.018,5,1,"g",2007,6,"3832_1_2007-06-15"
"3832","wilson",1,2007-07-11,"cw",0.01,7,1,"g",2007,7,"3832_1_2007-07-11"
"3832","wilson",1,2007-07-11,"cw",0.012,5,1,"g",2007,7,"3832_1_2007-07-11"
"3832","wilson",1,2007-07-11,"cw",0.012,9,1,"g",2007,7,"3832_1_2007-07-11"
"3832","wilson",1,2007-07-11,"cw",0.013,3,1,"g",2007,7,"3832_1_2007-07-11"
"3832","wilson",1,2007-07-11,"cw",0.015,1,1,"g",2007,7,"3832_1_2007-07-11"
"3832","wilson",1,2007-07-11,"cw",0.017,11,1,"g",2007,7,"3832_1_2007-07-11"
"3832","wilson",1,2007-08-15,"cw",0.013,3,1,"g",2007,8,"3832_1_2007-08-15"
