"midas","lake","basin","date","agency","tp_ppm","depth","r","type","year","month","sampleid"
"5236","cobbossee",2,2009-08-17,"cw",0.008,10,1,"g",2009,8,"5236_2_2009-08-17"
"5236","cobbossee",2,2009-08-17,"cw",0.009,1,1,"g",2009,8,"5236_2_2009-08-17"
"5236","cobbossee",2,2009-08-17,"cw",0.012,13,1,"g",2009,8,"5236_2_2009-08-17"
"5236","cobbossee",2,2009-08-17,"cw",0.013,5,1,"g",2009,8,"5236_2_2009-08-17"
"5236","cobbossee",2,2009-08-17,"cw",0.015,3,1,"g",2009,8,"5236_2_2009-08-17"
"5236","cobbossee",2,2009-08-17,"cw",0.042,17,1,"g",2009,8,"5236_2_2009-08-17"
"5236","cobbossee",1,2009-09-21,"cw",0.014,7,1,"g",2009,9,"5236_1_2009-09-21"
"5236","cobbossee",1,2009-09-21,"cw",0.014,10,1,"g",2009,9,"5236_1_2009-09-21"
"5236","cobbossee",1,2009-09-21,"cw",0.015,3,1,"g",2009,9,"5236_1_2009-09-21"
"5236","cobbossee",1,2009-09-21,"cw",0.015,5,1,"g",2009,9,"5236_1_2009-09-21"
"5236","cobbossee",1,2009-09-21,"cw",0.018,1,1,"g",2009,9,"5236_1_2009-09-21"
"5236","cobbossee",1,2009-09-21,"cw",0.026,25,1,"g",2009,9,"5236_1_2009-09-21"
"5236","cobbossee",1,2009-09-21,"cw",0.033,15,1,"g",2009,9,"5236_1_2009-09-21"
"5236","cobbossee",2,2009-09-21,"cw",0.013,7,1,"g",2009,9,"5236_2_2009-09-21"
"5236","cobbossee",2,2009-09-21,"cw",0.014,10,1,"g",2009,9,"5236_2_2009-09-21"
"5236","cobbossee",2,2009-09-21,"cw",0.015,1,1,"g",2009,9,"5236_2_2009-09-21"
"5236","cobbossee",2,2009-09-21,"cw",0.015,3,1,"g",2009,9,"5236_2_2009-09-21"
"5236","cobbossee",2,2009-09-21,"cw",0.015,5,1,"g",2009,9,"5236_2_2009-09-21"
"5236","cobbossee",2,2009-09-21,"cw",0.016,3,2,"g",2009,9,"5236_2_2009-09-21"
"5236","cobbossee",2,2009-09-21,"cw",0.047,13,1,"g",2009,9,"5236_2_2009-09-21"
"5236","cobbossee",2,2009-09-21,"cw",0.12,17,1,"g",2009,9,"5236_2_2009-09-21"
"5236","cobbossee",1,2009-10-30,"cw",0.017,15,1,"g",2009,10,"5236_1_2009-10-30"
"5236","cobbossee",1,2009-10-30,"cw",0.018,3,1,"g",2009,10,"5236_1_2009-10-30"
"5236","cobbossee",1,2009-10-30,"cw",0.019,7,1,"g",2009,10,"5236_1_2009-10-30"
"5236","cobbossee",1,2009-10-30,"cw",0.02,1,1,"g",2009,10,"5236_1_2009-10-30"
"5236","cobbossee",1,2009-10-30,"cw",0.02,25,1,"g",2009,10,"5236_1_2009-10-30"
"5236","cobbossee",1,2009-10-30,"cw",0.027,10,1,"c",2009,10,"5236_1_2009-10-30"
"5236","cobbossee",2,2009-10-30,"cw",0.016,7,1,"g",2009,10,"5236_2_2009-10-30"
"5236","cobbossee",2,2009-10-30,"cw",0.016,17,1,"g",2009,10,"5236_2_2009-10-30"
"5236","cobbossee",2,2009-10-30,"cw",0.017,3,1,"g",2009,10,"5236_2_2009-10-30"
"5236","cobbossee",2,2009-10-30,"cw",0.017,13,1,"g",2009,10,"5236_2_2009-10-30"
"5236","cobbossee",2,2009-10-30,"cw",0.018,1,1,"g",2009,10,"5236_2_2009-10-30"
"5236","cobbossee",1,2010-05-21,"cw",0.011,1,1,"g",2010,5,"5236_1_2010-05-21"
"5236","cobbossee",1,2010-05-21,"cw",0.012,10,1,"g",2010,5,"5236_1_2010-05-21"
"5236","cobbossee",1,2010-05-21,"cw",0.012,15,1,"g",2010,5,"5236_1_2010-05-21"
"5236","cobbossee",1,2010-05-21,"cw",0.014,5,2,"g",2010,5,"5236_1_2010-05-21"
"5236","cobbossee",1,2010-05-21,"cw",0.017,5,1,"g",2010,5,"5236_1_2010-05-21"
"5236","cobbossee",1,2010-05-21,"cw",0.027,25,1,"g",2010,5,"5236_1_2010-05-21"
"5236","cobbossee",2,2010-05-25,"cw",0.012,1,1,"g",2010,5,"5236_2_2010-05-25"
"5236","cobbossee",2,2010-05-25,"cw",0.013,5,1,"g",2010,5,"5236_2_2010-05-25"
"5236","cobbossee",2,2010-05-25,"cw",0.013,9,1,"g",2010,5,"5236_2_2010-05-25"
"5236","cobbossee",2,2010-05-25,"cw",0.013,13,1,"g",2010,5,"5236_2_2010-05-25"
"5236","cobbossee",2,2010-05-25,"cw",0.058,17,1,"g",2010,5,"5236_2_2010-05-25"
"5236","cobbossee",1,2010-06-14,"cw",0.008,10,1,"g",2010,6,"5236_1_2010-06-14"
"5236","cobbossee",1,2010-06-14,"cw",0.01,5,1,"g",2010,6,"5236_1_2010-06-14"
"5236","cobbossee",1,2010-06-14,"cw",0.012,1,1,"g",2010,6,"5236_1_2010-06-14"
"5236","cobbossee",1,2010-06-14,"cw",0.013,25,1,"g",2010,6,"5236_1_2010-06-14"
"5236","cobbossee",1,2010-06-14,"cw",0.015,15,1,"g",2010,6,"5236_1_2010-06-14"
"5236","cobbossee",2,2010-06-14,"cw",0.008,9,1,"g",2010,6,"5236_2_2010-06-14"
"5236","cobbossee",2,2010-06-14,"cw",0.008,9,2,"g",2010,6,"5236_2_2010-06-14"
"5236","cobbossee",2,2010-06-14,"cw",0.01,5,1,"g",2010,6,"5236_2_2010-06-14"
"5236","cobbossee",2,2010-06-14,"cw",0.01,13,1,"g",2010,6,"5236_2_2010-06-14"
"5236","cobbossee",2,2010-06-14,"cw",0.013,1,1,"g",2010,6,"5236_2_2010-06-14"
"5236","cobbossee",2,2010-06-14,"cw",0.09,17,1,"g",2010,6,"5236_2_2010-06-14"
"5236","cobbossee",1,2010-07-15,"cw",0.011,1,1,"g",2010,7,"5236_1_2010-07-15"
"5236","cobbossee",1,2010-07-15,"cw",0.011,10,1,"g",2010,7,"5236_1_2010-07-15"
"5236","cobbossee",1,2010-07-15,"cw",0.014,15,1,"g",2010,7,"5236_1_2010-07-15"
"5236","cobbossee",1,2010-07-15,"cw",0.02,5,1,"g",2010,7,"5236_1_2010-07-15"
"5236","cobbossee",1,2010-07-15,"cw",0.046,25,1,"g",2010,7,"5236_1_2010-07-15"
"5236","cobbossee",2,2010-07-15,"cw",0.008,1,1,"g",2010,7,"5236_2_2010-07-15"
"5236","cobbossee",2,2010-07-15,"cw",0.011,5,1,"g",2010,7,"5236_2_2010-07-15"
"5236","cobbossee",2,2010-07-15,"cw",0.012,13,1,"g",2010,7,"5236_2_2010-07-15"
"5236","cobbossee",2,2010-07-15,"cw",0.013,9,1,"g",2010,7,"5236_2_2010-07-15"
"5236","cobbossee",2,2010-07-15,"cw",0.11,17,1,"g",2010,7,"5236_2_2010-07-15"
"5236","cobbossee",1,2010-08-05,"cw",0.01,1,1,"g",2010,8,"5236_1_2010-08-05"
"5236","cobbossee",1,2010-08-05,"cw",0.01,3,1,"g",2010,8,"5236_1_2010-08-05"
"5236","cobbossee",1,2010-08-05,"cw",0.01,6.5,2,"c",2010,8,"5236_1_2010-08-05"
"5236","cobbossee",1,2010-08-05,"cw",0.011,5,1,"g",2010,8,"5236_1_2010-08-05"
"5236","cobbossee",1,2010-08-05,"cw",0.011,15,1,"g",2010,8,"5236_1_2010-08-05"
"5236","cobbossee",1,2010-08-05,"cw",0.012,6.5,1,"c",2010,8,"5236_1_2010-08-05"
"5236","cobbossee",1,2010-08-05,"cw",0.014,7,1,"g",2010,8,"5236_1_2010-08-05"
"5236","cobbossee",1,2010-08-05,"cw",0.015,10,1,"g",2010,8,"5236_1_2010-08-05"
"5236","cobbossee",1,2010-08-05,"cw",0.036,25,1,"g",2010,8,"5236_1_2010-08-05"
"5236","cobbossee",2,2010-08-05,"cw",0.008,3,1,"g",2010,8,"5236_2_2010-08-05"
"5236","cobbossee",2,2010-08-05,"cw",0.009,1,1,"g",2010,8,"5236_2_2010-08-05"
"5236","cobbossee",2,2010-08-05,"cw",0.01,5,1,"g",2010,8,"5236_2_2010-08-05"
"5236","cobbossee",2,2010-08-05,"cw",0.01,7,1,"g",2010,8,"5236_2_2010-08-05"
"5236","cobbossee",2,2010-08-05,"cw",0.01,10,1,"g",2010,8,"5236_2_2010-08-05"
"5236","cobbossee",2,2010-08-05,"cw",0.011,7,1,"c",2010,8,"5236_2_2010-08-05"
"5236","cobbossee",2,2010-08-05,"cw",0.011,7,2,"c",2010,8,"5236_2_2010-08-05"
"5236","cobbossee",2,2010-08-05,"cw",0.011,13,1,"g",2010,8,"5236_2_2010-08-05"
"5236","cobbossee",2,2010-08-05,"cw",0.095,17,1,"g",2010,8,"5236_2_2010-08-05"
"5236","cobbossee",1,2010-09-16,"cw",0.013,5,1,"g",2010,9,"5236_1_2010-09-16"
"5236","cobbossee",1,2010-09-16,"cw",0.014,1,2,"g",2010,9,"5236_1_2010-09-16"
"5236","cobbossee",1,2010-09-16,"cw",0.019,1,1,"g",2010,9,"5236_1_2010-09-16"
"5236","cobbossee",1,2010-09-16,"cw",0.024,10,1,"g",2010,9,"5236_1_2010-09-16"
"5236","cobbossee",1,2010-09-16,"cw",0.063,25,1,"g",2010,9,"5236_1_2010-09-16"
"5236","cobbossee",1,2010-09-16,"cw",0.066,15,1,"g",2010,9,"5236_1_2010-09-16"
"5236","cobbossee",2,2010-09-16,"cw",0.011,9,1,"g",2010,9,"5236_2_2010-09-16"
"5236","cobbossee",2,2010-09-16,"cw",0.013,1,1,"g",2010,9,"5236_2_2010-09-16"
"5236","cobbossee",2,2010-09-16,"cw",0.014,5,1,"g",2010,9,"5236_2_2010-09-16"
"5236","cobbossee",2,2010-09-16,"cw",0.081,13,1,"g",2010,9,"5236_2_2010-09-16"
"5236","cobbossee",2,2010-09-16,"cw",0.28,17,1,"g",2010,9,"5236_2_2010-09-16"
"5236","cobbossee",1,2010-10-26,"cw",0.014,10,1,"g",2010,10,"5236_1_2010-10-26"
"5236","cobbossee",1,2010-10-26,"cw",0.015,5,2,"g",2010,10,"5236_1_2010-10-26"
"5236","cobbossee",1,2010-10-26,"cw",0.016,5,1,"g",2010,10,"5236_1_2010-10-26"
"5236","cobbossee",1,2010-10-26,"cw",0.016,15,1,"g",2010,10,"5236_1_2010-10-26"
"5236","cobbossee",1,2010-10-26,"cw",0.019,1,1,"g",2010,10,"5236_1_2010-10-26"
"5236","cobbossee",1,2010-10-26,"cw",0.021,25,1,"g",2010,10,"5236_1_2010-10-26"
"5236","cobbossee",1,2010-10-26,"cw",0.023,10,1,"c",2010,10,"5236_1_2010-10-26"
"5236","cobbossee",2,2010-10-26,"cw",0.014,13,1,"g",2010,10,"5236_2_2010-10-26"
"5236","cobbossee",2,2010-10-26,"cw",0.015,5,1,"g",2010,10,"5236_2_2010-10-26"
"5236","cobbossee",2,2010-10-26,"cw",0.017,10,2,"c",2010,10,"5236_2_2010-10-26"
"5236","cobbossee",2,2010-10-26,"cw",0.018,1,1,"g",2010,10,"5236_2_2010-10-26"
"5236","cobbossee",2,2010-10-26,"cw",0.019,9,1,"g",2010,10,"5236_2_2010-10-26"
"5236","cobbossee",2,2010-10-26,"cw",0.019,10,1,"c",2010,10,"5236_2_2010-10-26"
"5236","cobbossee",2,2010-10-26,"cw",0.022,17,1,"g",2010,10,"5236_2_2010-10-26"
"5236","cobbossee",1,2011-05-25,"cw",0.012,1,1,"g",2011,5,"5236_1_2011-05-25"
"5236","cobbossee",1,2011-05-25,"cw",0.013,10,1,"g",2011,5,"5236_1_2011-05-25"
"5236","cobbossee",1,2011-05-25,"cw",0.013,15,1,"g",2011,5,"5236_1_2011-05-25"
"5236","cobbossee",1,2011-05-25,"cw",0.017,5,1,"g",2011,5,"5236_1_2011-05-25"
"5236","cobbossee",1,2011-05-25,"cw",0.023,25,1,"g",2011,5,"5236_1_2011-05-25"
"5236","cobbossee",2,2011-05-25,"cw",0.012,4,1,"g",2011,5,"5236_2_2011-05-25"
"5236","cobbossee",2,2011-05-25,"cw",0.012,9,1,"g",2011,5,"5236_2_2011-05-25"
"5236","cobbossee",2,2011-05-25,"cw",0.012,13,1,"g",2011,5,"5236_2_2011-05-25"
"5236","cobbossee",2,2011-05-25,"cw",0.015,1,1,"g",2011,5,"5236_2_2011-05-25"
"5236","cobbossee",2,2011-05-25,"cw",0.021,17,1,"g",2011,5,"5236_2_2011-05-25"
"5236","cobbossee",2,2011-05-25,"cw",0.022,17,2,"g",2011,5,"5236_2_2011-05-25"
"5236","cobbossee",1,2011-06-16,"cw",0.009,1,1,"g",2011,6,"5236_1_2011-06-16"
"5236","cobbossee",1,2011-06-16,"cw",0.009,10,1,"g",2011,6,"5236_1_2011-06-16"
"5236","cobbossee",1,2011-06-16,"cw",0.01,15,1,"g",2011,6,"5236_1_2011-06-16"
"5236","cobbossee",1,2011-06-16,"cw",0.011,5,2,"g",2011,6,"5236_1_2011-06-16"
"5236","cobbossee",1,2011-06-16,"cw",0.014,5,1,"g",2011,6,"5236_1_2011-06-16"
"5236","cobbossee",1,2011-06-16,"cw",0.029,25,1,"g",2011,6,"5236_1_2011-06-16"
"5236","cobbossee",2,2011-06-16,"cw",0.01,1,1,"g",2011,6,"5236_2_2011-06-16"
"5236","cobbossee",2,2011-06-16,"cw",0.01,9,1,"g",2011,6,"5236_2_2011-06-16"
"5236","cobbossee",2,2011-06-16,"cw",0.011,13,1,"g",2011,6,"5236_2_2011-06-16"
"5236","cobbossee",2,2011-06-16,"cw",0.013,5,1,"g",2011,6,"5236_2_2011-06-16"
"5236","cobbossee",2,2011-06-16,"cw",0.039,17,1,"g",2011,6,"5236_2_2011-06-16"
"5236","cobbossee",1,2011-06-30,"cw",0.009,1,1,"g",2011,6,"5236_1_2011-06-30"
"5236","cobbossee",1,2011-06-30,"cw",0.01,15,1,"g",2011,6,"5236_1_2011-06-30"
"5236","cobbossee",1,2011-06-30,"cw",0.011,10,1,"g",2011,6,"5236_1_2011-06-30"
"5236","cobbossee",1,2011-06-30,"cw",0.013,5,1,"g",2011,6,"5236_1_2011-06-30"
"5236","cobbossee",1,2011-06-30,"cw",0.056,25,1,"g",2011,6,"5236_1_2011-06-30"
"5236","cobbossee",1,2011-07-11,"cw",0.009,1,1,"g",2011,7,"5236_1_2011-07-11"
"5236","cobbossee",1,2011-07-11,"cw",0.01,15,1,"g",2011,7,"5236_1_2011-07-11"
"5236","cobbossee",1,2011-07-11,"cw",0.011,10,1,"g",2011,7,"5236_1_2011-07-11"
"5236","cobbossee",1,2011-07-11,"cw",0.013,5,1,"g",2011,7,"5236_1_2011-07-11"
"5236","cobbossee",1,2011-07-11,"cw",0.056,25,1,"g",2011,7,"5236_1_2011-07-11"
"5236","cobbossee",2,2011-07-11,"cw",0.009,13,1,"g",2011,7,"5236_2_2011-07-11"
"5236","cobbossee",2,2011-07-11,"cw",0.01,5,1,"g",2011,7,"5236_2_2011-07-11"
"5236","cobbossee",2,2011-07-11,"cw",0.01,9,1,"g",2011,7,"5236_2_2011-07-11"
"5236","cobbossee",2,2011-07-11,"cw",0.01,9,2,"g",2011,7,"5236_2_2011-07-11"
"5236","cobbossee",2,2011-07-11,"cw",0.011,1,1,"g",2011,7,"5236_2_2011-07-11"
"5236","cobbossee",2,2011-07-11,"cw",0.012,17,1,"g",2011,7,"5236_2_2011-07-11"
"5236","cobbossee",1,2011-08-09,"cw",0.01,10,2,"g",2011,8,"5236_1_2011-08-09"
"5236","cobbossee",1,2011-08-09,"cw",0.01,15,1,"g",2011,8,"5236_1_2011-08-09"
"5236","cobbossee",1,2011-08-09,"cw",0.011,5,1,"g",2011,8,"5236_1_2011-08-09"
"5236","cobbossee",1,2011-08-09,"cw",0.012,7,1,"g",2011,8,"5236_1_2011-08-09"
"5236","cobbossee",1,2011-08-09,"cw",0.012,10,1,"g",2011,8,"5236_1_2011-08-09"
"5236","cobbossee",1,2011-08-09,"cw",0.013,1,1,"g",2011,8,"5236_1_2011-08-09"
"5236","cobbossee",1,2011-08-09,"cw",0.013,6.5,1,"c",2011,8,"5236_1_2011-08-09"
"5236","cobbossee",1,2011-08-09,"cw",0.014,3,1,"g",2011,8,"5236_1_2011-08-09"
"5236","cobbossee",1,2011-08-09,"cw",0.037,25,1,"g",2011,8,"5236_1_2011-08-09"
"5236","cobbossee",2,2011-08-09,"cw",0.009,10,1,"g",2011,8,"5236_2_2011-08-09"
"5236","cobbossee",2,2011-08-09,"cw",0.01,13,1,"g",2011,8,"5236_2_2011-08-09"
"5236","cobbossee",2,2011-08-09,"cw",0.011,1,1,"g",2011,8,"5236_2_2011-08-09"
"5236","cobbossee",2,2011-08-09,"cw",0.011,5,1,"g",2011,8,"5236_2_2011-08-09"
"5236","cobbossee",2,2011-08-09,"cw",0.013,3,1,"g",2011,8,"5236_2_2011-08-09"
"5236","cobbossee",2,2011-08-09,"cw",0.013,6,1,"c",2011,8,"5236_2_2011-08-09"
"5236","cobbossee",2,2011-08-09,"cw",0.014,7,1,"g",2011,8,"5236_2_2011-08-09"
"5236","cobbossee",2,2011-08-09,"cw",0.092,17,1,"g",2011,8,"5236_2_2011-08-09"
"5236","cobbossee",2,2011-09-21,"cw",0.13,17,1,"g",2011,9,"5236_2_2011-09-21"
"5236","cobbossee",1,2012-06-01,"cw",0.01,1,1,"g",2012,6,"5236_1_2012-06-01"
"5236","cobbossee",1,2012-06-01,"cw",0.01,5,1,"g",2012,6,"5236_1_2012-06-01"
"5236","cobbossee",1,2012-06-01,"cw",0.01,5,2,"g",2012,6,"5236_1_2012-06-01"
"5236","cobbossee",1,2012-06-01,"cw",0.011,10,1,"g",2012,6,"5236_1_2012-06-01"
"5236","cobbossee",1,2012-06-01,"cw",0.011,15,1,"g",2012,6,"5236_1_2012-06-01"
"5236","cobbossee",1,2012-06-01,"cw",0.011,25,1,"g",2012,6,"5236_1_2012-06-01"
"5236","cobbossee",2,2012-06-01,"cw",0.009,13,1,"g",2012,6,"5236_2_2012-06-01"
"5236","cobbossee",2,2012-06-01,"cw",0.011,1,1,"g",2012,6,"5236_2_2012-06-01"
"5236","cobbossee",2,2012-06-01,"cw",0.011,9,1,"g",2012,6,"5236_2_2012-06-01"
"5236","cobbossee",2,2012-06-01,"cw",0.014,5,1,"g",2012,6,"5236_2_2012-06-01"
"5236","cobbossee",2,2012-06-01,"cw",0.061,17,1,"g",2012,6,"5236_2_2012-06-01"
"5236","cobbossee",1,2012-06-19,"cw",0.01,10,2,"g",2012,6,"5236_1_2012-06-19"
"5236","cobbossee",1,2012-06-19,"cw",0.01,15,1,"g",2012,6,"5236_1_2012-06-19"
"5236","cobbossee",1,2012-06-19,"cw",0.011,10,1,"g",2012,6,"5236_1_2012-06-19"
"5236","cobbossee",1,2012-06-19,"cw",0.012,5,1,"g",2012,6,"5236_1_2012-06-19"
"5236","cobbossee",1,2012-06-19,"cw",0.013,1,1,"g",2012,6,"5236_1_2012-06-19"
"5236","cobbossee",1,2012-06-19,"cw",0.024,25,1,"g",2012,6,"5236_1_2012-06-19"
"5236","cobbossee",2,2012-06-19,"cw",0.01,1,1,"g",2012,6,"5236_2_2012-06-19"
"5236","cobbossee",2,2012-06-19,"cw",0.01,9,1,"g",2012,6,"5236_2_2012-06-19"
"5236","cobbossee",2,2012-06-19,"cw",0.01,13,1,"g",2012,6,"5236_2_2012-06-19"
"5236","cobbossee",2,2012-06-19,"cw",0.013,5,1,"g",2012,6,"5236_2_2012-06-19"
"5236","cobbossee",2,2012-06-19,"cw",0.088,17,1,"g",2012,6,"5236_2_2012-06-19"
"5236","cobbossee",1,2012-07-11,"cw",0.011,1,1,"g",2012,7,"5236_1_2012-07-11"
"5236","cobbossee",1,2012-07-11,"cw",0.011,15,1,"g",2012,7,"5236_1_2012-07-11"
"5236","cobbossee",1,2012-07-11,"cw",0.012,10,1,"g",2012,7,"5236_1_2012-07-11"
"5236","cobbossee",1,2012-07-11,"cw",0.014,5,1,"g",2012,7,"5236_1_2012-07-11"
"5236","cobbossee",1,2012-07-11,"cw",0.037,25,1,"g",2012,7,"5236_1_2012-07-11"
"5236","cobbossee",1,2012-08-14,"cw",0.01,1,1,"g",2012,8,"5236_1_2012-08-14"
"5236","cobbossee",1,2012-08-14,"cw",0.01,5,1,"g",2012,8,"5236_1_2012-08-14"
"5236","cobbossee",1,2012-08-14,"cw",0.01,15,1,"g",2012,8,"5236_1_2012-08-14"
"5236","cobbossee",1,2012-08-14,"cw",0.012,10,1,"g",2012,8,"5236_1_2012-08-14"
"5236","cobbossee",1,2012-08-14,"cw",0.012,10,2,"g",2012,8,"5236_1_2012-08-14"
"5236","cobbossee",1,2012-08-14,"cw",0.021,25,1,"g",2012,8,"5236_1_2012-08-14"
"5236","cobbossee",2,2012-08-14,"cw",0.008,13,1,"g",2012,8,"5236_2_2012-08-14"
"5236","cobbossee",2,2012-08-14,"cw",0.009,1,1,"g",2012,8,"5236_2_2012-08-14"
"5236","cobbossee",2,2012-08-14,"cw",0.009,5,2,"g",2012,8,"5236_2_2012-08-14"
"5236","cobbossee",2,2012-08-14,"cw",0.011,5,1,"g",2012,8,"5236_2_2012-08-14"
"5236","cobbossee",2,2012-08-14,"cw",0.012,9,1,"g",2012,8,"5236_2_2012-08-14"
"5236","cobbossee",2,2012-08-14,"cw",0.052,17,1,"g",2012,8,"5236_2_2012-08-14"
"5236","cobbossee",1,2012-09-25,"cw",0.011,1,1,"g",2012,9,"5236_1_2012-09-25"
"5236","cobbossee",1,2012-09-25,"cw",0.012,10,1,"g",2012,9,"5236_1_2012-09-25"
"5236","cobbossee",1,2012-09-25,"cw",0.014,5,1,"g",2012,9,"5236_1_2012-09-25"
"5236","cobbossee",1,2012-09-25,"cw",0.014,5,2,"g",2012,9,"5236_1_2012-09-25"
"5236","cobbossee",1,2012-09-25,"cw",0.024,25,1,"g",2012,9,"5236_1_2012-09-25"
"5236","cobbossee",1,2012-09-25,"cw",0.035,15,1,"g",2012,9,"5236_1_2012-09-25"
"5236","cobbossee",2,2012-09-25,"cw",0.012,5,1,"g",2012,9,"5236_2_2012-09-25"
"5236","cobbossee",2,2012-09-25,"cw",0.012,9,1,"g",2012,9,"5236_2_2012-09-25"
"5236","cobbossee",2,2012-09-25,"cw",0.014,1,1,"g",2012,9,"5236_2_2012-09-25"
"5236","cobbossee",2,2012-09-25,"cw",0.028,13,1,"g",2012,9,"5236_2_2012-09-25"
"5236","cobbossee",2,2012-09-25,"cw",0.13,17,1,"g",2012,9,"5236_2_2012-09-25"
"5236","cobbossee",1,2012-10-26,"cw",0.012,10,1,"g",2012,10,"5236_1_2012-10-26"
"5236","cobbossee",1,2012-10-26,"cw",0.012,15,1,"g",2012,10,"5236_1_2012-10-26"
"5236","cobbossee",1,2012-10-26,"cw",0.015,5,1,"g",2012,10,"5236_1_2012-10-26"
"5236","cobbossee",1,2012-10-26,"cw",0.017,1,1,"g",2012,10,"5236_1_2012-10-26"
"5236","cobbossee",1,2012-10-26,"cw",0.067,25,1,"g",2012,10,"5236_1_2012-10-26"
"5236","cobbossee",2,2012-10-26,"cw",0.013,9,1,"g",2012,10,"5236_2_2012-10-26"
"5236","cobbossee",2,2012-10-26,"cw",0.014,5,1,"g",2012,10,"5236_2_2012-10-26"
"5236","cobbossee",2,2012-10-26,"cw",0.014,5,2,"g",2012,10,"5236_2_2012-10-26"
"5236","cobbossee",2,2012-10-26,"cw",0.014,13,1,"g",2012,10,"5236_2_2012-10-26"
"5236","cobbossee",2,2012-10-26,"cw",0.017,1,1,"g",2012,10,"5236_2_2012-10-26"
"5236","cobbossee",2,2012-10-26,"cw",0.039,17,1,"g",2012,10,"5236_2_2012-10-26"
"5236","cobbossee",1,2013-05-31,"cw",0.012,9,1,"c",2013,5,"5236_1_2013-05-31"
"5236","cobbossee",1,2013-05-31,"cw",0.024,2.5,1,"g",2013,5,"5236_1_2013-05-31"
"5236","cobbossee",2,2013-05-31,"cw",0.014,9,1,"c",2013,5,"5236_2_2013-05-31"
"5236","cobbossee",2,2013-05-31,"cw",0.038,17,1,"g",2013,5,"5236_2_2013-05-31"
"5236","cobbossee",1,2013-06-18,"cw",0.012,7,1,"c",2013,6,"5236_1_2013-06-18"
"5236","cobbossee",1,2013-06-18,"cw",0.024,25,1,"g",2013,6,"5236_1_2013-06-18"
"5236","cobbossee",2,2013-06-18,"cw",0.013,9,1,"c",2013,6,"5236_2_2013-06-18"
"5236","cobbossee",2,2013-06-18,"cw",0.033,17,1,"g",2013,6,"5236_2_2013-06-18"
"5236","cobbossee",1,2013-07-25,"cw",0.016,6.5,1,"c",2013,7,"5236_1_2013-07-25"
"5236","cobbossee",1,2013-07-25,"cw",0.04,25,1,"g",2013,7,"5236_1_2013-07-25"
"5236","cobbossee",2,2013-07-25,"cw",0.015,5,1,"c",2013,7,"5236_2_2013-07-25"
"5236","cobbossee",2,2013-07-25,"cw",0.082,17,1,"g",2013,7,"5236_2_2013-07-25"
"5236","cobbossee",1,2013-08-29,"cw",0.01,15,1,"g",2013,8,"5236_1_2013-08-29"
"5236","cobbossee",1,2013-08-29,"cw",0.012,5,1,"g",2013,8,"5236_1_2013-08-29"
"5236","cobbossee",1,2013-08-29,"cw",0.015,1,1,"g",2013,8,"5236_1_2013-08-29"
"5236","cobbossee",1,2013-08-29,"cw",0.015,5,2,"g",2013,8,"5236_1_2013-08-29"
"5236","cobbossee",1,2013-08-29,"cw",0.027,10,1,"g",2013,8,"5236_1_2013-08-29"
"5236","cobbossee",1,2013-08-29,"cw",0.027,25,1,"g",2013,8,"5236_1_2013-08-29"
"5236","cobbossee",2,2013-08-29,"cw",0.013,10,1,"g",2013,8,"5236_2_2013-08-29"
"5236","cobbossee",2,2013-08-29,"cw",0.013,10,2,"g",2013,8,"5236_2_2013-08-29"
"5236","cobbossee",2,2013-08-29,"cw",0.014,1,1,"g",2013,8,"5236_2_2013-08-29"
"5236","cobbossee",2,2013-08-29,"cw",0.015,5,1,"g",2013,8,"5236_2_2013-08-29"
"5236","cobbossee",2,2013-08-29,"cw",0.049,17,1,"g",2013,8,"5236_2_2013-08-29"
"5236","cobbossee",1,2013-10-01,"cw",0.01,10,1,"g",2013,10,"5236_1_2013-10-01"
"5236","cobbossee",1,2013-10-01,"cw",0.012,5,2,"g",2013,10,"5236_1_2013-10-01"
"5236","cobbossee",1,2013-10-01,"cw",0.013,5,1,"g",2013,10,"5236_1_2013-10-01"
"5236","cobbossee",1,2013-10-01,"cw",0.015,1,1,"g",2013,10,"5236_1_2013-10-01"
"5236","cobbossee",1,2013-10-01,"cw",0.035,15,1,"g",2013,10,"5236_1_2013-10-01"
"5236","cobbossee",1,2013-10-01,"cw",0.051,25,1,"g",2013,10,"5236_1_2013-10-01"
"5236","cobbossee",2,2013-10-01,"cw",0.011,5,1,"g",2013,10,"5236_2_2013-10-01"
"5236","cobbossee",2,2013-10-01,"cw",0.012,1,1,"g",2013,10,"5236_2_2013-10-01"
"5236","cobbossee",2,2013-10-01,"cw",0.012,9,1,"g",2013,10,"5236_2_2013-10-01"
"5236","cobbossee",2,2013-10-01,"cw",0.047,13,1,"g",2013,10,"5236_2_2013-10-01"
"5236","cobbossee",2,2013-10-01,"cw",0.16,17,1,"g",2013,10,"5236_2_2013-10-01"
"5236","cobbossee",1,2014-05-29,"cw",0.013,25,1,"g",2014,5,"5236_1_2014-05-29"
"5236","cobbossee",1,2014-05-29,"cw",0.018,8,1,"c",2014,5,"5236_1_2014-05-29"
"5236","cobbossee",2,2014-05-29,"cw",0.012,7,1,"c",2014,5,"5236_2_2014-05-29"
"5236","cobbossee",2,2014-05-29,"cw",0.022,17,1,"g",2014,5,"5236_2_2014-05-29"
"5236","cobbossee",1,2014-06-11,"cw",0.016,7,1,"c",2014,6,"5236_1_2014-06-11"
