"dups"
"9961_1_1978-06-23_5_18.8_6.9"
"9961_1_1978-06-23_6_18_6.2"
"9961_1_1978-06-23_7_17_5.1"
"9961_1_1978-06-23_8_15.5_3"
"9961_1_1978-06-23_9_13.5_1.2"
"9961_1_1978-06-23_10_11.9_0.8"
"9961_1_1978-06-23_11_11.3_0.4"
"9961_1_1978-06-23_12_10.9_0.4"
"9961_1_1978-07-14_0_26_10.6"
"9961_1_1978-07-14_1_25.2_10.9"
"9961_1_1978-07-14_2_24_10.2"
"9961_1_1978-07-14_3_23.3_10.2"
"9961_1_1978-07-14_4_23_9.3"
"9961_1_1978-07-14_5_20.5_5.8"
"9961_1_1978-07-14_6_19_3.8"
"9961_1_1978-07-14_7_17.3_1.9"
"9961_1_1978-07-14_8_15.3_0.3"
"9961_1_1978-07-14_9_14_0"
"9961_1_1978-07-14_10_12.9_0"
"9961_1_1978-07-14_11_12_0"
"9961_1_1978-07-14_12_11.9_0"
"9961_1_1978-07-14_13_11.8_0"
"9961_1_1978-07-21_0_28.7_12.8"
"9961_1_1978-07-21_1_26_14.1"
"9961_1_1978-07-21_2_24_12.2"
"9961_1_1978-07-21_3_22.6_8.5"
"9961_1_1978-07-21_4_22_7.9"
"9961_1_1978-07-21_5_21_4.2"
"9961_1_1978-07-21_6_19.1_2"
"9961_1_1978-07-21_7_17.7_1.1"
"9961_1_1978-07-21_8_15.5_0.3"
"9961_1_1978-07-21_9_14_0"
"9961_1_1978-07-21_10_12.9_0"
"9961_1_1978-07-21_11_12_0"
"9961_1_1978-07-21_12_11.9_0"
"9961_1_1978-07-21_13_11.8_0"
"9961_1_1978-07-31_0_23.1_9.8"
"9961_1_1978-07-31_1_23.3_9.6"
"9961_1_1978-07-31_2_23.2_9.3"
"9961_1_1978-07-31_3_23.1_9"
"9961_1_1978-07-31_4_22.7_7.6"
"9961_1_1978-07-31_5_22.6_7.5"
"9961_1_1978-07-31_6_21.5_1.7"
"9961_1_1978-07-31_7_18.9_0.5"
"9961_1_1978-07-31_8_16_0"
"9961_1_1978-07-31_9_13.5_0"
"9961_1_1978-07-31_10_13_0"
"9961_1_1978-07-31_11_12.5_0"
"9961_1_1978-08-07_0_24.2_8.8"
"9961_1_1978-08-07_1_23.8_8.6"
"9961_1_1978-08-07_2_23.5_8.7"
"9961_1_1978-08-07_3_23.2_8.6"
"9961_1_1978-08-07_4_22.9_7.5"
"9961_1_1978-08-07_5_22.5_7.1"
"9961_1_1978-08-07_6_21_1"
"9961_1_1978-08-07_7_19.8_0.2"
"9961_1_1978-08-07_8_15.8_0.1"
"9961_1_1978-08-07_9_14.8_0.1"
"9961_1_1978-08-07_10_13.5_0.1"
"9961_1_1978-08-07_11_13_0.1"
"9961_1_1978-08-07_12_12.5_0.1"
"9961_1_1978-08-30_0_21.5_8.1"
"9961_1_1978-08-30_1_21.5_8"
"9961_1_1978-08-30_2_21.2_7.7"
"9961_1_1978-08-30_3_21_6.8"
"9961_1_1978-08-30_4_21_6.9"
"9961_1_1978-08-30_5_21_6.6"
"9961_1_1978-08-30_6_21_6.5"
"9961_1_1978-08-30_7_20_0.9"
"9961_1_1978-08-30_8_17.2_0.1"
"9961_1_1978-08-30_9_15.2_0"
"9961_1_1978-08-30_10_14_0"
"9961_1_1978-08-30_11_13.2_0"
"9961_1_1978-08-30_12_13_0"
"9961_1_1978-09-08_0_20.5_9.4"
"9961_1_1978-09-08_1_20.2_9.4"
"9961_1_1978-09-08_2_19.7_8.5"
"9961_1_1978-09-08_3_19.6_8.1"
"9961_1_1978-09-08_4_19.5_8"
"9961_1_1978-09-08_5_19.5_8"
"9961_1_1978-09-08_6_19.2_7.7"
"9961_1_1978-09-08_7_19.2_7.6"
"9961_1_1978-09-08_8_19_6.9"
"9961_1_1978-09-08_9_16.2_0.4"
"9961_1_1978-09-08_10_14.2_0.2"
"9961_1_1978-09-08_11_13.5_0.2"
"9961_1_1978-09-08_12_13.2_0.2"
"9961_1_1978-09-13_0_16.2_8.8"
"9961_1_1978-09-13_1_15.2_8.8"
"9961_1_1978-09-13_2_17.5_8.3"
"9961_1_1978-09-13_3_17.5_8.3"
"9961_1_1978-09-13_4_17.2_8.3"
"9961_1_1978-09-13_5_17.2_8.3"
"9961_1_1978-09-13_6_17_8.1"
"9961_1_1978-09-13_7_17_8.1"
"9961_1_1978-09-13_8_16.8_7.4"
"9961_1_1978-09-13_9_16.5_6.3"
"9961_1_1978-09-13_10_16.2_6.5"
"9961_1_1978-09-13_11_14_0.3"
"9961_1_1978-09-13_12_13_0.2"
"9961_1_1978-09-13_13_12.5_0.2"
"9961_1_1978-09-19_0_18_9.6"
"9961_1_1978-09-19_1_17_9.7"
"9961_1_1978-09-19_2_16.8_9.3"
"9961_1_1978-09-19_3_16.5_9.2"
"9961_1_1978-09-19_4_16.5_9.2"
"9961_1_1978-09-19_5_16.5_9.3"
"9961_1_1978-09-19_6_16.3_9.2"
"9961_1_1978-09-19_7_16.1_8.5"
"9961_1_1978-09-19_8_16_8"
"9961_1_1978-09-19_9_16_6.1"
"9961_1_1978-09-19_10_15.9_4.8"
"9961_1_1978-09-19_11_15.5_2.2"
"9961_1_1978-09-19_12_13_0.2"
"9961_1_1978-09-19_13_13_0.2"
"9961_1_1978-09-25_1_17_9.5"
"9961_1_1978-09-25_2_16.9_9.5"
"9961_1_1978-09-25_3_16.7_9.4"
"9961_1_1978-09-25_4_16.6_9.3"
"9961_1_1978-09-25_5_16.5_9.1"
"9961_1_1978-09-25_6_16.5_9"
"9961_1_1978-09-25_7_16.1_7.6"
"9961_1_1978-09-25_8_16_5.2"
"9961_1_1978-09-25_9_16_5.1"
"9961_1_1978-09-25_10_15.8_4.1"
"9961_1_1978-09-25_11_15.1_0.3"
"9961_1_1978-09-25_12_14_0.2"
"9961_1_1978-10-03_0_14_10.2"
"9961_1_1978-10-03_1_14.2_10.3"
"9961_1_1978-10-03_2_14_10.2"
"9961_1_1978-10-03_3_14.9_10"
"9961_1_1978-10-03_4_14.9_10"
"9961_1_1978-10-03_5_14.9_10"
"9961_1_1978-10-03_6_14.9_10"
"9961_1_1978-10-03_7_14.9_10"
"9961_1_1978-10-03_8_14.9_9.8"
"9961_1_1978-10-03_9_14.9_9.8"
"9961_1_1978-10-03_10_14.9_9.9"
"9961_1_1978-10-03_11_14.9_9.8"
"9961_1_1978-10-03_12_14.9_9.8"
"9961_1_1978-10-24_0_10.2_10.6"
"9961_1_1978-10-24_1_10.5_10.4"
"9961_1_1978-10-24_2_10.5_10.3"
"9961_1_1978-10-24_3_10.3_10.3"
"9961_1_1978-10-24_4_10.3_10.3"
"9961_1_1978-10-24_5_10.2_10.2"
"9961_1_1978-10-24_6_10.2_10.2"
"9961_1_1978-10-24_7_10.2_10.1"
"9961_1_1978-10-24_8_10.2_10.1"
"9961_1_1978-10-24_9_10.2_10.1"
"9961_1_1978-10-24_11_10_10.2"
"9961_1_1978-10-24_12_10_10"
"9961_1_1978-11-07_0_9_10.8"
"9961_1_1978-11-07_1_9_10.8"
"9961_1_1978-11-07_2_9_10.7"
"9961_1_1978-11-07_3_9_10.7"
"9961_1_1978-11-07_4_9_10.7"
"9961_1_1978-11-07_5_9_10.7"
"9961_1_1978-11-07_6_9_10.6"
"9961_1_1978-11-07_7_9_10.6"
"9961_1_1978-11-07_8_9_10.6"
"9961_1_1978-11-07_9_9_10.6"
"9961_1_1978-11-07_10_9_10.5"
"9961_1_1978-11-07_11_9_10.4"
"9961_1_1978-11-07_12_9_10.4"
"9961_1_1978-11-27_0_2_12.5"
"9961_1_1978-11-27_1_2.2_12.3"
"9961_1_1978-11-27_2_2.2_12.3"
"9961_1_1978-11-27_3_2.2_12.4"
"9961_1_1978-11-27_4_2.2_12.5"
"9961_1_1978-11-27_5_2.2_12.5"
"9961_1_1978-11-27_6_2.2_12.4"
"9961_1_1978-11-27_7_2.2_12.5"
"9961_1_1978-11-27_8_2.2_12.5"
"9961_1_1978-11-27_9_2.4_12.3"
"9961_1_1978-11-27_10_2.4_12.2"
"9961_1_1978-11-27_11_2.4_12.2"
"9961_1_1978-11-27_12_2.4_12.2"
"9961_1_1978-12-22_0_0.3_14.6"
"9961_1_1978-12-22_1_1.5_13.6"
"9961_1_1978-12-22_2_1.3_13.1"
"9961_1_1978-12-22_3_1.5_13.2"
"9961_1_1978-12-22_4_1.7_12.8"
"9961_1_1978-12-22_5_2_11.2"
"9961_1_1978-12-22_6_2_11.2"
"9961_1_1978-12-22_7_2.2_10.8"
"9961_1_1978-12-22_8_2.6_8.9"
"9961_1_1978-12-22_9_2.8_8.2"
"9961_1_1978-12-22_10_3_7.7"
"9961_1_1978-12-22_11_3_6.7"
"9961_1_1978-12-22_12_3_6.7"
"9961_1_1979-02-28_0_1_13.1"
"9961_1_1979-02-28_1_1_13.5"
"9961_1_1979-02-28_2_2.2_12.7"
"9961_1_1979-02-28_3_2.8_11.6"
"9961_1_1979-02-28_4_3_10.1"
"9961_1_1979-02-28_5_3_8"
"9961_1_1979-02-28_6_3.2_6.8"
"9961_1_1979-02-28_7_3.5_6.2"
"9961_1_1979-02-28_8_3.7_6"
"9961_1_1979-02-28_9_3.7_6.4"
"9961_1_1979-02-28_10_3.7_6.3"
"9961_1_1979-02-28_11_4_5.1"
"9961_1_1979-02-28_12_4_4.4"
"9961_1_1979-02-28_13_4_4.2"
"9961_1_1979-03-16_0_0_13.4"
"9961_1_1979-03-16_1_1.2_13.4"
"9961_1_1979-03-16_2_1.8_13.2"
"9961_1_1979-03-16_3_2_13.3"
"9961_1_1979-03-16_4_2.1_12.4"
"9961_1_1979-03-16_5_2.6_10.2"
"9961_1_1979-03-16_6_3_8.8"
"9961_1_1979-03-16_7_3.2_7.3"
"9961_1_1979-03-16_8_3.5_4.7"
"9961_1_1979-03-16_9_3.9_3.8"
"9961_1_1979-03-16_10_4_3.6"
"9961_1_1979-03-16_11_4_3.6"
"9961_1_1979-03-16_12_4_3.6"
"9961_1_1979-03-16_13_4_3.5"
"9961_1_1979-03-16_14_4_3.4"
"9961_1_1979-04-18_0_5.8_10.7"
"9961_1_1979-04-18_1_5.5_10.7"
"9961_1_1979-04-18_2_5_10.6"
"9961_1_1979-04-18_3_4.9_10.6"
"9961_1_1979-04-18_4_4.8_10.6"
"9961_1_1979-04-18_5_4.8_10.6"
"9961_1_1979-04-18_6_4.5_10.6"
"9961_1_1979-04-18_7_4.5_10.7"
"9961_1_1979-04-18_8_4.5_10.7"
"9961_1_1979-04-18_9_4.2_10.8"
"9961_1_1979-04-18_10_4.1_10.8"
"9961_1_1979-04-18_11_4.1_10.8"
"9961_1_1979-04-18_12_4_10.7"
"9961_1_1979-04-18_13_4_10.8"
"9961_1_1979-04-20_0_5.8_11.3"
"9961_1_1979-04-20_1_5.5_11.4"
"9961_1_1979-04-20_2_5.2_11.4"
"9961_1_1979-04-20_3_5.2_11.4"
"9961_1_1979-04-20_4_5.2_11.6"
"9961_1_1979-04-20_5_5_11.6"
"9961_1_1979-04-20_6_5_11.6"
"9961_1_1979-04-20_7_5_11.6"
"9961_1_1979-04-20_8_5_11.6"
"9961_1_1979-04-20_9_5_11.6"
"9961_1_1979-04-20_10_5_11.6"
"9961_1_1979-04-20_11_5_11.6"
"9961_1_1979-04-20_12_5_11.6"
"9961_1_1979-04-20_13_5_11.6"
"9961_1_1979-05-02_0_10.3_11"
"9961_1_1979-05-02_1_10.3_11.1"
"9961_1_1979-05-02_2_10.2_11.1"
"9961_1_1979-05-02_3_10.2_11.1"
"9961_1_1979-05-02_4_10_11"
"9961_1_1979-05-02_5_10_11"
"9961_1_1979-05-02_6_8.9_10.4"
"9961_1_1979-05-02_7_8.8_10.5"
"9961_1_1979-05-02_8_8.4_10.4"
"9961_1_1979-05-02_9_8.3_10.3"
"9961_1_1979-05-02_10_8.3_10.2"
"9961_1_1979-05-02_11_8_9.7"
"9961_1_1979-05-02_12_7.9_9.2"
"9961_1_1979-05-02_13_7.9_9.4"
"9961_1_1979-05-15_0_15.2_10.4"
"9961_1_1979-05-15_1_15.1_10.3"
