"dups"
"9961_1_1975-03-13_0_1_13.5"
"9961_1_1975-03-13_0.5_2.2_11.4"
"9961_1_1975-03-13_0.9_3_10.4"
"9961_1_1975-03-13_1.4_3.5_8.2"
"9961_1_1975-03-13_1.9_4_6.6"
"9961_1_1975-03-13_2.3_4_3.9"
"9961_1_1975-03-13_2.8_4.2_3"
"9961_1_1975-03-13_3_4.3_2.5"
"9961_1_1975-06-30_0.5_24_8.9"
"9961_1_1975-06-30_0.9_23.9_8.6"
"9961_1_1975-06-30_1.4_23.8_8.8"
"9961_1_1975-06-30_1.9_18_6.5"
"9961_1_1975-06-30_2.3_15.5_3.9"
"9961_1_1975-06-30_2.8_13.3_2.3"
"9961_1_1975-06-30_3.4_12.3_1.1"
"9961_1_1975-06-30_3.7_11.3_0.4"
"9961_1_1975-06-30_4_11_0.3"
"9961_1_1975-08-25_0_21_8.8"
"9961_1_1975-08-25_1_21_8.8"
"9961_1_1975-08-25_2_21_8.7"
"9961_1_1975-08-25_3_21_8.7"
"9961_1_1975-08-25_4_21_8.7"
"9961_1_1975-08-25_5_21_8.7"
"9961_1_1975-08-25_6_21_8.7"
"9961_1_1975-08-25_7_20.9_7.7"
"9961_1_1975-08-25_8_16.8_0.4"
"9961_1_1975-08-25_9_14.8_0.2"
"9961_1_1975-08-25_10_13.7_0.2"
"9961_1_1975-08-25_11_13_0.2"
"9961_1_1975-08-25_12_12.3_0.2"
"9961_1_1975-08-25_13_12_0.2"
"9961_1_1976-03-25_1_1_12.7"
"9961_1_1976-03-25_2_2_13"
"9961_1_1976-03-25_3_2.5_12.3"
"9961_1_1976-03-25_4_2.9_10.7"
"9961_1_1976-03-25_5_3_9.1"
"9961_1_1976-03-25_6_3.5_5.7"
"9961_1_1976-03-25_7_4_4.8"
"9961_1_1976-03-25_8_4_3.7"
"9961_1_1976-03-25_9_4_3.2"
"9961_1_1976-03-25_10_4.1_2.9"
"9961_1_1976-03-25_11_4.5_2.2"
"9961_1_1977-05-05_0_13.5_11.1"
"9961_1_1977-05-05_1_11.4_11.2"
"9961_1_1977-05-05_2_10.9_11.6"
"9961_1_1977-05-05_3_10.5_11.6"
"9961_1_1977-05-05_4_10.3_11.6"
"9961_1_1977-05-05_5_10.1_11.5"
"9961_1_1977-05-05_6_9.9_11.3"
"9961_1_1977-05-05_7_9.8_11"
"9961_1_1977-05-05_8_9.7_11"
"9961_1_1977-05-05_9_9.6_11.1"
"9961_1_1977-05-05_10_9.4_11"
"9961_1_1977-05-05_11_9.2_10.8"
"9961_1_1977-05-05_12_9.2_10.8"
"9961_1_1977-05-26_0.1_20_9.6"
"9961_1_1977-05-26_0.2_20_9.5"
"9961_1_1977-05-26_2_20_9.6"
"9961_1_1977-05-26_3_19.5_9.5"
"9961_1_1977-05-26_4_19_9.5"
"9961_1_1977-05-26_5_15_10"
"9961_1_1977-05-26_6_14_8.8"
"9961_1_1977-05-26_7_13_7.5"
"9961_1_1977-05-26_8_12.5_7.1"
"9961_1_1977-05-26_9_12_6.6"
"9961_1_1977-05-26_10_12_6.4"
"9961_1_1977-05-26_11_12_6.3"
"9961_1_1977-05-26_12_11_5.3"
"9961_1_1977-05-26_13_11_5.2"
"9961_1_1977-05-26_14_11_5"
"9961_1_1977-06-10_0_16.7_10.6"
"9961_1_1977-06-10_1_16.7_10.6"
"9961_1_1977-06-10_2_16.7_10.6"
"9961_1_1977-06-10_3_16.5_10.6"
"9961_1_1977-06-10_4_16.5_10.6"
"9961_1_1977-06-10_5_16.5_10.5"
"9961_1_1977-06-10_6_16.5_10.5"
"9961_1_1977-06-10_7_16.5_10.5"
"9961_1_1977-06-10_8_13.1_7.8"
"9961_1_1977-06-10_9_12.4_3.1"
"9961_1_1977-06-10_10_11.9_2.7"
"9961_1_1977-06-10_11_11.5_1.2"
"9961_1_1977-06-10_12_11.4_0.8"
"9961_1_1977-06-10_13_11.3_0.3"
"9961_1_1977-06-23_0_19.5_11.3"
"9961_1_1977-06-23_1_19.3_11.3"
"9961_1_1977-06-23_2_19.2_11.2"
"9961_1_1977-06-23_3_19.1_11"
"9961_1_1977-06-23_4_18.3_9.1"
"9961_1_1977-06-23_5_17.1_7.2"
"9961_1_1977-06-23_6_16.1_6.2"
"9961_1_1977-06-23_7_15.5_5.3"
"9961_1_1977-06-23_8_14.9_3.6"
"9961_1_1977-06-23_9_14.2_3"
"9961_1_1977-06-23_10_13.5_2"
"9961_1_1977-06-23_11_12.4_0.1"
"9961_1_1977-06-23_12_12_0.1"
"9961_1_1977-06-23_13_11.8_0.1"
"9961_1_1977-07-11_0_23.5_8.8"
"9961_1_1977-07-11_1_23.2_9"
"9961_1_1977-07-11_2_22.6_8.8"
"9961_1_1977-07-11_3_22_7.7"
"9961_1_1977-07-11_4_21.2_6.7"
"9961_1_1977-07-11_5_20_4.8"
"9961_1_1977-07-11_6_17.9_2.7"
"9961_1_1977-07-11_7_16.3_2"
"9961_1_1977-07-11_8_15.4_2.1"
"9961_1_1977-07-11_9_14.2_0.4"
"9961_1_1977-07-11_10_13.9_0.1"
"9961_1_1977-07-11_11_13.5_0.1"
"9961_1_1977-07-11_12_13_0"
"9961_1_1977-07-11_13_12.8_0"
"9961_1_1977-07-21_0_29_13.2"
"9961_1_1977-07-21_1_27.8_13.2"
"9961_1_1977-07-21_2_26.8_12"
"9961_1_1977-07-21_3_24.2_6.9"
"9961_1_1977-07-21_4_22.8_4.5"
"9961_1_1977-07-21_5_20.8_2.2"
"9961_1_1977-07-21_6_18.8_1.2"
"9961_1_1977-07-21_7_17.6_0.6"
"9961_1_1977-07-21_8_15.7_0.6"
"9961_1_1977-07-21_9_14.8_0"
"9961_1_1977-07-21_10_14.2_0"
"9961_1_1977-07-21_11_13.3_0"
"9961_1_1977-07-21_12_13_0"
"9961_1_1977-07-21_13_12.8_0"
"9961_1_1977-07-21_14_12.6_0"
"9961_1_1977-08-09_0_23_7.3"
"9961_1_1977-08-09_1_23.1_7.2"
"9961_1_1977-08-09_2_23.4_7"
"9961_1_1977-08-09_3_22.1_3.8"
"9961_1_1977-08-09_4_21.1_3.3"
"9961_1_1977-08-09_5_20.8_1.4"
"9961_1_1977-08-09_6_19.6_0"
"9961_1_1977-08-09_7_18_0"
"9961_1_1977-08-09_8_14.7_0"
"9961_1_1977-08-09_9_14.7_0"
"9961_1_1977-08-09_10_14.1_0"
"9961_1_1977-08-09_11_14_0"
"9961_1_1977-08-09_12_13.6_0"
"9961_1_1977-08-09_13_13.4_0"
"9961_1_1977-08-16_0_22.3_8.4"
"9961_1_1977-08-16_1_22.3_8.5"
"9961_1_1977-08-16_2_22.3_8"
"9961_1_1977-08-16_3_22_7.6"
"9961_1_1977-08-16_4_22_7.5"
"9961_1_1977-08-16_5_22_7.5"
"9961_1_1977-08-16_6_21_0.6"
"9961_1_1977-08-16_7_19.8_0.5"
"9961_1_1977-08-16_8_18_0"
"9961_1_1977-08-16_9_16.3_0"
"9961_1_1977-08-16_10_15.3_0"
"9961_1_1977-08-16_11_14.8_0"
"9961_1_1977-08-16_12_14.5_0"
"9961_1_1977-08-16_13_14.2_0"
"9961_1_1977-08-24_0_21_9.7"
"9961_1_1977-08-24_1_21_9.2"
"9961_1_1977-08-24_2_20.8_7.8"
"9961_1_1977-08-24_3_20.5_7.7"
"9961_1_1977-08-24_4_20.5_7.5"
"9961_1_1977-08-24_5_20.5_7.5"
"9961_1_1977-08-24_6_20.5_7.4"
"9961_1_1977-08-24_7_20.2_5.6"
"9961_1_1977-08-24_8_18.2_0.1"
"9961_1_1977-08-24_9_16_0"
"9961_1_1977-08-24_10_15_0"
"9961_1_1977-08-24_11_14.3_0"
"9961_1_1977-08-24_12_14.1_0"
"9961_1_1977-08-24_13_13.9_0"
"9961_1_1977-08-31_0_25_8.9"
"9961_1_1977-08-31_1_23.9_9.3"
"9961_1_1977-08-31_2_23.2_7.8"
"9961_1_1977-08-31_3_20.9_4.9"
"9961_1_1977-08-31_4_20.5_4.9"
"9961_1_1977-08-31_5_20.1_4.5"
"9961_1_1977-08-31_6_19.9_4.5"
"9961_1_1977-08-31_7_19.7_3.2"
"9961_1_1977-08-31_8_19_1"
"9961_1_1977-08-31_9_16.5_0"
"9961_1_1977-08-31_10_15_0"
"9961_1_1977-08-31_11_14.4_0"
"9961_1_1977-08-31_12_14_0"
"9961_1_1977-08-31_13_13.9_0"
"9961_1_1977-09-12_0_19_8.2"
"9961_1_1977-09-12_1_19.2_8"
"9961_1_1977-09-12_2_19.2_8"
"9961_1_1977-09-12_3_19.2_7.3"
"9961_1_1977-09-12_4_19.2_7.2"
"9961_1_1977-09-12_5_19.2_7"
"9961_1_1977-09-12_6_19.2_7.2"
"9961_1_1977-09-12_7_19_7"
"9961_1_1977-09-12_8_18.8_5.5"
"9961_1_1977-09-12_9_17.3_0.2"
"9961_1_1977-09-12_10_16_0"
"9961_1_1977-09-12_11_15_0"
"9961_1_1977-09-12_12_14.8_0"
"9961_1_1977-09-12_13_14.3_0"
"9961_1_1977-09-20_9_17_7.1"
"9961_1_1977-09-20_11_17_6.9"
"9961_1_1977-09-20_12_15.8_2.9"
"9961_1_1977-09-23_0_15.2_10.1"
"9961_1_1977-09-23_1_15.2_9.8"
"9961_1_1977-09-23_2_15.2_9.6"
"9961_1_1977-09-23_3_15.2_9.2"
"9961_1_1977-09-23_4_15.2_9.3"
"9961_1_1977-09-23_5_15.4_9.1"
"9961_1_1977-09-23_6_15.2_8.9"
"9961_1_1977-09-23_7_15.2_8.1"
"9961_1_1977-09-23_8_15.2_7.7"
"9961_1_1977-09-23_9_15.2_7.3"
"9961_1_1977-09-23_10_15_7.5"
"9961_1_1977-09-23_11_15_7.5"
"9961_1_1977-09-23_12_15_6.7"
"9961_1_1977-09-23_13_15_5.5"
"9961_1_1977-09-26_0_15_10.5"
"9961_1_1977-09-26_1_15_10.7"
"9961_1_1977-09-26_2_15_10.6"
"9961_1_1977-09-26_3_15_10.5"
"9961_1_1977-09-26_4_15_10.2"
"9961_1_1977-09-26_5_15_10.2"
"9961_1_1977-09-26_6_15_9.8"
"9961_1_1977-09-26_7_15_9.6"
"9961_1_1977-09-26_8_14.8_9.6"
"9961_1_1977-09-26_9_14.8_8.2"
"9961_1_1977-09-26_10_14.7_7.9"
"9961_1_1977-09-26_11_14.7_7.6"
"9961_1_1977-09-26_12_14.5_7.6"
"9961_1_1977-09-30_0_15.9_10.2"
"9961_1_1977-09-30_1_15.7_9.8"
"9961_1_1977-09-30_2_15.5_9.6"
"9961_1_1977-09-30_3_15.5_9.4"
"9961_1_1977-09-30_4_15.5_9.4"
"9961_1_1977-09-30_5_15.5_9.4"
"9961_1_1977-09-30_6_15.5_9.4"
"9961_1_1977-09-30_7_15.2_9.4"
"9961_1_1977-09-30_8_15.2_9.3"
"9961_1_1977-09-30_9_15.2_9.4"
"9961_1_1977-09-30_10_15.2_9.3"
"9961_1_1977-09-30_11_15.1_6.9"
"9961_1_1977-09-30_12_15_6.3"
"9961_1_1977-10-05_0_15.2_9.6"
"9961_1_1977-10-05_1_15.1_9.6"
"9961_1_1977-10-05_2_15_10.2"
"9961_1_1977-10-05_3_15_9.7"
"9961_1_1977-10-05_4_15_9.5"
"9961_1_1977-10-05_5_14.9_9.1"
"9961_1_1977-10-05_6_14.8_9"
"9961_1_1977-10-05_7_14.8_9"
"9961_1_1977-10-05_8_14.7_8.8"
"9961_1_1977-10-05_9_14.4_8.1"
"9961_1_1977-10-05_10_14.2_8.1"
"9961_1_1977-10-05_11_14_6.8"
"9961_1_1977-10-05_12_14_6.8"
"9961_1_1977-10-11_0_13.8_10.4"
"9961_1_1977-10-11_1_13.2_10.6"
"9961_1_1977-10-11_2_13.1_10.2"
"9961_1_1977-10-11_3_13_10.1"
"9961_1_1977-10-11_4_13_10"
"9961_1_1977-10-11_5_13_10"
"9961_1_1977-10-11_6_13_10"
"9961_1_1977-10-11_7_13_10"
"9961_1_1977-10-11_8_13_9.8"
"9961_1_1977-10-11_9_13_10"
"9961_1_1977-10-11_10_12.9_9.3"
"9961_1_1977-10-11_11_12.8_8.7"
"9961_1_1977-10-11_12_12.8_8.1"
"9961_1_1977-11-03_0_9.9_9.9"
"9961_1_1977-11-03_2_9.5_9.9"
"9961_1_1977-11-03_4_9.3_9.9"
"9961_1_1977-11-03_6_9.2_9.8"
"9961_1_1977-11-03_8_9.1_9.7"
"9961_1_1977-11-03_10_9_9.1"
"9961_1_1977-11-03_12_8.8_7.9"
"9961_1_1977-11-03_13_8.8_7.6"
"9961_1_1977-12-02_0_3.8_11.1"
"9961_1_1977-12-02_2_3_11.2"
"9961_1_1977-12-02_4_2.8_11.3"
"9961_1_1977-12-02_6_2.8_11.5"
"9961_1_1977-12-02_8_2.6_11.5"
"9961_1_1977-12-02_10_2.6_11.2"
"9961_1_1977-12-02_12_2.6_11.2"
"9961_1_1978-01-03_0_0_13.4"
"9961_1_1978-01-03_1_0_13.1"
"9961_1_1978-01-03_2_0.3_13.1"
"9961_1_1978-01-03_3_0.5_13"
"9961_1_1978-01-03_4_0.7_12"
"9961_1_1978-01-03_5_0.8_11.9"
"9961_1_1978-01-03_6_0.9_12.3"
"9961_1_1978-01-03_7_1.1_9.4"
"9961_1_1978-01-03_8_1.5_8.3"
"9961_1_1978-01-03_9_1.5_7.3"
"9961_1_1978-01-03_10_1.8_7"
"9961_1_1978-01-03_11_2_7.8"
"9961_1_1978-01-03_12_2.1_4.2"
"9961_1_1978-01-03_13_2.3_1.8"
"9961_1_1978-05-08_0_12.8_11.5"
"9961_1_1978-05-08_1_11.8_11.7"
"9961_1_1978-05-08_2_10.3_11.8"
"9961_1_1978-05-08_3_9.2_11.7"
"9961_1_1978-05-08_4_8.5_11.4"
"9961_1_1978-05-08_5_8_11"
"9961_1_1978-05-08_6_7.7_10.5"
"9961_1_1978-05-08_7_7.5_10.5"
"9961_1_1978-05-08_8_7.2_9.8"
"9961_1_1978-05-08_9_7_9.6"
"9961_1_1978-05-08_10_7_9.5"
"9961_1_1978-05-08_11_7_9.1"
"9961_1_1978-05-08_12_6.9_8.7"
"9961_1_1978-05-08_13_6.9_7"
"9961_1_1978-06-06_0_18_9.3"
"9961_1_1978-06-06_1_18_9.3"
"9961_1_1978-06-06_2_18_9.2"
"9961_1_1978-06-06_3_18_9"
"9961_1_1978-06-06_4_16.8_8.2"
"9961_1_1978-06-06_5_15.5_7.3"
"9961_1_1978-06-06_6_14.2_6.2"
"9961_1_1978-06-06_7_12.7_4.8"
"9961_1_1978-06-06_8_11.2_3"
"9961_1_1978-06-06_9_10.5_2.2"
"9961_1_1978-06-06_10_10.2_1.9"
"9961_1_1978-06-06_11_10.1_1.5"
"9961_1_1978-06-06_12_9.9_0.8"
"9961_1_1978-06-06_12.5_9.8_0.8"
"9961_1_1978-06-06_13_9.7_0.7"
"9961_1_1978-06-12_0_20.8_9.4"
"9961_1_1978-06-12_1_20.2_9.9"
"9961_1_1978-06-12_2_19.8_10.2"
"9961_1_1978-06-12_3_19_10.5"
"9961_1_1978-06-12_4_18.8_10.5"
"9961_1_1978-06-12_5_18.5_10.2"
"9961_1_1978-06-12_6_17.9_9.5"
"9961_1_1978-06-12_7_14.6_6.7"
"9961_1_1978-06-12_8_13.1_4.9"
"9961_1_1978-06-12_9_12_3.8"
"9961_1_1978-06-12_10_11.2_3.4"
"9961_1_1978-06-12_11_10.5_2.8"
"9961_1_1978-06-12_12_10.2_2.5"
"9961_1_1978-06-12_13_10.1_2.4"
"9961_1_1978-06-23_0_21.5_9.3"
"9961_1_1978-06-23_1_20.5_9.4"
"9961_1_1978-06-23_2_20_9.2"
"9961_1_1978-06-23_3_19.8_9"
"9961_1_1978-06-23_4_19.3_7.7"
