"lake","midas","station","date","time","agency","project","depth","type","tp_ppm","rep","lab","count","qual","year","month"
"annabessacook","9961",1,1997-05-21,"0:00:00","cw","3",0.5,"g",0.01,1,"d",6,"pg",1997,5
"annabessacook","9961",1,1997-05-21,"0:00:00","cw","3",2.5,"g",0.01,1,"d",6,"pg",1997,5
"annabessacook","9961",1,1997-05-21,"0:00:00","cw","3",4.5,"g",0.01,1,"d",6,"pg",1997,5
"annabessacook","9961",1,1997-05-21,"0:00:00","cw","3",6.5,"g",0.01,1,"d",6,"pg",1997,5
"annabessacook","9961",1,1997-05-21,"0:00:00","cw","3",8.5,"g",0.01,1,"d",6,"pg",1997,5
"annabessacook","9961",1,1997-05-21,"0:00:00","cw","3",10,"g",0.01,1,"d",6,"pg",1997,5
"annabessacook","9961",1,1997-06-11,"0:00:00","cw","3",0.5,"g",0.01,1,"d",6,"pg",1997,6
"annabessacook","9961",1,1997-06-11,"0:00:00","cw","3",2.5,"g",0.01,1,"d",6,"pg",1997,6
"annabessacook","9961",1,1997-06-11,"0:00:00","cw","3",4.5,"g",0.02,1,"d",6,"pg",1997,6
"annabessacook","9961",1,1997-06-11,"0:00:00","cw","3",6.5,"g",0.01,1,"d",6,"pg",1997,6
"annabessacook","9961",1,1997-06-11,"0:00:00","cw","3",8.5,"g",0.02,1,"d",6,"pg",1997,6
"annabessacook","9961",1,1997-06-11,"0:00:00","cw","3",10.5,"g",0.02,1,"d",6,"pg",1997,6
"annabessacook","9961",1,1997-07-07,"0:00:00","cw","3",0.5,"g",0.01,1,"d",1,"sg",1997,7
"annabessacook","9961",1,1997-07-07,"0:00:00","cw","3",2.5,"c",0.01,1,"d",1,"ec",1997,7
"annabessacook","9961",1,1997-07-07,"0:00:00","cw","3",4.5,"c",0.01,1,"d",1,"ec",1997,7
"annabessacook","9961",1,1997-07-07,"0:00:00","cw","3",6.5,"c",0.01,1,"d",1,"ec",1997,7
"annabessacook","9961",1,1997-07-07,"0:00:00","cw","3",8.5,"c",0.02,1,"d",1,"ec",1997,7
"annabessacook","9961",1,1997-07-07,"0:00:00","cw","3",10.5,"c",0.03,1,"d",1,"ec",1997,7
"annabessacook","9961",1,1997-07-07,"0:00:00","cw","3",12.5,"c",0.08,1,"d",1,"ec",1997,7
"annabessacook","9961",1,1997-08-08,"0:00:00","cw","3",0.5,"g",0.01,1,"d",6,"pg",1997,8
"annabessacook","9961",1,1997-08-08,"0:00:00","cw","3",2.5,"g",0.01,1,"d",6,"pg",1997,8
"annabessacook","9961",1,1997-08-08,"0:00:00","cw","3",4.5,"g",0.02,1,"d",6,"pg",1997,8
"annabessacook","9961",1,1997-08-08,"0:00:00","cw","3",6.5,"g",0.02,1,"d",6,"pg",1997,8
"annabessacook","9961",1,1997-08-08,"0:00:00","cw","3",8.5,"g",0.04,1,"d",6,"pg",1997,8
"annabessacook","9961",1,1997-08-08,"0:00:00","cw","3",10.5,"g",0.08,1,"d",6,"pg",1997,8
"annabessacook","9961",1,1997-09-04,"0:00:00","cw","3",0.5,"g",0.02,1,"d",6,"pg",1997,9
"annabessacook","9961",1,1997-09-04,"0:00:00","cw","3",2.5,"g",0.02,1,"d",6,"pg",1997,9
"annabessacook","9961",1,1997-09-04,"0:00:00","cw","3",4.5,"g",0.02,1,"d",6,"pg",1997,9
"annabessacook","9961",1,1997-09-04,"0:00:00","cw","3",6.5,"g",0.02,1,"d",6,"pg",1997,9
"annabessacook","9961",1,1997-09-04,"0:00:00","cw","3",8.5,"g",0.11,1,"d",6,"pg",1997,9
"annabessacook","9961",1,1997-09-04,"0:00:00","cw","3",10.5,"g",0.19,1,"d",6,"pg",1997,9
"annabessacook","9961",1,1997-10-07,"0:00:00","cw","3",0.5,"g",0.03,1,"d",6,"pg",1997,10
"annabessacook","9961",1,1997-10-07,"0:00:00","cw","3",2.5,"g",0.03,1,"d",6,"pg",1997,10
"annabessacook","9961",1,1997-10-07,"0:00:00","cw","3",4.5,"g",0.03,1,"d",6,"pg",1997,10
"annabessacook","9961",1,1997-10-07,"0:00:00","cw","3",6.5,"g",0.03,1,"d",6,"pg",1997,10
"annabessacook","9961",1,1997-10-07,"0:00:00","cw","3",8.5,"g",0.03,1,"d",6,"pg",1997,10
"annabessacook","9961",1,1997-10-07,"0:00:00","cw","3",9.5,"g",0.03,1,"d",6,"pg",1997,10
"annabessacook","9961",1,1998-05-20,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",1998,5
"annabessacook","9961",1,1998-05-20,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",1998,5
"annabessacook","9961",1,1998-05-20,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",1998,5
"annabessacook","9961",1,1998-05-20,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",1998,5
"annabessacook","9961",1,1998-05-20,"0:00:00","cw","3",8.5,"g",0.01,1,"d",7,"pg",1998,5
"annabessacook","9961",1,1998-05-20,"0:00:00","cw","3",10.5,"g",0.02,1,"d",7,"pg",1998,5
"annabessacook","9961",1,1998-05-20,"0:00:00","cw","3",12.5,"g",0.02,1,"d",7,"pg",1998,5
"annabessacook","9961",1,1998-06-22,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",1998,6
"annabessacook","9961",1,1998-06-22,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",1998,6
"annabessacook","9961",1,1998-06-22,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",1998,6
"annabessacook","9961",1,1998-06-22,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",1998,6
"annabessacook","9961",1,1998-06-22,"0:00:00","cw","3",8.5,"g",0.01,1,"d",7,"pg",1998,6
"annabessacook","9961",1,1998-06-22,"0:00:00","cw","3",10.5,"g",0.02,1,"d",7,"pg",1998,6
"annabessacook","9961",1,1998-06-22,"0:00:00","cw","3",12.5,"g",0.08,1,"d",7,"pg",1998,6
"annabessacook","9961",1,1998-07-22,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",1998,7
"annabessacook","9961",1,1998-07-22,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",1998,7
"annabessacook","9961",1,1998-07-22,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",1998,7
"annabessacook","9961",1,1998-07-22,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",1998,7
"annabessacook","9961",1,1998-07-22,"0:00:00","cw","3",8.5,"g",0.02,1,"d",7,"pg",1998,7
"annabessacook","9961",1,1998-07-22,"0:00:00","cw","3",10.5,"g",0.04,1,"d",7,"pg",1998,7
"annabessacook","9961",1,1998-07-22,"0:00:00","cw","3",12.5,"g",0.09,1,"d",7,"pg",1998,7
"annabessacook","9961",1,1998-08-21,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",1998,8
"annabessacook","9961",1,1998-08-21,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",1998,8
"annabessacook","9961",1,1998-08-21,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",1998,8
"annabessacook","9961",1,1998-08-21,"0:00:00","cw","3",6.5,"g",0.02,1,"d",7,"pg",1998,8
"annabessacook","9961",1,1998-08-21,"0:00:00","cw","3",8.5,"g",0.09,1,"d",7,"pg",1998,8
"annabessacook","9961",1,1998-08-21,"0:00:00","cw","3",10.5,"g",0.19,1,"d",7,"pg",1998,8
"annabessacook","9961",1,1998-08-21,"0:00:00","cw","3",12.5,"g",0.26,1,"d",7,"pg",1998,8
"annabessacook","9961",1,1998-09-11,"0:00:00","cw","3",0.5,"g",0.02,1,"d",7,"pg",1998,9
"annabessacook","9961",1,1998-09-11,"0:00:00","cw","3",2.5,"g",0.02,1,"d",7,"pg",1998,9
"annabessacook","9961",1,1998-09-11,"0:00:00","cw","3",4.5,"g",0.02,1,"d",7,"pg",1998,9
"annabessacook","9961",1,1998-09-11,"0:00:00","cw","3",6.5,"g",0.02,1,"d",7,"pg",1998,9
"annabessacook","9961",1,1998-09-11,"0:00:00","cw","3",8.5,"g",0.03,1,"d",7,"pg",1998,9
"annabessacook","9961",1,1998-09-11,"0:00:00","cw","3",10.5,"g",0.25,1,"d",7,"pg",1998,9
"annabessacook","9961",1,1998-09-11,"0:00:00","cw","3",12.5,"g",0.34,1,"d",7,"pg",1998,9
"annabessacook","9961",1,1998-10-26,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",1998,10
"annabessacook","9961",1,1998-10-26,"0:00:00","cw","3",2.5,"g",0.02,1,"d",7,"pg",1998,10
"annabessacook","9961",1,1998-10-26,"0:00:00","cw","3",4.5,"g",0.02,1,"d",7,"pg",1998,10
"annabessacook","9961",1,1998-10-26,"0:00:00","cw","3",6.5,"g",0.02,1,"d",7,"pg",1998,10
"annabessacook","9961",1,1998-10-26,"0:00:00","cw","3",8.5,"g",0.02,1,"d",7,"pg",1998,10
"annabessacook","9961",1,1998-10-26,"0:00:00","cw","3",10.5,"g",0.02,1,"d",7,"pg",1998,10
"annabessacook","9961",1,1998-10-26,"0:00:00","cw","3",12.5,"g",0.02,1,"d",7,"pg",1998,10
"annabessacook","9961",1,2001-05-02,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-02,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-02,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-02,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-02,"0:00:00","cw","3",8.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-02,"0:00:00","cw","3",10.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-02,"0:00:00","cw","3",12.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-16,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-16,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-16,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-16,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-16,"0:00:00","cw","3",8.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-16,"0:00:00","cw","3",10.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-05-16,"0:00:00","cw","3",12.5,"g",0.01,1,"d",7,"pg",2001,5
"annabessacook","9961",1,2001-06-01,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-01,"0:00:00","cw","3",0.5,"g",0.01,2,"d",1,"r",2001,6
"annabessacook","9961",1,2001-06-01,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-01,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-01,"0:00:00","cw","3",6.5,"g",0.02,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-01,"0:00:00","cw","3",7,"c",0.01,1,"d",1,"ec",2001,6
"annabessacook","9961",1,2001-06-01,"0:00:00","cw","3",8.5,"g",0.02,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-01,"0:00:00","cw","3",10.5,"g",0.02,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-01,"0:00:00","cw","3",12.5,"g",0.03,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-13,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-13,"0:00:00","cw","3",2.5,"g",0.009,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-13,"0:00:00","cw","3",4,"c",0.01,1,"d",1,"ec",2001,6
"annabessacook","9961",1,2001-06-13,"0:00:00","cw","3",4,"c",0.01,2,"d",1,"r",2001,6
"annabessacook","9961",1,2001-06-13,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-13,"0:00:00","cw","3",6.5,"g",0.15,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-13,"0:00:00","cw","3",6.5,"g",0.15,2,"d",1,"r",2001,6
"annabessacook","9961",1,2001-06-13,"0:00:00","cw","3",8.5,"g",0.02,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-13,"0:00:00","cw","3",10.5,"g",0.02,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-13,"0:00:00","cw","3",12.5,"g",0.03,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-25,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-25,"0:00:00","cw","3",2.5,"g",0.009,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-25,"0:00:00","cw","3",4.5,"g",0.007,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-25,"0:00:00","cw","3",6,"c",0.01,1,"d",1,"ec",2001,6
"annabessacook","9961",1,2001-06-25,"0:00:00","cw","3",6,"c",0.01,2,"d",1,"r",2001,6
"annabessacook","9961",1,2001-06-25,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-25,"0:00:00","cw","3",8.5,"g",0.01,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-25,"0:00:00","cw","3",8.5,"g",0.01,2,"d",1,"r",2001,6
"annabessacook","9961",1,2001-06-25,"0:00:00","cw","3",10.5,"g",0.02,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-06-25,"0:00:00","cw","3",12.5,"g",0.06,1,"d",7,"pg",2001,6
"annabessacook","9961",1,2001-07-13,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-13,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-13,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-13,"0:00:00","cw","3",6.5,"g",0.01,2,"d",1,"r",2001,7
"annabessacook","9961",1,2001-07-13,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-13,"0:00:00","cw","3",7,"c",0.01,2,"d",1,"r",2001,7
"annabessacook","9961",1,2001-07-13,"0:00:00","cw","3",7,"c",0.01,1,"d",1,"ec",2001,7
"annabessacook","9961",1,2001-07-13,"0:00:00","cw","3",8.5,"g",0.04,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-13,"0:00:00","cw","3",10.5,"g",0.07,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-13,"0:00:00","cw","3",12.5,"g",0.16,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-25,"0:00:00","cw","3",0.5,"g",0.009,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-25,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-25,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-25,"0:00:00","cw","3",6.5,"g",0.01,2,"d",1,"r",2001,7
"annabessacook","9961",1,2001-07-25,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-25,"0:00:00","cw","3",7,"c",0.01,1,"d",1,"ec",2001,7
"annabessacook","9961",1,2001-07-25,"0:00:00","cw","3",7,"c",0.01,2,"d",1,"r",2001,7
"annabessacook","9961",1,2001-07-25,"0:00:00","cw","3",8.5,"g",0.02,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-25,"0:00:00","cw","3",10.5,"g",0.08,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-07-25,"0:00:00","cw","3",12.5,"g",0.14,1,"d",7,"pg",2001,7
"annabessacook","9961",1,2001-08-07,"0:00:00","cw","3",0.5,"g",0.009,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-07,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-07,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-07,"0:00:00","cw","3",6,"c",0.01,1,"d",1,"ec",2001,8
"annabessacook","9961",1,2001-08-07,"0:00:00","cw","3",6,"c",0.01,2,"d",1,"r",2001,8
"annabessacook","9961",1,2001-08-07,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-07,"0:00:00","cw","3",6.5,"g",0.02,2,"d",1,"r",2001,8
"annabessacook","9961",1,2001-08-07,"0:00:00","cw","3",8.5,"g",0.02,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-07,"0:00:00","cw","3",10.5,"g",0.14,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-07,"0:00:00","cw","3",12.5,"g",0.22,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-21,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-21,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-21,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-21,"0:00:00","cw","3",6,"c",0.01,2,"d",1,"r",2001,8
"annabessacook","9961",1,2001-08-21,"0:00:00","cw","3",6,"c",0.01,1,"d",1,"ec",2001,8
"annabessacook","9961",1,2001-08-21,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-21,"0:00:00","cw","3",8.5,"g",0.04,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-21,"0:00:00","cw","3",10.5,"g",0.17,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-08-21,"0:00:00","cw","3",12.5,"g",0.3,1,"d",7,"pg",2001,8
"annabessacook","9961",1,2001-09-05,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-05,"0:00:00","cw","3",2.5,"g",0.02,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-05,"0:00:00","cw","3",4.5,"g",0.02,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-05,"0:00:00","cw","3",4.5,"g",0.02,2,"d",1,"r",2001,9
"annabessacook","9961",1,2001-09-05,"0:00:00","cw","3",6.5,"g",0.02,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-05,"0:00:00","cw","3",8,"c",0.02,2,"d",1,"r",2001,9
"annabessacook","9961",1,2001-09-05,"0:00:00","cw","3",8,"c",0.02,1,"d",1,"ec",2001,9
"annabessacook","9961",1,2001-09-05,"0:00:00","cw","3",8.5,"g",0.02,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-05,"0:00:00","cw","3",10.5,"g",0.14,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-05,"0:00:00","cw","3",12.5,"g",0.27,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-19,"0:00:00","cw","3",0.5,"g",0.02,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-19,"0:00:00","cw","3",2.5,"g",0.02,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-19,"0:00:00","cw","3",4.5,"g",0.02,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-19,"0:00:00","cw","3",6.5,"g",0.02,2,"d",1,"r",2001,9
"annabessacook","9961",1,2001-09-19,"0:00:00","cw","3",6.5,"g",0.02,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-19,"0:00:00","cw","3",8,"c",0.02,2,"d",1,"r",2001,9
"annabessacook","9961",1,2001-09-19,"0:00:00","cw","3",8,"c",0.02,1,"d",1,"ec",2001,9
"annabessacook","9961",1,2001-09-19,"0:00:00","cw","3",8.5,"g",0.02,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-19,"0:00:00","cw","3",10.5,"g",0.27,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-09-19,"0:00:00","cw","3",12.5,"g",0.33,1,"d",7,"pg",2001,9
"annabessacook","9961",1,2001-10-01,"0:00:00","cw","3",0.5,"g",0.02,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-01,"0:00:00","cw","3",2.5,"g",0.02,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-01,"0:00:00","cw","3",4.5,"g",0.02,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-01,"0:00:00","cw","3",4.5,"g",0.02,2,"d",1,"r",2001,10
"annabessacook","9961",1,2001-10-01,"0:00:00","cw","3",6.5,"g",0.02,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-01,"0:00:00","cw","3",8.5,"g",0.02,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-01,"0:00:00","cw","3",9,"c",0.02,1,"d",1,"ec",2001,10
"annabessacook","9961",1,2001-10-01,"0:00:00","cw","3",9,"c",0.03,2,"d",1,"r",2001,10
"annabessacook","9961",1,2001-10-01,"0:00:00","cw","3",10.5,"g",0.08,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-01,"0:00:00","cw","3",12.5,"g",0.3,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-16,"0:00:00","cw","3",0.5,"g",0.03,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-16,"0:00:00","cw","3",2.5,"g",0.02,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-16,"0:00:00","cw","3",4.5,"g",0.02,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-16,"0:00:00","cw","3",4.5,"g",0.03,2,"d",1,"r",2001,10
"annabessacook","9961",1,2001-10-16,"0:00:00","cw","3",6.5,"g",0.02,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-16,"0:00:00","cw","3",8.5,"g",0.02,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-16,"0:00:00","cw","3",10,"c",0.02,1,"d",1,"ec",2001,10
"annabessacook","9961",1,2001-10-16,"0:00:00","cw","3",10,"c",0.02,2,"d",1,"r",2001,10
"annabessacook","9961",1,2001-10-16,"0:00:00","cw","3",10.5,"g",0.02,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2001-10-16,"0:00:00","cw","3",12.5,"g",0.06,1,"d",7,"pg",2001,10
"annabessacook","9961",1,2007-05-10,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",2007,5
"annabessacook","9961",1,2007-05-10,"0:00:00","cw","3",0.5,"g",0.01,2,"d",1,"r",2007,5
"annabessacook","9961",1,2007-05-10,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2007,5
"annabessacook","9961",1,2007-05-10,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2007,5
"annabessacook","9961",1,2007-05-10,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",2007,5
"annabessacook","9961",1,2007-05-10,"0:00:00","cw","3",8.5,"g",0.01,1,"d",7,"pg",2007,5
"annabessacook","9961",1,2007-05-10,"0:00:00","cw","3",10.5,"g",0.01,1,"d",7,"pg",2007,5
"annabessacook","9961",1,2007-05-10,"0:00:00","cw","3",12,"g",0.01,1,"d",7,"pg",2007,5
"annabessacook","9961",1,2007-06-05,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",2007,6
"annabessacook","9961",1,2007-06-05,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2007,6
"annabessacook","9961",1,2007-06-05,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2007,6
"annabessacook","9961",1,2007-06-05,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",2007,6
"annabessacook","9961",1,2007-06-05,"0:00:00","cw","3",8.5,"g",0.01,1,"d",7,"pg",2007,6
"annabessacook","9961",1,2007-06-05,"0:00:00","cw","3",10.5,"g",0.02,1,"d",7,"pg",2007,6
"annabessacook","9961",1,2007-06-05,"0:00:00","cw","3",12.5,"g",0.05,1,"d",7,"pg",2007,6
"annabessacook","9961",1,2007-07-02,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",2007,7
"annabessacook","9961",1,2007-07-02,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2007,7
"annabessacook","9961",1,2007-07-02,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2007,7
"annabessacook","9961",1,2007-07-02,"0:00:00","cw","3",6.5,"g",0.02,1,"d",7,"pg",2007,7
"annabessacook","9961",1,2007-07-02,"0:00:00","cw","3",8.5,"g",0.02,1,"d",7,"pg",2007,7
"annabessacook","9961",1,2007-07-02,"0:00:00","cw","3",10.5,"g",0.02,1,"d",7,"pg",2007,7
"annabessacook","9961",1,2007-07-02,"0:00:00","cw","3",12.5,"g",0.07,1,"d",7,"pg",2007,7
"annabessacook","9961",1,2007-08-02,"0:00:00","cw","3",0.5,"g",0.01,1,"d",7,"pg",2007,8
"annabessacook","9961",1,2007-08-02,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2007,8
"annabessacook","9961",1,2007-08-02,"0:00:00","cw","3",2.5,"g",0.01,2,"d",1,"r",2007,8
"annabessacook","9961",1,2007-08-02,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2007,8
"annabessacook","9961",1,2007-08-02,"0:00:00","cw","3",6.5,"g",0.01,2,"d",1,"r",2007,8
"annabessacook","9961",1,2007-08-02,"0:00:00","cw","3",6.5,"g",0.02,1,"d",7,"pg",2007,8
"annabessacook","9961",1,2007-08-02,"0:00:00","cw","3",8.5,"g",0.01,1,"d",7,"pg",2007,8
"annabessacook","9961",1,2007-08-02,"0:00:00","cw","3",10.5,"g",0.06,1,"d",7,"pg",2007,8
"annabessacook","9961",1,2007-08-02,"0:00:00","cw","3",12.5,"g",0.2,1,"d",7,"pg",2007,8
"annabessacook","9961",1,2007-09-05,"0:00:00","cw","3",0.5,"g",0.02,1,"d",7,"pg",2007,9
"annabessacook","9961",1,2007-09-05,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2007,9
"annabessacook","9961",1,2007-09-05,"0:00:00","cw","3",4.5,"g",0.01,1,"d",7,"pg",2007,9
"annabessacook","9961",1,2007-09-05,"0:00:00","cw","3",6.5,"g",0.01,1,"d",7,"pg",2007,9
"annabessacook","9961",1,2007-09-05,"0:00:00","cw","3",8.5,"g",0.03,1,"d",7,"pg",2007,9
"annabessacook","9961",1,2007-09-05,"0:00:00","cw","3",10.5,"g",0.24,1,"d",7,"pg",2007,9
"annabessacook","9961",1,2007-09-05,"0:00:00","cw","3",12,"g",0.3,1,"d",7,"pg",2007,9
"annabessacook","9961",1,2007-10-05,"0:00:00","cw","3",0.5,"g",0.02,1,"d",7,"pg",2007,10
"annabessacook","9961",1,2007-10-05,"0:00:00","cw","3",2.5,"g",0.01,1,"d",7,"pg",2007,10
