"sampID","midas","lake","station","date","time","agency","project","db","secchi","rep","seccbot","scope","surveyors","qa_cert","windvel","winddir","cloudcvr","lat","long","gloeo","comments","dups"
"103_1_2022-07-07_cw",103,"narrows lower",1,2022-07-07,"11:15","cw",3,"cwd22",6.88,1,"n",4,"dennis, wendy,NA,jim norris,NA","de-0023",2,6,"b","44.31","-69.939722","0","bottom grab driften to ~15m so took 14m grab, unsire if anoxic","103_1_2022-07-07_6.88_de-0023_1"
"3832_1_2022-07-22_cw",3832,"wilson",1,2022-07-22,"11:11","cw",3,"cwd22",6.21,1,"n",4,"dennis, wendy,dennis, mark,NA,NA","de-2261",4,8,"b","44.284056","-70.046167",NA,NA,"3832_1_2022-07-22_6.21_de-2261_1"
"3832_1_2022-07-22_cw",3832,"wilson",1,2022-07-22,"11:11","cw",3,"cwd22",6.34,1,"n",4,"dennis, wendy,dennis, mark,NA,NA","de-0023",4,8,"b","44.284056","-70.046167",NA,NA,"3832_1_2022-07-22_6.34_de-0023_1"
"3832_1_2022-09-06_cw",3832,"wilson",1,2022-09-06,"10:45","cw",3,"cwd22",4.34,1,"n",4,"dennis, wendy,burton, ryan,NA,NA","de-0023",2,2,"o","44.284056","-70.046167","0","dep baseline. get other data from dep!","3832_1_2022-09-06_4.34_de-0023_1"
"3832_1_2022-10-06_cw",3832,"wilson",1,2022-10-06,"14:35","cw",3,"cwd22",4.22,1,"n",4,"dennis, wendy,halligan, mike,NA,NA","de-0023",0,0,"b","44.284056","-70.046167","0",NA,"3832_1_2022-10-06_4.22_de-0023_1"
"3832_1_2022-11-07_cw",3832,"wilson",1,2022-11-07,"14:50","cw",3,"cwd22",2.8,1,"n",4,"dennis, wendy,farragher, matt,NA,NA","de-0023",9,8,"b","44.284056","-70.046167","0",NA,"3832_1_2022-11-07_2.8_de-0023_1"
"3832_1_2022-11-07_cw",3832,"wilson",1,2022-11-07,"14:50","cw",3,"cwd22",2.76,1,"n",4,"dennis, wendy,farragher, matt,NA,NA","fa-3141",9,8,"b","44.284056","-70.046167","0",NA,"3832_1_2022-11-07_2.76_fa-3141_1"
"5240_1_2022-06-15_cw",5240,"woodbury",1,2022-06-15,"10:25","cw",3,"cwd22",6.25,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",7,8,"b",NA,NA,NA,NA,"5240_1_2022-06-15_6.25_wi-0131_1"
"5240_1_2022-06-21_cw",5240,"woodbury",1,2022-06-21,"10:30","cw",3,"cwd22",6.28,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",5,6,"b",NA,NA,NA,NA,"5240_1_2022-06-21_6.28_wi-0131_1"
"5240_1_2022-06-28_cw",5240,"woodbury",1,2022-06-28,"10:26","cw",3,"cwd22",6.34,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",6,8,"b",NA,NA,NA,NA,"5240_1_2022-06-28_6.34_wi-0131_1"
"5240_1_2022-07-08_cw",5240,"woodbury",1,2022-07-08,"10:30","cw",3,"cwd22",5.94,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",2,6,"b",NA,NA,NA,NA,"5240_1_2022-07-08_5.94_wi-0131_1"
"5240_1_2022-07-15_cw",5240,"woodbury",1,2022-07-15,"09:30","cw",3,"cwd22",6.42,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",6,8,"b",NA,NA,NA,NA,"5240_1_2022-07-15_6.42_wi-0131_1"
"5240_1_2022-07-27_cw",5240,"woodbury",1,2022-07-27,"10:00","cw",3,"cwd22",5.94,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",2,6,"b",NA,NA,NA,NA,"5240_1_2022-07-27_5.94_wi-0131_1"
"5240_1_2022-08-03_cw",5240,"woodbury",1,2022-08-03,"09:30","cw",3,"cwd22",6.54,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",2,8,"b",NA,NA,NA,NA,"5240_1_2022-08-03_6.54_wi-0131_1"
"5240_1_2022-08-10_cw",5240,"woodbury",1,2022-08-10,"10:35","cw",3,"cwd22",6.86,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",4,1,"c",NA,NA,NA,NA,"5240_1_2022-08-10_6.86_wi-0131_1"
"5240_1_2022-08-19_cw",5240,"woodbury",1,2022-08-19,"10:45","cw",3,"cwd22",6.74,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",5,5,"b",NA,NA,NA,NA,"5240_1_2022-08-19_6.74_wi-0131_1"
"5240_1_2022-08-26_cw",5240,"woodbury",1,2022-08-26,"11:00","cw",3,"cwd22",6.36,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",2,1,"c",NA,NA,NA,NA,"5240_1_2022-08-26_6.36_wi-0131_1"
"5240_1_2022-09-02_cw",5240,"woodbury",1,2022-09-02,"10:10","cw",3,"cwd22",6.22,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",2,5,"b",NA,NA,NA,NA,"5240_1_2022-09-02_6.22_wi-0131_1"
"5240_1_2022-09-09_cw",5240,"woodbury",1,2022-09-09,"10:30","cw",3,"cwd22",6.28,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",1,5,"b",NA,NA,NA,NA,"5240_1_2022-09-09_6.28_wi-0131_1"
"5240_1_2022-09-16_cw",5240,"woodbury",1,2022-09-16,"09:50","cw",3,"cwd22",7.76,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",15,7,"b",NA,NA,NA,NA,"5240_1_2022-09-16_7.76_wi-0131_1"
"5240_1_2022-09-25_cw",5240,"woodbury",1,2022-09-25,"14:55","cw",3,"cwd22",7.2,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",3,5,"c",NA,NA,NA,NA,"5240_1_2022-09-25_7.2_wi-0131_1"
"5240_1_2022-10-12_cw",5240,"woodbury",1,2022-10-12,"16:00","cw",3,"cwd22",6.62,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",6,5,"b",NA,NA,NA,NA,"5240_1_2022-10-12_6.62_wi-0131_1"
"5240_1_2022-10-30_cw",5240,"woodbury",1,2022-10-30,"16:00","cw",3,"cwd22",5.25,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",3,5,"b",NA,NA,NA,NA,"5240_1_2022-10-30_5.25_wi-0131_1"
"5240_1_2022-10-22_cw",5240,"woodbury",1,2022-10-22,"11:00","cw",3,"cwd22",5.72,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",2,7,"b",NA,NA,NA,NA,"5240_1_2022-10-22_5.72_wi-0131_1"
"5240_1_2022-11-05_cw",5240,"woodbury",1,2022-11-05,"15:30","cw",3,"cwd22",5.65,1,"n",4,"wilding-hartford, susie,NA,NA,NA","wi-0131",7,6,"b",NA,NA,NA,NA,"5240_1_2022-11-05_5.65_wi-0131_1"
"5254_1_2022-07-13_cw",5254,"pleasant",1,2022-07-13,"12:30","cw",3,"cwd22",4.92,1,"n",4,"anderson, greg,NA,NA,NA","an-3151",5,8,"b",NA,NA,NA,NA,"5254_1_2022-07-13_4.92_an-3151_1"
"5254_1_2022-10-12_cw",5254,"pleasant",1,2022-10-12,"14:00","cw",3,"cwd22",2.9,1,"n",4,"anderson, greg,NA,NA,NA","an-3151",3,5,"b",NA,NA,NA,NA,"5254_1_2022-10-12_2.9_an-3151_1"
"5254_1_2022-08-10_cw",5254,"pleasant",1,2022-08-10,"14:10","cw",3,"cwd22",2.43,1,"n",4,"anderson, greg,NA,NA,NA","an-3151",3,4,"c",NA,NA,NA,NA,"5254_1_2022-08-10_2.43_an-3151_1"
"5254_1_2022-08-22_cw",5254,"pleasant",1,2022-08-22,"12:40","cw",3,"cwd22",2.1,1,"n",4,"anderson, greg,NA,NA,NA","an-3151",3,4,"c",NA,NA,NA,NA,"5254_1_2022-08-22_2.1_an-3151_1"
"5254_1_2022-10-02_cw",5254,"pleasant",1,2022-10-02,"11:25","cw",3,"cwd22",2.6,1,"n",4,"anderson, greg,NA,NA,NA","an-3151",10,2,"b",NA,NA,NA,NA,"5254_1_2022-10-02_2.6_an-3151_1"
"5254_1_2022-10-02_cw",5254,"pleasant",1,2022-10-02,"11:25","cw",3,"cwd22",2.7,1,"n",4,"anderson, greg,NA,NA,NA","an-3151",10,2,"b",NA,NA,NA,NA,"5254_1_2022-10-02_2.7_an-3151_1"
"5254_1_2022-09-08_cw",5254,"pleasant",1,2022-09-08,"13:00","cw",3,"cwd22",2.72,1,"n",4,"dennis, wendy,anderson, greg,NA,NA","de-0023",3,8,"b","44.151639","-69.877917",NA,"scum grab sample taken, investigating report of algae bloom. not thick enough for bloomwatch standards.","5254_1_2022-09-08_2.72_de-0023_1"
"5254_1_2022-09-08_cw",5254,"pleasant",1,2022-09-08,"13:00","cw",3,"cwd22",2.75,1,"n",4,"dennis, wendy,anderson, greg,NA,NA","an-3151",3,8,"b","44.151639","-69.877917",NA,"scum grab sample taken, investigating report of algae bloom. not thick enough for bloomwatch standards.","5254_1_2022-09-08_2.75_an-3151_1"
"5254_1_2022-10-12_cw",5254,"pleasant",1,2022-10-12,"14:05","cw",3,"cwd22",2.74,1,"n",4,"dennis, wendy,anderson, greg,NA,NA","de-0023",2,6,"b",NA,NA,NA,NA,"5254_1_2022-10-12_2.74_de-0023_1"
"5254_1_2022-10-12_cw",5254,"pleasant",1,2022-10-12,"14:05","cw",3,"cwd22",2.8,1,"n",4,"dennis, wendy,anderson, greg,NA,NA","de-0023",2,6,"b",NA,NA,NA,NA,"5254_1_2022-10-12_2.8_de-0023_1"
"5254_1_2022-06-28_cw",5254,"pleasant",1,2022-06-28,"14:00","cw",3,"cwd22",5.68,1,"n",4,"dennis, wendy,anderson, greg,NA,NA","de-0023",4,8,"b","44.151889","-69.877861","0","6m tp grab really high.... nothing in profile indicates algal productivity at 6m. possible contamination error?","5254_1_2022-06-28_5.68_de-0023_1"
"5254_1_2022-06-28_cw",5254,"pleasant",1,2022-06-28,"14:00","cw",3,"cwd22",5.68,1,"n",4,"dennis, wendy,anderson, greg,NA,NA","an-3151",4,8,"b","44.151889","-69.877861","0","6m tp grab really high.... nothing in profile indicates algal productivity at 6m. possible contamination error?","5254_1_2022-06-28_5.68_an-3151_1"
"5254_3_2022-09-10_cw",5254,"pleasant",3,2022-09-10,"10:30","cw",3,"cwd22",4.11,1,"n",4,"dennis, wendy,fish, mark,NA,NA","de-0023",0,0,"b","44.135194","-69.888028","0",NA,"5254_3_2022-09-10_4.11_de-0023_1"
"5254_3_2022-09-10_cw",5254,"pleasant",3,2022-09-10,"10:30","cw",3,"cwd22",4.13,1,"n",4,"dennis, wendy,fish, mark,NA,NA","fi-3142",0,0,"b","44.135194","-69.888028","0",NA,"5254_3_2022-09-10_4.13_fi-xxxx_1"
"9961_2_2022-07-26_cw",9961,"annabessacook",2,2022-07-26,"14:40","cw",3,"cwd22",5.85,1,"n",4,"dennis, wendy,NA,mike halligan,NA","de-0023",1,5,"b","44.122611","-69.974806",NA,"500ml chl filter","9961_2_2022-07-26_5.85_de-0023_1"
"9961_1_1977-09-30_cw",9961,"annabessacook",1,1977-09-30,NA,"cw",3,"dep",1.8,1,"n",2,"dominie,david,king,wendy,,NA",NA,1,7,"b",NA,NA,NA,"","9961_1_1977-09-30_1.8__1"
"9961_1_1977-11-03_cw",9961,"annabessacook",1,1977-11-03,NA,"cw",3,"dep",2.6,1,"n",2,"dennis,king,wendy,,NA",NA,0,0,"o",NA,NA,NA,"","9961_1_1977-11-03_2.6__1"
"9961_1_1975-03-13_ei",9961,"annabessacook",1,1975-03-13,"1200","ei",2,"dep",3.7,1,"n",2,"dennis,jeff,,,NA",NA,0,NA,"o",NA,NA,NA,"","9961_1_1975-03-13_3.7__1"
"9961_1_1975-04-29_ei",9961,"annabessacook",1,1975-04-29,NA,"ei",2,"dep",3,1,"n",2,"mower,barry,,,NA",NA,0,NA,"o",NA,NA,NA,"","9961_1_1975-04-29_3__1"
"9961_1_1975-06-30_ei",9961,"annabessacook",1,1975-06-30,"1250","ei",2,"dep",4.8,1,"n",2,"mower,barry,,,NA",NA,5,2,"b",NA,NA,NA,"","9961_1_1975-06-30_4.8__1"
"9961_1_1975-08-25_ei",9961,"annabessacook",1,1975-08-25,"1210","ei",2,"dep",2,1,"n",2,"mower,barry,,,NA",NA,3,4,"o",NA,NA,NA,"","9961_1_1975-08-25_2__1"
"9961_1_1976-03-25_ei",9961,"annabessacook",1,1976-03-25,"930","ei",2,"dep",1.6,NA,"n",2,"scott,matthew,,,NA",NA,5,5,"o",NA,NA,NA,"","9961_1_1976-03-25_1.6__NA"
"9961_1_1976-04-21_cw",9961,"annabessacook",1,1976-04-21,"1030","cw",3,"dep",4.2,1,"n",2,"moran,,,NA",NA,3,3,"o",NA,NA,NA,"","9961_1_1976-04-21_4.2__1"
"9961_1_1976-05-17_cw",9961,"annabessacook",1,1976-05-17,"1430","cw",3,"dep",3.1,1,"n",2,"leach,robert,,,NA",NA,10,2,"o",NA,NA,NA,"","9961_1_1976-05-17_3.1__1"
"9961_1_1976-06-10_cw",9961,"annabessacook",1,1976-06-10,"1245","cw",3,"dep",3.1,1,"n",2,"crane,j e,,,NA",NA,4,6,"b",NA,NA,NA,"","9961_1_1976-06-10_3.1__1"
"9961_1_1976-06-24_cw",9961,"annabessacook",1,1976-06-24,"1430","cw",3,"dep",4.3,1,"n",2,"crane,j e,,,NA",NA,6,6,"c",NA,NA,NA,"","9961_1_1976-06-24_4.3__1"
"9961_1_1976-07-08_cw",9961,"annabessacook",1,1976-07-08,"1210","cw",3,"dep",2.2,1,"n",2,"leach,robert,,,NA",NA,8,6,"o",NA,NA,NA,"","9961_1_1976-07-08_2.2__1"
"9961_1_1976-07-26_cw",9961,"annabessacook",1,1976-07-26,"945","cw",3,"dep",2.1,1,"n",2,"willis,,,NA",NA,3,4,"b",NA,NA,NA,"","9961_1_1976-07-26_2.1__1"
"9961_1_1976-08-05_cw",9961,"annabessacook",1,1976-08-05,"930","cw",3,"dep",2.9,1,"n",2,"crane,j e,,,NA",NA,2,6,"b",NA,NA,NA,"","9961_1_1976-08-05_2.9__1"
"9961_1_1976-08-19_cw",9961,"annabessacook",1,1976-08-19,"1950","cw",3,"dep",2.8,1,"n",2,"crane,j e,,,NA",NA,0,NA,"b",NA,NA,NA,"","9961_1_1976-08-19_2.8__1"
"9961_1_1976-09-03_cw",9961,"annabessacook",1,1976-09-03,"930","cw",3,"dep",1.9,1,"n",2,"moran,,,NA",NA,3,4,"b",NA,NA,NA,"","9961_1_1976-09-03_1.9__1"
"9961_1_1976-09-17_cw",9961,"annabessacook",1,1976-09-17,"1055","cw",3,"dep",1,1,"n",2,"dominie,dave,,,NA",NA,0,NA,"o",NA,NA,NA,"","9961_1_1976-09-17_1__1"
"9961_1_1976-10-01_cw",9961,"annabessacook",1,1976-10-01,"1340","cw",3,"dep",2,1,"n",2,"moran,,,NA",NA,2,1,"o",NA,NA,NA,"","9961_1_1976-10-01_2__1"
"9961_1_1976-10-18_cw",9961,"annabessacook",1,1976-10-18,"1045","cw",3,"dep",2.8,1,"n",2,"moran,,,NA",NA,25,6,"o",NA,NA,NA,"","9961_1_1976-10-18_2.8__1"
"9961_1_1977-05-05_ei",9961,"annabessacook",1,1977-05-05,"1145","ei",3,"dep",2.9,1,"n",2,"dennis,jeff,elvin,d.,,NA",NA,0,0,"b",NA,NA,NA,"","9961_1_1977-05-05_2.9__1"
"9961_1_1977-05-26_ei",9961,"annabessacook",1,1977-05-26,NA,"ei",3,"dep",3.5,1,"n",2,"debbus,dominie,dave,,NA",NA,15,1,"b",NA,NA,NA,"","9961_1_1977-05-26_3.5__1"
"9961_1_1977-06-10_ei",9961,"annabessacook",1,1977-06-10,"1030","ei",3,"dep",2.1,1,"n",2,"dennis,jeff,king,wendy,wh,NA",NA,15,7,NA,NA,NA,NA,"","9961_1_1977-06-10_2.1__1"
"9961_1_1977-06-23_ei",9961,"annabessacook",1,1977-06-23,NA,"ei",3,"dep",1.6,1,"n",2,"dennis,jeff,king,wendy,,NA",NA,0,0,NA,NA,NA,NA,"","9961_1_1977-06-23_1.6__1"
"9961_1_1977-07-11_ei",9961,"annabessacook",1,1977-07-11,NA,"ei",3,"dep",1.4,1,"n",2,"dennis,jeff,king,wendy,,NA",NA,5,6,NA,NA,NA,NA,"","9961_1_1977-07-11_1.4__1"
"9961_1_1977-07-21_ei",9961,"annabessacook",1,1977-07-21,"1200","ei",3,"dep",1.1,1,"n",2,"dennis,jeff,king,wendy,,NA",NA,1,7,"b",NA,NA,NA,"","9961_1_1977-07-21_1.1__1"
"9961_1_1977-08-09_ei",9961,"annabessacook",1,1977-08-09,NA,"ei",3,"dep",1.3,1,"n",2,"dominie,dave,king,wendy,,NA",NA,15,7,"b",NA,NA,NA,"","9961_1_1977-08-09_1.3__1"
"9961_1_1977-08-16_ei",9961,"annabessacook",1,1977-08-16,NA,"ei",3,"dep",1.1,1,"n",2,"dominie,dave,pratt,glynn,,NA",NA,0,0,NA,NA,NA,NA,"","9961_1_1977-08-16_1.1__1"
"9961_1_1977-08-24_ei",9961,"annabessacook",1,1977-08-24,NA,"ei",3,"dep",1.1,1,"n",2,"dominie,dave,king,wendy,,NA",NA,0,0,NA,NA,NA,NA,"","9961_1_1977-08-24_1.1__1"
"9961_1_1977-08-31_ei",9961,"annabessacook",1,1977-08-31,NA,"ei",3,"dep",1,1,"n",2,"dominie,dave,pratt,glynn,,NA",NA,0,0,NA,NA,NA,NA,"","9961_1_1977-08-31_1__1"
"9961_1_1977-09-12_ei",9961,"annabessacook",1,1977-09-12,NA,"ei",3,"dep",3,1,"n",2,"dominie,dave,elvin,d.,,NA",NA,0,0,NA,NA,NA,NA,"","9961_1_1977-09-12_3__1"
"9961_1_1977-09-23_ei",9961,"annabessacook",1,1977-09-23,NA,"ei",3,"dep",2.2,1,"n",2,"dominie,dave,king,wendy,,NA",NA,3,8,"o",NA,NA,NA,"","9961_1_1977-09-23_2.2__1"
"9961_1_1977-09-26_ei",9961,"annabessacook",1,1977-09-26,NA,"ei",3,"dep",2,1,"n",2,"dominie,dave,king,wendy,,NA",NA,1,3,"o",NA,NA,NA,"","9961_1_1977-09-26_2__1"
"9961_1_1977-10-05_ei",9961,"annabessacook",1,1977-10-05,NA,"ei",3,"dep",1.8,1,"n",2,"dominie,dave,dennis,jeff,,NA",NA,0,0,"b",NA,NA,NA,"","9961_1_1977-10-05_1.8__1"
"9961_1_1977-10-11_ei",9961,"annabessacook",1,1977-10-11,NA,"ei",3,"dep",2,1,"n",2,"dominie,dave,king,wendy,,NA",NA,1,1,"b",NA,NA,NA,"","9961_1_1977-10-11_2__1"
"9961_1_1977-12-02_cw",9961,"annabessacook",1,1977-12-02,"1000","cw",3,"dep",3.4,NA,"n",2,"dominie,dave,,,NA",NA,7,6,"c",NA,NA,NA,"","9961_1_1977-12-02_3.4__NA"
"9961_1_1978-01-03_ei",9961,"annabessacook",1,1978-01-03,"1200","ei",3,"dep",3.5,1,"n",2,"dominie,dave,,,NA",NA,10,6,"b",NA,NA,NA,"","9961_1_1978-01-03_3.5__1"
"9961_1_1978-05-08_cw",9961,"annabessacook",1,1978-05-08,"1000","cw",3,"dep",3,1,"n",2,"dominie,dave,king,wendy,,NA",NA,0,NA,"b",NA,NA,NA,"","9961_1_1978-05-08_3__1"
"9961_1_1978-06-06_cw",9961,"annabessacook",1,1978-06-06,"1100","cw",3,"dep",3.2,1,"n",2,"dominie,dave,king,wendy,,NA",NA,10,8,"b",NA,NA,NA,"","9961_1_1978-06-06_3.2__1"
"9961_1_1978-06-12_cw",9961,"annabessacook",1,1978-06-12,"1230","cw",3,"dep",3.1,1,"n",2,"dominie,dave,king,wendy,,NA",NA,3,4,"b",NA,NA,NA,"","9961_1_1978-06-12_3.1__1"
"9961_1_1978-06-23_cw",9961,"annabessacook",1,1978-06-23,"1130","cw",3,"dep",3.1,1,"n",2,"dominie,dave,king,wendy,,NA",NA,2,6,"b",NA,NA,NA,"","9961_1_1978-06-23_3.1__1"
"9961_1_1978-07-03_cw",9961,"annabessacook",1,1978-07-03,"1115","cw",3,"dep",1.8,1,"n",2,"king,wendy,,,NA",NA,0,NA,"b",NA,NA,NA,"","9961_1_1978-07-03_1.8__1"
"9961_1_1978-07-14_cw",9961,"annabessacook",1,1978-07-14,"1500","cw",3,"dep",1.1,1,"n",2,"dominie,dave,coughlin,,NA",NA,5,5,"o",NA,NA,NA,"","9961_1_1978-07-14_1.1__1"
"9961_1_1978-07-21_cw",9961,"annabessacook",1,1978-07-21,"1300","cw",3,"dep",0.8,1,"n",2,"dominie,dave,gordon,tom,,NA",NA,0,NA,"o",NA,NA,NA,"","9961_1_1978-07-21_0.8__1"
"9961_1_1978-07-31_cw",9961,"annabessacook",1,1978-07-31,"1530","cw",3,"dep",1.3,1,"n",2,"dominie,dave,coughlin,sl,NA",NA,10,4,"o",NA,NA,NA,"","9961_1_1978-07-31_1.3__1"
"9961_1_1978-08-07_cw",9961,"annabessacook",1,1978-08-07,"1115","cw",3,"dep",1,1,"n",2,"king,wendy,gordon,tom,,NA",NA,0,NA,"b",NA,NA,NA,"","9961_1_1978-08-07_1__1"
"9961_1_1978-08-30_cw",9961,"annabessacook",1,1978-08-30,"1000","cw",3,"dep",2.2,1,"n",2,"dominie,dave,king,wendy,,NA",NA,4,7,"c",NA,NA,NA,"","9961_1_1978-08-30_2.2__1"
"9961_1_1978-09-08_cw",9961,"annabessacook",1,1978-09-08,"1500","cw",3,"dep",1.5,1,"n",2,"king,wendy,,,NA",NA,1,6,"c",NA,NA,NA,"","9961_1_1978-09-08_1.5__1"
"9961_1_1978-09-13_cw",9961,"annabessacook",1,1978-09-13,"1515","cw",3,"dep",1.7,1,"n",2,"dominie,dave,king,wendy,,NA",NA,3,8,"b",NA,NA,NA,"","9961_1_1978-09-13_1.7__1"
"9961_1_1978-09-19_cw",9961,"annabessacook",1,1978-09-19,"1215","cw",3,"dep",1.5,1,"n",2,"king,wendy,,,NA",NA,1,4,"b",NA,NA,NA,"","9961_1_1978-09-19_1.5__1"
"9961_1_1978-09-25_cw",9961,"annabessacook",1,1978-09-25,"1030","cw",3,"dep",2.5,1,"n",2,"dominie,dave,,,NA",NA,1,8,"o",NA,NA,NA,"","9961_1_1978-09-25_2.5__1"
"9961_1_1978-10-03_cw",9961,"annabessacook",1,1978-10-03,"1030","cw",3,"dep",1.5,1,"n",2,"dominie,dave,king,wendy,,NA",NA,2,2,"o",NA,NA,NA,"","9961_1_1978-10-03_1.5__1"
"9961_1_1978-10-24_cw",9961,"annabessacook",1,1978-10-24,"1430","cw",3,"dep",3.3,1,"n",2,"dominie,dave,king,wendy,,NA",NA,3,7,"b",NA,NA,NA,"","9961_1_1978-10-24_3.3__1"
"9961_1_1978-11-07_cw",9961,"annabessacook",1,1978-11-07,"1105","cw",3,"dep",4,1,"n",2,"dominie,dave,king,wendy,,NA",NA,3,1,"o",NA,NA,NA,"","9961_1_1978-11-07_4__1"
"9961_1_1978-11-27_cw",9961,"annabessacook",1,1978-11-27,"1030","cw",3,"dep",3.6,1,"n",2,"dominie,dave,king,wendy,,NA",NA,1,1,"o",NA,NA,NA,"","9961_1_1978-11-27_3.6__1"
"9961_1_1979-04-18_cw",9961,"annabessacook",1,1979-04-18,"1330","cw",3,"dep",4.4,1,"n",2,"king,wendy,whittier,scott,,NA",NA,3,1,"c",NA,NA,NA,"","9961_1_1979-04-18_4.4__1"
"9961_1_1979-04-20_cw",9961,"annabessacook",1,1979-04-20,"1530","cw",3,"dep",4.2,1,"n",2,"king,wendy,gordon,tom,,NA",NA,5,1,"o",NA,NA,NA,"","9961_1_1979-04-20_4.2__1"
"9961_1_1979-05-02_cw",9961,"annabessacook",1,1979-05-02,"1300","cw",3,"dep",3.3,1,"n",2,"dennis,jeff,king,wendy,,NA",NA,12,8,"b",NA,NA,NA,"","9961_1_1979-05-02_3.3__1"
"9961_1_1979-05-15_ei",9961,"annabessacook",1,1979-05-15,"945","ei",3,"dep",3.3,1,"n",2,"gordon,tom,dominie,dave,,NA",NA,0,NA,"o",NA,NA,NA,"","9961_1_1979-05-15_3.3__1"
"9961_1_1979-05-31_cw",9961,"annabessacook",1,1979-05-31,"1500","cw",3,"dep",3.8,1,"n",2,"dennis,jeff,king,wendy,,NA",NA,4,7,"o",NA,NA,NA,"","9961_1_1979-05-31_3.8__1"
"9961_1_1979-06-12_cw",9961,"annabessacook",1,1979-06-12,"1530","cw",3,"dep",3.8,1,"n",2,"dennis,jeff,king,wendy,,NA",NA,8,7,"c",NA,NA,NA,"","9961_1_1979-06-12_3.8__1"
"9961_1_1979-06-20_cw",9961,"annabessacook",1,1979-06-20,"930","cw",3,"dep",4.4,1,"n",2,"king,wendy,selser,jan,,NA",NA,7,1,"b",NA,NA,NA,"","9961_1_1979-06-20_4.4__1"
"9961_1_1979-06-27_cw",9961,"annabessacook",1,1979-06-27,"1130","cw",3,"dep",3.6,1,"n",2,"king,wendy,selser,jan,,NA",NA,12,5,"c",NA,NA,NA,"","9961_1_1979-06-27_3.6__1"
"9961_1_1979-07-03_cw",9961,"annabessacook",1,1979-07-03,"1100","cw",3,"dep",4.1,1,"n",2,"king,wendy,selser,jan,,NA",NA,6,6,"c",NA,NA,NA,"","9961_1_1979-07-03_4.1__1"
"9961_1_1979-07-09_cw",9961,"annabessacook",1,1979-07-09,"1045","cw",3,"dep",4.6,1,"n",2,"king,wendy,gordon,tom,,NA",NA,1,6,"b",NA,NA,NA,"","9961_1_1979-07-09_4.6__1"
"9961_1_1979-07-12_cw",9961,"annabessacook",1,1979-07-12,"1000","cw",3,"dep",4.4,NA,"n",2,"king,wendy,selser,jan,,NA",NA,0,NA,"o",NA,NA,NA,"","9961_1_1979-07-12_4.4__NA"
"9961_1_1979-07-17_cw",9961,"annabessacook",1,1979-07-17,"1100","cw",3,"dep",4.7,1,"n",2,"king,wendy,selser,jan,,NA",NA,3,1,"c",NA,NA,NA,"","9961_1_1979-07-17_4.7__1"
"9961_1_1979-07-20_cw",9961,"annabessacook",1,1979-07-20,"1410","cw",3,"dep",3.5,1,"n",2,"selser,janice,house,john,,NA",NA,5,6,"b",NA,NA,NA,"","9961_1_1979-07-20_3.5__1"
"9961_1_1979-07-25_cw",9961,"annabessacook",1,1979-07-25,"1015","cw",3,"dep",2.7,1,"n",2,"king,wendy,selser,jan,,NA",NA,0,NA,"o",NA,NA,NA,"","9961_1_1979-07-25_2.7__1"
"9961_1_1979-07-26_cw",9961,"annabessacook",1,1979-07-26,"1200","cw",3,"dep",3.1,1,"n",2,"king,wendy,selser,jan,,NA",NA,8,4,"o",NA,NA,NA,"","9961_1_1979-07-26_3.1__1"
"9961_1_1979-07-27_cw",9961,"annabessacook",1,1979-07-27,"1600","cw",3,"dep",2.6,1,"n",2,"king,wendy,house,john,,NA",NA,1,4,"b",NA,NA,NA,"","9961_1_1979-07-27_2.6__1"
"9961_1_1979-07-30_cw",9961,"annabessacook",1,1979-07-30,"1130","cw",3,"dep",2.6,1,"n",2,"gordon,tom,king,wendy,,NA",NA,0,NA,"b",NA,NA,NA,"","9961_1_1979-07-30_2.6__1"
"9961_1_1979-07-31_cw",9961,"annabessacook",1,1979-07-31,"1000","cw",3,"dep",2.6,1,"n",2,"king,wendy,selser,jan,,NA",NA,3,5,"c",NA,NA,NA,"","9961_1_1979-07-31_2.6__1"
"9961_1_1979-08-02_cw",9961,"annabessacook",1,1979-08-02,"1130","cw",3,"dep",2.5,1,"n",2,"king,wendy,selser,jan,,NA",NA,1,3,"o",NA,NA,NA,"","9961_1_1979-08-02_2.5__1"
