"midas","lake","basin","date","depth","type","ph","color","conduct","alk","sampleid","year","month"
5252,"horseshoe",1,"2008-09-03",4.5,"c",6.9,NA,NA,20.5,"5252_1_2008-09-03",2008,9
5252,"horseshoe",1,"2009-08-18",4,"c",NA,NA,NA,21,"5252_1_2009-08-18",2009,8
5252,"horseshoe",1,"2010-08-02",3,"c",NA,NA,NA,20.5,"5252_1_2010-08-02",2010,8
5252,"horseshoe",1,"2011-08-17",4,"c",NA,NA,NA,21,"5252_1_2011-08-17",2011,8
5252,"horseshoe",1,"2012-08-02",4,"c",NA,NA,NA,21,"5252_1_2012-08-02",2012,8
5252,"horseshoe",1,"2013-08-26",4,"c",NA,NA,NA,22.5,"5252_1_2013-08-26",2013,8
5252,"horseshoe",1,"2014-08-21",5,"c",NA,NA,NA,22,"5252_1_2014-08-21",2014,8
5252,"horseshoe",1,"2015-08-05",4,"c",NA,NA,NA,21.5,"5252_1_2015-08-05",2015,8
5252,"horseshoe",1,"2016-08-09",3,"c",NA,NA,NA,24,"5252_1_2016-08-09",2016,8
5252,"horseshoe",1,"2017-08-23",4,"c",NA,NA,NA,22.5,"5252_1_2017-08-23",2017,8
5252,"horseshoe",1,"2018-08-21",4,"c",7.15,14,NA,23,"5252_1_2018-08-21",2018,8
5252,"horseshoe",1,"2018-09-17",999.9,"c",NA,NA,NA,NA,"5252_1_2018-09-17",2018,9
5252,"horseshoe",1,"2019-08-09",3,"c",NA,NA,NA,22,"5252_1_2019-08-09",2019,8
5252,"horseshoe",1,"2020-09-01",5,"c",NA,NA,NA,24,"5252_1_2020-09-01",2020,9
5254,"pleasant",1,"2000-05-17",7,"c",6.9,NA,NA,14,"5254_1_2000-05-17",2000,5
5254,"pleasant",1,"2000-06-15",7,"c",7,NA,NA,14.5,"5254_1_2000-06-15",2000,6
5254,"pleasant",1,"2000-07-13",5,"c",6.9,NA,NA,14,"5254_1_2000-07-13",2000,7
5254,"pleasant",1,"2000-08-16",4,"c",7.1,NA,NA,17,"5254_1_2000-08-16",2000,8
5254,"pleasant",1,"2000-09-19",7,"c",7,NA,NA,17.5,"5254_1_2000-09-19",2000,9
5254,"pleasant",1,"2000-10-19",9,"c",7.1,NA,NA,17.5,"5254_1_2000-10-19",2000,10
5254,"pleasant",1,"2001-05-04",9,"c",7,NA,NA,16.5,"5254_1_2001-05-04",2001,5
5254,"pleasant",1,"2001-05-16",7,"c",6.9,NA,NA,13,"5254_1_2001-05-16",2001,5
5254,"pleasant",1,"2001-05-31",5,"c",6.9,NA,NA,16,"5254_1_2001-05-31",2001,5
5254,"pleasant",1,"2001-06-12",5,"c",7,NA,NA,14.5,"5254_1_2001-06-12",2001,6
5254,"pleasant",1,"2001-06-25",5,"c",7,NA,NA,14,"5254_1_2001-06-25",2001,6
5254,"pleasant",1,"2001-07-10",5,"c",7,NA,NA,19,"5254_1_2001-07-10",2001,7
5254,"pleasant",1,"2001-07-25",4,"c",7,NA,NA,17.5,"5254_1_2001-07-25",2001,7
5254,"pleasant",1,"2001-08-10",4,"c",7.1,NA,NA,14.5,"5254_1_2001-08-10",2001,8
5254,"pleasant",1,"2001-08-21",4,"c",7.2,NA,NA,16,"5254_1_2001-08-21",2001,8
5254,"pleasant",1,"2001-09-05",6,"c",7.1,NA,NA,16,"5254_1_2001-09-05",2001,9
5254,"pleasant",1,"2001-09-19",6,"c",7,NA,NA,16,"5254_1_2001-09-19",2001,9
5254,"pleasant",1,"2001-10-01",7,"c",7,NA,NA,17.5,"5254_1_2001-10-01",2001,10
5254,"pleasant",1,"2001-10-16",8,"c",7,NA,NA,17.5,"5254_1_2001-10-16",2001,10
5254,"pleasant",1,"2002-05-29",9,"c",6.9,NA,NA,15.9,"5254_1_2002-05-29",2002,5
5254,"pleasant",1,"2002-06-26",6,"c",6.9,NA,NA,15.6,"5254_1_2002-06-26",2002,6
5254,"pleasant",3,"2002-07-26",1.5,"c",6.9,35,NA,15.8,"5254_3_2002-07-26",2002,7
5254,"pleasant",1,"2002-07-26",6,"c",7.1,NA,NA,16.1,"5254_1_2002-07-26",2002,7
5254,"pleasant",1,"2002-08-29",6,"c",6.9,23,NA,15.6,"5254_1_2002-08-29",2002,8
5254,"pleasant",3,"2002-08-29",1.5,"c",7,15,NA,16.3,"5254_3_2002-08-29",2002,8
5254,"pleasant",1,"2002-09-30",7,"c",6.8,NA,NA,16,"5254_1_2002-09-30",2002,9
5254,"pleasant",3,"2002-09-30",3,"c",7,NA,NA,16.2,"5254_3_2002-09-30",2002,9
5254,"pleasant",1,"2002-10-29",8,"c",6.9,NA,NA,16.1,"5254_1_2002-10-29",2002,10
5254,"pleasant",3,"2002-10-29",1.5,"c",6.9,15,NA,16.1,"5254_3_2002-10-29",2002,10
5254,"pleasant",1,"2003-05-26",7,"c",7,21,NA,15.3,"5254_1_2003-05-26",2003,5
5254,"pleasant",1,"2003-06-19",7,"c",7.2,19,NA,16.5,"5254_1_2003-06-19",2003,6
5254,"pleasant",1,"2003-07-16",4,"c",NA,17,NA,17.3,"5254_1_2003-07-16",2003,7
5254,"pleasant",1,"2003-08-25",5,"c",6.6,14,NA,19.7,"5254_1_2003-08-25",2003,8
5254,"pleasant",1,"2003-09-24",6,"c",7,NA,NA,17,"5254_1_2003-09-24",2003,9
5254,"pleasant",1,"2003-11-10",7,"c",7.1,21,NA,15.8,"5254_1_2003-11-10",2003,11
5254,"pleasant",1,"2004-05-27",8,"c",6.9,23,NA,15.5,"5254_1_2004-05-27",2004,5
5254,"pleasant",1,"2004-06-24",6,"c",6.9,5,NA,12.5,"5254_1_2004-06-24",2004,6
5254,"pleasant",1,"2004-07-16",5,"c",6.9,12,NA,17,"5254_1_2004-07-16",2004,7
5254,"pleasant",1,"2004-08-12",5,"c",6.9,12,NA,17.5,"5254_1_2004-08-12",2004,8
5254,"pleasant",1,"2004-09-14",6,"c",7,26,NA,14.5,"5254_1_2004-09-14",2004,9
5254,"pleasant",1,"2004-10-28",8,"c",7,17,NA,14.5,"5254_1_2004-10-28",2004,10
5254,"pleasant",1,"2005-07-07",6,"c",NA,NA,NA,15,"5254_1_2005-07-07",2005,7
5254,"pleasant",1,"2005-07-25",4,"c",NA,NA,NA,14,"5254_1_2005-07-25",2005,7
5254,"pleasant",3,"2006-05-25",1.5,"c",6.6,NA,NA,NA,"5254_3_2006-05-25",2006,5
5254,"pleasant",1,"2006-05-25",7,"c",6.8,NA,NA,NA,"5254_1_2006-05-25",2006,5
5254,"pleasant",1,"2006-06-20",5,"c",6.6,NA,NA,13.5,"5254_1_2006-06-20",2006,6
5254,"pleasant",3,"2006-06-20",1.5,"c",6.7,NA,NA,12.5,"5254_3_2006-06-20",2006,6
5254,"pleasant",1,"2006-07-21",4,"c",7.5,NA,NA,17.5,"5254_1_2006-07-21",2006,7
5254,"pleasant",3,"2006-07-21",1.5,"c",6.9,NA,NA,14,"5254_3_2006-07-21",2006,7
5254,"pleasant",3,"2006-08-25",1.5,"c",7.2,NA,NA,21,"5254_3_2006-08-25",2006,8
5254,"pleasant",1,"2006-08-25",6,"c",7.1,NA,NA,20,"5254_1_2006-08-25",2006,8
5254,"pleasant",3,"2006-09-27",1.5,"c",7.1,NA,NA,20.5,"5254_3_2006-09-27",2006,9
5254,"pleasant",1,"2006-09-27",7,"c",6.9,NA,NA,20,"5254_1_2006-09-27",2006,9
5254,"pleasant",3,"2006-10-26",3,"c",6.7,NA,NA,16,"5254_3_2006-10-26",2006,10
5254,"pleasant",1,"2006-10-26",7,"c",6.7,NA,NA,18.5,"5254_1_2006-10-26",2006,10
5254,"pleasant",1,"2007-05-29",4,"c",7,NA,NA,17,"5254_1_2007-05-29",2007,5
5254,"pleasant",3,"2007-05-29",3,"c",7,NA,NA,15.5,"5254_3_2007-05-29",2007,5
5254,"pleasant",1,"2007-06-21",5,"c",7,NA,NA,16.5,"5254_1_2007-06-21",2007,6
5254,"pleasant",3,"2007-06-21",3,"c",6.9,NA,NA,17.5,"5254_3_2007-06-21",2007,6
5254,"pleasant",1,"2007-07-16",5,"c",7,NA,NA,18,"5254_1_2007-07-16",2007,7
5254,"pleasant",3,"2007-07-16",2.9,"c",7.1,NA,NA,17.5,"5254_3_2007-07-16",2007,7
5254,"pleasant",1,"2007-08-10",5,"c",7,NA,NA,18,"5254_1_2007-08-10",2007,8
5254,"pleasant",3,"2007-08-10",2.8,"c",7.2,NA,NA,18.5,"5254_3_2007-08-10",2007,8
5254,"pleasant",3,"2007-09-12",2.9,"c",7.1,NA,NA,19.5,"5254_3_2007-09-12",2007,9
5254,"pleasant",1,"2007-09-12",6,"c",7,NA,NA,20,"5254_1_2007-09-12",2007,9
5254,"pleasant",1,"2007-10-01",6,"c",7.1,NA,NA,20.5,"5254_1_2007-10-01",2007,10
5254,"pleasant",3,"2007-10-01",2.9,"c",7.1,NA,NA,19.5,"5254_3_2007-10-01",2007,10
5254,"pleasant",1,"2007-11-02",7,"c",6.8,NA,NA,20.5,"5254_1_2007-11-02",2007,11
5254,"pleasant",3,"2007-11-02",3,"c",6.8,NA,NA,20,"5254_3_2007-11-02",2007,11
5254,"pleasant",3,"2008-05-09",3,"c",6.4,NA,NA,10,"5254_3_2008-05-09",2008,5
5254,"pleasant",1,"2008-05-09",5,"c",6.7,NA,NA,13,"5254_1_2008-05-09",2008,5
5254,"pleasant",1,"2008-06-12",5,"c",7,NA,NA,17.5,"5254_1_2008-06-12",2008,6
5254,"pleasant",3,"2008-06-12",3,"c",7,NA,NA,18,"5254_3_2008-06-12",2008,6
5254,"pleasant",3,"2008-07-10",2.9,"c",7.1,NA,NA,20,"5254_3_2008-07-10",2008,7
5254,"pleasant",1,"2008-07-10",5,"c",6.9,NA,NA,20,"5254_1_2008-07-10",2008,7
5254,"pleasant",3,"2008-08-11",3,"c",6.4,NA,NA,NA,"5254_3_2008-08-11",2008,8
5254,"pleasant",1,"2008-08-11",7,"c",6.6,NA,NA,19,"5254_1_2008-08-11",2008,8
5254,"pleasant",3,"2008-08-26",3,"c",6.7,NA,NA,18,"5254_3_2008-08-26",2008,8
5254,"pleasant",1,"2008-08-26",5,"c",7.6,NA,NA,18,"5254_1_2008-08-26",2008,8
5254,"pleasant",3,"2008-09-11",3,"c",6.6,NA,NA,18,"5254_3_2008-09-11",2008,9
5254,"pleasant",1,"2008-09-11",6,"c",6.9,NA,NA,19.5,"5254_1_2008-09-11",2008,9
5254,"pleasant",3,"2008-10-06",3,"c",6.5,NA,NA,14,"5254_3_2008-10-06",2008,10
5254,"pleasant",1,"2008-10-06",8,"c",6.6,NA,NA,17,"5254_1_2008-10-06",2008,10
5254,"pleasant",3,"2009-05-22",3,"c",NA,NA,NA,15,"5254_3_2009-05-22",2009,5
5254,"pleasant",1,"2009-05-22",8,"c",NA,NA,NA,16,"5254_1_2009-05-22",2009,5
5254,"pleasant",1,"2009-06-25",7,"c",NA,NA,NA,17.5,"5254_1_2009-06-25",2009,6
5254,"pleasant",3,"2009-06-25",3,"c",NA,NA,NA,15,"5254_3_2009-06-25",2009,6
5254,"pleasant",1,"2009-07-10",6.5,"c",NA,NA,NA,16.5,"5254_1_2009-07-10",2009,7
5254,"pleasant",3,"2009-07-10",2,"c",NA,NA,NA,16,"5254_3_2009-07-10",2009,7
5254,"pleasant",1,"2009-07-23",6,"c",NA,NA,NA,18,"5254_1_2009-07-23",2009,7
5254,"pleasant",3,"2009-07-23",2.5,"c",NA,NA,NA,19,"5254_3_2009-07-23",2009,7
5254,"pleasant",1,"2009-08-05",6,"c",NA,NA,NA,20,"5254_1_2009-08-05",2009,8
5254,"pleasant",3,"2009-08-05",3,"c",NA,NA,NA,18,"5254_3_2009-08-05",2009,8
5254,"pleasant",3,"2009-08-18",2,"c",NA,NA,NA,18.5,"5254_3_2009-08-18",2009,8
5254,"pleasant",1,"2009-08-18",5,"c",NA,NA,NA,20.5,"5254_1_2009-08-18",2009,8
5254,"pleasant",1,"2009-09-15",5.5,"c",NA,NA,NA,21.5,"5254_1_2009-09-15",2009,9
5254,"pleasant",3,"2009-09-15",3,"c",NA,NA,NA,20.5,"5254_3_2009-09-15",2009,9
5254,"pleasant",3,"2009-10-08",3.5,"c",NA,NA,NA,21.5,"5254_3_2009-10-08",2009,10
5254,"pleasant",1,"2009-10-08",8,"c",NA,NA,NA,21.5,"5254_1_2009-10-08",2009,10
5254,"pleasant",1,"2010-05-27",5,"c",NA,NA,NA,19,"5254_1_2010-05-27",2010,5
5254,"pleasant",1,"2010-06-21",5,"c",NA,NA,NA,19.5,"5254_1_2010-06-21",2010,6
5254,"pleasant",1,"2010-07-22",3.5,"c",NA,NA,NA,21,"5254_1_2010-07-22",2010,7
5254,"pleasant",1,"2010-08-17",5,"c",NA,NA,NA,21,"5254_1_2010-08-17",2010,8
5254,"pleasant",1,"2010-09-15",6,"c",NA,NA,NA,21,"5254_1_2010-09-15",2010,9
5254,"pleasant",1,"2010-10-14",8,"c",NA,NA,NA,21.5,"5254_1_2010-10-14",2010,10
5254,"pleasant",1,"2011-05-25",9,"c",NA,NA,NA,14.5,"5254_1_2011-05-25",2011,5
5254,"pleasant",1,"2011-06-22",5,"c",NA,NA,NA,19.5,"5254_1_2011-06-22",2011,6
5254,"pleasant",1,"2011-07-21",3.5,"c",NA,NA,NA,18,"5254_1_2011-07-21",2011,7
5254,"pleasant",1,"2011-08-17",5.5,"c",NA,NA,NA,20,"5254_1_2011-08-17",2011,8
5254,"pleasant",1,"2011-09-14",6,"c",NA,NA,NA,19.5,"5254_1_2011-09-14",2011,9
5254,"pleasant",1,"2011-10-11",0,"c",NA,NA,NA,NA,"5254_1_2011-10-11",2011,10
5254,"pleasant",1,"2012-05-21",5,"c",NA,NA,NA,15.5,"5254_1_2012-05-21",2012,5
5254,"pleasant",3,"2012-05-21",3,"c",NA,NA,NA,15,"5254_3_2012-05-21",2012,5
5254,"pleasant",1,"2012-06-18",5,"c",NA,NA,NA,14.5,"5254_1_2012-06-18",2012,6
5254,"pleasant",1,"2012-07-18",4,"c",NA,NA,NA,17.5,"5254_1_2012-07-18",2012,7
5254,"pleasant",1,"2012-08-14",4,"c",NA,NA,NA,21,"5254_1_2012-08-14",2012,8
5254,"pleasant",1,"2012-09-11",6.5,"c",NA,NA,NA,20.5,"5254_1_2012-09-11",2012,9
5254,"pleasant",1,"2012-10-18",999.9,"c",NA,NA,NA,NA,"5254_1_2012-10-18",2012,10
5254,"pleasant",1,"2013-05-28",8,"c",NA,NA,NA,16,"5254_1_2013-05-28",2013,5
5254,"pleasant",3,"2013-05-28",3,"c",NA,NA,NA,15.5,"5254_3_2013-05-28",2013,5
5254,"pleasant",1,"2013-06-26",4,"c",NA,NA,NA,18,"5254_1_2013-06-26",2013,6
5254,"pleasant",3,"2013-06-26",2,"c",NA,NA,NA,17,"5254_3_2013-06-26",2013,6
5254,"pleasant",3,"2013-07-24",2,"c",NA,NA,NA,21,"5254_3_2013-07-24",2013,7
5254,"pleasant",1,"2013-07-24",4.5,"c",NA,NA,NA,20.5,"5254_1_2013-07-24",2013,7
5254,"pleasant",3,"2013-08-21",3,"c",NA,NA,NA,19.5,"5254_3_2013-08-21",2013,8
5254,"pleasant",1,"2013-08-21",5,"c",NA,NA,NA,20.5,"5254_1_2013-08-21",2013,8
5254,"pleasant",3,"2013-09-17",3,"c",NA,NA,NA,18,"5254_3_2013-09-17",2013,9
5254,"pleasant",1,"2013-09-17",7,"c",NA,NA,NA,21,"5254_1_2013-09-17",2013,9
5254,"pleasant",3,"2014-05-27",3,"c",NA,NA,NA,11.5,"5254_3_2014-05-27",2014,5
5254,"pleasant",1,"2014-05-27",6,"c",NA,NA,NA,14,"5254_1_2014-05-27",2014,5
5254,"pleasant",3,"2014-06-24",3,"c",NA,NA,NA,12.5,"5254_3_2014-06-24",2014,6
5254,"pleasant",1,"2014-06-24",4,"c",NA,NA,NA,14,"5254_1_2014-06-24",2014,6
5254,"pleasant",3,"2014-07-24",2.5,"c",NA,NA,NA,13.5,"5254_3_2014-07-24",2014,7
5254,"pleasant",1,"2014-07-24",5,"c",NA,NA,NA,14.5,"5254_1_2014-07-24",2014,7
5254,"pleasant",3,"2014-08-06",2,"c",NA,NA,NA,18,"5254_3_2014-08-06",2014,8
5254,"pleasant",1,"2014-08-06",4.5,"c",NA,NA,NA,19,"5254_1_2014-08-06",2014,8
5254,"pleasant",1,"2014-09-03",5,"c",NA,NA,NA,19.5,"5254_1_2014-09-03",2014,9
5254,"pleasant",3,"2014-09-03",2.5,"c",NA,NA,NA,18.5,"5254_3_2014-09-03",2014,9
5254,"pleasant",1,"2014-10-20",8,"c",NA,NA,NA,20.5,"5254_1_2014-10-20",2014,10
5254,"pleasant",1,"2015-05-28",6,"c",NA,NA,NA,15.5,"5254_1_2015-05-28",2015,5
5254,"pleasant",3,"2015-05-28",3,"c",NA,NA,NA,13,"5254_3_2015-05-28",2015,5
5254,"pleasant",1,"2015-06-24",5,"c",NA,NA,NA,17.5,"5254_1_2015-06-24",2015,6
5254,"pleasant",3,"2015-06-24",3.5,"c",NA,NA,NA,17,"5254_3_2015-06-24",2015,6
5254,"pleasant",1,"2015-07-22",4,"c",NA,NA,NA,18,"5254_1_2015-07-22",2015,7
5254,"pleasant",3,"2015-07-22",3.5,"c",NA,NA,NA,17.5,"5254_3_2015-07-22",2015,7
5254,"pleasant",3,"2015-08-18",3,"c",NA,NA,NA,19,"5254_3_2015-08-18",2015,8
5254,"pleasant",1,"2015-08-18",5,"c",NA,NA,NA,20,"5254_1_2015-08-18",2015,8
5254,"pleasant",3,"2015-09-18",3,"c",NA,NA,NA,18.5,"5254_3_2015-09-18",2015,9
5254,"pleasant",1,"2015-09-18",5,"c",NA,NA,NA,20,"5254_1_2015-09-18",2015,9
5254,"pleasant",3,"2015-10-08",3,"c",NA,NA,NA,13,"5254_3_2015-10-08",2015,10
5254,"pleasant",1,"2015-10-08",8,"c",NA,NA,NA,16,"5254_1_2015-10-08",2015,10
5254,"pleasant",1,"2016-05-10",9,"c",NA,NA,NA,15.5,"5254_1_2016-05-10",2016,5
5254,"pleasant",3,"2016-05-10",3,"c",NA,NA,NA,14.5,"5254_3_2016-05-10",2016,5
5254,"pleasant",3,"2016-06-08",3,"c",NA,NA,NA,15,"5254_3_2016-06-08",2016,6
5254,"pleasant",1,"2016-06-08",5,"c",NA,NA,NA,16,"5254_1_2016-06-08",2016,6
5254,"pleasant",1,"2016-07-13",5,"c",NA,NA,NA,22.5,"5254_1_2016-07-13",2016,7
5254,"pleasant",3,"2016-07-13",3,"c",NA,NA,NA,22,"5254_3_2016-07-13",2016,7
5254,"pleasant",1,"2016-08-09",5,"c",NA,NA,NA,23,"5254_1_2016-08-09",2016,8
5254,"pleasant",3,"2016-08-09",3,"c",NA,NA,NA,22,"5254_3_2016-08-09",2016,8
5254,"pleasant",1,"2016-09-07",999.9,"c",NA,NA,NA,NA,"5254_1_2016-09-07",2016,9
5254,"pleasant",1,"2016-10-05",999.9,"c",NA,NA,NA,NA,"5254_1_2016-10-05",2016,10
5254,"pleasant",3,"2016-10-05",999.9,"c",NA,NA,NA,NA,"5254_3_2016-10-05",2016,10
5254,"pleasant",3,"2017-05-16",3,"c",NA,NA,NA,14.5,"5254_3_2017-05-16",2017,5
5254,"pleasant",1,"2017-05-16",8,"c",NA,NA,NA,16.5,"5254_1_2017-05-16",2017,5
5254,"pleasant",1,"2017-06-14",5,"c",NA,NA,NA,19,"5254_1_2017-06-14",2017,6
5254,"pleasant",3,"2017-06-14",3,"c",NA,NA,NA,17,"5254_3_2017-06-14",2017,6
5254,"pleasant",3,"2017-07-14",3,"c",NA,NA,NA,20,"5254_3_2017-07-14",2017,7
5254,"pleasant",1,"2017-07-14",4.5,"c",NA,NA,NA,21,"5254_1_2017-07-14",2017,7
5254,"pleasant",1,"2017-08-09",4.5,"c",NA,NA,NA,22.5,"5254_1_2017-08-09",2017,8
5254,"pleasant",3,"2017-08-09",3,"c",NA,NA,NA,23,"5254_3_2017-08-09",2017,8
5254,"pleasant",1,"2017-09-08",6,"c",NA,NA,NA,21.5,"5254_1_2017-09-08",2017,9
5254,"pleasant",3,"2017-09-08",3,"c",NA,NA,NA,22,"5254_3_2017-09-08",2017,9
5254,"pleasant",1,"2017-09-25",6,"c",NA,NA,NA,22,"5254_1_2017-09-25",2017,9
5254,"pleasant",3,"2017-10-04",3,"c",NA,NA,NA,22.5,"5254_3_2017-10-04",2017,10
5254,"pleasant",1,"2017-10-04",7,"c",NA,NA,NA,21.5,"5254_1_2017-10-04",2017,10
5254,"pleasant",3,"2018-05-24",3,"c",NA,NA,NA,16,"5254_3_2018-05-24",2018,5
5254,"pleasant",1,"2018-05-24",5,"c",NA,NA,NA,17.5,"5254_1_2018-05-24",2018,5
5254,"pleasant",3,"2018-06-27",3,"c",NA,NA,NA,16,"5254_3_2018-06-27",2018,6
5254,"pleasant",1,"2018-06-27",5,"c",NA,NA,NA,16.5,"5254_1_2018-06-27",2018,6
5254,"pleasant",1,"2018-07-25",4,"c",NA,NA,NA,19,"5254_1_2018-07-25",2018,7
5254,"pleasant",3,"2018-07-25",3.5,"c",NA,NA,NA,18,"5254_3_2018-07-25",2018,7
5254,"pleasant",3,"2018-08-21",3,"c",7.18,23,NA,19.5,"5254_3_2018-08-21",2018,8
5254,"pleasant",1,"2018-08-21",4,"c",7.28,11,NA,20.5,"5254_1_2018-08-21",2018,8
5254,"pleasant",1,"2018-09-17",4.5,"c",NA,NA,NA,19.5,"5254_1_2018-09-17",2018,9
5254,"pleasant",3,"2018-09-17",3.5,"c",NA,NA,NA,18.5,"5254_3_2018-09-17",2018,9
5254,"pleasant",3,"2018-10-16",3.5,"c",NA,NA,NA,19.5,"5254_3_2018-10-16",2018,10
5254,"pleasant",1,"2018-10-16",8,"c",NA,NA,NA,21.5,"5254_1_2018-10-16",2018,10
5254,"pleasant",3,"2019-05-15",3,"c",NA,NA,NA,12.5,"5254_3_2019-05-15",2019,5
5254,"pleasant",1,"2019-05-15",6,"c",NA,NA,NA,13,"5254_1_2019-05-15",2019,5
5254,"pleasant",3,"2019-06-25",3,"c",NA,NA,NA,16.5,"5254_3_2019-06-25",2019,6
5254,"pleasant",1,"2019-06-25",4,"c",NA,NA,NA,17,"5254_1_2019-06-25",2019,6
5254,"pleasant",3,"2019-07-09",1.5,"c",NA,NA,NA,18.5,"5254_3_2019-07-09",2019,7
5254,"pleasant",1,"2019-07-09",4,"c",NA,NA,NA,19,"5254_1_2019-07-09",2019,7
5254,"pleasant",1,"2019-08-09",4,"c",NA,NA,NA,20.5,"5254_1_2019-08-09",2019,8
5254,"pleasant",3,"2019-08-09",3,"c",NA,NA,NA,21,"5254_3_2019-08-09",2019,8
5254,"pleasant",1,"2019-09-10",6,"c",NA,NA,NA,19.5,"5254_1_2019-09-10",2019,9
5254,"pleasant",3,"2019-09-10",3,"c",NA,NA,NA,20.5,"5254_3_2019-09-10",2019,9
5254,"pleasant",1,"2019-10-08",7.5,"c",NA,NA,NA,20,"5254_1_2019-10-08",2019,10
5254,"pleasant",3,"2019-10-08",3,"c",NA,NA,NA,18.5,"5254_3_2019-10-08",2019,10
5254,"pleasant",1,"2020-06-24",4,"c",NA,NA,NA,17,"5254_1_2020-06-24",2020,6
5254,"pleasant",3,"2020-06-24",3,"c",NA,NA,NA,18.5,"5254_3_2020-06-24",2020,6
5254,"pleasant",1,"2020-07-28",4,"c",NA,NA,NA,18.5,"5254_1_2020-07-28",2020,7
5254,"pleasant",3,"2020-07-28",2.5,"c",NA,NA,NA,19,"5254_3_2020-07-28",2020,7
5254,"pleasant",3,"2020-08-14",2.5,"c",NA,NA,NA,21.5,"5254_3_2020-08-14",2020,8
5254,"pleasant",1,"2020-08-17",4.5,"c",NA,NA,NA,20,"5254_1_2020-08-17",2020,8
5254,"pleasant",1,"2020-09-01",6,"c",NA,NA,NA,20.5,"5254_1_2020-09-01",2020,9
5254,"pleasant",3,"2020-09-01",3,"c",NA,NA,NA,22,"5254_3_2020-09-01",2020,9
5254,"pleasant",3,"2020-09-18",3,"c",NA,NA,NA,19,"5254_3_2020-09-18",2020,9
5254,"pleasant",1,"2020-09-18",7,"c",NA,NA,NA,18.5,"5254_1_2020-09-18",2020,9
5254,"pleasant",3,"2020-10-19",3,"c",NA,NA,NA,18.5,"5254_3_2020-10-19",2020,10
5254,"pleasant",1,"2020-10-19",8,"c",NA,NA,NA,18,"5254_1_2020-10-19",2020,10
5265,"desert",1,"2009-08-13",3,"c",NA,NA,NA,16,"5265_1_2009-08-13",2009,8
5265,"desert",1,"2010-09-01",3.5,"c",NA,NA,NA,13.5,"5265_1_2010-09-01",2010,9
5265,"desert",1,"2011-08-31",4,"c",NA,NA,NA,12.5,"5265_1_2011-08-31",2011,8
5265,"desert",1,"2012-09-06",3,"c",NA,NA,NA,14.5,"5265_1_2012-09-06",2012,9
5265,"desert",1,"2013-08-22",3,"c",NA,NA,NA,15.5,"5265_1_2013-08-22",2013,8
5265,"desert",1,"2014-08-26",4,"c",NA,NA,NA,14,"5265_1_2014-08-26",2014,8
5265,"desert",1,"2015-08-17",4,"c",NA,NA,NA,16,"5265_1_2015-08-17",2015,8
5265,"desert",1,"2016-08-23",4,"c",NA,NA,NA,18.5,"5265_1_2016-08-23",2016,8
5265,"desert",1,"2017-08-22",4,"c",NA,NA,NA,15.5,"5265_1_2017-08-22",2017,8
5265,"desert",1,"2018-08-30",4.5,"c",7.16,32,49,15,"5265_1_2018-08-30",2018,8
5265,"desert",1,"2019-08-28",4,"c",NA,NA,NA,14.5,"5265_1_2019-08-28",2019,8
5300,"shed",1,"2005-09-12",1.5,"c",NA,NA,NA,11,"5300_1_2005-09-12",2005,9
5300,"shed",1,"2006-08-24",1,"c",6.7,NA,NA,15.5,"5300_1_2006-08-24",2006,8
5300,"shed",1,"2007-08-28",1,"c",7.4,NA,NA,15,"5300_1_2007-08-28",2007,8
5300,"shed",1,"2008-08-25",0.5,"g",6.9,NA,NA,15,"5300_1_2008-08-25",2008,8
5300,"shed",1,"2009-08-19",1.5,"c",NA,NA,NA,19,"5300_1_2009-08-19",2009,8
5300,"shed",1,"2010-08-26",2,"c",NA,NA,NA,16.5,"5300_1_2010-08-26",2010,8
5300,"shed",1,"2011-08-23",999.9,"c",NA,NA,NA,NA,"5300_1_2011-08-23",2011,8
5300,"shed",1,"2012-08-28",2.5,"c",NA,NA,NA,15,"5300_1_2012-08-28",2012,8
5300,"shed",1,"2013-08-27",2,"c",NA,NA,NA,17.5,"5300_1_2013-08-27",2013,8
5300,"shed",1,"2014-08-28",2,"c",NA,NA,NA,NA,"5300_1_2014-08-28",2014,8
5300,"shed",1,"2015-08-10",2.5,"c",NA,NA,NA,15,"5300_1_2015-08-10",2015,8
5300,"shed",1,"2016-08-23",2,"c",NA,NA,NA,16.5,"5300_1_2016-08-23",2016,8
5300,"shed",1,"2017-08-24",2,"c",NA,NA,NA,17,"5300_1_2017-08-24",2017,8
5300,"shed",1,"2018-08-30",2.5,"c",7.25,25,56,15.5,"5300_1_2018-08-30",2018,8
5300,"shed",1,"2019-08-28",2.5,"c",NA,NA,NA,15.5,"5300_1_2019-08-28",2019,8
5300,"shed",1,"2020-09-03",2.5,"c",NA,NA,NA,15.5,"5300_1_2020-09-03",2020,9
5302,"jamies",1,"2000-08-28",5,"c",6.8,NA,NA,13.5,"5302_1_2000-08-28",2000,8
5302,"jamies",1,"2001-08-20",4,"c",6.9,NA,NA,14.5,"5302_1_2001-08-20",2001,8
5302,"jamies",1,"2003-08-08",4,"c",6.7,14,NA,8.5,"5302_1_2003-08-08",2003,8
5302,"jamies",1,"2004-08-10",4,"c",6.7,16,NA,10,"5302_1_2004-08-10",2004,8
