"midas","lake","basin","date","depth","type","ph","color","conduct","alk","sampleid","year","month"
5302,"jamies",1,"2007-08-27",4,"c",6.7,NA,NA,10,"5302_1_2007-08-27",2007,8
5302,"jamies",1,"2008-08-21",5,"c",6.4,NA,NA,10,"5302_1_2008-08-21",2008,8
5302,"jamies",1,"2009-06-11",4,"c",NA,NA,NA,9.5,"5302_1_2009-06-11",2009,6
5302,"jamies",1,"2009-07-13",4,"c",NA,NA,NA,10,"5302_1_2009-07-13",2009,7
5302,"jamies",1,"2009-08-24",4,"c",NA,NA,NA,11,"5302_1_2009-08-24",2009,8
5302,"jamies",1,"2009-09-14",4,"c",NA,NA,NA,10.5,"5302_1_2009-09-14",2009,9
5302,"jamies",1,"2009-10-15",6,"c",NA,NA,NA,9.5,"5302_1_2009-10-15",2009,10
5302,"jamies",1,"2010-05-25",5,"c",NA,NA,NA,10.5,"5302_1_2010-05-25",2010,5
5302,"jamies",1,"2010-06-16",3,"c",NA,NA,NA,10,"5302_1_2010-06-16",2010,6
5302,"jamies",1,"2010-07-23",4,"c",NA,NA,NA,10,"5302_1_2010-07-23",2010,7
5302,"jamies",1,"2010-08-19",4,"c",NA,NA,NA,11,"5302_1_2010-08-19",2010,8
5302,"jamies",1,"2010-09-23",6,"c",NA,NA,NA,10.5,"5302_1_2010-09-23",2010,9
5302,"jamies",1,"2010-10-29",9,"c",NA,NA,NA,10.5,"5302_1_2010-10-29",2010,10
5302,"jamies",1,"2011-06-07",3,"c",NA,NA,NA,9,"5302_1_2011-06-07",2011,6
5302,"jamies",1,"2011-06-29",4,"c",NA,NA,NA,9,"5302_1_2011-06-29",2011,6
5302,"jamies",1,"2011-07-20",5,"c",NA,NA,NA,9,"5302_1_2011-07-20",2011,7
5302,"jamies",1,"2011-08-12",4,"c",NA,NA,NA,10,"5302_1_2011-08-12",2011,8
5302,"jamies",1,"2011-09-26",6,"c",NA,NA,NA,10,"5302_1_2011-09-26",2011,9
5302,"jamies",1,"2013-08-22",5,"c",NA,NA,NA,10.5,"5302_1_2013-08-22",2013,8
5302,"jamies",1,"2014-05-30",6,"c",NA,NA,NA,9,"5302_1_2014-05-30",2014,5
5302,"jamies",1,"2014-06-19",6,"c",NA,NA,NA,10,"5302_1_2014-06-19",2014,6
5302,"jamies",1,"2014-07-17",6,"c",NA,NA,NA,10,"5302_1_2014-07-17",2014,7
5302,"jamies",1,"2014-08-14",6,"c",NA,NA,NA,9,"5302_1_2014-08-14",2014,8
5302,"jamies",1,"2014-09-15",6,"c",NA,NA,NA,10.5,"5302_1_2014-09-15",2014,9
5302,"jamies",1,"2017-05-25",7,"c",NA,NA,NA,9.5,"5302_1_2017-05-25",2017,5
5302,"jamies",1,"2017-06-15",5,"c",NA,NA,NA,10,"5302_1_2017-06-15",2017,6
5302,"jamies",1,"2017-07-26",5,"c",NA,NA,NA,12,"5302_1_2017-07-26",2017,7
5302,"jamies",1,"2017-08-22",5,"c",NA,NA,NA,9.5,"5302_1_2017-08-22",2017,8
5302,"jamies",1,"2017-09-28",9,"c",NA,NA,NA,10.5,"5302_1_2017-09-28",2017,9
5302,"jamies",1,"2018-06-14",5,"c",NA,NA,NA,8.5,"5302_1_2018-06-14",2018,6
5302,"jamies",1,"2018-07-12",5,"c",NA,NA,NA,9.5,"5302_1_2018-07-12",2018,7
5302,"jamies",1,"2018-08-23",6,"c",6.96,19,43,10.5,"5302_1_2018-08-23",2018,8
5302,"jamies",1,"2018-09-13",8,"c",NA,NA,NA,11.5,"5302_1_2018-09-13",2018,9
5302,"jamies",1,"2018-10-31",9,"c",NA,NA,NA,11,"5302_1_2018-10-31",2018,10
5304,"hutchinson",1,"2009-09-01",3.5,"c",NA,NA,NA,12.5,"5304_1_2009-09-01",2009,9
5304,"hutchinson",1,"2010-08-19",4,"c",NA,NA,NA,12,"5304_1_2010-08-19",2010,8
5304,"hutchinson",1,"2011-08-23",4,"c",NA,NA,NA,14,"5304_1_2011-08-23",2011,8
5304,"hutchinson",1,"2012-08-29",3.5,"c",NA,NA,NA,11,"5304_1_2012-08-29",2012,8
5304,"hutchinson",1,"2013-08-19",3,"c",NA,NA,NA,12,"5304_1_2013-08-19",2013,8
5304,"hutchinson",1,"2014-08-25",3.5,"c",NA,NA,NA,11,"5304_1_2014-08-25",2014,8
5304,"hutchinson",1,"2015-08-28",4,"c",NA,NA,NA,12.5,"5304_1_2015-08-28",2015,8
5304,"hutchinson",1,"2016-08-23",4,"c",NA,NA,NA,13.5,"5304_1_2016-08-23",2016,8
5304,"hutchinson",1,"2017-08-24",4,"c",NA,NA,NA,12.5,"5304_1_2017-08-24",2017,8
5304,"hutchinson",1,"2018-08-31",4,"c",7.19,14,50,12,"5304_1_2018-08-31",2018,8
5304,"hutchinson",1,"2019-08-30",4,"c",NA,NA,NA,13.5,"5304_1_2019-08-30",2019,8
5307,"torsey",1,"2000-05-03",10,"c",7,NA,NA,16,"5307_1_2000-05-03",2000,5
5307,"torsey",1,"2000-06-08",7,"c",7,NA,NA,14.5,"5307_1_2000-06-08",2000,6
5307,"torsey",1,"2000-07-07",6,"c",6.8,NA,NA,13.5,"5307_1_2000-07-07",2000,7
5307,"torsey",1,"2000-08-04",6,"c",6.8,NA,NA,14,"5307_1_2000-08-04",2000,8
5307,"torsey",1,"2000-09-06",7,"c",6.8,NA,NA,14,"5307_1_2000-09-06",2000,9
5307,"torsey",1,"2000-10-11",10,"c",6.9,NA,NA,15.5,"5307_1_2000-10-11",2000,10
5307,"torsey",1,"2001-08-06",6,"c",6.9,NA,NA,14,"5307_1_2001-08-06",2001,8
5307,"torsey",1,"2002-08-08",6,"c",7.1,NA,NA,13.8,"5307_1_2002-08-08",2002,8
5307,"torsey",1,"2003-05-09",10,"c",7,13,NA,14.5,"5307_1_2003-05-09",2003,5
5307,"torsey",1,"2003-06-03",7,"c",7,19,NA,14.7,"5307_1_2003-06-03",2003,6
5307,"torsey",1,"2003-07-01",5,"c",7,20,NA,14.9,"5307_1_2003-07-01",2003,7
5307,"torsey",1,"2003-08-01",6,"c",7,16,NA,15.5,"5307_1_2003-08-01",2003,8
5307,"torsey",1,"2003-09-09",7,"c",7,10,NA,14,"5307_1_2003-09-09",2003,9
5307,"torsey",1,"2003-10-08",9,"c",7,17,NA,14.5,"5307_1_2003-10-08",2003,10
5307,"torsey",1,"2004-08-02",6,"c",6.9,8,NA,14,"5307_1_2004-08-02",2004,8
5307,"torsey",1,"2006-06-16",6,"c",6.8,NA,NA,10.5,"5307_1_2006-06-16",2006,6
5307,"torsey",1,"2006-07-14",7,"c",6.6,NA,NA,13.5,"5307_1_2006-07-14",2006,7
5307,"torsey",1,"2006-08-15",6,"c",6.8,NA,NA,16,"5307_1_2006-08-15",2006,8
5307,"torsey",1,"2006-09-15",7,"c",6.8,NA,NA,15,"5307_1_2006-09-15",2006,9
5307,"torsey",1,"2006-11-01",10,"c",6.9,NA,NA,15.5,"5307_1_2006-11-01",2006,11
5307,"torsey",1,"2008-09-04",6,"c",7,NA,NA,15.5,"5307_1_2008-09-04",2008,9
5307,"torsey",1,"2009-05-26",6,"c",NA,NA,NA,15,"5307_1_2009-05-26",2009,5
5307,"torsey",1,"2009-06-30",5,"c",NA,NA,NA,16.5,"5307_1_2009-06-30",2009,6
5307,"torsey",1,"2009-07-17",6,"c",NA,NA,NA,16,"5307_1_2009-07-17",2009,7
5307,"torsey",1,"2009-08-14",5,"c",NA,NA,NA,16.5,"5307_1_2009-08-14",2009,8
5307,"torsey",1,"2009-09-24",7.5,"c",NA,NA,NA,17,"5307_1_2009-09-24",2009,9
5307,"torsey",1,"2009-10-27",10,"c",NA,NA,NA,16.5,"5307_1_2009-10-27",2009,10
5307,"torsey",1,"2012-06-08",5,"c",NA,NA,NA,15,"5307_1_2012-06-08",2012,6
5307,"torsey",1,"2012-06-27",5,"c",NA,NA,NA,16,"5307_1_2012-06-27",2012,6
5307,"torsey",1,"2012-07-30",5,"c",NA,NA,NA,16,"5307_1_2012-07-30",2012,7
5307,"torsey",1,"2012-08-21",5,"c",NA,NA,NA,17,"5307_1_2012-08-21",2012,8
5307,"torsey",1,"2012-09-28",8,"c",NA,NA,NA,17.5,"5307_1_2012-09-28",2012,9
5307,"torsey",1,"2015-05-27",7,"c",NA,NA,NA,15.5,"5307_1_2015-05-27",2015,5
5307,"torsey",1,"2015-06-18",7,"c",NA,NA,NA,16,"5307_1_2015-06-18",2015,6
5307,"torsey",1,"2015-07-14",6,"c",NA,NA,NA,16.5,"5307_1_2015-07-14",2015,7
5307,"torsey",1,"2015-08-13",6,"c",NA,NA,NA,17,"5307_1_2015-08-13",2015,8
5307,"torsey",1,"2015-09-18",6,"c",NA,NA,NA,16,"5307_1_2015-09-18",2015,9
5307,"torsey",1,"2015-11-03",10,"c",NA,NA,NA,16,"5307_1_2015-11-03",2015,11
5307,"torsey",1,"2018-06-01",7,"c",NA,NA,NA,16.5,"5307_1_2018-06-01",2018,6
5307,"torsey",1,"2018-06-18",7,"c",NA,NA,NA,15.5,"5307_1_2018-06-18",2018,6
5307,"torsey",1,"2018-07-16",7,"c",NA,NA,NA,16,"5307_1_2018-07-16",2018,7
5307,"torsey",1,"2018-10-10",0,"c",NA,NA,NA,NA,"5307_1_2018-10-10",2018,10
5310,"carlton",1,"1998-07-24",4,"c",8.5,NA,NA,15.5,"5310_1_1998-07-24",1998,7
5310,"carlton",1,"1999-05-04",10,"c",6.9,NA,NA,14.5,"5310_1_1999-05-04",1999,5
5310,"carlton",1,"1999-05-21",6,"c",6.9,NA,NA,15.5,"5310_1_1999-05-21",1999,5
5310,"carlton",1,"1999-06-04",5,"c",6.9,NA,NA,15,"5310_1_1999-06-04",1999,6
5310,"carlton",1,"1999-06-22",5,"c",7,NA,NA,16.5,"5310_1_1999-06-22",1999,6
5310,"carlton",1,"1999-07-07",5,"c",6.9,NA,NA,13.5,"5310_1_1999-07-07",1999,7
5310,"carlton",1,"1999-07-19",5,"c",7.1,NA,NA,14.5,"5310_1_1999-07-19",1999,7
5310,"carlton",1,"1999-08-09",6,"c",7,NA,NA,14.5,"5310_1_1999-08-09",1999,8
5310,"carlton",1,"1999-08-20",7,"c",6.8,NA,NA,14.5,"5310_1_1999-08-20",1999,8
5310,"carlton",1,"1999-09-08",6,"c",6.9,NA,NA,12.5,"5310_1_1999-09-08",1999,9
5310,"carlton",1,"1999-09-24",9,"c",6.9,NA,NA,12.5,"5310_1_1999-09-24",1999,9
5310,"carlton",1,"1999-10-15",10,"c",6.7,NA,NA,12.5,"5310_1_1999-10-15",1999,10
5310,"carlton",1,"1999-10-26",10,"c",6.7,NA,NA,11,"5310_1_1999-10-26",1999,10
5310,"carlton",1,"2000-05-11",10,"c",6.9,NA,NA,12.5,"5310_1_2000-05-11",2000,5
5310,"carlton",1,"2000-05-22",5,"c",7.2,NA,NA,14,"5310_1_2000-05-22",2000,5
5310,"carlton",1,"2000-06-01",6,"c",7.2,NA,NA,15,"5310_1_2000-06-01",2000,6
5310,"carlton",1,"2000-06-13",6,"c",7.2,NA,NA,12.5,"5310_1_2000-06-13",2000,6
5310,"carlton",1,"2000-06-26",5,"c",6.8,NA,NA,12,"5310_1_2000-06-26",2000,6
5310,"carlton",1,"2000-07-07",5,"c",7,5,NA,12.5,"5310_1_2000-07-07",2000,7
5310,"carlton",1,"2000-07-26",6,"c",6.8,NA,NA,13,"5310_1_2000-07-26",2000,7
5310,"carlton",1,"2000-08-21",7,"c",6.9,NA,NA,14.5,"5310_1_2000-08-21",2000,8
5310,"carlton",1,"2000-09-05",7,"c",6.8,NA,NA,13.5,"5310_1_2000-09-05",2000,9
5310,"carlton",1,"2000-09-18",8,"c",6.8,NA,NA,13.5,"5310_1_2000-09-18",2000,9
5310,"carlton",1,"2000-10-03",9,"c",7,NA,NA,15,"5310_1_2000-10-03",2000,10
5310,"carlton",1,"2000-10-23",10,"c",7.1,NA,NA,16,"5310_1_2000-10-23",2000,10
5310,"carlton",1,"2001-05-10",4,"c",6.9,NA,NA,15.5,"5310_1_2001-05-10",2001,5
5310,"carlton",1,"2001-05-25",3,"c",6.9,NA,NA,16.5,"5310_1_2001-05-25",2001,5
5310,"carlton",1,"2001-06-11",4,"c",6.9,NA,NA,16,"5310_1_2001-06-11",2001,6
5310,"carlton",1,"2001-06-28",5,"c",7,NA,NA,15.5,"5310_1_2001-06-28",2001,6
5310,"carlton",1,"2004-08-05",5,"c",7.1,6,NA,12.5,"5310_1_2004-08-05",2004,8
5310,"carlton",1,"2004-09-17",7,"c",6.9,8,NA,12.5,"5310_1_2004-09-17",2004,9
5310,"carlton",1,"2004-10-14",8,"c",6.8,8,NA,11.5,"5310_1_2004-10-14",2004,10
5310,"carlton",1,"2005-06-02",10,"c",6.9,NA,NA,NA,"5310_1_2005-06-02",2005,6
5310,"carlton",1,"2005-08-05",5,"c",NA,NA,NA,14.5,"5310_1_2005-08-05",2005,8
5310,"carlton",1,"2009-05-20",7,"c",NA,NA,NA,13.5,"5310_1_2009-05-20",2009,5
5310,"carlton",1,"2009-06-18",4,"c",NA,NA,NA,14.5,"5310_1_2009-06-18",2009,6
5310,"carlton",1,"2009-07-14",4,"c",NA,NA,NA,16.5,"5310_1_2009-07-14",2009,7
5310,"carlton",1,"2009-08-10",6,"c",NA,NA,NA,15.5,"5310_1_2009-08-10",2009,8
5310,"carlton",1,"2009-09-29",7,"c",NA,NA,NA,16.5,"5310_1_2009-09-29",2009,9
5310,"carlton",1,"2009-10-26",4,"c",NA,NA,NA,17,"5310_1_2009-10-26",2009,10
5310,"carlton",1,"2010-06-22",5,"c",NA,NA,NA,15,"5310_1_2010-06-22",2010,6
5310,"carlton",1,"2010-07-30",999.9,"c",NA,NA,NA,NA,"5310_1_2010-07-30",2010,7
5310,"carlton",1,"2010-08-24",6.5,"c",NA,NA,NA,16,"5310_1_2010-08-24",2010,8
5310,"carlton",1,"2010-10-19",9,"c",NA,NA,NA,16,"5310_1_2010-10-19",2010,10
5310,"carlton",1,"2011-06-07",4,"c",NA,NA,NA,14,"5310_1_2011-06-07",2011,6
5310,"carlton",1,"2011-06-28",5,"c",NA,NA,NA,15,"5310_1_2011-06-28",2011,6
5310,"carlton",1,"2011-07-25",5,"c",NA,NA,NA,14.5,"5310_1_2011-07-25",2011,7
5310,"carlton",1,"2011-08-24",5,"c",NA,NA,NA,14,"5310_1_2011-08-24",2011,8
5310,"carlton",1,"2011-10-07",7,"c",NA,NA,NA,14,"5310_1_2011-10-07",2011,10
5310,"carlton",1,"2012-06-15",5,"c",NA,NA,NA,14.5,"5310_1_2012-06-15",2012,6
5310,"carlton",1,"2012-07-17",5,"c",NA,NA,NA,15,"5310_1_2012-07-17",2012,7
5310,"carlton",1,"2012-08-23",6,"c",NA,NA,NA,15.5,"5310_1_2012-08-23",2012,8
5310,"carlton",1,"2012-09-24",6.5,"c",NA,NA,NA,16,"5310_1_2012-09-24",2012,9
5310,"carlton",1,"2015-06-04",8,"c",NA,NA,NA,14,"5310_1_2015-06-04",2015,6
5310,"carlton",1,"2015-06-16",8,"c",NA,NA,NA,14.5,"5310_1_2015-06-16",2015,6
5310,"carlton",1,"2015-07-09",8,"c",NA,NA,NA,15,"5310_1_2015-07-09",2015,7
5310,"carlton",1,"2015-08-06",8,"c",NA,NA,NA,15.5,"5310_1_2015-08-06",2015,8
5310,"carlton",1,"2015-09-03",6,"c",NA,NA,NA,15.5,"5310_1_2015-09-03",2015,9
5310,"carlton",1,"2015-10-23",9,"c",NA,NA,NA,16,"5310_1_2015-10-23",2015,10
5310,"carlton",1,"2018-05-31",8,"c",NA,NA,NA,13,"5310_1_2018-05-31",2018,5
5310,"carlton",1,"2018-06-25",8,"c",NA,NA,NA,14,"5310_1_2018-06-25",2018,6
5310,"carlton",1,"2018-07-17",8,"c",NA,NA,NA,14.5,"5310_1_2018-07-17",2018,7
5310,"carlton",1,"2018-08-29",8,"c",NA,NA,NA,14.5,"5310_1_2018-08-29",2018,8
5310,"carlton",1,"2018-09-26",7,"c",NA,NA,NA,14.5,"5310_1_2018-09-26",2018,9
5310,"carlton",1,"2018-10-22",9,"c",NA,NA,NA,14.5,"5310_1_2018-10-22",2018,10
5312,"maranacook",2,"1998-05-08",10,"c",6.7,NA,NA,13.5,"5312_2_1998-05-08",1998,5
5312,"maranacook",1,"1998-05-08",10,"c",6.9,NA,NA,14,"5312_1_1998-05-08",1998,5
5312,"maranacook",2,"1998-06-09",7,"c",6.9,NA,NA,15,"5312_2_1998-06-09",1998,6
5312,"maranacook",1,"1998-06-09",8,"c",6.9,NA,NA,17,"5312_1_1998-06-09",1998,6
5312,"maranacook",1,"1998-07-09",5,"c",6.9,NA,NA,16,"5312_1_1998-07-09",1998,7
5312,"maranacook",2,"1998-07-09",4,"c",6.7,NA,NA,15,"5312_2_1998-07-09",1998,7
5312,"maranacook",1,"1998-08-06",7,"c",6.8,NA,NA,15,"5312_1_1998-08-06",1998,8
5312,"maranacook",2,"1998-08-06",4,"c",6.9,NA,NA,15,"5312_2_1998-08-06",1998,8
5312,"maranacook",2,"1998-09-11",6,"c",6.8,NA,NA,17,"5312_2_1998-09-11",1998,9
5312,"maranacook",1,"1998-09-11",7,"c",7,NA,NA,15,"5312_1_1998-09-11",1998,9
5312,"maranacook",1,"1998-10-16",10,"c",6.8,NA,NA,14.5,"5312_1_1998-10-16",1998,10
5312,"maranacook",2,"1998-10-16",10,"c",6.8,NA,NA,15.1,"5312_2_1998-10-16",1998,10
5312,"maranacook",2,"2001-05-22",10,"c",6.9,NA,NA,14,"5312_2_2001-05-22",2001,5
5312,"maranacook",1,"2001-05-22",10,"c",6.9,NA,NA,13.5,"5312_1_2001-05-22",2001,5
5312,"maranacook",2,"2001-06-19",5,"c",7,NA,NA,12.5,"5312_2_2001-06-19",2001,6
5312,"maranacook",1,"2001-06-19",5,"c",7,NA,NA,12.5,"5312_1_2001-06-19",2001,6
5312,"maranacook",1,"2001-07-23",6,"c",7,NA,NA,15,"5312_1_2001-07-23",2001,7
5312,"maranacook",1,"2001-07-23",6,"c",7,NA,NA,14,"5312_1_2001-07-23",2001,7
5312,"maranacook",2,"2001-08-28",6,"c",7,NA,NA,16,"5312_2_2001-08-28",2001,8
5312,"maranacook",1,"2001-08-28",8,"c",7,NA,NA,15.5,"5312_1_2001-08-28",2001,8
5312,"maranacook",2,"2001-09-26",7,"c",7,NA,NA,16,"5312_2_2001-09-26",2001,9
5312,"maranacook",1,"2001-09-26",9,"c",7,NA,NA,16,"5312_1_2001-09-26",2001,9
5312,"maranacook",1,"2001-10-24",10,"c",6.9,NA,NA,15,"5312_1_2001-10-24",2001,10
5312,"maranacook",2,"2002-05-30",10,"c",7,NA,NA,16,"5312_2_2002-05-30",2002,5
5312,"maranacook",1,"2002-05-30",10,"c",7.1,NA,NA,15.6,"5312_1_2002-05-30",2002,5
5312,"maranacook",1,"2002-06-26",10,"c",7.2,NA,NA,15.8,"5312_1_2002-06-26",2002,6
5312,"maranacook",2,"2002-06-26",7,"c",6.9,NA,NA,16.2,"5312_2_2002-06-26",2002,6
5312,"maranacook",2,"2002-07-31",5,"c",7,NA,NA,15.7,"5312_2_2002-07-31",2002,7
5312,"maranacook",1,"2002-07-31",7,"c",6.9,NA,NA,15.8,"5312_1_2002-07-31",2002,7
5312,"maranacook",1,"2002-08-21",6,"c",6.9,NA,NA,15.2,"5312_1_2002-08-21",2002,8
5312,"maranacook",2,"2002-08-21",5,"c",7.1,NA,NA,16.3,"5312_2_2002-08-21",2002,8
5312,"maranacook",1,"2002-09-26",10,"c",7,NA,NA,15.2,"5312_1_2002-09-26",2002,9
5312,"maranacook",2,"2002-09-26",7,"c",7.1,NA,NA,16.4,"5312_2_2002-09-26",2002,9
5312,"maranacook",1,"2002-10-30",10,"c",6.9,NA,NA,15.8,"5312_1_2002-10-30",2002,10
5312,"maranacook",2,"2002-10-30",10,"c",6.8,NA,NA,16.2,"5312_2_2002-10-30",2002,10
5312,"maranacook",2,"2003-08-07",5,"c",7.2,15,NA,17.2,"5312_2_2003-08-07",2003,8
5312,"maranacook",1,"2005-06-03",10,"c",NA,NA,NA,11.5,"5312_1_2005-06-03",2005,6
5312,"maranacook",2,"2005-07-27",5,"c",NA,NA,NA,13,"5312_2_2005-07-27",2005,7
5312,"maranacook",1,"2005-07-27",5,"c",NA,NA,NA,12,"5312_1_2005-07-27",2005,7
5312,"maranacook",1,"2008-05-21",8,"c",7,NA,NA,17,"5312_1_2008-05-21",2008,5
5312,"maranacook",2,"2008-05-21",5,"c",7,NA,NA,16,"5312_2_2008-05-21",2008,5
5312,"maranacook",1,"2008-06-18",5,"c",7.1,NA,NA,17,"5312_1_2008-06-18",2008,6
5312,"maranacook",2,"2008-06-18",5,"c",6.9,NA,NA,17,"5312_2_2008-06-18",2008,6
5312,"maranacook",1,"2008-07-17",7,"c",7.1,NA,NA,17.5,"5312_1_2008-07-17",2008,7
5312,"maranacook",2,"2008-07-17",6,"c",6.8,NA,NA,17,"5312_2_2008-07-17",2008,7
5312,"maranacook",2,"2008-08-14",6,"c",6.6,NA,NA,17.5,"5312_2_2008-08-14",2008,8
5312,"maranacook",1,"2008-08-14",8,"c",7,NA,NA,17.5,"5312_1_2008-08-14",2008,8
5312,"maranacook",2,"2008-09-19",7,"c",6.8,NA,NA,NA,"5312_2_2008-09-19",2008,9
5312,"maranacook",1,"2008-09-19",9,"c",7,NA,NA,NA,"5312_1_2008-09-19",2008,9
5312,"maranacook",2,"2008-10-15",8,"c",6.8,NA,NA,19,"5312_2_2008-10-15",2008,10
5312,"maranacook",1,"2008-10-15",10,"c",7,NA,NA,18,"5312_1_2008-10-15",2008,10
5312,"maranacook",1,"2009-05-27",7,"c",NA,NA,NA,17.5,"5312_1_2009-05-27",2009,5
5312,"maranacook",2,"2009-05-27",6,"c",NA,NA,NA,17,"5312_2_2009-05-27",2009,5
5312,"maranacook",2,"2009-06-24",7,"c",NA,NA,NA,18.5,"5312_2_2009-06-24",2009,6
5312,"maranacook",1,"2009-06-24",9,"c",NA,NA,NA,19,"5312_1_2009-06-24",2009,6
5312,"maranacook",1,"2009-07-17",6,"c",NA,NA,NA,19,"5312_1_2009-07-17",2009,7
5312,"maranacook",2,"2009-07-17",6,"c",NA,NA,NA,20.5,"5312_2_2009-07-17",2009,7
5312,"maranacook",2,"2009-08-13",5,"c",NA,NA,NA,21,"5312_2_2009-08-13",2009,8
5312,"maranacook",1,"2009-08-13",7,"c",NA,NA,NA,20,"5312_1_2009-08-13",2009,8
5312,"maranacook",2,"2009-09-28",7,"c",NA,NA,NA,21,"5312_2_2009-09-28",2009,9
5312,"maranacook",1,"2009-09-28",9,"c",NA,NA,NA,19,"5312_1_2009-09-28",2009,9
5312,"maranacook",1,"2009-10-20",10,"c",NA,NA,NA,18.5,"5312_1_2009-10-20",2009,10
5312,"maranacook",2,"2009-10-20",10,"c",NA,NA,NA,20.5,"5312_2_2009-10-20",2009,10
5312,"maranacook",2,"2010-08-12",5.5,"c",NA,NA,NA,19,"5312_2_2010-08-12",2010,8
5312,"maranacook",2,"2011-05-26",10,"c",NA,NA,NA,15,"5312_2_2011-05-26",2011,5
5312,"maranacook",1,"2011-05-26",10,"c",NA,NA,NA,16,"5312_1_2011-05-26",2011,5
5312,"maranacook",2,"2011-06-20",5,"c",NA,NA,NA,16.5,"5312_2_2011-06-20",2011,6
5312,"maranacook",1,"2011-06-20",5,"c",NA,NA,NA,16,"5312_1_2011-06-20",2011,6
5312,"maranacook",1,"2011-07-19",6,"c",NA,NA,NA,16.5,"5312_1_2011-07-19",2011,7
5312,"maranacook",2,"2011-07-19",4.5,"c",NA,NA,NA,17,"5312_2_2011-07-19",2011,7
5312,"maranacook",2,"2011-08-18",5,"c",NA,NA,NA,18,"5312_2_2011-08-18",2011,8
5312,"maranacook",1,"2011-08-18",7,"c",NA,NA,NA,17,"5312_1_2011-08-18",2011,8
5312,"maranacook",2,"2011-09-27",7,"c",NA,NA,NA,18.5,"5312_2_2011-09-27",2011,9
5312,"maranacook",1,"2011-09-27",9,"c",NA,NA,NA,17,"5312_1_2011-09-27",2011,9
5312,"maranacook",1,"2014-05-28",9,"c",NA,NA,NA,19,"5312_1_2014-05-28",2014,5
5312,"maranacook",2,"2014-05-28",7,"c",NA,NA,NA,18.5,"5312_2_2014-05-28",2014,5
5312,"maranacook",2,"2014-06-09",7,"c",NA,NA,NA,17.5,"5312_2_2014-06-09",2014,6
5312,"maranacook",1,"2014-06-09",7,"c",NA,NA,NA,18,"5312_1_2014-06-09",2014,6
5312,"maranacook",2,"2014-07-01",6,"c",NA,NA,NA,17.5,"5312_2_2014-07-01",2014,7
5312,"maranacook",1,"2014-07-01",7,"c",NA,NA,NA,18,"5312_1_2014-07-01",2014,7
5312,"maranacook",2,"2014-08-04",5,"c",NA,NA,NA,18,"5312_2_2014-08-04",2014,8
5312,"maranacook",1,"2014-08-04",7,"c",NA,NA,NA,18.5,"5312_1_2014-08-04",2014,8
5312,"maranacook",1,"2014-09-05",7,"c",NA,NA,NA,19,"5312_1_2014-09-05",2014,9
5312,"maranacook",2,"2014-09-05",5,"c",NA,NA,NA,18.5,"5312_2_2014-09-05",2014,9
5312,"maranacook",1,"2017-05-23",9,"c",NA,NA,NA,18.5,"5312_1_2017-05-23",2017,5
5312,"maranacook",2,"2017-05-23",7,"c",NA,NA,NA,18,"5312_2_2017-05-23",2017,5
5312,"maranacook",2,"2017-06-12",6,"c",NA,NA,NA,18,"5312_2_2017-06-12",2017,6
5312,"maranacook",1,"2017-06-12",9,"c",NA,NA,NA,18,"5312_1_2017-06-12",2017,6
5312,"maranacook",1,"2017-08-14",7,"c",NA,NA,NA,18,"5312_1_2017-08-14",2017,8
5312,"maranacook",2,"2017-08-14",5,"c",NA,NA,NA,18.5,"5312_2_2017-08-14",2017,8
5312,"maranacook",1,"2017-09-05",9,"c",NA,NA,NA,18.5,"5312_1_2017-09-05",2017,9
5312,"maranacook",2,"2017-09-05",6,"c",NA,NA,NA,18,"5312_2_2017-09-05",2017,9
5312,"maranacook",2,"2017-10-03",7,"c",NA,NA,NA,19,"5312_2_2017-10-03",2017,10
5312,"maranacook",1,"2017-10-03",9,"c",NA,NA,NA,19.5,"5312_1_2017-10-03",2017,10
5312,"maranacook",2,"2017-10-18",7,"c",NA,NA,NA,19.5,"5312_2_2017-10-18",2017,10
5312,"maranacook",1,"2017-10-18",9,"c",NA,NA,NA,20,"5312_1_2017-10-18",2017,10
5312,"maranacook",1,"2020-06-22",6,"c",NA,NA,NA,18.5,"5312_1_2020-06-22",2020,6
5312,"maranacook",2,"2020-06-22",6,"c",NA,NA,NA,18,"5312_2_2020-06-22",2020,6
5312,"maranacook",2,"2020-07-21",5,"c",NA,NA,NA,19.5,"5312_2_2020-07-21",2020,7
5312,"maranacook",1,"2020-07-21",7,"c",NA,NA,NA,19,"5312_1_2020-07-21",2020,7
5312,"maranacook",1,"2020-08-21",7,"c",NA,NA,NA,19.5,"5312_1_2020-08-21",2020,8
5312,"maranacook",2,"2020-08-21",6,"c",NA,NA,NA,20,"5312_2_2020-08-21",2020,8
5312,"maranacook",1,"2020-09-21",9,"c",NA,NA,NA,20.5,"5312_1_2020-09-21",2020,9
5312,"maranacook",2,"2020-10-22",9,"c",NA,NA,NA,19.5,"5312_2_2020-10-22",2020,10
5312,"maranacook",1,"2020-10-22",9,"c",NA,NA,NA,18.5,"5312_1_2020-10-22",2020,10
5312,"maranacook",2,"2021-09-21",7,"c",NA,NA,NA,20,"5312_2_2021-09-21",2021,9
5316,"kezar",1,"2003-08-25",5,"c",6.6,13,NA,19.8,"5316_1_2003-08-25",2003,8
5316,"kezar",1,"2009-08-07",2.5,"c",NA,NA,NA,20.5,"5316_1_2009-08-07",2009,8
