"LAKNAM","MIDAS","STATION","SAMPDATE","AGENCY","PROJECT","DEPTH","TEMP","OXYGEN","OXYMETH","METER","CALIB"
"Maranacook",5312,2,2022-05-14,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-05-29,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-05-29,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-06-06,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-06-06,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-08-06,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-08-06,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-06-26,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-06-26,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-07-10,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-07-10,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-09-04,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-09-04,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-09-24,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-09-24,"CW",3,NA,NA,NA,"M",NA,"Y"
"Maranacook",5312,2,2022-08-06,"CW",3,0,29.1,7.5,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,1,28.4,7.5,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,2,27.7,7.5,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,3,26.8,7.2,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,4,26.3,6.9,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,5,24.8,5.3,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,6,20.8,0.3,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,7,16.9,1,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,8,13.2,0.3,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,9,11.3,0.3,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,10,10.5,0.3,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,11,10.2,0.3,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,0,29.1,7.5,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,1,28.4,7.5,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,2,27.7,7.5,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,3,26.8,7.2,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,4,26.3,6.9,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,5,24.8,5.3,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,6,20.8,0.3,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,7,16.9,1,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,8,13.2,0.3,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,9,11.3,0.3,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,10,10.5,0.3,"M","YSI52 1","Y"
"Maranacook",5312,2,2022-08-06,"CW",3,11,10.2,0.3,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-07-20,"CW",3,0,26.2,7.8,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-07-20,"CW",3,1,26.1,7.8,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-07-20,"CW",3,2,25.8,7.9,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-07-20,"CW",3,3,25.1,8,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-07-20,"CW",3,4,24.7,7.4,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-07-20,"CW",3,5,24,6.8,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-07-20,"CW",3,6,21.2,2.1,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-07-20,"CW",3,7,16.8,4.3,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-07-20,"CW",3,8,13,0.4,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-07-20,"CW",3,9,11.5,0.3,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-07-20,"CW",3,0,26.2,7.8,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-07-20,"CW",3,1,26.1,7.8,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-07-20,"CW",3,2,25.8,7.9,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-07-20,"CW",3,3,25.1,8,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-07-20,"CW",3,4,24.7,7.4,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-07-20,"CW",3,5,24,6.8,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-07-20,"CW",3,6,21.2,2.1,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-07-20,"CW",3,7,16.8,4.3,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-07-20,"CW",3,8,13,0.4,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-07-20,"CW",3,9,11.5,0.3,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-07-10,"CW",3,0,25.7,8.2,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-07-10,"CW",3,1,25.3,8.3,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-07-10,"CW",3,2,24.4,8.6,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-07-10,"CW",3,3,24.1,7.7,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-07-10,"CW",3,3.5,24,7.5,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-07-10,"CW",3,4,23.9,7.6,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-07-10,"CW",3,0,25.7,8.2,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-07-10,"CW",3,1,25.3,8.3,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-07-10,"CW",3,2,24.4,8.6,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-07-10,"CW",3,3,24.1,7.7,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-07-10,"CW",3,3.5,24,7.5,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-07-10,"CW",3,4,23.9,7.6,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-07-20,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,3,2022-07-20,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,3,2022-07-23,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,3,2022-07-23,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,3,2022-07-31,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,3,2022-07-31,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,3,2022-08-07,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,3,2022-08-07,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,3,2022-08-20,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,3,2022-08-20,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,3,2022-08-29,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,3,2022-08-29,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,3,2022-09-04,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,3,2022-09-04,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,3,2022-09-10,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,3,2022-09-10,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,3,2022-10-12,"CW",3,0.1,14.3,9.6,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-10-12,"CW",3,1,13.3,9.6,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-10-12,"CW",3,2,13,9.6,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-10-12,"CW",3,3,12.9,9.5,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-10-12,"CW",3,3.5,12.9,9.5,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-10-12,"CW",3,0.1,14.3,9.6,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-10-12,"CW",3,1,13.3,9.6,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-10-12,"CW",3,2,13,9.6,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-10-12,"CW",3,3,12.9,9.5,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-10-12,"CW",3,3.5,12.9,9.5,"M","YSI52 1","Y"
"Sand",5238,1,2022-07-13,"CW",3,NA,NA,NA,"M",NA,"Y"
"Sand",5238,1,2022-07-29,"CW",3,NA,NA,NA,"M",NA,"Y"
"Sand",5238,1,2022-08-15,"CW",3,NA,NA,NA,"M",NA,"Y"
"Sand",5238,1,2022-08-30,"CW",3,NA,NA,NA,"M",NA,"Y"
"Sand",5238,1,2022-09-12,"CW",3,NA,NA,NA,"M",NA,"Y"
"Torsey",5307,1,2022-08-06,"CW",3,0,28.7,7.3,"M","YSI52 1","Y"
"Torsey",5307,1,2022-08-06,"CW",3,1,28.2,7.3,"M","YSI52 1","Y"
"Torsey",5307,1,2022-08-06,"CW",3,2,27.6,7.4,"M","YSI52 1","Y"
"Torsey",5307,1,2022-08-06,"CW",3,3,27.2,7.4,"M","YSI52 1","Y"
"Torsey",5307,1,2022-08-06,"CW",3,4,26.5,7.3,"M","YSI52 1","Y"
"Torsey",5307,1,2022-08-06,"CW",3,5,25.7,7.5,"M","YSI52 1","Y"
"Torsey",5307,1,2022-08-06,"CW",3,6,21.7,5.4,"M","YSI52 1","Y"
"Torsey",5307,1,2022-08-06,"CW",3,7,17.4,0.6,"M","YSI52 1","Y"
"Torsey",5307,1,2022-08-06,"CW",3,8,14.6,0.4,"M","YSI52 1","Y"
"Torsey",5307,1,2022-08-06,"CW",3,9,12.7,0.4,"M","YSI52 1","Y"
"Torsey",5307,1,2022-08-06,"CW",3,10,12.1,0.3,"M","YSI52 1","Y"
"Torsey",5307,1,2022-08-06,"CW",3,11,11.5,0.3,"M","YSI52 1","Y"
"Torsey",5307,1,2022-08-06,"CW",3,12,11.2,0.3,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,0,24.2,8.1,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,1,24.2,8.1,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,2,23.8,8.1,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,3,23.7,8.1,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,4,23.5,8.1,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,5,18.8,8.9,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,6,15.9,8.7,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,7,10.5,6.5,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,8,8.4,5,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,9,6.8,3.7,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,10,6.4,3.3,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,11,6.2,2.6,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,12,6.1,2.6,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,13,6.1,2,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,14,6,1.8,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,15,6,1.2,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,16,5.9,0.6,"M","YSI52 1","Y"
"Lower Narrows",103,1,2022-07-07,"CW",3,17,5.9,0.5,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,0,26.7,7.8,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,1,26.6,7.6,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,2,26.4,7.7,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,3,26,7.7,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,4,25.6,7.8,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,5,23.9,8,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,6,20.9,8.4,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,7,17.2,4.8,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,8,14.6,2.2,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,9,12.3,0.7,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,10,11.7,0.6,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,11,10.9,0.3,"M","YSI52 1","Y"
"Wilson",3832,1,2022-07-22,"CW",3,12,10.4,0.3,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,0.1,22.7,8.6,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,1,22.7,8.5,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,2,22.7,8.5,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,3,22.7,8.5,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,4,22.7,8.4,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,5,22.6,8.3,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,6,22.5,8.3,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,6.5,21.7,4.4,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,7,20.3,1.1,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,8,16,0.3,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,9,13,0.1,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,10,11.7,0,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,11,11.1,0,"M","YSI52 1","Y"
"Wilson",3832,1,2022-09-06,"CW",3,12,11,0,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,0,18.5,8.8,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,1,17.6,8.9,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,2,16.4,9.1,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,3,16.1,9.1,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,4,15.8,8.8,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,5,15.8,8.7,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,6,15.8,8.6,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,7,15.8,8.6,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,8,15.8,8.4,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,9,15.7,7.9,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,10,15.4,7.4,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,11,11.7,0.2,"M","YSI52 1","Y"
"Wilson",3832,1,2022-10-06,"CW",3,12,10.9,0.2,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,0,14,10,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,1,14,9.9,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,2,13.9,9.9,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,3,13.8,9.8,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,4,13.5,9.5,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,5,13.2,9.2,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,6,13.2,9,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,7,12.9,8.8,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,8,12.9,8.6,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,9,12.8,8.5,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,10,12.8,8.5,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,11,12.7,8.3,"M","YSI52 1","Y"
"Wilson",3832,1,2022-11-07,"CW",3,12,12.6,7.6,"M","YSI52 1","Y"
"Woodbury",5240,1,2022-06-15,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-06-21,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-06-28,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-07-08,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-07-15,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-07-27,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-08-03,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-08-10,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-08-19,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-08-26,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-09-02,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-09-09,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-09-16,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-09-25,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-10-12,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-10-30,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-10-22,"CW",3,NA,NA,NA,"M",NA,"Y"
"Woodbury",5240,1,2022-11-05,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,1,2022-07-13,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-07-13,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,1,2022-10-12,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-10-12,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,1,2022-08-10,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-08-10,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,1,2022-08-22,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-08-22,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,1,2022-10-02,"CW",3,NA,NA,NA,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-10-02,"CW",3,NA,NA,NA,"M",NA,"Y"
"Pleasant",5254,1,2022-09-08,"CW",3,0,23.3,8.1,"M",NA,"Y"
"Pleasant",5254,1,2022-09-08,"CW",3,1,22.4,8.6,"M",NA,"Y"
"Pleasant",5254,1,2022-09-08,"CW",3,2,22.1,7.9,"M",NA,"Y"
"Pleasant",5254,1,2022-09-08,"CW",3,3,22,7.7,"M",NA,"Y"
"Pleasant",5254,1,2022-09-08,"CW",3,4,21.9,6.9,"M",NA,"Y"
"Pleasant",5254,1,2022-09-08,"CW",3,5,21.7,6.1,"M",NA,"Y"
"Pleasant",5254,1,2022-09-08,"CW",3,6,21.2,4.2,"M",NA,"Y"
"Pleasant",5254,1,2022-09-08,"CW",3,7,20.5,0.4,"M",NA,"Y"
"Pleasant",5254,1,2022-09-08,"CW",3,8,15.2,0.3,"M",NA,"Y"
"Pleasant",5254,1,2022-09-08,"CW",3,8.5,14.1,0.3,"M",NA,"Y"
"Pleasant",5254,1,2022-09-08,"CW",3,9,13.4,0.3,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-09-08,"CW",3,0,23.3,8.1,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-09-08,"CW",3,1,22.4,8.6,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-09-08,"CW",3,2,22.1,7.9,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-09-08,"CW",3,3,22,7.7,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-09-08,"CW",3,4,21.9,6.9,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-09-08,"CW",3,5,21.7,6.1,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-09-08,"CW",3,6,21.2,4.2,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-09-08,"CW",3,7,20.5,0.4,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-09-08,"CW",3,8,15.2,0.3,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-09-08,"CW",3,8.5,14.1,0.3,"M",NA,"Y"
"Upper Pleasant",5254,1,2022-09-08,"CW",3,9,13.4,0.3,"M",NA,"Y"
"Pleasant",5254,1,2022-10-12,"CW",3,0.1,15,9,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-10-12,"CW",3,1,14.7,9,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-10-12,"CW",3,2,14,8.7,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-10-12,"CW",3,3,14,8.6,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-10-12,"CW",3,4,13.9,8.4,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-10-12,"CW",3,5,13.9,8.1,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-10-12,"CW",3,6,13.7,7.7,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-10-12,"CW",3,7,13.5,7.8,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-10-12,"CW",3,8,13.4,7.9,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-10-12,"CW",3,9,13.3,7.2,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-10-12,"CW",3,0.1,15,9,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-10-12,"CW",3,1,14.7,9,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-10-12,"CW",3,2,14,8.7,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-10-12,"CW",3,3,14,8.6,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-10-12,"CW",3,4,13.9,8.4,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-10-12,"CW",3,5,13.9,8.1,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-10-12,"CW",3,6,13.7,7.7,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-10-12,"CW",3,7,13.5,7.8,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-10-12,"CW",3,8,13.4,7.9,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-10-12,"CW",3,9,13.3,7.2,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-06-28,"CW",3,0,24.1,8.5,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-06-28,"CW",3,1,24,8.5,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-06-28,"CW",3,2,22.4,8.5,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-06-28,"CW",3,3,22.3,8.6,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-06-28,"CW",3,4,21.6,8.1,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-06-28,"CW",3,5,19.5,6.2,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-06-28,"CW",3,6,18.3,4.2,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-06-28,"CW",3,7,16.5,2.4,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-06-28,"CW",3,8,12,0.3,"M","YSI52 1","Y"
"Pleasant",5254,1,2022-06-28,"CW",3,9,10.5,0.3,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-06-28,"CW",3,0,24.1,8.5,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-06-28,"CW",3,1,24,8.5,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-06-28,"CW",3,2,22.4,8.5,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-06-28,"CW",3,3,22.3,8.6,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-06-28,"CW",3,4,21.6,8.1,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-06-28,"CW",3,5,19.5,6.2,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-06-28,"CW",3,6,18.3,4.2,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-06-28,"CW",3,7,16.5,2.4,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-06-28,"CW",3,8,12,0.3,"M","YSI52 1","Y"
"Upper Pleasant",5254,1,2022-06-28,"CW",3,9,10.5,0.3,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-09-10,"CW",3,0.1,21.8,8.9,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-09-10,"CW",3,1,21.7,8.8,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-09-10,"CW",3,2,21.6,8.9,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-09-10,"CW",3,3,21.4,8.7,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-09-10,"CW",3,3.5,21.3,9,"M","YSI52 1","Y"
"Pleasant",5254,3,2022-09-10,"CW",3,4,21.2,8.4,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-09-10,"CW",3,0.1,21.8,8.9,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-09-10,"CW",3,1,21.7,8.8,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-09-10,"CW",3,2,21.6,8.9,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-09-10,"CW",3,3,21.4,8.7,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-09-10,"CW",3,3.5,21.3,9,"M","YSI52 1","Y"
"Upper Pleasant",5254,3,2022-09-10,"CW",3,4,21.2,8.4,"M","YSI52 1","Y"
